ERR1913311.69__1.69	410072__A0A3E4GMB7__COPCOM_03357
ERR1913311.1578028__1.1578028	39491__A0A396FUZ3__phoR_1
ERR1913311.1578081__1.1578081	853__A0A2A7A4A9__C4N21_14870
ERR1913311.1578230__1.1578230	1262882__R5MQW1__BN519_01295
ERR1913311.1578459__1.1578459	39492__D4JRR5__ERS852540_02089
ERR1913311.1578396__1.1578396	39492__D4JRR5__ERS852540_02089
ERR1913311.1578383__1.1578383	214856__A0A174G1M7__ERS852559_00594
ERR1913311.1578420__1.1578420	39492__D4MM10__EUBSIR_01460
ERR1913311.1578421__1.1578421	1262913__R7JGU5__BN646_02158
ERR1913311.1578495__1.1578495	823__A0A395YQ63__B5F32_15335
ERR1913311.1578523__1.1578523	1262924__R7HTA4__BN585_00391
ERR1913311.1578525__1.1578525	1262882__R5MMD8__BN519_01576
ERR1913311.1578540__1.1578540	28116__A0A3D2LPA1__CUY_3388
ERR1913311.1578659__1.1578659	39492__D4JRM9__bglB_2
ERR1913311.1578673__1.1578673	1262924__R7HQB7__BN585_02057
ERR1913311.1578706__1.1578706	39492__D4JRV7__EUBSIR_01513
ERR1913311.1578737__1.1578737	39491__A0A3E4E7C5__DXB69_03255
ERR1913311.1578739__1.1578739	39491__R6UMS6__DXD13_07035
ERR1913311.1578740__1.1578740	649756__A0A174K9U9__HMPREF0369_00778
ERR1913311.1578850__1.1578850	1150298__R7JSM7__ERS852535_02465
ERR1913311.1578783__1.1578783	853__A0A174C5M1__CGS58_04460
ERR1913311.1578797__1.1578797	39492__D4JRR5__ERS852540_02089
ERR1913311.1578891__1.1578891	1262924__R7HSV3__BN585_00240
ERR1913311.1578902__1.1578902	239935__A0A2N8IEP3__CXT84_03735
ERR1913311.1578986__1.1578986	39492__D4MIK7__EUBSIR_00676
ERR1913311.1579053__1.1579053	818__D7I7V5__BJP75_001030
ERR1913311.1579082__1.1579082	1262882__R5MYI1__BN519_00416
ERR1913311.1579187__1.1579187	39492__D4MIY5__EUBSIR_00233
ERR1913311.1579241__1.1579241	1262924__R7HU74__BN585_00690
ERR1913311.1579268__1.1579268	39492__D4JT91__EUBSIR_01750
ERR1913311.1579361__1.1579361	1262913__R7J494__BN646_00505
ERR1913311.1579382__1.1579382	853__E2ZGD9__C7J97_11715
ERR1913311.1579516__1.1579516	39492__D4MIY5__EUBSIR_00233
ERR1913311.1579576__1.1579576	214856__A0A174ZEW0__ERS852447_00985
ERR1913311.1579577__1.1579577	216816__C5E884__DXC74_09410
ERR1913311.1579615__1.1579615	1262945__R6YMA9__BN600_01273
ERR1913311.1579667__1.1579667	820__A0A3E4VXP2__yesR
ERR1913311.1579798__1.1579798	47678__A5ZBL9__C5Z00_18710
ERR1913311.1579808__1.1579808	46228__V8BY98__RUMLAC_00452
ERR1913311.1579956__1.1579956	1965576__A0A1Y4LPM5__B5F19_07170
ERR1913311.1579985__1.1579985	301301__A0A395V4X8__ERS852391_01546
ERR1913311.1580109__1.1580109	301301__A0A395V7N0__ERS852391_02330
ERR1913311.1580372__1.1580372	301301__A0A395VA65__eutA
ERR1913311.1580443__1.1580443	1263044__GCA_000433375.1_03431
ERR1913311.1580466__1.1580466	1262882__R5MIQ8__BN519_01036
ERR1913311.1580569__1.1580569	410072__A0A174DFS8__ERS852574_01251
ERR1913311.1580575__1.1580575	28116__C3QMW5__M089_4133
ERR1913311.1580597__1.1580597	46228__B5CPY3__DXD17_03535
ERR1913311.1580612__1.1580612	1262882__R5N1T9__BN519_00804
ERR1913311.1580739__1.1580739	28116__D4WLZ3__C5Z02_24105
ERR1913311.1580878__1.1580878	1262882__R5N3H1__BN519_01121
ERR1913311.1580994__1.1580994	1262882__R5N5W2__BN519_00074
ERR1913311.1581123__1.1581123	1150298__R7JL35__ERS852498_02809
ERR1913311.1581323__1.1581323	39492__D4JT87__clpC
ERR1913311.1581281__1.1581281	371601__I9JHG7__DXD80_12945
ERR1913311.1581295__1.1581295	371601__G1UK36__HMPREF1074_03496
ERR1913311.1581335__1.1581335	39491__C4ZAT2__ERE_28440
ERR1913311.1581346__1.1581346	1262882__R5MPJ1__BN519_01023
ERR1913311.1581364__1.1581364	1262913__R7JBL4__BN646_01165
ERR1913311.1581392__1.1581392	418240__A0A173WVP8__acm
ERR1913311.1581407__1.1581407	1680__A0A0C2YPV2__AL0462_1474
ERR1913311.1581498__1.1581498	39492__A0A174ZP27__EUBSIR_00033
ERR1913311.1581548__1.1581548	1735__B7CAL3__EUBIFOR_01234
ERR1913311.1581520__1.1581520	216816__D6D9H5__APC1466_0493
ERR1913311.1581524__1.1581524	556259__I0PXW0__BSGG_5187
ERR1913311.1581530__1.1581530	166486__A0A173VSA0__ROSINTL182_06124
ERR1913311.1581637__1.1581637	239935__R6IZT7__CXU18_11710
ERR1913311.1581672__1.1581672	46228__B5CL89__RUMLAC_00210
ERR1913311.1581728__1.1581728	1263005__R6ERA1__BN497_00700
ERR1913311.1581840__1.1581840	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913311.1581929__1.1581929	357276__A0A0K2HKT7__B5F95_21090
ERR1913311.1581973__1.1581973	626932__G5H8A5__HMPREF9450_01165
ERR1913311.1582086__1.1582086	39492__D4JTW6__ERS852540_00220
ERR1913311.1582171__1.1582171	166486__D4KYD7__ERS852572_03817
ERR1913311.1582387__1.1582387	39492__D4JR31__EUBSIR_00106
ERR1913311.1582418__1.1582418	39491__A0A396FUZ3__phoR_1
ERR1913311.1582470__1.1582470	39485__C4Z028__ERS852492_00100
ERR1913311.1582483__1.1582483	40518__R5DLW4__thiN
ERR1913311.1582619__1.1582619	360807__A0A0M6WZN5__ERS852392_01605
ERR1913311.1582736__1.1582736	649756__B0P442__DO83_03915
ERR1913311.1582750__1.1582750	821__E5UY21__C800_02204
ERR1913311.1582843__1.1582843	357276__A0A0K2HDP3__IY41_00705
ERR1913311.1582937__1.1582937	1262882__R5MT08__BN519_01706
ERR1913311.1583016__1.1583016	1262882__R5MSX6__BN519_01697
ERR1913311.1582962__1.1582962	1150298__A0A174M5S6__ERS852498_01656
ERR1913311.1583114__1.1583114	410072__A0A174E1G6__phoR_6
ERR1913311.1583118__1.1583118	239935__A0A2N8I3Z7__CXU05_10555
ERR1913311.1583210__1.1583210	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913311.1583220__1.1583220	1262882__R5MHZ2__BN519_00742
ERR1913311.1583278__1.1583278	301301__A0A395V4X8__ERS852391_01546
ERR1913311.1583396__1.1583396	853__A0A3E2U7E6__ERS852582_01640
ERR1913311.1583560__1.1583560	39492__A0A174ZP27__EUBSIR_00033
ERR1913311.1583561__1.1583561	1262882__R5N2A9__BN519_00921
ERR1913311.1583503__1.1583503	39492__D4JUR4__ERS852540_01427
ERR1913311.1583618__1.1583618	39491__C4ZF05__vpr
ERR1913311.1583763__1.1583763	1262992__R5D733__BN795_00375
ERR1913311.1583725__1.1583725	39492__B0MNL5__phoR_1
ERR1913311.1583882__1.1583882	39492__D4JR31__EUBSIR_00106
ERR1913311.1583883__1.1583883	357276__A0A076ITH2__BSEG_03273
ERR1913311.1583891__1.1583891	1262992__R5D4X3__BN795_00699
ERR1913311.1583832__1.1583832	292800__G9YMA2__HMPREF0372_00623
ERR1913311.1583903__1.1583903	214856__R6Z320__ERS852447_02148
ERR1913311.1583914__1.1583914	1150298__A0A174MDR2__ERS852498_01766
ERR1913311.1584004__1.1584004	1150298__A0A174HHW8__yhbU_1
ERR1913311.1584151__1.1584151	239935__A0A139TPG3__CXT86_08810
ERR1913311.1584512__1.1584512	1262924__R7HQ73__BN585_02030
ERR1913311.1584536__1.1584536	28116__A0A3D2LPA1__CUY_3388
ERR1913311.1584578__1.1584578	1262992__R5D559__BN795_00706
ERR1913311.1584677__1.1584677	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913311.1584881__1.1584881	1262882__R5MGX3__BN519_00046
ERR1913311.1584889__1.1584889	1263000__R5EXT3__BN466_02213
ERR1913311.1584900__1.1584900	301301__G2SZK8__ERS852391_00581
ERR1913311.1585064__1.1585064	2108523__A0A2P2FCW6__LAWASA_3918
ERR1913311.1585160__1.1585160	820__A0A139K0J1__HMPREF2141_03205
ERR1913311.1585221__1.1585221	371601__A0A139LNL6__ERS852396_04350
ERR1913311.1585298__1.1585298	218538__C9LPE5__GCWU000321_01424
ERR1913311.1585351__1.1585351	214856__A0A174H3U9__ERS852559_00612
ERR1913311.1585504__1.1585504	1262882__R5MRS7__BN519_01490
ERR1913311.1585572__1.1585572	46228__B5CLQ5__RUMLAC_00379
ERR1913311.1585625__1.1585625	1150298__A0A174KW35__cbbX
ERR1913311.1585638__1.1585638	1262882__R5MYI1__BN519_00416
ERR1913311.1585820__1.1585820	35833__E5Y5K9__HMPREF0179_01472
ERR1913311.1585956__1.1585956	1150298__A0A174DX06__ERS852498_00491
ERR1913311.1586049__1.1586049	1262882__R5MYP8__BN519_00439
ERR1913311.1586050__1.1586050	1150298__R7JXH6__mecR1
ERR1913311.1586183__1.1586183	1262989__R6YC95__BN815_00996
ERR1913311.1586191__1.1586191	39492__R6SPM9__pheT
ERR1913311.1586619__1.1586619	166486__C7G7A6__ROSINTL182_05773
ERR1913311.1586630__1.1586630	820__A7V470__HMPREF1072_02076
ERR1913311.1586770__1.1586770	246787__A0A0P0GCR8__xynD_3
ERR1913311.1586797__1.1586797	1150298__A0A174GDE8__ERS852535_00119
ERR1913311.1586835__1.1586835	1150298__R7JUW7__ERS852406_02089
ERR1913311.1586808__1.1586808	1262913__R7JG60__BN646_02159
ERR1913311.1586815__1.1586815	1262882__R5N1T9__BN519_00804
ERR1913311.1586885__1.1586885	328814__GCA_004558275.1_00391
ERR1913311.1586903__1.1586903	39491__A0A395ZE48__DXB76_02395
ERR1913311.1586996__1.1586996	1262882__R5N349__BN519_01037
ERR1913311.1587222__1.1587222	1680__A0A087DHN0__AL0462_1532
ERR1913311.1587251__1.1587251	218538__C9LQG6__GCWU000321_01798
ERR1913311.1587287__1.1587287	371601__F7LYR1__DXD03_13150
ERR1913311.1587311__1.1587311	214856__E4MF20__Alfi_0697
ERR1913311.1587324__1.1587324	371601__D0TRG1__HMPREF1074_04676
ERR1913311.1587367__1.1587367	46228__V8CHJ4__RUMLAC_00753
ERR1913311.1587576__1.1587576	46228__V8CGF0__HMPREF1202_00126
ERR1913311.1587639__1.1587639	1262924__R7HQP2__BN585_01509
ERR1913311.1587664__1.1587664	39492__A0A174ZHV5__msbA_2
ERR1913311.1587696__1.1587696	39492__B0MN61__epsF_2
ERR1913311.1587772__1.1587772	39491__A0A395ZEN3__DXD95_12655
ERR1913311.1587880__1.1587880	39492__R6RT40__prkC_3
ERR1913311.1588000__1.1588000	39491__C4Z9E9__T1815_12341
ERR1913311.1588063__1.1588063	39491__A0A396FJJ9__DXB76_11995
ERR1913311.1588037__1.1588037	39492__D4JU49__ERS852540_00175
ERR1913311.1588397__1.1588397	46228__V8CE19__DXD17_01950
ERR1913311.1588688__1.1588688	487175__D9Y599__HMPREF9439_01869
ERR1913311.1588796__1.1588796	39491__A0A395V1R3__T1815_08181
ERR1913311.1589031__1.1589031	1262924__R7HQN1__BN585_00550
ERR1913311.1589067__1.1589067	1262882__R5N349__BN519_01037
ERR1913311.1589068__1.1589068	39491__A0A395UYA6__EUBREC_0408
ERR1913311.1589190__1.1589190	1262924__R7HPU8__BN585_00010
ERR1913311.1589202__1.1589202	246787__A0A0P0GG22__BACCELL_01899
ERR1913311.1589229__1.1589229	166486__D4L456__rpfG_10
ERR1913311.1589311__1.1589311	39492__D4JRR5__ERS852540_02089
ERR1913311.1589313__1.1589313	239935__A0A2N8IVR0__CXT87_07115
ERR1913311.1589326__1.1589326	166486__D4L458__ROSINTL182_07088
ERR1913311.1589327__1.1589327	1262924__R7HM98__BN585_01697
ERR1913311.1589429__1.1589429	166486__D4KVA1__ROSINTL182_06909
ERR1913311.1589466__1.1589466	39492__D4JXA0__ERS852540_02538
ERR1913311.1589666__1.1589666	1150298__A0A174S4G4__dacB_1
ERR1913311.1589673__1.1589673	371601__I9ABK9__B5E50_12420
ERR1913311.1589634__1.1589634	39485__R5ZYJ0__ERS852492_00222
ERR1913311.1589724__1.1589724	1262882__R5N1Z9__BN519_01020
ERR1913311.1589741__1.1589741	1262882__R5N1Z9__BN519_01020
ERR1913311.1589706__1.1589706	39492__D4JX34__ERS852540_00411
ERR1913311.1589763__1.1589763	1262924__R7HQS1__BN585_00657
ERR1913311.1589806__1.1589806	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913311.1589975__1.1589975	649756__A0A174B2V7__ERS852475_01064
ERR1913311.1590001__1.1590001	1262882__R5MRS7__BN519_01490
ERR1913311.1590080__1.1590080	853__A0A173XRA8__CGS56_09290
ERR1913311.1590277__1.1590277	1262924__R7HL71__BN585_01341
ERR1913311.1590373__1.1590373	39492__D4JRV7__EUBSIR_01513
ERR1913311.1590384__1.1590384	46228__V8BYC1__RUMLAC_00426
ERR1913311.1590440__1.1590440	1262882__R5MM25__BN519_00600
ERR1913311.1590795__1.1590795	1378168__V2YA11__N510_02528
ERR1913311.1590844__1.1590844	39492__D4JTJ1__EUBSIR_01453
ERR1913311.1590884__1.1590884	301302__A0A173TWC1__phoR_7
ERR1913311.1590887__1.1590887	387090__S0F3Z9__BACCOPRO_00013
ERR1913311.1591055__1.1591055	1262924__R7HKZ9__BN585_01304
ERR1913311.1591183__1.1591183	1262992__R5CX54__BN795_00843
ERR1913311.1591417__1.1591417	39492__D4JS46__EUBSIR_02553
ERR1913311.1591466__1.1591466	360807__C0FSM3__ROSEINA2194_01739
ERR1913311.1591562__1.1591562	1262882__R5MEI8__BN519_00283
ERR1913311.1591637__1.1591637	39492__D4JT68__spoIIIE
ERR1913311.1591645__1.1591645	204516__U6RPN2__HMPREF1534_00368
ERR1913311.1591666__1.1591666	39492__D4JRP0__yetF
ERR1913311.1591717__1.1591717	204516__U6RPN2__HMPREF1534_00368
ERR1913311.1591818__1.1591818	246787__A0A0P0GET5__AA416_04410
ERR1913311.1591844__1.1591844	1262882__R5MS31__BN519_01529
ERR1913311.1591913__1.1591913	166486__D4L3V9__ROSINTL182_07680
ERR1913311.1592091__1.1592091	28118__F9Z7M5__B5F99_15930
ERR1913311.1592096__1.1592096	28116__R6K4N7__ERS852555_03750
ERR1913311.1592154__1.1592154	39492__D4JWB3__EUBSIR_00040
ERR1913311.1592225__1.1592225	820__A0A3E4IGA7__DXD40_07110
ERR1913311.1592330__1.1592330	39492__D4JWR6__dnaN
ERR1913311.1592332__1.1592332	39491__A0A173QT73__alaS_2
ERR1913311.1592377__1.1592377	1262882__R5MLP0__BN519_01597
ERR1913311.1592479__1.1592479	39492__D4MIY5__EUBSIR_00233
ERR1913311.1592482__1.1592482	371601__C3QME2__CW1_3650
ERR1913311.1592513__1.1592513	371601__F7LYR1__DXD03_13150
ERR1913311.1592638__1.1592638	821__A6L0C7__ERS852556_03520
ERR1913311.1592773__1.1592773	301301__A0A395VAV2__RHOM_03775
ERR1913311.1592774__1.1592774	39492__D4JT75__EUBSIR_01776
ERR1913311.1592779__1.1592779	1780381__A0A143ZVQ9__BN3661_01645
ERR1913311.1592916__1.1592916	39492__D4JVN3__spsA
ERR1913311.1593029__1.1593029	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913311.1593276__1.1593276	39492__D4JSS2__EUBSIR_00553
ERR1913311.1593429__1.1593429	46503__R6X5W5__HMPREF1078_03156
ERR1913311.1593520__1.1593520	39492__D4JX50__EUBSIR_00410
ERR1913311.1593602__1.1593602	47678__R5UTE7__DXB67_12885
ERR1913311.1593744__1.1593744	39492__D4JUR4__ERS852540_01427
ERR1913311.1593749__1.1593749	301301__A0A395VAL3__mcp2_2
ERR1913311.1593835__1.1593835	301301__A0A395V7G5__RHOM_16755
ERR1913311.1593923__1.1593923	40518__R5DS23__DXD86_01715
ERR1913311.1594002__1.1594002	1262924__R7HSB4__BN585_00816
ERR1913311.1594055__1.1594055	246787__R6KBH9__HMPREF1062_04676
ERR1913311.1594104__1.1594104	301301__G2SZM1__RHOM_00740
ERR1913311.1594206__1.1594206	39492__D4JWD3__EUBSIR_00151
ERR1913311.1594259__1.1594259	487175__D9Y3F1__HMPREF9439_00163
ERR1913311.1594425__1.1594425	384638__B7AN60__BACPEC_00112
ERR1913311.1594448__1.1594448	1262913__R7JGU5__BN646_02158
ERR1913311.1594573__1.1594573	39492__D4JT67__EUBSIR_01784
ERR1913311.1594640__1.1594640	1262882__R5N1R4__BN519_00788
ERR1913311.1594667__1.1594667	556259__E5C9G2__BSGG_2011
ERR1913311.1594881__1.1594881	40518__R5DV58__htrA
ERR1913311.1595075__1.1595075	40518__A0A373KL92__RBATCC27255_01378
ERR1913311.1595099__1.1595099	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913311.1595466__1.1595466	1262924__R7HPZ6__BN585_00681
ERR1913311.1595585__1.1595585	46228__B5CQX4__RUMLAC_01871
ERR1913311.1595610__1.1595610	46228__V8BM45__DXD17_14355
ERR1913311.1595843__1.1595843	371601__D0TKK0__HMPREF1074_02427
ERR1913311.1595923__1.1595923	47678__R5U332__C5Z00_16810
ERR1913311.1595946__1.1595946	39491__A0A396FSK3__ERS852417_00383
ERR1913311.1596013__1.1596013	246787__A0A108T791__BcellWH2_04418
ERR1913311.1596080__1.1596080	39485__A0A174Z551__glnL
ERR1913311.1596455__1.1596455	239935__A0A2N8I694__CXU04_06245
ERR1913311.1596452__1.1596452	39491__C4Z9K7__EUBREC_0050
ERR1913311.1596503__1.1596503	1262989__R6ZAB6__BN815_00621
ERR1913311.1596636__1.1596636	1150298__R7JRK4__ERS852406_01648
ERR1913311.1596637__1.1596637	39492__D4JUY6__ERS852540_01913
ERR1913311.1596916__1.1596916	1262924__R7HPG6__BN585_00099
ERR1913311.1596865__1.1596865	1262913__R7JQL8__BN646_00411
ERR1913311.1597106__1.1597106	410072__C0BD90__rpoD
ERR1913311.1597205__1.1597205	1150298__R7JXP3__ERS852535_00653
ERR1913311.1597451__1.1597451	204516__U6R9E0__HMPREF1534_03742
ERR1913311.1597660__1.1597660	1680__A0A173XYA2__B0703_0121
ERR1913311.1597674__1.1597674	39492__D4JWP8__EUBSIR_00699
ERR1913311.1597813__1.1597813	39492__D4JW10__pppA
ERR1913311.1598188__1.1598188	239935__A0A139TPD8__CXU12_11015
ERR1913311.1598182__1.1598182	88431__A0A174KCR9__DXB16_06030
ERR1913311.1598522__1.1598522	1150298__A0A174KML4__hisK
ERR1913311.1598535__1.1598535	487175__R5EH98__HMPREF9439_01623
ERR1913311.1598560__1.1598560	46228__V8CHW6__DXD17_13890
ERR1913311.1598842__1.1598842	1262924__R7HM72__BN585_01169
ERR1913311.1599574__1.1599574	246787__A0A108T1Y3__fepA_8
ERR1913311.1599517__1.1599517	39492__D4JUR4__ERS852540_01427
ERR1913311.1599697__1.1599697	39492__R6SPM9__pheT
ERR1913311.1599787__1.1599787	39492__D4JUD9__EUBSIR_01875
ERR1913311.1599738__1.1599738	820__A0A173YYG4__evgS_3
ERR1913311.1599803__1.1599803	39492__D4JWJ4__EUBSIR_01090
ERR1913311.1599929__1.1599929	1262882__R5MYI1__BN519_00416
ERR1913311.1599844__1.1599844	820__A0A374Q351__DXD40_05850
ERR1913311.1599846__1.1599846	821__A0A0P0M6M0__M097_4734
ERR1913311.1600128__1.1600128	39492__D4JTG7__EUBSIR_00572
ERR1913311.1600276__1.1600276	39491__D6E4H2__DXB99_00485
ERR1913311.1600322__1.1600322	1262882__R5MYX5__BN519_00333
ERR1913311.1600448__1.1600448	1262882__R5MK82__BN519_00260
ERR1913311.1600491__1.1600491	46228__V8C6B2__DXD17_09805
ERR1913311.1600531__1.1600531	246787__A0A108TGC9__BACCELL_01371
ERR1913311.1600646__1.1600646	1262948__R7E9D8__BN671_02221
ERR1913311.1600593__1.1600593	28116__A0A1G6G396__DXD69_22115
ERR1913311.1600705__1.1600705	821__A0A395US34__C5Z04_18975
ERR1913311.1600924__1.1600924	1262924__R7HQD9__BN585_00129
ERR1913311.1600977__1.1600977	1262882__R5MSS9__BN519_01662
ERR1913311.1601171__1.1601171	28116__I9ST00__M088_5588
ERR1913311.1601358__1.1601358	371601__I9UPT6__B5E50_12390
ERR1913311.1601560__1.1601560	39491__A0A395ZHW3__ERS852417_01359
ERR1913311.1601573__1.1601573	46228__V8CE73__DXD17_11635
ERR1913311.1601585__1.1601585	39492__D4JUL4__ERS852540_01381
ERR1913311.1601695__1.1601695	1150298__A0A174KW35__cbbX
ERR1913311.1601697__1.1601697	820__A0A374Q854__HMPREF1073_03281
ERR1913311.1601715__1.1601715	820__A0A374Q854__HMPREF1073_03281
ERR1913311.1601770__1.1601770	46228__V8C7M2__RUMLAC_01453
ERR1913311.1601791__1.1601791	39491__A0A396FS17__envC
ERR1913311.1601767__1.1601767	39485__C4Z0F4__ERS852490_00945
ERR1913311.1601856__1.1601856	371601__G1UK36__HMPREF1074_03496
ERR1913311.1601833__1.1601833	40518__R5DXI4__DXD86_07420
ERR1913311.1601897__1.1601897	1262913__R7JL29__BN646_02715
ERR1913311.1601998__1.1601998	246787__A0A0P0FVC6__BACCELL_03671
ERR1913311.1602068__1.1602068	1262882__R5MKF5__BN519_00316
ERR1913311.1602084__1.1602084	39491__A0A2U2EKL1__ERS852580_00911
ERR1913311.1602368__1.1602368	39491__A0A396FRE7__EUR_27520
ERR1913311.1602495__1.1602495	2108523__A0A2P2FCM2__LAWASA_3816
ERR1913311.1602496__1.1602496	39492__D4JSB6__ERS852540_00627
ERR1913311.1602937__1.1602937	1262980__R5C0H7__BN814_00054
ERR1913311.1602965__1.1602965	166486__D4KYC3__ROSINTL182_05485
ERR1913311.1603058__1.1603058	1150298__A0A174PHI0__ERS852498_00826
ERR1913311.1603069__1.1603069	357276__I8WDF1__B5F00_02455
ERR1913311.1603198__1.1603198	1262882__R5MM10__BN519_01679
ERR1913311.1603283__1.1603283	1262913__R7JLA8__BN646_02669
ERR1913311.1603345__1.1603345	39492__D4JSU6__dacB_3
ERR1913311.1603487__1.1603487	39492__D4JRM9__bglB_2
ERR1913311.1603520__1.1603520	39492__D4JSS2__EUBSIR_00553
ERR1913311.1603599__1.1603599	39492__D4JRZ7__smc
ERR1913311.1603665__1.1603665	166486__C7GCP5__ROSINTL182_07683
ERR1913311.1603886__1.1603886	88431__A0A3E5GJ50__DORLON_02273
ERR1913311.1603861__1.1603861	1262882__R5N1T9__BN519_00804
ERR1913311.1603977__1.1603977	28116__A0A3E5HUC8__DHW41_21025
ERR1913311.1604020__1.1604020	1965604__A0A1Y4EU20__B5F54_04675
ERR1913311.1604021__1.1604021	214856__I3YPN9__ERS852447_01389
ERR1913311.1604099__1.1604099	40518__R5DRG6__ylbJ
ERR1913311.1604160__1.1604160	1262992__R5DBE5__BN795_01410
ERR1913311.1604309__1.1604309	40518__R5E6U1__yunB
ERR1913311.1604347__1.1604347	1262924__R7HQN1__BN585_00550
ERR1913311.1604413__1.1604413	357276__A0A076IN30__DXD47_09350
ERR1913311.1604473__1.1604473	39492__D4JWY1__rnfA_1
ERR1913311.1604453__1.1604453	246787__A0A0P0G254__axeA1_2
ERR1913311.1604563__1.1604563	39492__D4JQL8__ywpJ
ERR1913311.1604611__1.1604611	1262882__R5MYX5__BN519_00333
ERR1913311.1604627__1.1604627	1263064__GCA_000431175.1_02662
ERR1913311.1604648__1.1604648	239935__A0A2N8IRL2__CXU06_01170
ERR1913311.1604692__1.1604692	301301__A0A395V5W5__RHOM_01200
ERR1913311.1604884__1.1604884	1262924__R7HQ14__BN585_00419
ERR1913311.1604983__1.1604983	1150298__A0A174IG30__ERS852535_01135
ERR1913311.1605002__1.1605002	357276__A0A1Y4PPG2__B5F95_02305
ERR1913311.1605058__1.1605058	292800__A0A174VWG9__ERS852504_02033
ERR1913311.1605113__1.1605113	1965537__A0A1Y4WNU2__B5E42_06520
ERR1913311.1605134__1.1605134	1150298__A0A174R4D7__tmpC_2
ERR1913311.1605420__1.1605420	418240__A0A174VMW5__ERS852478_01082
ERR1913311.1605460__1.1605460	820__A0A174DZ97__SAMN05444418_101240
ERR1913311.1605423__1.1605423	360807__A0A173UCM1__RIL183_07511
ERR1913311.1605441__1.1605441	357276__I9R4T1__IY41_06800
ERR1913311.1605505__1.1605505	649756__A0A173SZT9__ptsG_1
ERR1913311.1605526__1.1605526	166486__D4KW03__ERS852572_03114
ERR1913311.1605667__1.1605667	33039__D4M5D2__ERS852424_00738
ERR1913311.1605668__1.1605668	46228__B5CLE1__HMPREF1202_01861
ERR1913311.1605692__1.1605692	1262882__R5MM69__BN519_00075
ERR1913311.1605860__1.1605860	39492__D4JRZ7__smc
ERR1913311.1605824__1.1605824	39492__D4JVW2__EUBSIR_02285
ERR1913311.1605825__1.1605825	40518__R5DXP6__DXD83_06110
ERR1913311.1605829__1.1605829	216816__B7GPE8__I118_0062
ERR1913311.1605876__1.1605876	371601__D6CXF8__DXD80_06045
ERR1913311.1606050__1.1606050	1262882__R5MM69__BN519_00075
ERR1913311.1606019__1.1606019	39485__C4Z6J7__ERS852492_02047
ERR1913311.1606107__1.1606107	28116__I8YA52__M088_0798
ERR1913311.1606126__1.1606126	626932__G5HAC2__HMPREF9450_01587
ERR1913311.1606156__1.1606156	1150298__A0A174EM68__ERS852406_01867
ERR1913311.1606246__1.1606246	1262882__R5MEM1__BN519_00313
ERR1913311.1606487__1.1606487	39492__D4JTH4__ERS852540_00702
ERR1913311.1606748__1.1606748	301301__G2SZ87__RHOM_00995
ERR1913311.1606805__1.1606805	671267__R9IB12__C802_00696
ERR1913311.1606940__1.1606940	821__A0A0P0M4G3__M099_3092
ERR1913311.1607112__1.1607112	166486__D4KY84__ERS852572_02606
ERR1913311.1607222__1.1607222	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1607305__1.1607305	239935__A0A2N8IU14__ADH72_05655
ERR1913311.1607282__1.1607282	301301__A0A395V7P2__ERS852391_05080
ERR1913311.1607354__1.1607354	357276__A0A076IRZ5__BACDOR_00630
ERR1913311.1607548__1.1607548	418240__C6J8B6__ERS852523_03677
ERR1913311.1607577__1.1607577	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913311.1607581__1.1607581	301302__A0A173SCU7__M72_12871
ERR1913311.1607674__1.1607674	820__A0A139K0J1__HMPREF2141_03205
ERR1913311.1607776__1.1607776	1262924__R7HQD9__BN585_00129
ERR1913311.1607805__1.1607805	1262882__R5MLP5__BN519_01602
ERR1913311.1607838__1.1607838	39491__A0A396FNY7__LD38_16155
ERR1913311.1607821__1.1607821	1262924__R7HQD9__BN585_00129
ERR1913311.1607825__1.1607825	39491__D6E2U1__EUBREC_3278
ERR1913311.1607942__1.1607942	626933__H1DGX0__HMPREF9449_01506
ERR1913311.1608012__1.1608012	301301__G2SZL1__ERS852391_00584
ERR1913311.1608208__1.1608208	1263005__R6F1A1__BN497_00406
ERR1913311.1608287__1.1608287	166486__D4L456__rpfG_10
ERR1913311.1608300__1.1608300	371601__D6CXF8__DXD80_06045
ERR1913311.1608247__1.1608247	39491__A0A395V1R3__T1815_08181
ERR1913311.1608403__1.1608403	39492__D4JRL2__ERS852540_01608
ERR1913311.1608470__1.1608470	1262882__R5MIW5__BN519_00945
ERR1913311.1608489__1.1608489	28116__I8YA52__M088_0798
ERR1913311.1608561__1.1608561	39492__B0MLV5__EUBSIR_00804
ERR1913311.1608661__1.1608661	1262924__R7HML0__BN585_01508
ERR1913311.1608670__1.1608670	1297617__A0A0S2W7K0__IB211_02916
ERR1913311.1608723__1.1608723	1262882__R5MSS9__BN519_01662
ERR1913311.1608860__1.1608860	39492__B0MPL6__EUBSIR_01779
ERR1913311.1608907__1.1608907	218538__C9LPF0__GCWU000321_01429
