ERR1913317.44__1.44	28116__A0A3E5HUC8__DHW41_21025
ERR1913317.951749__1.951749	1680__R5GSL8__DXD60_03315
ERR1913317.951799__1.951799	1628085__A0A3E2XZ71__C7386_10866
ERR1913317.951810__1.951810	626929__F3PKF4__SAMN05444376_0707
ERR1913317.951848__1.951848	216816__A0A374SVM3__BLSL_0492
ERR1913317.951968__1.951968	820__A7V092__hldE
ERR1913317.952016__1.952016	823__A6LGI3__DXB14_09215
ERR1913317.952032__1.952032	40518__R5E8B6__RB5AMG_00876
ERR1913317.952061__1.952061	28117__B0MXR1__BHV66_08035
ERR1913317.952069__1.952069	820__R9I324__HMPREF2141_02414
ERR1913317.952272__1.952272	28117__B0MTI4__ALIPUT_00084
ERR1913317.952223__1.952223	820__A0A174TRB5__DXD40_11305
ERR1913317.952359__1.952359	187327__G4Q4X9__ACDG_00100
ERR1913317.952415__1.952415	820__A0A3E4VXP2__yesR
ERR1913317.952449__1.952449	187327__G4Q8J8__crr
ERR1913317.952482__1.952482	820__A0A3E4VXP2__yesR
ERR1913317.952603__1.952603	28116__F7L4X5__M089_2857
ERR1913317.952730__1.952730	1550024__A0A0W7TR84__TQ39_05305
ERR1913317.952736__1.952736	821__C3RB94__DXC03_15585
ERR1913317.952738__1.952738	821__D4VD59__BHV80_04260
ERR1913317.952816__1.952816	821__A0A0P0M2J4__DXD46_10295
ERR1913317.952766__1.952766	820__A0A396EUV1__B5G17_06465
ERR1913317.952885__1.952885	187327__G4Q785__oadA
ERR1913317.953034__1.953034	446660__GCA_003428235.1_01285
ERR1913317.952998__1.952998	187327__G4Q2R6__Acin_2204
ERR1913317.953053__1.953053	1680__A0A0B5BHY4__DXD63_03525
ERR1913317.953056__1.953056	40518__R5E8B6__RB5AMG_00876
ERR1913317.953066__1.953066	1263107__GCA_000436995.1_00076
ERR1913317.953108__1.953108	47678__R5UME6__BACCAC_01239
ERR1913317.953169__1.953169	821__A0A174WBC9__ERS852556_03145
ERR1913317.953209__1.953209	28052__R7NAP6__ERS852499_01969
ERR1913317.953269__1.953269	47678__R5U878__ERS852494_03300
ERR1913317.953427__1.953427	820__A0A374QGD2__ERS852421_02382
ERR1913317.953596__1.953596	821__A0A174AYT0__DXC02_03530
ERR1913317.953664__1.953664	187327__G4Q2R0__ACDG_01369
ERR1913317.953721__1.953721	821__C3RB94__DXC03_15585
ERR1913317.953760__1.953760	40518__R5E4V5__RBL263_01242
ERR1913317.953780__1.953780	821__A0A0P0M405__DXC02_15075
ERR1913317.953810__1.953810	187327__R6M966__Acin_0193
ERR1913317.953842__1.953842	820__A0A374Q8T2__DXB64_16190
ERR1913317.953855__1.953855	418240__R7CMK4__ERS852478_03653
ERR1913317.953877__1.953877	246787__A0A0P0GET5__AA416_04410
ERR1913317.954036__1.954036	39490__U2Q0B0__LG34_01570
ERR1913317.954019__1.954019	40518__R5E670__DXD93_06195
ERR1913317.954060__1.954060	28116__A7M344__BACOV975_04644
ERR1913317.954068__1.954068	1150298__A0A174I056__ERS852535_01387
ERR1913317.954071__1.954071	820__A0A3E4WA06__ERS852554_03404
ERR1913317.954151__1.954151	328814__GCA_004558275.1_00834
ERR1913317.954236__1.954236	47678__R5UAI1__BACCAC_01922
ERR1913317.954196__1.954196	40520__A0A174GNL5__DXD81_10555
ERR1913317.954354__1.954354	40518__R5DZI2__DXD93_06940
ERR1913317.954323__1.954323	40518__R5DT93__DXD86_08730
ERR1913317.954384__1.954384	40518__R5DUJ5__DXD83_01635
ERR1913317.954395__1.954395	626929__F3PKG7__SAMN05444376_0720
ERR1913317.954462__1.954462	40518__R5DZM6__lytR_3
ERR1913317.954424__1.954424	821__A0A0P0M405__DXC02_15075
ERR1913317.954510__1.954510	39491__A0A395UVM9__DXB76_04540
ERR1913317.954605__1.954605	216816__A0A061M1M5__HMPREF0177_01046
ERR1913317.954721__1.954721	821__C6Z087__DXB90_00750
ERR1913317.954749__1.954749	649756__B0NZY6__CL2_25770
ERR1913317.954779__1.954779	28116__A7LS06__HMPREF2532_04668
ERR1913317.954781__1.954781	820__A0A139KHD8__ERS417307_00569
ERR1913317.954967__1.954967	1965583__A0A1Y4IMC9__B5F29_03010
ERR1913317.955055__1.955055	820__A0A3E4WCX3__C801_02709
ERR1913317.955111__1.955111	28117__B0MWC6__BHV66_00965
ERR1913317.955204__1.955204	187327__G4Q7M4__ACDG_01826
ERR1913317.955219__1.955219	47678__R5UAF6__ERS852494_02966
ERR1913317.955238__1.955238	820__A0A173YYG4__evgS_3
ERR1913317.955262__1.955262	820__E5VEH7__ERS852459_01300
ERR1913317.955270__1.955270	820__A0A174LJB2__HMPREF1072_04112
ERR1913317.955422__1.955422	40518__R5DZ16__DXD86_01455
ERR1913317.955429__1.955429	821__A0A396F598__CUU_3259
ERR1913317.955447__1.955447	40518__R5DUU8__DXD86_08440
ERR1913317.955485__1.955485	187327__G4Q3J1__ACDG_01977
ERR1913317.955640__1.955640	246787__A0A3D6AWM8__BACCELL_01963
ERR1913317.955659__1.955659	39488__A0A374NNE4__ERS852450_02639
ERR1913317.955708__1.955708	820__A0A139JRS5__HMPREF1073_04025
ERR1913317.955730__1.955730	1262911__R6HN81__BN557_00921
ERR1913317.955820__1.955820	820__A0A1Q6IDS8__chtA
ERR1913317.955880__1.955880	820__A0A3E4W4Y7__B5G17_02055
ERR1913317.955860__1.955860	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913317.955912__1.955912	821__A0A395UNT8__DXD64_15275
ERR1913317.956081__1.956081	821__A0A174JYD3__ERS852457_02610
ERR1913317.956222__1.956222	28116__A0A1Y4PWN5__M088_3731
ERR1913317.956281__1.956281	28116__A0A078Q9S5__DXD69_13430
ERR1913317.956395__1.956395	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913317.956590__1.956590	46506__B0NRL5__DXC34_10445
ERR1913317.956598__1.956598	357276__B6W1J2__BACDOR_03380
ERR1913317.956646__1.956646	818__A0A0P0F004__SAMN02910322_02925
ERR1913317.956828__1.956828	39491__A0A395V1R3__T1815_08181
ERR1913317.956838__1.956838	1628085__A0A374VUP1__C7386_10971
ERR1913317.956875__1.956875	40518__R5DTG5__RBATCC27255_00890
ERR1913317.956908__1.956908	216816__A0A133LQN7__BL15B_00780
ERR1913317.956917__1.956917	1262783__R6CWV0__BN558_01049
ERR1913317.956962__1.956962	821__C6Z087__DXB90_00750
ERR1913317.957068__1.957068	28117__B0MU58__BHV66_05630
ERR1913317.957304__1.957304	820__A0A174CG08__DXB62_13215
ERR1913317.957380__1.957380	821__A0A396F1N0__M099_1553
ERR1913317.957420__1.957420	46506__B0NUC8__DXC34_03410
ERR1913317.957646__1.957646	292800__A0A174WWS5__leuB_2
ERR1913317.957772__1.957772	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913317.957777__1.957777	39488__C0EXY6__ltaS1_2
ERR1913317.957798__1.957798	47678__R5U2W6__CGC64_03455
ERR1913317.957850__1.957850	329854__R5LZK1__DXD27_00590
ERR1913317.957922__1.957922	28116__A7LXT7__HMPREF1070_00356
ERR1913317.957902__1.957902	292800__A0A174NR96__HMPREF0372_02342
ERR1913317.958015__1.958015	572010__dnaK2
ERR1913317.958079__1.958079	556259__E5C614__BSGG_0177
ERR1913317.958097__1.958097	28117__B0MYZ8__BHV66_04535
ERR1913317.958206__1.958206	28118__R6F891__NCTC10826_02656
ERR1913317.958217__1.958217	820__A0A3E4VZT7__DXB48_16145
ERR1913317.958312__1.958312	1628085__A0A3E2XZW0__C7386_101386
ERR1913317.958412__1.958412	820__A0A139K1Y6__DXB48_02610
ERR1913317.958382__1.958382	820__A0A173WUD7__DXB48_08055
ERR1913317.958387__1.958387	47678__R5UER2__CGC64_00710
ERR1913317.958633__1.958633	187327__G4Q7A0__ACDG_00618
ERR1913317.958635__1.958635	39492__D4JU56__hemZ
ERR1913317.958746__1.958746	187327__G4Q2R6__Acin_2204
ERR1913317.958901__1.958901	821__A0A174NM17__lacZ_6
ERR1913317.959035__1.959035	821__A0A173XDD3__DXB82_17180
ERR1913317.959104__1.959104	820__A0A374Q854__HMPREF1073_03281
ERR1913317.959208__1.959208	820__A0A174M9V5__M093_0237
ERR1913317.959310__1.959310	28118__R6FX99__Odosp_1660
ERR1913317.959275__1.959275	28117__B0MTW8__ALIPUT_00502
ERR1913317.959356__1.959356	292800__A0A174V8M0__A4U99_15280
ERR1913317.959358__1.959358	820__A0A3E4G8F8__ERS852421_01645
ERR1913317.959363__1.959363	823__A0A3E4PAQ2__DDY96_18275
ERR1913317.959381__1.959381	820__A0A374Q351__DXD40_05850
ERR1913317.959453__1.959453	820__A0A139K024__B5G17_02060
ERR1913317.959510__1.959510	187327__G4Q2R6__Acin_2204
ERR1913317.959588__1.959588	187327__G4Q2R6__Acin_2204
ERR1913317.959713__1.959713	187327__G4Q3P7__Acin_0528
ERR1913317.959813__1.959813	823__D0TC25__B5F32_04575
ERR1913317.959861__1.959861	823__K6AMD2__B5F32_04565
ERR1913317.959958__1.959958	1680__A0A374QDL4__LMG18897_0432
ERR1913317.960046__1.960046	39496__A5Z4R9__EUBVEN_00686
ERR1913317.960146__1.960146	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913317.960169__1.960169	40518__R5E328__DXD86_08885
ERR1913317.960224__1.960224	820__A0A3E4G3J9__ERS852459_02265
ERR1913317.960563__1.960563	214856__A0A174EJT5__mnmA
ERR1913317.960609__1.960609	187327__G4Q449__ACDG_01773
ERR1913317.960659__1.960659	328814__GCA_004558275.1_00035
ERR1913317.960820__1.960820	187327__G4Q2R6__Acin_2204
ERR1913317.960886__1.960886	1680__A0A087DHN0__AL0462_1532
ERR1913317.960900__1.960900	187327__G4Q8D7__ACDG_00525
ERR1913317.961056__1.961056	820__A7V092__hldE
ERR1913317.961059__1.961059	28052__R7NBP3__ERS852499_02167
ERR1913317.961174__1.961174	821__A0A0P0M4G3__M099_3092
ERR1913317.961374__1.961374	187327__R6M966__Acin_0193
ERR1913317.961450__1.961450	820__A7V8C2__ERS852554_01338
ERR1913317.961459__1.961459	28117__B0MY40__BHV66_05170
ERR1913317.961562__1.961562	626932__G5H6N5__HMPREF9450_00595
ERR1913317.961658__1.961658	823__D0TAX5__HMPREF1075_01064
ERR1913317.961893__1.961893	820__A0A374QGD2__ERS852421_02382
ERR1913317.961965__1.961965	820__R9HP61__DXC91_01090
ERR1913317.962270__1.962270	40518__R5DUU8__DXD86_08440
ERR1913317.962425__1.962425	28116__A0A1Y4Q114__DXF98_00470
ERR1913317.962563__1.962563	458033__GCA_001482755.1_02203
ERR1913317.962810__1.962810	821__A0A396F1N0__M099_1553
ERR1913317.962799__1.962799	1680__A7A7Z9__AAX71_05385
ERR1913317.962850__1.962850	28116__I9AKR7__DXA80_22960
ERR1913317.963136__1.963136	820__A0A174DZ97__SAMN05444418_101240
ERR1913317.963419__1.963419	301302__R5V631__ERS852420_03369
ERR1913317.963467__1.963467	292800__G9YSV5__HMPREF9460_03325
ERR1913317.963473__1.963473	821__A0A395UNT8__DXD64_15275
ERR1913317.963530__1.963530	821__E5UY21__C800_02204
ERR1913317.963621__1.963621	820__I9A4U7__DHU98_12785
ERR1913317.963642__1.963642	40518__R5E2F3__artQ
ERR1913317.963698__1.963698	820__A0A396EUU8__luxQ_3
ERR1913317.963702__1.963702	39496__A5Z8C5__EUBVEN_01966
ERR1913317.963742__1.963742	39491__A0A396FUZ3__phoR_1
ERR1913317.963789__1.963789	1776081__A0A1B8WVB2__A0U42_08515
ERR1913317.963812__1.963812	1111454__U7USM3__HMPREF1250_1278
ERR1913317.963856__1.963856	357276__B6W1J2__BACDOR_03380
ERR1913317.963885__1.963885	821__E5UY21__C800_02204
ERR1913317.963890__1.963890	187327__R6M966__Acin_0193
ERR1913317.963916__1.963916	820__A0A139K1Y6__DXB48_02610
ERR1913317.963926__1.963926	40518__R5DUU0__DXD93_03985
ERR1913317.963957__1.963957	357276__A0A076IS26__EL88_15950
ERR1913317.963933__1.963933	820__A0A1Y3V743__M093_0235
ERR1913317.964019__1.964019	649756__A0A173TJC0__DO83_00275
ERR1913317.964001__1.964001	74426__gap
ERR1913317.964050__1.964050	40518__R5E1J7__RBL236_02062
ERR1913317.964056__1.964056	820__A0A139K1Y6__DXB48_02610
ERR1913317.964138__1.964138	820__A0A174A6K0__M093_0079
ERR1913317.964200__1.964200	39491__R6TNE7__T1815_09811
ERR1913317.964209__1.964209	649756__L1Q9A7__DCR88_02520
ERR1913317.964289__1.964289	28116__A0A1Y4PNX5__DXF98_26515
ERR1913317.964358__1.964358	40518__R5DUU2__yvhJ_2
ERR1913317.964445__1.964445	47678__A5ZEX0__DW706_08045
ERR1913317.964498__1.964498	487174__K0X2W8__HMPREF9448_02611
ERR1913317.964682__1.964682	821__A0A395UNT8__DXD64_15275
ERR1913317.964709__1.964709	1603888__A0A133SFW3__HMPREF3201_01850
ERR1913317.964730__1.964730	28116__I9JM49__NCTC11153_01044
ERR1913317.964803__1.964803	39496__A5Z8E2__EUBVEN_01983
ERR1913317.964843__1.964843	394340__tsf
ERR1913317.964900__1.964900	88431__A0A174UTT9__clcA
ERR1913317.964996__1.964996	40518__R5DVL2__penA
ERR1913317.965009__1.965009	471189__GCA_003340385.1_00338
ERR1913317.965062__1.965062	1304__F8LL78__A6J87_06705
ERR1913317.965022__1.965022	39488__A0A374NU89__ERS852578_02475
ERR1913317.965032__1.965032	821__A0A0P0LQT3__DXC03_05050
ERR1913317.965097__1.965097	169435__B0PET9__B5F10_19720
ERR1913317.965117__1.965117	1680__A0A374QDL4__LMG18897_0432
ERR1913317.965247__1.965247	821__D4VD59__BHV80_04260
ERR1913317.965260__1.965260	74426__rpoC
ERR1913317.965305__1.965305	28117__B0MXD0__ALIPUT_01669
ERR1913317.965330__1.965330	820__A0A174R952__DXB48_02570
ERR1913317.965361__1.965361	1262980__R5BQV7__BN814_00277
ERR1913317.965365__1.965365	820__A0A139JRS5__HMPREF1073_04025
ERR1913317.965570__1.965570	820__R7E9Z4__DXC68_06065
ERR1913317.965612__1.965612	820__A0A3E4GE89__DXB48_02565
ERR1913317.965617__1.965617	820__I9TWZ7__DXC80_10550
ERR1913317.965666__1.965666	1262746__R5SS80__BN750_02125
ERR1913317.965745__1.965745	820__A0A139JRS5__HMPREF1073_04025
ERR1913317.965805__1.965805	28116__A0A396DFW5__C5Z02_07010
ERR1913317.965814__1.965814	1263107__GCA_000436995.1_00213
ERR1913317.965960__1.965960	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913317.966063__1.966063	820__I9J701__ERS852510_01809
ERR1913317.966040__1.966040	28116__I8YA07__C5Z02_15915
ERR1913317.966096__1.966096	1896974__A0A1Q6H2Z3__BHV77_11085
ERR1913317.966141__1.966141	821__C6ZAA5__ERS852556_00403
ERR1913317.966190__1.966190	216816__B3DRU6__DPC6323_0992
ERR1913317.966338__1.966338	821__E5UY21__C800_02204
ERR1913317.966401__1.966401	820__A0A3E4QZJ7__C801_01798
ERR1913317.966433__1.966433	1965583__A0A1Y4I9J0__B5F29_13750
ERR1913317.966675__1.966675	1550024__A0A0W7TR16__TQ39_07995
ERR1913317.966683__1.966683	818__A0A139KMR0__Btheta7330_03958
ERR1913317.966693__1.966693	818__A0A139L1N9__ERS852430_00647
ERR1913317.966783__1.966783	820__A0A174VD39__DXD90_12235
ERR1913317.967036__1.967036	820__A0A173YYG4__evgS_3
ERR1913317.967245__1.967245	820__A0A139K4T0__ERS852510_03146
ERR1913317.967366__1.967366	28117__B0MVL2__BHV66_01645
ERR1913317.967461__1.967461	487174__K0X1H0__DDY40_11080
ERR1913317.967421__1.967421	823__A0A173VS36__M091_4727
ERR1913317.967541__1.967541	28116__C3QMW5__M089_4133
ERR1913317.967501__1.967501	216816__C2GUV2__APC1478_0430
ERR1913317.967563__1.967563	820__A0A3E4VXP2__yesR
ERR1913317.967601__1.967601	820__A7UYX8__DXD40_11635
ERR1913317.967630__1.967630	216816__C5E9A6__mutT4
ERR1913317.967655__1.967655	40520__A0A396FXS2__C4886_03170
ERR1913317.967745__1.967745	35833__E5Y2U0__HMPREF0179_00454
ERR1913317.967782__1.967782	1262954__R7FEE7__BN611_00341
ERR1913317.967795__1.967795	40518__R5DUU0__DXD93_03985
ERR1913317.967909__1.967909	820__A0A174A6K0__M093_0079
ERR1913317.968050__1.968050	820__A0A3E4XDK3__ERS852554_03650
ERR1913317.968005__1.968005	820__R9I2U8__DXC68_09590
ERR1913317.968032__1.968032	820__A0A139K8N1__ERS852554_00951
ERR1913317.968079__1.968079	40518__R5DU38__DXD83_06770
ERR1913317.968098__1.968098	2022527__A0A264Y9H9__CHL74_04045
ERR1913317.968103__1.968103	40518__R5E328__DXD86_08885
ERR1913317.968255__1.968255	40518__A0A2N0UUY0__DXD83_02620
ERR1913317.968365__1.968365	28116__A0A3D2LPA1__CUY_3388
ERR1913317.968341__1.968341	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913317.968368__1.968368	820__A0A174R952__DXB48_02570
ERR1913317.968405__1.968405	28116__A7LXU0__HMPREF1070_00358
ERR1913317.968449__1.968449	556259__I0PXW0__BSGG_5187
ERR1913317.968533__1.968533	820__A0A139K5A6__DXB48_12175
ERR1913317.968578__1.968578	1896974__A0A1Q6H2H7__BHV77_11215
ERR1913317.968639__1.968639	820__A7V9F9__B5G17_14640
ERR1913317.968819__1.968819	1680__R5GZF2__DXC60_01925
ERR1913317.968923__1.968923	246787__A0A0P0GNX3__BACCELL_00807
ERR1913317.969013__1.969013	40518__R5DU38__DXD83_06770
ERR1913317.969079__1.969079	820__R9HVB9__DXC68_17285
ERR1913317.969094__1.969094	487174__K0XRP0__DDY40_09260
ERR1913317.969140__1.969140	630129__A0A3E5HJB5__AH68_08040
ERR1913317.969145__1.969145	28116__A0A139LL51__B5F02_01570
ERR1913317.969228__1.969228	821__A0A174NM17__lacZ_6
ERR1913317.969271__1.969271	820__A0A174QT76__B5G17_18060
ERR1913317.969462__1.969462	39491__C4ZEW3__T1815_18241
ERR1913317.969484__1.969484	823__D0TBY4__M090_0431
ERR1913317.969556__1.969556	40518__R5DYM0__DXD86_08165
ERR1913317.969515__1.969515	28117__B0MXQ6__ALIPUT_01917
ERR1913317.969573__1.969573	292800__G9YW24__A4U99_01365
ERR1913317.969770__1.969770	820__A7V092__hldE
ERR1913317.969838__1.969838	820__A7UYX8__DXD40_11635
ERR1913317.970001__1.970001	187327__G4Q2V4__Acin_1541
ERR1913317.970035__1.970035	820__R9I2U8__DXC68_09590
ERR1913317.970143__1.970143	28117__B0MT84__ALIPUT_00402
ERR1913317.970151__1.970151	74426__pflB_2
ERR1913317.970292__1.970292	39491__A0A396FTE5__ERS852417_01346
ERR1913317.970209__1.970209	74426__nifJ
ERR1913317.970220__1.970220	214856__A0A174FZ29__ERS852559_00600
ERR1913317.970446__1.970446	1262743__R5C054__BN727_01980
ERR1913317.970650__1.970650	328814__GCA_004558275.1_00234
ERR1913317.970675__1.970675	40518__R5DT93__DXD86_08730
ERR1913317.970778__1.970778	820__A0A174CK74__DXB48_07060
ERR1913317.970813__1.970813	820__A0A173YYG4__evgS_3
ERR1913317.971013__1.971013	28116__A0A078QGJ1__AA414_00533
ERR1913317.971048__1.971048	40518__R5DUU0__DXD93_03985
ERR1913317.971064__1.971064	820__R9HP61__DXC91_01090
ERR1913317.971121__1.971121	1630166__A0A261FHH7__BMYO_1601
ERR1913317.971123__1.971123	28117__B0MVL2__BHV66_01645
ERR1913317.971132__1.971132	40518__R5DUU2__yvhJ_2
ERR1913317.971156__1.971156	487174__K0X1V7__DIT83_03020
ERR1913317.971086__1.971086	2108523__A0A2P2F5U2__LAWASA_1376
ERR1913317.971094__1.971094	187327__U2VKS6__Acin_2226
ERR1913317.971210__1.971210	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913317.971234__1.971234	820__I9J701__ERS852510_01809
ERR1913317.971254__1.971254	823__D7IT19__DHP27_03495
ERR1913317.971398__1.971398	40518__R5DXI4__DXD86_07420
ERR1913317.971570__1.971570	821__A0A0P0M2J4__DXD46_10295
ERR1913317.971589__1.971589	820__A7VAS1__HMPREF2141_03259
ERR1913317.971724__1.971724	1262980__R5BQ24__BN814_00064
ERR1913317.971682__1.971682	821__E5UPR6__SAMN04487923_101768
ERR1913317.971844__1.971844	301302__R5VEI6__cysA_2
ERR1913317.971864__1.971864	821__A0A3E4KIM1__M097_3660
ERR1913317.971930__1.971930	218139__GCA_002259595.1_01049
ERR1913317.972183__1.972183	338188__R6RT73__HMPREF1057_02828
ERR1913317.972294__1.972294	820__A0A1T4IY80__ERS852554_01621
ERR1913317.972332__1.972332	820__A0A374QGD2__ERS852421_02382
ERR1913317.972401__1.972401	28116__I8YA07__C5Z02_15915
ERR1913317.972445__1.972445	820__A0A174TRB5__DXD40_11305
ERR1913317.972458__1.972458	216816__A0A3D8U3T8__DXD41_09580
ERR1913317.972481__1.972481	187327__R6MDJ4__ACDG_00402
ERR1913317.972605__1.972605	820__A0A139K4W1__M093_0353
ERR1913317.972647__1.972647	187327__G4Q3H7__Acin_1761
ERR1913317.972660__1.972660	40518__R5DR72__RBL236_02110
ERR1913317.972671__1.972671	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913317.972679__1.972679	301302__R5VFV9__ERS852420_01969
ERR1913317.972799__1.972799	1160721__R6T2Y3__RBI_II00189
ERR1913317.972881__1.972881	187327__U2VKS6__Acin_2226
ERR1913317.972976__1.972976	820__R9I2U8__DXC68_09590
ERR1913317.973003__1.973003	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913317.973045__1.973045	246787__A0A0P0GG59__BcellWH2_02752
ERR1913317.973071__1.973071	1263044__GCA_000433375.1_00023
ERR1913317.973132__1.973132	556259__E5C8F1__BSGG_0698
ERR1913317.973202__1.973202	1680__R5GSL8__DXD60_03315
ERR1913317.973371__1.973371	40518__R5E1J7__RBL236_02062
ERR1913317.973541__1.973541	626929__F3PLK2__B5F97_09745
ERR1913317.973587__1.973587	820__A0A174M9V5__M093_0237
ERR1913317.973609__1.973609	187327__G4Q2V4__Acin_1541
ERR1913317.973927__1.973927	28116__A0A395W017__HMPREF1017_03721
ERR1913317.973963__1.973963	246787__A0A0P0GCR8__xynD_3
ERR1913317.973981__1.973981	818__A0A0P0F2P7__BT_1771
ERR1913317.974050__1.974050	39496__A5Z8A3__EUBVEN_01944
ERR1913317.974059__1.974059	187327__G4Q446__ACDG_01775
ERR1913317.974096__1.974096	820__A0A3E5BMG9__DXD40_05130
ERR1913317.974078__1.974078	154046__A0A174GA93__DXC39_15915
ERR1913317.974022__1.974022	820__R7E9Z4__DXC68_06065
ERR1913317.974032__1.974032	187327__G4Q5P1__ACDG_00489
ERR1913317.974109__1.974109	820__A0A396EUU8__luxQ_3
ERR1913317.974277__1.974277	820__I9J701__ERS852510_01809
ERR1913317.974505__1.974505	39488__A0A173SSM6__EUBHAL_01799
ERR1913317.974506__1.974506	820__A0A3E4W4Y7__B5G17_02055
ERR1913317.974527__1.974527	384638__B7APR0__BACPEC_00666
ERR1913317.974689__1.974689	39491__R6TNE7__T1815_09811
ERR1913317.974637__1.974637	1680__R5GRA4__ERS852382_01548
ERR1913317.974643__1.974643	821__A0A174NM17__lacZ_6
ERR1913317.974654__1.974654	40518__R5DUG7__sbcC
ERR1913317.974761__1.974761	187327__G4Q8Y0__Acin_0436
ERR1913317.974791__1.974791	74426__pta
ERR1913317.974815__1.974815	821__A0A173XDD3__DXB82_17180
ERR1913317.974828__1.974828	820__A0A174A6K0__M093_0079
ERR1913317.974856__1.974856	649756__D4MXW8__gpr
ERR1913317.974919__1.974919	626929__F3PGX4__B5F97_10765
ERR1913317.974934__1.974934	40518__R5DVX3__RBL263_01584
ERR1913317.974909__1.974909	820__R9I324__HMPREF2141_02414
ERR1913317.975083__1.975083	28116__A0A3D2LPA1__CUY_3388
ERR1913317.975166__1.975166	310298__B3JII2__BACCOP_01694
ERR1913317.975227__1.975227	821__A0A174NM17__lacZ_6
ERR1913317.975384__1.975384	820__A7V9F9__B5G17_14640
ERR1913317.975445__1.975445	216816__C2GUV2__APC1478_0430
ERR1913317.975614__1.975614	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913317.975631__1.975631	329854__R5M7D4__DXD27_21610
ERR1913317.975700__1.975700	187327__G4Q682__Acin_1672
ERR1913317.975734__1.975734	189722__E0NQU7__HMPREF0658_0548
ERR1913317.975736__1.975736	820__A0A3E4XM43__DXC91_13960
ERR1913317.975838__1.975838	328813__A0A1Y3QZL2__B5G41_02100
ERR1913317.975796__1.975796	214856__R5UN64__ERS852447_02669
ERR1913317.976032__1.976032	820__A0A139K426__B5G17_09115
ERR1913317.976183__1.976183	187327__G4Q3P2__ACDG_00349
ERR1913317.976153__1.976153	818__A0A174Q773__SAMN02910322_03683
ERR1913317.976157__1.976157	823__A0A078SYK6__DXB14_02485
ERR1913317.976400__1.976400	820__A0A173YYG4__evgS_3
ERR1913317.976411__1.976411	28116__I9AKR7__DXA80_22960
ERR1913317.976462__1.976462	626932__G5H7N2__HMPREF9450_00685
ERR1913317.976553__1.976553	40520__A0A395ZYA8__DXC87_11720
ERR1913317.976627__1.976627	820__A0A374Q854__HMPREF1073_03281
ERR1913317.976580__1.976580	187327__G4Q4X8__ACDG_00099
ERR1913317.976738__1.976738	214856__A0A175A6T5__ERS852447_02658
ERR1913317.976743__1.976743	1150298__A0A174R918__ERS852535_01749
ERR1913317.976752__1.976752	2052941__A0A2U2NAZ3__DF196_04515
ERR1913317.976821__1.976821	40518__R5DP61__DXD86_06345
ERR1913317.976837__1.976837	1776081__A0A1B8WXH8__A0U42_04770
ERR1913317.976914__1.976914	187327__G4Q682__Acin_1672
ERR1913317.976917__1.976917	28052__R7NB47__msbA_2
ERR1913317.976985__1.976985	28116__A0A1Y4Q114__DXF98_00470
ERR1913317.977039__1.977039	820__A0A3E4WA06__ERS852554_03404
ERR1913317.977011__1.977011	820__A0A3E4WA06__ERS852554_03404
ERR1913317.977345__1.977345	820__A0A3E4VZT7__DXB48_16145
ERR1913317.977396__1.977396	820__A0A174QT76__B5G17_18060
ERR1913317.977424__1.977424	820__A0A139KIL9__DXC68_05945
ERR1913317.977435__1.977435	28117__B0MT86__BHV66_02450
ERR1913317.977468__1.977468	820__A0A3E4W9D9__B5G17_12400
ERR1913317.977578__1.977578	1263107__GCA_000436995.1_00213
ERR1913317.977601__1.977601	28116__A0A395VT11__SAMN05444282_11739
ERR1913317.977616__1.977616	40518__R5E5I9__yvhJ_2
ERR1913317.977736__1.977736	820__A0A139K4T0__ERS852510_03146
ERR1913317.977783__1.977783	301302__R5UV35__M72_02721
ERR1913317.977769__1.977769	187327__G4Q682__Acin_1672
ERR1913317.977839__1.977839	820__A0A3E4VZT7__DXB48_16145
ERR1913317.977870__1.977870	818__A0A3E5HGN6__Btheta7330_00798
ERR1913317.977937__1.977937	820__A0A174F0C1__nreB
ERR1913317.978018__1.978018	1776081__A0A1B8WWL7__A0U42_07095
ERR1913317.978023__1.978023	1263107__GCA_000436995.1_00140
ERR1913317.978004__1.978004	292800__H1C6M9__ERS852518_00105
ERR1913317.978238__1.978238	487174__K0XK80__DIT83_00335
ERR1913317.978302__1.978302	823__K6AS99__ERS852429_01856
ERR1913317.978327__1.978327	187327__G4Q4A5__ACDG_01070
ERR1913317.978430__1.978430	40518__R5DZI2__DXD93_06940
ERR1913317.978496__1.978496	820__A0A174G065__DXB62_08975
ERR1913317.978565__1.978565	28116__A0A078QGJ1__AA414_00533
ERR1913317.978620__1.978620	40518__R5DMC7__blaR1
ERR1913317.978713__1.978713	106588__A6NPX7__BACCAP_00246
ERR1913317.978685__1.978685	821__A0A0P0M405__DXC02_15075
