ERR1913213.33__1.33	544644__GCA_001915615.1_01854
ERR1913213.717991__1.717991	357276__B6W5Q9__HMPREF1063_03125
ERR1913213.717964__1.717964	357276__D1K3K9__EL88_23995
ERR1913213.718152__1.718152	820__A0A174P0L5__glcK_3
ERR1913213.718636__1.718636	1550024__A0A3B9WEL2__TQ39_11090
ERR1913213.718789__1.718789	204516__U6R9E0__HMPREF1534_03742
ERR1913213.718984__1.718984	40518__A0A373KL92__RBATCC27255_01378
ERR1913213.719257__1.719257	47678__R5UV30__C5Z00_12615
ERR1913213.719188__1.719188	821__A6L0C7__ERS852556_03520
ERR1913213.719359__1.719359	821__A0A396F9T7__M097_3427
ERR1913213.719412__1.719412	204516__U6R9H3__HMPREF1534_03348
ERR1913213.719527__1.719527	1263064__GCA_000431175.1_00528
ERR1913213.719560__1.719560	40518__R5DYF6__RBL263_01812
ERR1913213.719650__1.719650	2293125__A0A374BSW4__DW917_13420
ERR1913213.720411__1.720411	821__A0A0P0LFP6__C5Z04_13890
ERR1913213.721033__1.721033	1262743__R5C054__BN727_01980
ERR1913213.721147__1.721147	1547597__A0A0C3RGK7__DMB45_11390
ERR1913213.721428__1.721428	820__A0A1T4IYF4__mprA_1
ERR1913213.721577__1.721577	823__A0A355XGQ3__prmC
ERR1913213.721599__1.721599	246787__A0A0P0GIA4__AA416_04405
ERR1913213.721513__1.721513	61171__B9Y5T9__HOLDEFILI_01171
ERR1913213.721766__1.721766	821__D4VD59__BHV80_04260
ERR1913213.722047__1.722047	410072__A0A174IE93__DXD67_12120
ERR1913213.722102__1.722102	1262886__R6QP39__BN563_00737
ERR1913213.722404__1.722404	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913213.722431__1.722431	820__A0A3E4WCX3__C801_02709
ERR1913213.722495__1.722495	46228__V8CDA4__DXD17_12295
ERR1913213.722542__1.722542	821__A0A174JYD3__ERS852457_02610
ERR1913213.722578__1.722578	1262980__R5BZ40__BN814_00028
ERR1913213.722697__1.722697	204516__U6R9H3__HMPREF1534_03348
ERR1913213.723598__1.723598	1550024__A0A3B9WIB6__TQ39_08435
ERR1913213.723726__1.723726	291644__R5JC88__HMPREF1532_00990
ERR1913213.724249__1.724249	39491__C4Z9D4__DXD95_00055
ERR1913213.724409__1.724409	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913213.724744__1.724744	1262935__R5GR54__BN773_00986
ERR1913213.724753__1.724753	821__A0A174NVL6__NCTC10583_01782
ERR1913213.724900__1.724900	1262889__R7HCR1__BN634_01576
ERR1913213.725072__1.725072	39486__B0G7K1__HMPREF9457_01526
ERR1913213.725104__1.725104	487174__K0X429__HMPREF9448_00932
ERR1913213.725201__1.725201	357276__I9QDB8__B5F95_08105
ERR1913213.725371__1.725371	291644__R5JCI3__HMPREF1532_04074
ERR1913213.725469__1.725469	1262935__R5GTR5__BN773_00263
ERR1913213.725565__1.725565	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913213.725579__1.725579	46506__A0A108TAK3__fepA_3
ERR1913213.725580__1.725580	46506__A0A108TAK3__fepA_3
ERR1913213.725757__1.725757	357276__B6W5Q7__DXD47_13945
ERR1913213.726131__1.726131	204516__U6RDD8__HMPREF1534_02559
ERR1913213.726310__1.726310	820__A0A374Q854__HMPREF1073_03281
ERR1913213.726645__1.726645	28111__E5WVR8__NCTC11155_02792
ERR1913213.726882__1.726882	357276__A0A0M1W9N4__GV66_05135
ERR1913213.727122__1.727122	1262736__R5Y0M0__BN496_00957
ERR1913213.727275__1.727275	821__A0A395UNT8__DXD64_15275
ERR1913213.727314__1.727314	1304__F8LHY7__pspA_6
ERR1913213.727369__1.727369	1263000__R5EXT3__BN466_02213
ERR1913213.727438__1.727438	820__A0A139K4W5__HMPREF2141_02394
ERR1913213.727512__1.727512	357276__I8WBQ9__HMPREF1065_03212
ERR1913213.727800__1.727800	820__A0A139K0J1__HMPREF2141_03205
ERR1913213.728000__1.728000	246787__I8V2S2__BACCELL_02524
ERR1913213.728707__1.728707	1263107__GCA_000436995.1_00142
ERR1913213.728941__1.728941	357276__I9R994__BACDOR_04044
ERR1913213.729111__1.729111	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913213.729351__1.729351	410072__C0B8G7__ERS852525_00626
ERR1913213.729512__1.729512	46506__B0NQN6__AA415_00632
ERR1913213.729596__1.729596	544645__A0A3E4T9T0__DXC42_08535
ERR1913213.729955__1.729955	1262935__R5GUE2__BN773_00325
ERR1913213.730109__1.730109	291644__I8YR49__ERS852428_01188
ERR1913213.730130__1.730130	820__A0A3E4G826__C801_01612
ERR1913213.730366__1.730366	246787__A0A120A560__BACCELL_01375
ERR1913213.730572__1.730572	1262889__R7H889__BN634_02048
ERR1913213.730594__1.730594	40518__R5DZM6__lytR_3
ERR1913213.730617__1.730617	328814__GCA_004558275.1_01846
ERR1913213.730662__1.730662	291644__R5JC88__HMPREF1532_00990
ERR1913213.731067__1.731067	39492__A0A174ZP27__EUBSIR_00033
ERR1913213.731122__1.731122	357276__A0A076J8M3__ABI39_13695
ERR1913213.731486__1.731486	290054__A0A1T4N7L2__SAMN02745114_01501
ERR1913213.731762__1.731762	371601__A0A174ATP8__SAMN05216250_11646
ERR1913213.731784__1.731784	410072__A0A3E4GRE0__DXD67_07105
ERR1913213.731786__1.731786	487174__K0XER9__DDY40_08885
ERR1913213.731787__1.731787	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913213.731888__1.731888	1262935__R5GU54__BN773_00232
ERR1913213.731952__1.731952	1262935__R5GR54__BN773_00986
ERR1913213.732016__1.732016	1965646__A0A1Y3WRJ4__B5G10_01915
ERR1913213.732037__1.732037	204516__U6RFV1__HMPREF1534_02560
ERR1913213.732281__1.732281	28117__B0MWP2__ALIPUT_01468
ERR1913213.732500__1.732500	1262935__R5GIS0__BN773_01547
ERR1913213.732599__1.732599	28118__R6F0X5__NCTC10826_02952
ERR1913213.732604__1.732604	46228__V8CAY6__HMPREF1202_00567
ERR1913213.733590__1.733590	357276__A0A076IS46__BACDOR_03265
ERR1913213.733609__1.733609	823__A0A174DZM1__DDY96_10310
ERR1913213.733716__1.733716	39492__D4JWA3__ERS852540_01332
ERR1913213.733736__1.733736	371601__C3QR34__DXD03_22980
ERR1913213.733793__1.733793	39492__D4JQX3__EUBSIR_01310
ERR1913213.733886__1.733886	487174__K0WXG8__DIT83_09300
ERR1913213.733966__1.733966	166486__D4L1L1__ROSINTL182_05277
ERR1913213.734088__1.734088	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913213.734112__1.734112	165179__A0A3E5AER8__DXB80_07075
ERR1913213.734284__1.734284	39492__A0A174ZG93__EUBSIR_00254
ERR1913213.734408__1.734408	39492__R6SPM9__pheT
ERR1913213.734496__1.734496	820__A0A3E4W4Y7__B5G17_02055
ERR1913213.735004__1.735004	1160721__R6U7U7__cheW1
ERR1913213.734964__1.734964	39492__D4JRZ7__smc
ERR1913213.735906__1.735906	39492__B0MPL6__EUBSIR_01779
ERR1913213.736069__1.736069	823__K6AS99__ERS852429_01856
ERR1913213.736317__1.736317	853__C7H7F8__yccM_1
ERR1913213.736321__1.736321	165179__A0A174SA26__PREVCOP_05758
ERR1913213.736414__1.736414	823__A0A174U5E4__BDI_3390
ERR1913213.736860__1.736860	1897011__A0A1Q6RGA1__BHW41_02610
ERR1913213.737077__1.737077	35833__E5Y2U0__HMPREF0179_00454
ERR1913213.737368__1.737368	39491__A0A173QT73__alaS_2
ERR1913213.737452__1.737452	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913213.737512__1.737512	39492__B0MM84__lgt
ERR1913213.737573__1.737573	820__A0A174F0C1__nreB
ERR1913213.737975__1.737975	820__A7V859__ERS852462_00341
ERR1913213.738184__1.738184	487174__K0XES7__HMPREF9448_00566
ERR1913213.738374__1.738374	821__U6RDC2__DXD46_15675
ERR1913213.738515__1.738515	1263000__R5EWT9__BN466_02076
ERR1913213.738561__1.738561	357276__I8WC65__EL88_00520
ERR1913213.738900__1.738900	39492__A0A174ZG93__EUBSIR_00254
ERR1913213.738982__1.738982	454155__F3QQI3__HMPREF9442_00425
ERR1913213.739073__1.739073	291644__I9TJP2__ERS852428_00842
ERR1913213.739139__1.739139	28111__E5X0Y0__HMPREF1016_02598
ERR1913213.739264__1.739264	820__A0A374MMF0__HMPREF1073_03811
ERR1913213.739193__1.739193	1150298__A0A174KML4__hisK
ERR1913213.739484__1.739484	1547597__A0A0C3MCF5__BA92_12140
ERR1913213.739509__1.739509	46506__A0A108TDB0__DXC34_12240
ERR1913213.739892__1.739892	39491__A0A395ZHH5__ERS852497_02076
ERR1913213.740023__1.740023	357276__A0A076IRX7__HMPREF1064_00526
ERR1913213.740489__1.740489	821__A0A395UNT8__DXD64_15275
ERR1913213.740584__1.740584	301301__A0A395V5W5__RHOM_01200
ERR1913213.740769__1.740769	1262889__R7HAK5__BN634_00884
ERR1913213.740893__1.740893	328814__GCA_004558275.1_00061
ERR1913213.741133__1.741133	821__A0A395UNT8__DXD64_15275
ERR1913213.741220__1.741220	821__A0A3E4HP25__SAMN04487923_102450
ERR1913213.741418__1.741418	1262825__R5E8W5__BN724_02207
ERR1913213.741580__1.741580	291644__I9SJC4__ERS852428_02891
ERR1913213.741720__1.741720	46503__A7AHZ8__PARMER_03051
ERR1913213.741861__1.741861	357276__A0A076IRV2__BACDOR_02822
ERR1913213.741902__1.741902	1262889__R7HAE5__BN634_02047
ERR1913213.742329__1.742329	39492__D4JT87__clpC
ERR1913213.742444__1.742444	46228__V8C9Y1__DXD17_09525
ERR1913213.742807__1.742807	1472761__GCA_002159295.1_00742
ERR1913213.742892__1.742892	820__A0A139K4W5__HMPREF2141_02394
ERR1913213.743171__1.743171	1501391__GCA_000786575.1_00035
ERR1913213.743658__1.743658	1262958__R7GQI3__BN645_00849
ERR1913213.743810__1.743810	818__A0A3E5HN72__C799_03359
ERR1913213.743936__1.743936	40518__R5E6X5__sbcD
ERR1913213.743915__1.743915	1262882__R5MHX6__BN519_00733
ERR1913213.744003__1.744003	357276__C3RDQ5__HMPREF1065_03827
ERR1913213.744048__1.744048	1262889__R7HEB0__BN634_01682
ERR1913213.744055__1.744055	1965646__A0A1Y3WRJ4__B5G10_01915
ERR1913213.744160__1.744160	1262911__R6H2J2__BN557_01228
ERR1913213.744327__1.744327	1262935__R5GUZ2__BN773_00533
ERR1913213.744380__1.744380	169435__A0A174RBD8__B5F11_10360
ERR1913213.744534__1.744534	28116__A0A1G6G396__DXD69_22115
ERR1913213.744551__1.744551	487174__K0X5B1__DDY40_01695
ERR1913213.744634__1.744634	1262889__R7H889__BN634_02048
ERR1913213.744802__1.744802	1262935__R5GRH6__BN773_01325
ERR1913213.745240__1.745240	28111__E5X120__NCTC11155_02427
ERR1913213.745278__1.745278	1262935__R5GUD0__BN773_00454
ERR1913213.745371__1.745371	1262889__R7HDN9__BN634_01543
ERR1913213.745473__1.745473	39491__A0A396FPV7__ERS852580_01177
ERR1913213.745732__1.745732	552398__F4XAJ9__HMPREF0866_00317
ERR1913213.745990__1.745990	823__A0A069SAX6__ERS852380_00710
ERR1913213.746048__1.746048	357276__A0A076ISD9__EL88_07480
ERR1913213.746155__1.746155	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913213.746328__1.746328	357276__A0A076J9V8__BACDOR_01395
ERR1913213.746339__1.746339	1262743__R5C054__BN727_01980
ERR1913213.746418__1.746418	487174__K0X524__DDY40_09270
ERR1913213.746692__1.746692	1262911__R6GTG0__BN557_01247
ERR1913213.747186__1.747186	1262935__R5GUD0__BN773_00454
ERR1913213.747309__1.747309	1262935__R5GLD8__BN773_00587
ERR1913213.747350__1.747350	116085__D4JBZ2__DW747_00595
ERR1913213.747409__1.747409	1262888__R6QHI8__BN582_01380
ERR1913213.747652__1.747652	357276__A0A174L570__GV66_05720
ERR1913213.747759__1.747759	1262886__R6RFG9__BN563_01276
ERR1913213.747946__1.747946	454155__F3QXB7__HMPREF9442_02852
ERR1913213.748075__1.748075	204516__U6RFU0__HMPREF1534_02545
ERR1913213.748081__1.748081	1262889__R7H967__BN634_00445
ERR1913213.748100__1.748100	1262986__R6AU20__BN492_00182
ERR1913213.748101__1.748101	671267__R9ICM6__C802_00589
ERR1913213.748545__1.748545	357276__A0A076IRX4__ABI39_13585
ERR1913213.748623__1.748623	28116__C3QMW5__M089_4133
ERR1913213.748773__1.748773	821__A0A0P0LFP6__C5Z04_13890
ERR1913213.748920__1.748920	357276__A0A076J726__IY41_15030
ERR1913213.749021__1.749021	357276__I8WPR6__EL88_06675
ERR1913213.749482__1.749482	357276__G5SMD3__BSEG_02959
ERR1913213.749488__1.749488	357276__D1JZM4__HMPREF1065_01278
ERR1913213.749752__1.749752	28118__F9Z4Y7__DF785_06945
ERR1913213.749791__1.749791	487174__K0XLV6__DIT83_00940
ERR1913213.749976__1.749976	357276__A0A174L570__GV66_05720
ERR1913213.750274__1.750274	821__A0A0P0M2J4__DXD46_10295
ERR1913213.750382__1.750382	821__A0A0P0LFP6__C5Z04_13890
ERR1913213.750536__1.750536	239935__A0A2N8IXN0__CXT95_01765
ERR1913213.750694__1.750694	820__A0A174F0C1__nreB
ERR1913213.750846__1.750846	39492__D4JU81__xseA
ERR1913213.750954__1.750954	35833__E5Y5K9__HMPREF0179_01472
ERR1913213.751233__1.751233	291644__I9T2X9__HMPREF1071_02431
ERR1913213.751342__1.751342	487174__K0WX70__DDY40_01710
ERR1913213.751789__1.751789	384638__B7APR0__BACPEC_00666
ERR1913213.752190__1.752190	821__A0A0P0M2J4__DXD46_10295
ERR1913213.752300__1.752300	46228__V8C8L7__RUMLAC_00949
ERR1913213.752511__1.752511	28117__B0MXU0__BHV66_07550
ERR1913213.752990__1.752990	487174__K0X665__DIT83_12000
ERR1913213.752999__1.752999	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913213.753265__1.753265	821__C6ZAA5__ERS852556_00403
ERR1913213.753716__1.753716	820__A0A1Q6IDS8__chtA
ERR1913213.754222__1.754222	28111__E5WUX1__HMPREF1016_00548
ERR1913213.754248__1.754248	28117__R7JIY2__BHV66_06465
ERR1913213.754308__1.754308	2293125__A0A374CJZ2__DW917_00735
ERR1913213.754330__1.754330	214856__A0A173YE57__ERS852559_00126
ERR1913213.754370__1.754370	357276__B6W1Y1__BSEG_03960
ERR1913213.754632__1.754632	35833__E5Y720__HMPREF0179_01984
ERR1913213.754730__1.754730	28118__F9ZBG8__DHW44_04410
ERR1913213.754848__1.754848	357276__I8WPR6__EL88_06675
ERR1913213.754874__1.754874	1262824__R6RN55__BN719_00811
ERR1913213.755260__1.755260	357276__A0A076IN30__DXD47_09350
ERR1913213.755329__1.755329	1262958__R7GTE8__BN645_01104
ERR1913213.755637__1.755637	454155__F3QY71__HMPREF9442_03163
ERR1913213.755783__1.755783	1262958__R7H154__BN645_01891
ERR1913213.755850__1.755850	357276__A0A076IS26__EL88_15950
ERR1913213.755814__1.755814	28118__R6FCN5__Odosp_2070
ERR1913213.755935__1.755935	239935__R6J776__CXU07_02355
ERR1913213.756164__1.756164	35833__E5Y477__HMPREF0179_00988
ERR1913213.756292__1.756292	28117__B0MXL6__ALIPUT_01851
ERR1913213.756329__1.756329	47678__A5ZL09__BACCAC_03608
ERR1913213.756512__1.756512	1262889__R7HAY6__BN634_02225
ERR1913213.756725__1.756725	39492__D4JVG7__ERS852540_00946
ERR1913213.756793__1.756793	357276__A0A076IN21__BSEG_03078
ERR1913213.756757__1.756757	357276__B6VT86__IY41_22515
ERR1913213.756887__1.756887	821__A0A174AYT0__DXC02_03530
ERR1913213.757230__1.757230	556259__E5C445__BSGG_0931
ERR1913213.757276__1.757276	487174__K0X2W8__HMPREF9448_02611
ERR1913213.757398__1.757398	487175__A0A3D4GD97__HMPREF9439_00773
ERR1913213.758180__1.758180	410072__A0A173Y8R3__rng
ERR1913213.758302__1.758302	40518__R5E7G3__DXD86_03405
ERR1913213.758400__1.758400	1262935__R5GVF6__BN773_00033
ERR1913213.758516__1.758516	1262935__R5GG37__BN773_00249
ERR1913213.758630__1.758630	39492__D4JVC7__yfgF
ERR1913213.758675__1.758675	28111__E5WWI8__HMPREF1016_01036
ERR1913213.758825__1.758825	821__A0A3E4HP25__SAMN04487923_102450
ERR1913213.758943__1.758943	33039__A0A174Y8E4__suhB
ERR1913213.759376__1.759376	39492__A0A174ZG93__EUBSIR_00254
ERR1913213.759396__1.759396	823__D0TBY4__M090_0431
ERR1913213.759474__1.759474	33043__A0A173X5R2__ERS852445_01329
ERR1913213.759642__1.759642	2293125__A0A374BSW4__DW917_13420
ERR1913213.759923__1.759923	28118__F9Z4Y7__DF785_06945
ERR1913213.759980__1.759980	1262935__R5GGB1__BN773_00342
ERR1913213.760255__1.760255	74426__nifJ
ERR1913213.760573__1.760573	46228__V8CAX0__DXD17_07315
ERR1913213.760689__1.760689	1262889__R7HBH6__BN634_02400
ERR1913213.760705__1.760705	853__A0A173XRA8__CGS56_09290
ERR1913213.760885__1.760885	28111__E5X428__HMPREF1016_03686
ERR1913213.760949__1.760949	46228__B5CSI8__DXD17_05145
ERR1913213.761152__1.761152	1262911__R6GPC5__BN557_00852
ERR1913213.761310__1.761310	310298__B3JFI7__BACCOP_00636
ERR1913213.761358__1.761358	165179__A0A3E5DWZ6__DXC61_10880
ERR1913213.761476__1.761476	1262736__R5YYI5__BN496_01562
ERR1913213.761519__1.761519	28111__R5K3D9__NCTC11155_02788
ERR1913213.761672__1.761672	1965631__A0A1Y4AD81__B5F90_07705
ERR1913213.761848__1.761848	1262935__R5GDG4__BN773_01363
ERR1913213.761869__1.761869	39491__D4JM76__DXC13_02150
ERR1913213.762013__1.762013	1262935__R5GEF5__BN773_00089
ERR1913213.762043__1.762043	1263006__R6LRT3__BN515_00657
ERR1913213.762071__1.762071	1547597__A0A0C3NK89__BA92_01830
ERR1913213.762076__1.762076	39488__A0A173RU01__EUBHAL_00881
ERR1913213.762218__1.762218	1304__A0A110Z5J8__SSALIVM18_06191
ERR1913213.762330__1.762330	357276__A0A076IYG1__B5F95_22465
ERR1913213.762417__1.762417	1262935__R5GVL3__BN773_00865
ERR1913213.762457__1.762457	33039__D4M2F6__RTO_06900
ERR1913213.762402__1.762402	28116__I8Y7V6__HMPREF1017_02728
ERR1913213.762489__1.762489	821__A0A173WG51__BVU_2549
ERR1913213.762584__1.762584	46228__V8BPJ7__DXD17_00330
ERR1913213.762750__1.762750	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913213.762730__1.762730	487174__K0WS78__HMPREF9448_02825
ERR1913213.762893__1.762893	1262935__R5GT62__BN773_01738
ERR1913213.763051__1.763051	823__A0A355XLT7__HMPREF1075_03402
ERR1913213.763745__1.763745	165179__A0A3E5AER8__DXB80_07075
ERR1913213.763912__1.763912	1262889__R7H927__BN634_00660
ERR1913213.763926__1.763926	46228__B5CS18__RUMLAC_02269
ERR1913213.763940__1.763940	28116__C3QXZ9__DXA80_15295
ERR1913213.764219__1.764219	458033__GCA_001482755.1_02203
ERR1913213.764495__1.764495	28118__F9Z3J9__B5F93_07500
ERR1913213.764570__1.764570	28117__B0MY40__BHV66_05170
ERR1913213.764778__1.764778	1262935__R5GT80__BN773_01758
ERR1913213.764932__1.764932	820__A0A173YYG4__evgS_3
ERR1913213.765157__1.765157	820__A0A173WZS4__DXD90_10250
ERR1913213.765408__1.765408	1262825__R5EK39__BN724_02341
ERR1913213.765501__1.765501	1262935__R5GIS0__BN773_01547
ERR1913213.766227__1.766227	1262889__R7HAQ6__BN634_02130
ERR1913213.766253__1.766253	820__A0A3E4FZM1__adaA_2
ERR1913213.766352__1.766352	1393034__GCA_001552785.1_00728
ERR1913213.766356__1.766356	46228__V8CE24__thiD
ERR1913213.766330__1.766330	371601__I9UUC0__DXD80_12950
ERR1913213.766401__1.766401	291644__I9SXJ9__ERS852428_02285
ERR1913213.766422__1.766422	818__Q8A3I3__HMPREF2534_00068
ERR1913213.766531__1.766531	357276__A0A076IN30__DXD47_09350
ERR1913213.766828__1.766828	46228__B5CPY7__DXD17_03515
ERR1913213.766902__1.766902	820__A0A174QT76__B5G17_18060
ERR1913213.767133__1.767133	39492__B0MM26__ERS852540_00640
ERR1913213.767426__1.767426	204516__U6RAM4__HMPREF1534_03439
ERR1913213.767704__1.767704	1262935__R5GH71__BN773_01017
ERR1913213.767922__1.767922	1262889__R7HDL3__BN634_01924
ERR1913213.768105__1.768105	1263006__R6LR21__BN515_00462
ERR1913213.768525__1.768525	823__A0A173W8N5__ERS852513_00780
ERR1913213.768650__1.768650	1262935__R5GL68__BN773_00556
ERR1913213.768688__1.768688	357276__B6W5Q7__DXD47_13945
ERR1913213.769017__1.769017	1262935__R5GFU9__BN773_00394
ERR1913213.768995__1.768995	1262963__R6CBY4__BN718_00134
ERR1913213.769192__1.769192	357276__I9QBT7__BSEG_03340
ERR1913213.769284__1.769284	28111__R5JUK8__NCTC11155_02515
ERR1913213.769476__1.769476	106588__A6NUL8__BACCAP_01900
ERR1913213.769711__1.769711	39492__B0MM84__lgt
ERR1913213.769768__1.769768	853__D4JY61__C4N21_10560
ERR1913213.770037__1.770037	1262935__R5GDG4__BN773_01363
ERR1913213.770558__1.770558	165179__A0A3E5AER8__DXB80_07075
ERR1913213.770562__1.770562	418240__A0A174SJB0__toxA_3
ERR1913213.770717__1.770717	1262935__R5GRK6__BN773_01192
ERR1913213.771467__1.771467	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913213.771717__1.771717	35833__E5Y8N1__HMPREF0179_02549
ERR1913213.771942__1.771942	28111__E5X428__HMPREF1016_03686
ERR1913213.771949__1.771949	1262824__R6RP26__BN719_00906
ERR1913213.772190__1.772190	1262958__R7H0I7__BN645_01812
ERR1913213.772275__1.772275	1262935__R5GGT6__BN773_00922
ERR1913213.772503__1.772503	40518__R5DXW3__DXD86_07900
ERR1913213.772602__1.772602	357276__C3R9Y0__HMPREF1064_01889
ERR1913213.772794__1.772794	357276__B6W5Q9__HMPREF1063_03125
ERR1913213.772765__1.772765	46228__B5CNG6__RUMLAC_01002
ERR1913213.773232__1.773232	28117__B0MXG8__ALIPUT_01814
ERR1913213.773348__1.773348	821__A0A396F9T7__M097_3427
ERR1913213.773424__1.773424	1262935__R5GDB4__BN773_01091
ERR1913213.773647__1.773647	572010__argF
ERR1913213.773727__1.773727	1262935__R5GUD0__BN773_00454
ERR1913213.774042__1.774042	1150298__A0A174HHW8__yhbU_1
ERR1913213.774176__1.774176	357276__A0A0M1W657__HMPREF1064_04629
ERR1913213.774248__1.774248	28111__R5K222__bglX_7
ERR1913213.774444__1.774444	1520815__A0A1I3J382__SAMN02910435_00330
ERR1913213.774459__1.774459	1550024__G9RT62__ASJ35_10800
ERR1913213.774514__1.774514	301301__A0A395VC27__adaA_5
ERR1913213.774623__1.774623	1262889__R7HAE5__BN634_02047
ERR1913213.774649__1.774649	46228__B5CQB8__RUMLAC_01663
ERR1913213.775243__1.775243	1262935__R5GHV4__BN773_00876
ERR1913213.775211__1.775211	40518__R5DYP7__envC
ERR1913213.775285__1.775285	1262889__R7HAE5__BN634_02047
ERR1913213.775330__1.775330	1262889__R7HAY6__BN634_02225
ERR1913213.775605__1.775605	818__A0A396EA53__ERS852557_04332
ERR1913213.775650__1.775650	820__A7V8C2__ERS852554_01338
ERR1913213.775776__1.775776	1262935__R5GHP4__BN773_01210
ERR1913213.775916__1.775916	1262958__R7GT89__BN645_00981
ERR1913213.775980__1.775980	39492__D4MIY5__EUBSIR_00233
ERR1913213.776577__1.776577	1262888__R6P6L1__BN582_00113
ERR1913213.777033__1.777033	1262935__R5GSZ0__BN773_01827
ERR1913213.777013__1.777013	357276__B6VXX7__HMPREF1063_02683
ERR1913213.777055__1.777055	1262825__R5DZG9__BN724_01005
ERR1913213.777555__1.777555	291644__I9IAR0__HMPREF1071_00441
ERR1913213.777548__1.777548	46503__A7AII9__ERS852463_00984
ERR1913213.777640__1.777640	301301__A0A395V978__RHOM_08905
ERR1913213.777715__1.777715	1150298__A0A174BP05__murAA
ERR1913213.778533__1.778533	820__A0A174GK47__ERS852421_00200
ERR1913213.778564__1.778564	1262889__R7HD84__BN634_01675
ERR1913213.778660__1.778660	28118__F9ZC62__DF785_13495
ERR1913213.778784__1.778784	39492__D4JT75__EUBSIR_01776
ERR1913213.778862__1.778862	165179__A0A174SA26__PREVCOP_05758
ERR1913213.778914__1.778914	46503__R6X8Q3__fepA_2
ERR1913213.778992__1.778992	818__A0A0N7IAV7__ERS852557_04536
ERR1913213.779019__1.779019	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913213.779112__1.779112	357276__I8W1E1__B5F00_10785
ERR1913213.779161__1.779161	1796613__A0A1C7H2D7__ADH74_14565
ERR1913213.779337__1.779337	28118__R6F6C0__Odosp_0731
ERR1913213.779809__1.779809	357276__A0A076INR8__EL88_12300
ERR1913213.779816__1.779816	28117__B0MY40__BHV66_05170
ERR1913213.780020__1.780020	1235835__R9LCU2__C814_02677
ERR1913213.780185__1.780185	1262911__R6H1D2__BN557_00855
ERR1913213.780219__1.780219	46228__B5CPY3__DXD17_03535
ERR1913213.780516__1.780516	821__A0A174JYD3__ERS852457_02610
ERR1913213.780622__1.780622	165179__A0A3E5DWZ6__DXC61_10880
ERR1913213.780659__1.780659	291644__I9HGA3__mshA_4
ERR1913213.780675__1.780675	291644__I9T671__HMPREF1071_02076
ERR1913213.780736__1.780736	39490__U2QMP6__misCA
ERR1913213.782019__1.782019	1262935__R5GUE2__BN773_00325
ERR1913213.782382__1.782382	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913213.782445__1.782445	46506__B0NU72__DXC41_00075
ERR1913213.783431__1.783431	40518__R5DU28__DXD86_07960
ERR1913213.783548__1.783548	1262736__R5YCL2__BN496_00379
ERR1913213.783770__1.783770	823__D0T9E4__DHW69_09115
ERR1913213.783868__1.783868	1472761__GCA_002159295.1_01390
ERR1913213.784221__1.784221	460384__A0A1I0JLQ5__SAMN05216313_13120
ERR1913213.784674__1.784674	1262825__R5EJK4__BN724_02191
ERR1913213.785330__1.785330	1262935__R5GEN3__BN773_01757
ERR1913213.785377__1.785377	357276__I8VQA2__HMPREF1065_04183
ERR1913213.785446__1.785446	823__A0A078SLK0__ERS852513_02755
ERR1913213.785617__1.785617	39490__A0A173S8F7__ERS852448_00834
ERR1913213.785749__1.785749	46506__R6B8Z4__SAMN05444283_11711
ERR1913213.786027__1.786027	39492__D4JR08__ERS852540_02467
ERR1913213.786170__1.786170	291644__R5IZM2__HMPREF1071_04522
ERR1913213.786315__1.786315	1897011__A0A1Q6RGB6__BHW41_02790
ERR1913213.786411__1.786411	2293125__A0A374BMK9__DW917_16190
ERR1913213.786414__1.786414	28117__R7JPX7__BHV66_00900
ERR1913213.786485__1.786485	820__A0A374Q854__HMPREF1073_03281
ERR1913213.786730__1.786730	1150298__A0A174AM35__ERS852498_00645
ERR1913213.786947__1.786947	1965604__A0A1Y4EJ55__B5F54_16845
ERR1913213.787054__1.787054	1262889__R7HCG5__BN634_01481
ERR1913213.787196__1.787196	28117__R7JG17__ALIPUT_01859
ERR1913213.787222__1.787222	1262889__R7H889__BN634_02048
ERR1913213.787684__1.787684	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913213.787880__1.787880	371601__A0A139LNL6__ERS852396_04350
ERR1913213.788002__1.788002	853__A0A173SUU8__CGS54_06840
ERR1913213.788276__1.788276	291644__R5JM36__HMPREF1532_00700
ERR1913213.788510__1.788510	487174__K0WXG8__DIT83_09300
ERR1913213.788778__1.788778	357276__I8WAB8__B5F00_08100
ERR1913213.788816__1.788816	1262935__R5GT76__BN773_01902
ERR1913213.788923__1.788923	291644__I9I9V2__ERS852428_00583
