ERR1913043.66__1.66	39491__C4ZF05__vpr
ERR1913043.1441841__1.1441841	47678__R5USZ3__DXB67_12245
ERR1913043.1441845__1.1441845	204516__U6R8Z4__HMPREF1534_03879
ERR1913043.1441857__1.1441857	165179__A0A3E5EB26__CFT61_02800
ERR1913043.1441945__1.1441945	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1442075__1.1442075	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1442113__1.1442113	28118__F9Z6B5__SAMEA44545918_01808
ERR1913043.1442203__1.1442203	39485__C4Z0G6__spoIVB
ERR1913043.1442269__1.1442269	39488__A0A174JH77__EUBHAL_03278
ERR1913043.1442304__1.1442304	204516__U6RJY4__HMPREF1534_01494
ERR1913043.1442324__1.1442324	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1442362__1.1442362	165179__A0A3E5E8N5__DXC61_13460
ERR1913043.1442418__1.1442418	165179__A0A3E5A554__DXB80_13805
ERR1913043.1442509__1.1442509	1262924__R7HRJ9__BN585_00557
ERR1913043.1442514__1.1442514	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1442572__1.1442572	418240__A0A174NZX7__tagF_1
ERR1913043.1442751__1.1442751	47678__R5UTE7__DXB67_12885
ERR1913043.1442767__1.1442767	165179__W1I4H6__DXB80_13655
ERR1913043.1442769__1.1442769	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1442674__1.1442674	310298__B3JLC6__BACCOP_02712
ERR1913043.1442984__1.1442984	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1443066__1.1443066	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1443132__1.1443132	39488__A0A173Z3L4__DXD91_07055
ERR1913043.1443229__1.1443229	820__A7VAR9__ERS852421_00197
ERR1913043.1443237__1.1443237	410072__A0A173XQG6__ERS852574_01620
ERR1913043.1443434__1.1443434	487173__H1D1P4__HMPREF9453_01532
ERR1913043.1443494__1.1443494	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1443570__1.1443570	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1443573__1.1443573	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.1443576__1.1443576	310298__B3JI31__BACCOP_01543
ERR1913043.1443674__1.1443674	40518__R5DTP7__DXD83_02415
ERR1913043.1443741__1.1443741	1150298__R7JU23__ERS852498_02342
ERR1913043.1443789__1.1443789	1262929__R6EYU3__BN691_00676
ERR1913043.1443959__1.1443959	47678__A5ZEP5__CGC64_03450
ERR1913043.1443996__1.1443996	1160721__A0A1C6DCM8__RBI_I01997
ERR1913043.1444086__1.1444086	40518__R5E500__RBL263_01193
ERR1913043.1444087__1.1444087	40518__R5E500__RBL263_01193
ERR1913043.1444206__1.1444206	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1444390__1.1444390	204516__U6RDX3__HMPREF1534_02093
ERR1913043.1444506__1.1444506	853__A0A2A7B9I6__DW855_13690
ERR1913043.1444528__1.1444528	1262924__R7HPG6__BN585_00099
ERR1913043.1444599__1.1444599	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1444646__1.1444646	39491__A0A395V0E5__ERE_31370
ERR1913043.1444762__1.1444762	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1444801__1.1444801	165179__R6PU83__CFT61_14275
ERR1913043.1444831__1.1444831	1262924__R7HNT3__BN585_00018
ERR1913043.1444890__1.1444890	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1445028__1.1445028	165179__A0A174IPI3__CFT61_10940
ERR1913043.1445056__1.1445056	39485__A0A174YZZ2__ERS852492_00215
ERR1913043.1445119__1.1445119	165179__D1PHC0__PREVCOP_06640
ERR1913043.1445126__1.1445126	47678__A5ZF31__DXB67_11050
ERR1913043.1445150__1.1445150	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1445234__1.1445234	39485__A0A174ZA08__EUBELI_01019
ERR1913043.1445278__1.1445278	165179__D1PHC0__PREVCOP_06640
ERR1913043.1445281__1.1445281	204516__U6RHM5__HMPREF1534_02096
ERR1913043.1445394__1.1445394	39483__D4JDQ6__B5F14_05320
ERR1913043.1445400__1.1445400	204516__U6RFU0__HMPREF1534_02545
ERR1913043.1445439__1.1445439	357276__A0A076IR37__DXD47_07890
ERR1913043.1445495__1.1445495	310298__B3JH76__BACCOP_01230
ERR1913043.1445514__1.1445514	39491__A0A395V0H6__ERS852580_02570
ERR1913043.1445581__1.1445581	39491__A0A396FF17__EUR_31400
ERR1913043.1445699__1.1445699	310298__B3JQL6__BACCOP_04252
ERR1913043.1445725__1.1445725	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.1445801__1.1445801	39485__C4Z2I5__ERS852492_02214
ERR1913043.1445815__1.1445815	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.1445874__1.1445874	39492__D4JUS6__accD5
ERR1913043.1445911__1.1445911	1262992__R5D1X3__BN795_00176
ERR1913043.1446007__1.1446007	39491__A0A396FJJ9__DXB76_11995
ERR1913043.1446026__1.1446026	39488__C0EZ53__DXD91_09390
ERR1913043.1446045__1.1446045	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.1446171__1.1446171	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1446183__1.1446183	39485__A0A174Z7G5__EUBELI_01168
ERR1913043.1446185__1.1446185	310298__B3JQD7__BACCOP_04095
ERR1913043.1446216__1.1446216	310298__B3JED9__BACCOP_00230
ERR1913043.1446241__1.1446241	165179__A0A3E5E4T9__DXB80_08030
ERR1913043.1446334__1.1446334	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1446384__1.1446384	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1446427__1.1446427	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913043.1446435__1.1446435	820__A0A173WUD7__DXB48_08055
ERR1913043.1446500__1.1446500	310298__B3JK99__BACCOP_02328
ERR1913043.1446679__1.1446679	1262913__R7JCU2__BN646_01689
ERR1913043.1446903__1.1446903	301302__A0A0M6WPV4__M72_29701
ERR1913043.1447068__1.1447068	33039__A0A174XM16__ERS852530_05348
ERR1913043.1447142__1.1447142	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1447341__1.1447341	28116__D7J6B1__B5F02_07870
ERR1913043.1447410__1.1447410	204516__U6R9E7__HMPREF1534_03313
ERR1913043.1447460__1.1447460	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1447464__1.1447464	28118__F9ZBY3__Odosp_3561
ERR1913043.1447660__1.1447660	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1447727__1.1447727	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1447822__1.1447822	28117__R7JLL3__ALIPUT_02219
ERR1913043.1447986__1.1447986	39485__A0A174YTX0__mro
ERR1913043.1448096__1.1448096	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1448112__1.1448112	853__A0A173T8T3__DW882_06555
ERR1913043.1448167__1.1448167	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1448242__1.1448242	74426__pflB_2
ERR1913043.1448427__1.1448427	1262924__R7HQI4__BN585_00500
ERR1913043.1448544__1.1448544	165179__D1PER3__DXB80_11525
ERR1913043.1448578__1.1448578	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1448638__1.1448638	39485__C4Z434__tilS
ERR1913043.1448734__1.1448734	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1448955__1.1448955	28117__R7JIJ8__BHV66_01635
ERR1913043.1448958__1.1448958	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1449035__1.1449035	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913043.1449193__1.1449193	820__A7VAR9__ERS852421_00197
ERR1913043.1449196__1.1449196	820__A7VAR9__ERS852421_00197
ERR1913043.1449231__1.1449231	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1449267__1.1449267	310298__B3JGJ2__BACCOP_00994
ERR1913043.1449303__1.1449303	143393__X8K4J0__HMPREF9092_0511
ERR1913043.1449489__1.1449489	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.1449558__1.1449558	371601__D4WBK5__BN891_3970
ERR1913043.1449566__1.1449566	165179__A0A3E5EB26__CFT61_02800
ERR1913043.1449683__1.1449683	310298__B3JGJ2__BACCOP_00994
ERR1913043.1449726__1.1449726	410072__C0BDJ9__ERS852525_02311
ERR1913043.1449698__1.1449698	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1449798__1.1449798	1262924__R7HRT1__BN585_00630
ERR1913043.1449802__1.1449802	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1449806__1.1449806	1262911__R6HN87__BN557_00926
ERR1913043.1449871__1.1449871	820__A0A139KIL9__DXC68_05945
ERR1913043.1449907__1.1449907	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1449966__1.1449966	1262924__R7HRJ9__BN585_00557
ERR1913043.1450016__1.1450016	165179__A0A174SA26__PREVCOP_05758
ERR1913043.1450249__1.1450249	487173__H1D0A3__HMPREF9453_01041
ERR1913043.1450321__1.1450321	28116__A0A1Y4Q112__evgS_13
ERR1913043.1450390__1.1450390	47678__R5U325__HMPREF1061_03209
ERR1913043.1450424__1.1450424	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1450428__1.1450428	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1450452__1.1450452	165179__D1PGU8__PREVCOP_06463
ERR1913043.1450654__1.1450654	40518__R5DM08__DXD83_06415
ERR1913043.1450680__1.1450680	40520__A0A3E5EFD7__ERS852394_01582
ERR1913043.1450701__1.1450701	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.1450866__1.1450866	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1450986__1.1450986	165179__A0A3E5E920__DXB80_11625
ERR1913043.1451193__1.1451193	165179__A0A3E4SID1__DXB80_01945
ERR1913043.1451224__1.1451224	39485__A0A174YQX9__ERS852490_00864
ERR1913043.1451354__1.1451354	39485__A0A174YRS0__ERS852492_00307
ERR1913043.1451426__1.1451426	165179__D1PHV2__PREVCOP_06822
ERR1913043.1451506__1.1451506	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1451651__1.1451651	39491__A0A395V297__EUR_01010
ERR1913043.1451685__1.1451685	28116__A7LSB9__DXF98_11950
ERR1913043.1451708__1.1451708	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1451829__1.1451829	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1451989__1.1451989	487173__H1D187__HMPREF9453_01375
ERR1913043.1452112__1.1452112	410072__C0B8G3__DXD67_01535
ERR1913043.1452138__1.1452138	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1452216__1.1452216	165179__A0A174UTZ7__DXC61_06705
ERR1913043.1452245__1.1452245	28117__B0MTY2__BHV66_06485
ERR1913043.1452374__1.1452374	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1452610__1.1452610	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1452596__1.1452596	39485__A0A174ZBK4__ERS852490_01585
ERR1913043.1452703__1.1452703	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1452709__1.1452709	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1452847__1.1452847	1262739__R6MK77__BN659_00760
ERR1913043.1452850__1.1452850	2293125__A0A374CIC9__DW917_02045
ERR1913043.1452866__1.1452866	1262924__R7HU74__BN585_00690
ERR1913043.1452887__1.1452887	1150298__A0A174MDR2__ERS852498_01766
ERR1913043.1452974__1.1452974	39485__A0A174Z8V5__fliU_2
ERR1913043.1453082__1.1453082	165179__D1PGU8__PREVCOP_06463
ERR1913043.1453230__1.1453230	39488__C0EWW6__mreD
ERR1913043.1453257__1.1453257	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1453288__1.1453288	301301__A0A395V3C0__mcpC_6
ERR1913043.1453334__1.1453334	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1453635__1.1453635	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913043.1453644__1.1453644	310298__B3JNH3__BACCOP_03486
ERR1913043.1453654__1.1453654	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1453745__1.1453745	40518__R5DS23__DXD86_01715
ERR1913043.1453943__1.1453943	853__C7H7F5__DWZ46_01780
ERR1913043.1453966__1.1453966	88431__A0A174RXE9__ERS852526_02186
ERR1913043.1454004__1.1454004	310298__B3JQ37__BACCOP_04069
ERR1913043.1454020__1.1454020	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1454040__1.1454040	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1454069__1.1454069	40518__R5DTW7__phoU
ERR1913043.1454071__1.1454071	39485__R5ZSH7__EUBELI_00953
ERR1913043.1454132__1.1454132	28117__B0MXI8__BHV66_08505
ERR1913043.1454300__1.1454300	1262739__R6MJ86__BN659_00644
ERR1913043.1454301__1.1454301	39485__R5ZNS8__rsmG
ERR1913043.1454315__1.1454315	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1454337__1.1454337	853__A0A173XRA8__CGS56_09290
ERR1913043.1454383__1.1454383	204516__U6RFB2__HMPREF1534_01733
ERR1913043.1454455__1.1454455	28118__R6F5T0__Odosp_2509
ERR1913043.1454545__1.1454545	39491__D4JMW8__ERS852497_01971
ERR1913043.1454641__1.1454641	39491__A0A396FJJ9__DXB76_11995
ERR1913043.1454677__1.1454677	310298__B3JFK6__BACCOP_00656
ERR1913043.1454728__1.1454728	39492__D4JTL0__EUBSIR_01428
ERR1913043.1454861__1.1454861	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1454878__1.1454878	1150298__R7JRK4__ERS852406_01648
ERR1913043.1454915__1.1454915	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1454962__1.1454962	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1455074__1.1455074	28118__F9Z4H5__DHW44_02810
ERR1913043.1455018__1.1455018	853__A0A173T8T3__DW882_06555
ERR1913043.1455019__1.1455019	357276__A0A0M1W657__HMPREF1064_04629
ERR1913043.1455020__1.1455020	821__A0A0P0L8F8__ERS852509_03705
ERR1913043.1455257__1.1455257	310298__B3JGJ2__BACCOP_00994
ERR1913043.1455317__1.1455317	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1455326__1.1455326	39485__A0A174YSU1__ERS852492_00576
ERR1913043.1455407__1.1455407	820__A0A174DZ97__SAMN05444418_101240
ERR1913043.1455480__1.1455480	28116__I8Y7V6__HMPREF1017_02728
ERR1913043.1455516__1.1455516	310298__B3JH76__BACCOP_01230
ERR1913043.1455604__1.1455604	310298__B3JNG7__BACCOP_03480
ERR1913043.1455680__1.1455680	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1455695__1.1455695	310298__B3JH76__BACCOP_01230
ERR1913043.1455755__1.1455755	1150298__A0A174E950__ERS852498_02096
ERR1913043.1455772__1.1455772	47678__R5UZM4__DW706_15680
ERR1913043.1455809__1.1455809	39491__A0A395ZDC6__addB
ERR1913043.1455822__1.1455822	40518__R5E2Z2__DXD93_09295
ERR1913043.1455906__1.1455906	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913043.1455927__1.1455927	39485__C4Z6F3__EUBELI_20400
ERR1913043.1455937__1.1455937	853__A0A173T751__C4N24_10280
ERR1913043.1455951__1.1455951	853__A0A173T0Y8__CGS54_07215
ERR1913043.1456024__1.1456024	39485__A0A174YR99__ERS852492_00943
ERR1913043.1456074__1.1456074	39491__A0A395V5R3__EUBREC_1883
ERR1913043.1456272__1.1456272	165179__A0A174UTZ7__DXC61_06705
ERR1913043.1456365__1.1456365	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1456432__1.1456432	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1456529__1.1456529	821__D4VD59__BHV80_04260
ERR1913043.1456619__1.1456619	853__A0A173XRA8__CGS56_09290
ERR1913043.1456707__1.1456707	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913043.1456721__1.1456721	74426__pdxS
ERR1913043.1456770__1.1456770	39485__A0A174ZQT9__EUBELI_20278
ERR1913043.1456850__1.1456850	40518__R5E4V5__RBL263_01242
ERR1913043.1456865__1.1456865	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1456895__1.1456895	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1456898__1.1456898	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1456953__1.1456953	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1457039__1.1457039	39491__A0A395UZZ5__htpG_1
ERR1913043.1457044__1.1457044	301301__A0A395VA63__sbcC
ERR1913043.1457104__1.1457104	1262924__R7HKP8__BN585_01113
ERR1913043.1457207__1.1457207	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1457248__1.1457248	820__A0A139K0J1__HMPREF2141_03205
ERR1913043.1457319__1.1457319	1160721__W0U2H8__BHW50_07775
ERR1913043.1457339__1.1457339	310298__B3JK97__BACCOP_02326
ERR1913043.1457367__1.1457367	165179__A0A3E5EB26__CFT61_02800
ERR1913043.1457347__1.1457347	1263107__GCA_000436995.1_00056
ERR1913043.1457437__1.1457437	28118__R6F6B2__B5F99_03180
ERR1913043.1457453__1.1457453	649756__D4MW74__ERS852387_00633
ERR1913043.1457524__1.1457524	28118__R6FGS3__DHW44_03135
ERR1913043.1457665__1.1457665	165179__A0A3E5EA43__DXC61_07775
ERR1913043.1457680__1.1457680	40518__R5DVL2__penA
ERR1913043.1457713__1.1457713	204516__U6RDJ3__HMPREF1534_02097
ERR1913043.1457720__1.1457720	40518__R5DVV1__RBATCC27255_00999
ERR1913043.1457728__1.1457728	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1457870__1.1457870	1262992__R5CWT5__BN795_00747
ERR1913043.1457888__1.1457888	165179__W1I4H6__DXB80_13655
ERR1913043.1457925__1.1457925	165179__D1PEQ5__PREVCOP_05711
ERR1913043.1458037__1.1458037	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1458098__1.1458098	39488__A0A285PT56__ERS852450_02640
ERR1913043.1458177__1.1458177	301302__R5VFU2__xynA1
ERR1913043.1458225__1.1458225	1262911__R6GUQ4__BN557_01581
ERR1913043.1458258__1.1458258	487173__H1D0E0__HMPREF9453_01078
ERR1913043.1458334__1.1458334	487174__K0WRI1__DIT83_06780
ERR1913043.1458348__1.1458348	204516__U6R9E7__HMPREF1534_03313
ERR1913043.1458477__1.1458477	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1458488__1.1458488	1235835__R9LCU2__C814_02677
ERR1913043.1458539__1.1458539	165179__A0A229I4J4__proA
ERR1913043.1458661__1.1458661	371601__W6P7Q9__BN890_32770
ERR1913043.1458682__1.1458682	310297__B5D370__DXC17_06570
ERR1913043.1458693__1.1458693	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1458719__1.1458719	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1458795__1.1458795	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1458828__1.1458828	310298__B3JNH3__BACCOP_03486
ERR1913043.1458856__1.1458856	204516__U6REI9__HMPREF1534_02357
ERR1913043.1458877__1.1458877	310298__B3JK97__BACCOP_02326
ERR1913043.1458958__1.1458958	39485__C4Z6V1__ERS852492_02640
ERR1913043.1459219__1.1459219	165179__A0A3E5DY64__CFT61_10025
ERR1913043.1459229__1.1459229	261299__R5Y4V6__addA
ERR1913043.1459395__1.1459395	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1459443__1.1459443	47678__R5UD76__BACCAC_01373
ERR1913043.1459505__1.1459505	853__A0A173T751__C4N24_10280
ERR1913043.1459651__1.1459651	301301__A0A395VAL3__mcp2_2
ERR1913043.1459666__1.1459666	165179__D1PGU8__PREVCOP_06463
ERR1913043.1459733__1.1459733	310298__B3JN71__BACCOP_03383
ERR1913043.1459722__1.1459722	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1459726__1.1459726	116085__D4J6R4__DW747_08190
ERR1913043.1459770__1.1459770	1262924__R7HRI6__BN585_00824
ERR1913043.1459812__1.1459812	39485__C4Z0F4__ERS852490_00945
ERR1913043.1459851__1.1459851	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1459857__1.1459857	820__A0A173YYG4__evgS_3
ERR1913043.1459999__1.1459999	39492__D4JRR5__ERS852540_02089
ERR1913043.1460025__1.1460025	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1460061__1.1460061	154288__A0A0X1TKQ5__ERS852466_00858
ERR1913043.1460094__1.1460094	2293125__A0A374CIC9__DW917_02045
ERR1913043.1460141__1.1460141	39485__R5ZNG4__yerB
ERR1913043.1460230__1.1460230	204516__U6R7Y8__HMPREF1534_03942
ERR1913043.1460303__1.1460303	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1460576__1.1460576	39488__A0A173UD79__EHLA_0346
ERR1913043.1460621__1.1460621	626933__H1DGX0__HMPREF9449_01506
ERR1913043.1460913__1.1460913	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1460892__1.1460892	165179__W1I4H6__DXB80_13655
ERR1913043.1460897__1.1460897	39491__C4ZCH3__EUR_17560
ERR1913043.1461003__1.1461003	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1461171__1.1461171	821__A0A173XDD3__DXB82_17180
ERR1913043.1461261__1.1461261	820__A0A139JV05__B5G17_18125
ERR1913043.1461299__1.1461299	39485__C4Z0K2__ERS852490_00991
ERR1913043.1461301__1.1461301	1262911__R6GKS1__BN557_00184
ERR1913043.1461519__1.1461519	165179__A0A229I9X5__CFT61_01205
ERR1913043.1461524__1.1461524	33038__A0A2N5NYI5__C5Y99_09140
ERR1913043.1461564__1.1461564	40518__R5DUU0__DXD93_03985
ERR1913043.1461671__1.1461671	165179__A0A3E5DR10__DXC61_03505
ERR1913043.1461650__1.1461650	40518__R5E4E8__phoR_4
ERR1913043.1461651__1.1461651	322505__manY_2
ERR1913043.1461797__1.1461797	39485__C4Z069__EUBELI_00981
ERR1913043.1461912__1.1461912	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1461969__1.1461969	1262924__R7HKX0__BN585_01279
ERR1913043.1462008__1.1462008	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462045__1.1462045	39485__C4Z6K2__ERS852490_00407
ERR1913043.1462031__1.1462031	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462073__1.1462073	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462332__1.1462332	216816__D6DBD7__BL71B_09615
ERR1913043.1462374__1.1462374	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462427__1.1462427	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462461__1.1462461	410072__A0A173RMJ4__ydfH_1
ERR1913043.1462467__1.1462467	371601__A0A1Y4VNI9__CW1_3373
ERR1913043.1462576__1.1462576	853__A0A173XRA8__CGS56_09290
ERR1913043.1462702__1.1462702	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462708__1.1462708	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1462859__1.1462859	39491__A0A395UXH0__EUBREC_0021
ERR1913043.1462887__1.1462887	28118__F9Z5L6__Odosp_1662
ERR1913043.1462949__1.1462949	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1463088__1.1463088	204516__U6RGK1__HMPREF1534_01924
ERR1913043.1463260__1.1463260	487174__K0X2Q8__DDY40_04590
ERR1913043.1463342__1.1463342	165179__A0A3E5AER8__DXB80_07075
ERR1913043.1463370__1.1463370	28117__B0MTW8__ALIPUT_00502
ERR1913043.1463445__1.1463445	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1463495__1.1463495	1262913__R7JJ21__BN646_02190
ERR1913043.1463553__1.1463553	28117__B0MSS1__ALIPUT_00273
ERR1913043.1463576__1.1463576	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1463618__1.1463618	39491__A0A396FEW6__T1815_18721
ERR1913043.1463740__1.1463740	310298__B3JK97__BACCOP_02326
ERR1913043.1463807__1.1463807	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913043.1463830__1.1463830	39491__A0A395UYM9__DXC13_07980
ERR1913043.1463881__1.1463881	39491__D6E2U1__EUBREC_3278
ERR1913043.1463890__1.1463890	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1463917__1.1463917	358743__A0A0F0CG77__DWZ14_01305
ERR1913043.1464073__1.1464073	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1464121__1.1464121	39485__A0A174YRS0__ERS852492_00307
ERR1913043.1464257__1.1464257	310298__B3JFK4__BACCOP_00654
ERR1913043.1464497__1.1464497	40520__A5ZSH0__ERS852533_03692
ERR1913043.1464499__1.1464499	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.1464629__1.1464629	246796__GCA_002003685.1_02874
ERR1913043.1464598__1.1464598	39485__C4Z6R3__mcp2_1
ERR1913043.1464607__1.1464607	100884__E7G990__DXB26_14765
ERR1913043.1464726__1.1464726	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1464844__1.1464844	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1464852__1.1464852	853__A0A173XRA8__CGS56_09290
ERR1913043.1465014__1.1465014	310298__B3JH76__BACCOP_01230
ERR1913043.1465039__1.1465039	204516__U6RH18__HMPREF1534_01847
ERR1913043.1465238__1.1465238	204516__U6RFU0__HMPREF1534_02545
ERR1913043.1465285__1.1465285	165179__A0A174SA26__PREVCOP_05758
ERR1913043.1465333__1.1465333	357276__B6W1J2__BACDOR_03380
ERR1913043.1465351__1.1465351	1262911__R6H174__BN557_01246
ERR1913043.1465379__1.1465379	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1465400__1.1465400	1735__B7CAW8__EUBIFOR_01339
ERR1913043.1465520__1.1465520	204516__U6RR96__HMPREF1534_00277
ERR1913043.1465523__1.1465523	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1465575__1.1465575	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1465621__1.1465621	28116__I9ST00__M088_5588
ERR1913043.1465651__1.1465651	487174__K0X488__HMPREF9448_00323
ERR1913043.1465682__1.1465682	165179__A0A3E4SID1__DXB80_01945
ERR1913043.1465760__1.1465760	39491__A0A396FJJ9__DXB76_11995
ERR1913043.1465825__1.1465825	39491__A0A2U2EED4__ERS852580_01584
ERR1913043.1465838__1.1465838	47678__A5ZF31__DXB67_11050
ERR1913043.1465907__1.1465907	165179__A0A3E5ED28__PREVCOP_06655
ERR1913043.1465978__1.1465978	39490__A0A173UR66__pheA_2
ERR1913043.1465981__1.1465981	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1466021__1.1466021	28116__A0A078Q626__HMPREF1070_02735
ERR1913043.1466080__1.1466080	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1466188__1.1466188	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.1466223__1.1466223	28118__F9Z4Y7__DF785_06945
ERR1913043.1466327__1.1466327	1262924__R7HPY0__BN585_01950
ERR1913043.1466397__1.1466397	165179__A0A3E5EA43__DXC61_07775
ERR1913043.1466519__1.1466519	1150298__A0A174KW35__cbbX
ERR1913043.1466563__1.1466563	1855325__A0A1I2LW17__SAMN05216383_10133
ERR1913043.1466632__1.1466632	371601__D7J5K1__DXD80_05805
ERR1913043.1466637__1.1466637	487173__H1CYR3__HMPREF9453_00501
ERR1913043.1466714__1.1466714	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913043.1466731__1.1466731	204516__U6RF32__HMPREF1534_02070
ERR1913043.1466746__1.1466746	165179__A0A3E5A554__DXB80_13805
ERR1913043.1466762__1.1466762	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1466789__1.1466789	28116__A7LUQ0__CUY_2205
ERR1913043.1466802__1.1466802	69974__A0A090FEL8__MPL3365_630008
ERR1913043.1466854__1.1466854	39485__A0A174ZPH7__ERS852490_01992
