ERR1913220.32__1.32	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913220.778359__1.778359	1263006__R6LGA5__BN515_00076
ERR1913220.778360__1.778360	33037__C7HVJ7__tnpX
ERR1913220.778395__1.778395	40518__R5E2R8__nnr_2
ERR1913220.778842__1.778842	1263006__R6LMG0__BN515_01213
ERR1913220.779041__1.779041	820__A0A173YYG4__evgS_3
ERR1913220.779216__1.779216	1263006__R6LSL5__BN515_00102
ERR1913220.779291__1.779291	28118__F9Z3U6__B5F99_03365
ERR1913220.779374__1.779374	1262911__R6H1D2__BN557_00855
ERR1913220.779405__1.779405	1263006__R6LGA5__BN515_00076
ERR1913220.779424__1.779424	1263006__R6LRR0__BN515_00627
ERR1913220.779577__1.779577	1681__A0A0H3ED55__IF1010_1588
ERR1913220.779589__1.779589	1160721__R6T344__RBI_I00565
ERR1913220.779615__1.779615	1160721__R6THG6__RBI_I00012
ERR1913220.779724__1.779724	1263000__R5EUM2__BN466_01747
ERR1913220.779794__1.779794	40520__A5ZSL9__DXC87_07025
ERR1913220.779890__1.779890	1550024__A0A3B9WIA4__TQ39_14495
ERR1913220.779892__1.779892	1262882__R5N3T7__BN519_01188
ERR1913220.780028__1.780028	1262882__R5MZZ3__BN519_00482
ERR1913220.780042__1.780042	1613__A0A2K2TIB5__LBFF_0949
ERR1913220.780146__1.780146	357276__A0A0K2HDP3__IY41_00705
ERR1913220.780427__1.780427	357276__B6W5Q9__HMPREF1063_03125
ERR1913220.780431__1.780431	357276__I8WEY2__ABI39_04185
ERR1913220.780481__1.780481	116085__D4JBR7__DW747_01020
ERR1913220.780447__1.780447	821__A0A3E4WAR6__DXD64_10735
ERR1913220.780590__1.780590	1262882__R5N3T7__BN519_01188
ERR1913220.780608__1.780608	1263006__R6LSL5__BN515_00102
ERR1913220.780974__1.780974	227942__H4GJQ3__PS3_8382
ERR1913220.781146__1.781146	820__A0A3E4VZY4__ERS852554_01211
ERR1913220.781321__1.781321	239935__A0A139TPD8__CXU12_11015
ERR1913220.781332__1.781332	1382__C8W820__Apar_1182
ERR1913220.781355__1.781355	28118__F9ZCN9__DHW44_07820
ERR1913220.781443__1.781443	100886__A0A174LEG5__ERS852383_05606
ERR1913220.781561__1.781561	1263000__R5EUM2__BN466_01747
ERR1913220.781768__1.781768	158787__A0A087DJ04__BSCA_0535
ERR1913220.781798__1.781798	1550024__G9RWR2__TQ39_04385
ERR1913220.781800__1.781800	100884__E7GDX7__DXB30_09185
ERR1913220.781962__1.781962	158787__A0A087D7V7__BSCA_1978
ERR1913220.781943__1.781943	821__I9R3W6__DXC16_12455
ERR1913220.782067__1.782067	1262882__R5N048__BN519_00502
ERR1913220.782138__1.782138	357276__B6W5Q9__HMPREF1063_03125
ERR1913220.782209__1.782209	301301__A0A395V6H4__ydfH_3
ERR1913220.782368__1.782368	239935__A0A2N8I9I3__CXU19_12035
ERR1913220.782479__1.782479	1263006__R6LRT3__BN515_00657
ERR1913220.782584__1.782584	1262911__R6GPI7__BN557_00907
ERR1913220.782651__1.782651	552398__F4XCQ4__HMPREF0866_01621
ERR1913220.782777__1.782777	28118__R6F6Y6__DF785_01440
ERR1913220.782815__1.782815	1550024__G9RWD3__ASJ35_03625
ERR1913220.782870__1.782870	1263006__R6LPZ5__BN515_02090
ERR1913220.782933__1.782933	1681__A0A0H2NPR5__BBBF_1287
ERR1913220.782948__1.782948	74426__nrdD
ERR1913220.783156__1.783156	820__A7VAR9__ERS852421_00197
ERR1913220.783374__1.783374	1262992__R5D8P4__BN795_00650
ERR1913220.783455__1.783455	239935__A0A139TPD4__CXT86_06450
ERR1913220.783878__1.783878	820__A0A139K8X8__DXC80_17665
ERR1913220.784021__1.784021	1358__D2BR64__SAMN02982984_00749
ERR1913220.784040__1.784040	100886__A0A174HQ52__sacA_2
ERR1913220.784078__1.784078	1550024__A0A0W7TQI9__ASJ35_10050
ERR1913220.784160__1.784160	40518__R5DTH7__DXD83_02405
ERR1913220.784229__1.784229	1232426__group_1895
ERR1913220.784242__1.784242	239935__A0A2N8I1R3__CXU05_06075
ERR1913220.784454__1.784454	552398__T5S086__HMPREF0866_01580
ERR1913220.784606__1.784606	552398__F4XCR9__HMPREF0866_01636
ERR1913220.784744__1.784744	1550024__A0A3B9WJX7__ASJ35_07080
ERR1913220.784758__1.784758	74426__pflB_2
ERR1913220.784824__1.784824	626940__E8LDB3__prkC
ERR1913220.784831__1.784831	239935__A0A139TQT9__Amuc_1197
ERR1913220.784847__1.784847	853__A0A2A7A4A9__C4N21_14870
ERR1913220.784964__1.784964	74426__basR
ERR1913220.785070__1.785070	1262882__R5MJJ9__BN519_01035
ERR1913220.785105__1.785105	1897011__A0A1Q6RE67__BHW41_04635
ERR1913220.785289__1.785289	1550024__G9RTW4__TQ39_08265
ERR1913220.785456__1.785456	40518__R5DXW3__DXD86_07900
ERR1913220.785461__1.785461	1550024__A0A0D8IUW2__TQ39_17855
ERR1913220.785470__1.785470	357276__C3RA36__HMPREF1065_03270
ERR1913220.785578__1.785578	239935__A0A2N8ITX2__CXT86_11265
ERR1913220.785807__1.785807	1681__A0A0H2NPR5__BBBF_1287
ERR1913220.786039__1.786039	1263006__R6MR77__BN515_00434
ERR1913220.786004__1.786004	2173__A5UKM7__METSMIALI_01538
ERR1913220.786154__1.786154	1550024__A0A0W7TTG8__TQ39_11315
ERR1913220.786240__1.786240	1262911__R6GZX7__BN557_00838
ERR1913220.786279__1.786279	1262911__R6H1J5__BN557_00905
ERR1913220.786293__1.786293	39486__B0G8F8__DXD82_06370
ERR1913220.786207__1.786207	47770__V5ENK4__CYJ83_05570
ERR1913220.786265__1.786265	39488__A0A173U8N3__yhbU_1
ERR1913220.786374__1.786374	820__A0A174CK74__DXB48_07060
ERR1913220.786594__1.786594	1309__A0A0E2EQS2__SMU108_04454
ERR1913220.787051__1.787051	1262882__R5N3H1__BN519_01121
ERR1913220.787028__1.787028	1262882__R5MFK5__BN519_00378
ERR1913220.787154__1.787154	820__A0A174G065__DXB62_08975
ERR1913220.787328__1.787328	2173__A5UKK6__BK798_01380
ERR1913220.787515__1.787515	1584__Q1GAB0__addB
ERR1913220.787548__1.787548	820__A0A139K5E7__DXC68_09550
ERR1913220.787587__1.787587	1262882__R5MMD8__BN519_01576
ERR1913220.787985__1.787985	1680__R5GRA4__ERS852382_01548
ERR1913220.787986__1.787986	1263006__R6LRT3__BN515_00657
ERR1913220.788001__1.788001	239935__A0A139TMG9__CXU07_10650
ERR1913220.788010__1.788010	33039__D4M0U9__mucD
ERR1913220.788032__1.788032	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913220.788104__1.788104	1681__E4VBY1__DD718_08225
ERR1913220.788593__1.788593	1262882__R5MJJ3__BN519_01027
ERR1913220.788694__1.788694	1550024__G9RXV5__TQ39_13455
ERR1913220.788840__1.788840	1681__E3EQA8__LMG11582_0199
ERR1913220.788813__1.788813	1472761__GCA_002159295.1_01982
ERR1913220.789161__1.789161	1160721__W0U274__RBI_I00073
ERR1913220.789174__1.789174	820__R9I3Q7__HMPREF1072_01668
ERR1913220.789221__1.789221	1232426__typA
ERR1913220.789244__1.789244	357276__A0A076IP73__BACDOR_04237
ERR1913220.789275__1.789275	1263006__R6LKC6__BN515_02058
ERR1913220.789351__1.789351	301301__A0A395VG51__RHOM_05870
ERR1913220.789426__1.789426	823__A6LDT7__CEQ22_002595
ERR1913220.789517__1.789517	46503__R6X0L4__DXB61_05325
ERR1913220.789526__1.789526	301302__R5UUM8__ganB_1
ERR1913220.789556__1.789556	820__A0A374Q854__HMPREF1073_03281
ERR1913220.789665__1.789665	2173__A0A1D2WXE6__Msm_0136
ERR1913220.789766__1.789766	301302__R5UMN4__M72_24341
ERR1913220.789973__1.789973	357276__A0A076IKP7__BACDOR_04239
ERR1913220.790025__1.790025	1681__A0A1V8QZE2__B216_08176
ERR1913220.790105__1.790105	74426__rpoC
ERR1913220.790122__1.790122	357276__B6VXX7__HMPREF1063_02683
ERR1913220.790415__1.790415	820__A0A139K8N1__ERS852554_00951
ERR1913220.790420__1.790420	1407493__GeneID:17503257
ERR1913220.790525__1.790525	1263006__R6M0F1__BN515_00198
ERR1913220.790738__1.790738	239935__A0A2N8I6R6__CXU04_04335
ERR1913220.790812__1.790812	1624__A0A2A2WXT9__B6U48_02735
ERR1913220.790820__1.790820	74426__group_4823
ERR1913220.790988__1.790988	1262882__R5MRS7__BN519_01490
ERR1913220.791129__1.791129	1262882__R5MLT4__BN519_01496
ERR1913220.791423__1.791423	1262882__R5N1N6__BN519_00968
ERR1913220.791585__1.791585	1263000__R5EBJ1__BN466_00540
ERR1913220.791729__1.791729	820__A0A173WUD7__DXB48_08055
ERR1913220.791855__1.791855	100886__E2NQ89__ERS852383_05211
ERR1913220.792043__1.792043	1624__A0A2A2WYS4__B6U58_00720
ERR1913220.792143__1.792143	35345__GeneID:921050
ERR1913220.792116__1.792116	610251__A0A2A5RHU0__RT41_GL001196
ERR1913220.792122__1.792122	2173__A0A1D2WVW7__Msm_0828
ERR1913220.792300__1.792300	820__A0A3E4W984__pssA
ERR1913220.792272__1.792272	1680__A0A1X3A7D3__AD0028_1139
ERR1913220.792346__1.792346	1624__A0A385XN32__A8C49_07085
ERR1913220.792592__1.792592	820__A0A174R952__DXB48_02570
ERR1913220.792616__1.792616	1624__A0A385XNU7__DBP87_01330
ERR1913220.792621__1.792621	1624__A0A385XMZ3__BUE87_01600
ERR1913220.792622__1.792622	1624__A0A385XNU7__DBP87_01330
ERR1913220.792686__1.792686	40518__R5DU92__DXD93_03170
ERR1913220.792837__1.792837	671232__E6J1X6__SanJ4206_1245c
ERR1913220.793168__1.793168	1550024__A0A3B9WDR6__TQ39_19225
ERR1913220.793180__1.793180	69974__A0A090FEL8__MPL3365_630008
ERR1913220.793310__1.793310	820__A0A3E4VZY4__ERS852554_01211
ERR1913220.793350__1.793350	1681__E4VB47__IF1010_0583
ERR1913220.793352__1.793352	712121__L1PEU8__HMPREF9061_01713
ERR1913220.793580__1.793580	2173__A0A1D2WV05__BK798_06920
ERR1913220.793498__1.793498	239935__A0A2N8I791__CXT99_09415
ERR1913220.793674__1.793674	1262992__R5DC96__BN795_01524
ERR1913220.793652__1.793652	357276__B6W5Q9__HMPREF1063_03125
ERR1913220.793976__1.793976	1550024__A0A3B9WG46__ASJ35_14590
ERR1913220.793979__1.793979	88431__A0A3D0F1J0__ERS852526_00938
ERR1913220.794031__1.794031	1263107__GCA_000436995.1_00232
ERR1913220.794169__1.794169	2107999__A0A1Y0E5B7__LJCM1130_18430
ERR1913220.794430__1.794430	1550024__G9RP69__ASJ35_11625
ERR1913220.794478__1.794478	1262911__R6H1D2__BN557_00855
ERR1913220.794527__1.794527	239935__A0A2N8HB50__CXU17_02615
ERR1913220.794570__1.794570	214856__A0A174ZLW6__ERS852559_01424
ERR1913220.794546__1.794546	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.794618__1.794618	2292352__A0A374UKA6__DXC23_10805
ERR1913220.794678__1.794678	1550024__G9RP65__ASJ35_11645
ERR1913220.794737__1.794737	1147148__GeneID:14181631
ERR1913220.795245__1.795245	1262911__R6H1P0__BN557_00940
ERR1913220.795301__1.795301	1263000__R5EFY3__BN466_01416
ERR1913220.795469__1.795469	139871__GeneID:5839513
ERR1913220.795678__1.795678	301301__A0A395V957__RHOM_14115
ERR1913220.795726__1.795726	1263006__R6MLU5__BN515_01014
ERR1913220.795845__1.795845	357276__A0A076IKP7__BACDOR_04239
ERR1913220.795900__1.795900	1550024__A0A0D8J0K7__TQ39_06245
ERR1913220.796228__1.796228	301302__A0A173T010__M72_26571
ERR1913220.796273__1.796273	564886__GeneID:6973115
ERR1913220.796337__1.796337	1263006__R6LWP7__BN515_00823
ERR1913220.796424__1.796424	239935__A0A2N8I368__CXT95_04550
ERR1913220.796555__1.796555	1550024__G9RQ35__ASJ35_06570
ERR1913220.796562__1.796562	158787__A0A087D3D2__BSCA_0369
ERR1913220.796674__1.796674	1550024__G9RT56__TQ39_09200
ERR1913220.796621__1.796621	626933__H1DGX0__HMPREF9449_01506
ERR1913220.796691__1.796691	239935__A0A2N8ILG3__CXT93_10135
ERR1913220.796702__1.796702	1472761__GCA_002159295.1_00742
ERR1913220.796789__1.796789	1624__A0A385XN32__A8C49_07085
ERR1913220.796856__1.796856	1550024__G9RPC6__TQ39_05630
ERR1913220.796975__1.796975	820__A7V859__ERS852462_00341
ERR1913220.796982__1.796982	1262911__R6GSH8__BN557_00939
ERR1913220.797022__1.797022	239935__B2UL21__CXT98_03395
ERR1913220.796993__1.796993	820__A0A174B4N2__M093_2531
ERR1913220.797036__1.797036	820__A0A139K4W5__HMPREF2141_02394
ERR1913220.797175__1.797175	239935__A0A2N8HH03__CXU09_08875
ERR1913220.797387__1.797387	1262911__R6GTN3__BN557_01365
ERR1913220.797408__1.797408	39492__D4JWX2__accB
ERR1913220.797378__1.797378	301301__A0A395VD41__RHOM_11540
ERR1913220.797425__1.797425	1624__A0A385XP25__HMPREF9269_0593
ERR1913220.797495__1.797495	1628085__A0A374VSS7__C7386_101299
ERR1913220.797636__1.797636	820__A0A374QGD2__ERS852421_02382
ERR1913220.797804__1.797804	301301__A0A395V747__ERS852391_01535
ERR1913220.797998__1.797998	74426__purL
ERR1913220.798086__1.798086	51369__GeneID:951701
ERR1913220.798180__1.798180	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913220.798188__1.798188	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913220.798272__1.798272	671232__F9P9T7__HMPREF0813_00966
ERR1913220.798346__1.798346	1680__A0A087DKM6__B0042_0664
ERR1913220.798386__1.798386	74426__sugC
ERR1913220.798475__1.798475	626933__H1DGX0__HMPREF9449_01506
ERR1913220.798518__1.798518	1550024__A0A0D8IWU5__TQ39_13940
ERR1913220.798571__1.798571	1261__D3MR67__SAMN05660467_01650
ERR1913220.798583__1.798583	1624__A0A385XM47__LSJ_1706c
ERR1913220.798586__1.798586	301301__A0A395V948__rsgA_2
ERR1913220.798669__1.798669	1160721__R6SW83__BHW50_08845
ERR1913220.798926__1.798926	552398__F4XCQ4__HMPREF0866_01621
ERR1913220.799081__1.799081	706562__GCA_900112995.1_00569
ERR1913220.799136__1.799136	69974__A0A090FEL8__MPL3365_630008
ERR1913220.799151__1.799151	2173__A0A1D2WST6__METSMIALI_00213
ERR1913220.799152__1.799152	186479__GCA_001399705.1_07683
ERR1913220.799202__1.799202	78535__A0A2T0G9U5__gpm
ERR1913220.799247__1.799247	1262882__R5MSI5__BN519_01596
ERR1913220.799394__1.799394	1624__A0A2A2X0Z9__B6U57_01585
ERR1913220.799337__1.799337	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913220.799489__1.799489	227942__H4GHU5__PS3_4084
ERR1913220.799472__1.799472	820__A0A3E5BMG9__DXD40_05130
ERR1913220.799541__1.799541	40518__R5DU74__RBATCC27255_00707
ERR1913220.799616__1.799616	2173__A0A1D2WVF8__Msm_1030
ERR1913220.800096__1.800096	40518__R5E7G3__DXD86_03405
ERR1913220.800319__1.800319	158787__A0A087D8M0__BBSC_2093
ERR1913220.800239__1.800239	39491__A0A395UZ89__DXB72_12805
ERR1913220.800289__1.800289	1262911__R6GZX7__BN557_00838
ERR1913220.800761__1.800761	1547597__A0A0C3RGK7__DMB45_11390
ERR1913220.800983__1.800983	40518__R5DVL2__penA
ERR1913220.801188__1.801188	1099853__G9S756__NSB1T_10585
ERR1913220.801260__1.801260	116085__D4JC59__DW747_00225
ERR1913220.801306__1.801306	1624__A0A385XRF2__DB321_05280
ERR1913220.801607__1.801607	1550024__G9RP69__ASJ35_11625
ERR1913220.801753__1.801753	1624__F7QST0__A8C46_07655
ERR1913220.801847__1.801847	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913220.802009__1.802009	39492__D4JTF2__mutS2
ERR1913220.802112__1.802112	1550024__G9RWG5__TQ39_04290
ERR1913220.802178__1.802178	1262911__R6GSH8__BN557_00939
ERR1913220.802326__1.802326	354260__GeneID:1260677
ERR1913220.802333__1.802333	39486__B0G873__DXC93_02310
ERR1913220.802292__1.802292	1263006__R6LKC6__BN515_02058
ERR1913220.802295__1.802295	165179__A0A174IHQ2__PREVCOP_05478
ERR1913220.802564__1.802564	357276__I9R994__BACDOR_04044
ERR1913220.802715__1.802715	820__A0A374QGD2__ERS852421_02382
ERR1913220.802794__1.802794	1099853__G9S521__NSB1T_00320
ERR1913220.802876__1.802876	40518__R5DTG5__RBATCC27255_00890
ERR1913220.802836__1.802836	227942__H4GJC6__FC60_GL000978
ERR1913220.802955__1.802955	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913220.802984__1.802984	357276__B6W5Q7__DXD47_13945
ERR1913220.803002__1.803002	1681__A0A292G7V3__BBIF_1776
ERR1913220.803004__1.803004	1262882__R5N5H2__BN519_01493
ERR1913220.803177__1.803177	1624__A0A1V9TQ30__B6U62_06230
ERR1913220.803303__1.803303	301301__A0A395V8T7__ERS852391_01243
ERR1913220.803331__1.803331	246787__A0A120A2E7__HMPREF1062_06329
ERR1913220.803483__1.803483	394340__alaS
ERR1913220.803426__1.803426	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913220.803505__1.803505	1318__I1ZPR4__CYK20_06360
ERR1913220.803585__1.803585	1263006__R6LY37__BN515_01224
ERR1913220.803598__1.803598	1262911__R6H1D2__BN557_00855
ERR1913220.803773__1.803773	301301__A0A395VAX9__ERS852391_01264
ERR1913220.804572__1.804572	820__A0A3E4G8F8__ERS852421_01645
ERR1913220.804585__1.804585	1550024__G9RVD5__ASJ35_04350
ERR1913220.804733__1.804733	239935__R6JAS2__CXU02_10725
ERR1913220.804817__1.804817	1263006__R6LWP7__BN515_00823
ERR1913220.804856__1.804856	61171__B9Y2T3__HOLDEFILI_00108
ERR1913220.804914__1.804914	1262911__R6H1D2__BN557_00855
ERR1913220.804924__1.804924	820__A0A174FUG6__DXC91_11265
ERR1913220.805102__1.805102	820__A0A139KJ23__celCCA
ERR1913220.805162__1.805162	301301__A0A395VAR4__yieL
ERR1913220.805168__1.805168	1262911__R6GS70__BN557_00854
ERR1913220.805325__1.805325	1680__A0A374QDL4__LMG18897_0432
ERR1913220.805370__1.805370	74426__nifJ
ERR1913220.805470__1.805470	357276__I9QWD4__DXD47_15075
ERR1913220.805537__1.805537	1263006__R6LXR8__BN515_01161
ERR1913220.806075__1.806075	820__A0A174QLF0__SAMN05444418_109151
ERR1913220.806087__1.806087	820__A0A173W419__DXC68_17760
ERR1913220.806153__1.806153	1263000__R5EV67__BN466_01611
ERR1913220.806220__1.806220	239935__A0A2N8HT44__CXT84_11035
ERR1913220.806297__1.806297	1628085__A0A1C5YAJ9__C7386_10197
ERR1913220.806360__1.806360	301301__A0A395VD41__RHOM_11540
ERR1913220.806451__1.806451	1681__E4VA65__APS66_06405
ERR1913220.806541__1.806541	1680__A0A174BEE7__BSTER_1311
ERR1913220.806586__1.806586	40518__R5DU74__RBATCC27255_00707
ERR1913220.806908__1.806908	1304__J7TU64__CYK22_02490
ERR1913220.806927__1.806927	357276__D1K526__GV66_17250
ERR1913220.806882__1.806882	820__A0A173XIP7__B5G17_16050
ERR1913220.807032__1.807032	820__A0A173YYG4__evgS_3
ERR1913220.806962__1.806962	1680__A0A087DLC6__C8077_00815
ERR1913220.807129__1.807129	1624__Q1WRR9__A8C45_02380
ERR1913220.807342__1.807342	1624__A0A2A2WXT9__B6U48_02735
ERR1913220.807414__1.807414	1550024__A0A0D8J274__ASJ35_12405
ERR1913220.807419__1.807419	1680__A0A0C2YPV2__AL0462_1474
ERR1913220.807630__1.807630	820__R9I2U8__DXC68_09590
ERR1913220.807532__1.807532	820__A0A139KH21__DXC80_01780
ERR1913220.807559__1.807559	40518__R5DVV1__RBATCC27255_00999
ERR1913220.807660__1.807660	2292352__A0A374UKA6__DXC23_10805
ERR1913220.807791__1.807791	1263006__R6LVS1__BN515_01927
ERR1913220.807846__1.807846	820__A0A3E4W7J3__DXC07_00330
ERR1913220.807876__1.807876	1262911__R6GSH0__BN557_00934
ERR1913220.807828__1.807828	1550024__G9RYR1__TQ39_01725
ERR1913220.807899__1.807899	1624__A0A385XS10__DB362_03015
ERR1913220.807908__1.807908	116085__D4J6E9__DW747_15845
ERR1913220.807972__1.807972	74426__sugC
ERR1913220.808009__1.808009	1262911__R6HN81__BN557_00921
ERR1913220.808020__1.808020	626933__H1DGX0__HMPREF9449_01506
ERR1913220.808472__1.808472	40518__R5E2F3__artQ
ERR1913220.808526__1.808526	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.808692__1.808692	1262882__R5MH62__BN519_00734
ERR1913220.808696__1.808696	1550024__G9RP65__ASJ35_11645
ERR1913220.808715__1.808715	2173__A0A1D2WVA1__Msm_0411
ERR1913220.809135__1.809135	1358__D2BKH7__DRA4_2076
ERR1913220.809211__1.809211	301301__A0A395VGH2__dltB_2
ERR1913220.809238__1.809238	2173__A5UNC4__METSMIALI_00562
ERR1913220.809423__1.809423	2108523__A0A2P2F214__LAWASA_27
ERR1913220.809480__1.809480	301302__A0A173T3P5__ERS852420_01836
ERR1913220.809549__1.809549	139871__GeneID:5839464
ERR1913220.809775__1.809775	357276__I8WBQ9__HMPREF1065_03212
ERR1913220.809865__1.809865	1263000__R5EC87__BN466_00713
ERR1913220.809881__1.809881	820__A0A374Q854__HMPREF1073_03281
ERR1913220.809882__1.809882	40518__R5DP91__RBL236_00890
ERR1913220.809919__1.809919	40518__R5DWQ2__DXD93_03810
ERR1913220.810000__1.810000	1465754__A0A1H3X9W5__SAMN05444145_101153
ERR1913220.810024__1.810024	1263006__R6MLA8__BN515_00853
ERR1913220.810217__1.810217	301301__G2SX14__RHOM_09085
ERR1913220.810452__1.810452	97478__A0A315ZFD4__LBLM1_06700
ERR1913220.810434__1.810434	1262882__R5N526__BN519_01603
ERR1913220.810381__1.810381	1624__A0A2A2WXQ2__B6U40_07920
ERR1913220.810554__1.810554	820__A0A174KKV6__DXC07_02635
ERR1913220.810601__1.810601	1624__A0A385XRF2__DB321_05280
ERR1913220.810759__1.810759	46503__A7ADV9__ERS852463_01504
ERR1913220.810836__1.810836	40518__R5E550__aroK
ERR1913220.810878__1.810878	820__A0A3E5E9Y8__DXD90_09110
ERR1913220.810955__1.810955	97478__A0A1G9XWC7__BV56_1725
ERR1913220.811111__1.811111	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913220.811197__1.811197	823__A0A355XN73__DXC05_07000
ERR1913220.811325__1.811325	40518__R5DXI4__DXD86_07420
ERR1913220.811432__1.811432	820__A0A174B4N2__M093_2531
ERR1913220.811614__1.811614	1263006__R6MLA8__BN515_00853
ERR1913220.811677__1.811677	853__D4JY61__C4N21_10560
ERR1913220.811712__1.811712	821__C6ZAA5__ERS852556_00403
ERR1913220.811824__1.811824	1624__F7QVZ7__A8C52_08820
ERR1913220.811831__1.811831	158787__A0A087D5A7__BSCA_1560
ERR1913220.811926__1.811926	158787__A0A087DDM5__BSCA_0113
ERR1913220.812004__1.812004	1680__A1A0V3__C8077_03025
ERR1913220.812016__1.812016	820__A0A139K8N1__ERS852554_00951
ERR1913220.812052__1.812052	1263006__R6LGA5__BN515_00076
ERR1913220.812133__1.812133	69974__A0A090FEL8__MPL3365_630008
ERR1913220.812257__1.812257	357276__B6W5Q9__HMPREF1063_03125
ERR1913220.812947__1.812947	1262911__R6H1K1__BN557_00910
ERR1913220.813128__1.813128	357276__I9QBT7__BSEG_03340
ERR1913220.813319__1.813319	1099853__G9S362__NSB1T_03260
ERR1913220.813363__1.813363	562__A0A376L0A6__CQA14_19985
ERR1913220.813389__1.813389	74426__argF
ERR1913220.813684__1.813684	357276__C3R9Y0__HMPREF1064_01889
ERR1913220.813838__1.813838	1262882__R5N678__BN519_01604
ERR1913220.813946__1.813946	1099853__U5CHR3__NSB1T_13310
ERR1913220.813954__1.813954	820__A0A139K2N9__DXB62_12420
ERR1913220.813981__1.813981	43675__D2NTF6__RM6536_1715
ERR1913220.814039__1.814039	301302__A0A0M6WK85__M72_28131
ERR1913220.814107__1.814107	1680__A0A173Y6N7__yhaH
ERR1913220.814117__1.814117	818__A0A174WSX6__Btheta7330_01915
ERR1913220.814073__1.814073	1358__H5SWP5__ML8_0138
ERR1913220.814128__1.814128	820__A7VAR9__ERS852421_00197
ERR1913220.814246__1.814246	116085__D4J841__DW747_06300
ERR1913220.814287__1.814287	28116__C3QZB5__M088_3811
ERR1913220.814337__1.814337	40520__R7D2W9__DXB81_15890
ERR1913220.814381__1.814381	1262911__R6GT76__BN557_01150
ERR1913220.814421__1.814421	100886__A0A174GV62__CATMIT_00996
ERR1913220.814429__1.814429	39492__D4JUS6__accD5
ERR1913220.814431__1.814431	1262911__R6H174__BN557_01246
ERR1913220.814488__1.814488	239935__A0A2N8HL50__CXT98_09135
ERR1913220.814688__1.814688	39486__B0G2A7__DXB12_08805
ERR1913220.814630__1.814630	39486__G1WN57__DORFOR_02477
ERR1913220.814818__1.814818	1624__A0A089QIM1__A8C54_08170
ERR1913220.814792__1.814792	301301__A0A395VAL3__mcp2_2
ERR1913220.814794__1.814794	40518__R5DM08__DXD83_06415
ERR1913220.815166__1.815166	357276__A0A076ISD9__EL88_07480
ERR1913220.815233__1.815233	158787__A0A087DDD0__BBSC_0269
ERR1913220.815448__1.815448	626940__E8LG07__BHW43_10200
ERR1913220.815461__1.815461	823__A0A355XF06__B5F32_11480
ERR1913220.815474__1.815474	544581__G9PQ59__HMPREF1549_00504
ERR1913220.815565__1.815565	626940__E8LGM9__DCQ00_02420
ERR1913220.815620__1.815620	40518__R5E2F3__artQ
ERR1913220.815720__1.815720	40518__R5E0F2__RBATCC27255_01890
ERR1913220.815792__1.815792	1262992__R5CXL9__BN795_01014
ERR1913220.815840__1.815840	1656__F2UYI5__HMPREF0059_01140
ERR1913220.815928__1.815928	40520__R7D800__DXB81_00095
ERR1913220.815992__1.815992	1262700__R5XBD0__BN695_00459
ERR1913220.816125__1.816125	39485__A0A174YWE7__EUBELI_00979
ERR1913220.816162__1.816162	1263000__R5EFJ5__BN466_01372
ERR1913220.816138__1.816138	1262911__R6H1A6__BN557_01286
ERR1913220.816329__1.816329	357276__B6VVS0__HMPREF1064_03951
ERR1913220.816338__1.816338	239935__R7E524__CXT91_06180
ERR1913220.816393__1.816393	1624__A0A0F7PQX2__A8C38_02390
ERR1913220.816498__1.816498	1262911__R6H074__BN557_00923
ERR1913220.816557__1.816557	357276__C3R9Y0__HMPREF1064_01889
ERR1913220.816692__1.816692	1680__R5GKP2__DXD60_06200
ERR1913220.816754__1.816754	1297617__A0A0S2W665__BIV19_07330
ERR1913220.816877__1.816877	239935__B2UPZ6__CXU03_03800
ERR1913220.816909__1.816909	626933__H1DGX0__HMPREF9449_01506
ERR1913220.816916__1.816916	1262882__R5N3H1__BN519_01121
ERR1913220.816927__1.816927	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1913220.816936__1.816936	1262992__R5CY89__BN795_01227
ERR1913220.817027__1.817027	357276__I9F3U2__B5F00_20845
ERR1913220.817117__1.817117	1262911__R6HIJ8__BN557_01742
ERR1913220.817218__1.817218	820__A0A174NUS8__DXC80_12885
ERR1913220.817256__1.817256	820__A0A174M9V5__M093_0237
ERR1913220.817279__1.817279	301301__A0A395V8E1__RHOM_11160
ERR1913220.817345__1.817345	1263006__R6LTP2__BN515_01199
ERR1913220.817517__1.817517	1680__A0A0B5BME4__DXD63_05015
ERR1913220.817542__1.817542	820__A0A374Q1D8__SAMN05444418_112114
ERR1913220.817583__1.817583	100886__E2NNF7__ERS852383_05018
ERR1913220.817721__1.817721	820__A0A174GYA8__DXB64_07370
