ERR1913201.51__1.51	39488__A0A174DGL6__EUBHAL_03262
ERR1913201.2269136__1.2269136	1150298__A0A174Q3G7__hyaD_2
ERR1913201.2269147__1.2269147	823__E1YR62__HMPREF1059_02331
ERR1913201.2269339__1.2269339	820__A0A174QLF0__SAMN05444418_109151
ERR1913201.2269387__1.2269387	218538__C9LPF0__GCWU000321_01429
ERR1913201.2269481__1.2269481	357276__A0A0K2HG61__BACDOR_02028
ERR1913201.2269571__1.2269571	487174__K0WY34__DDY40_07435
ERR1913201.2269689__1.2269689	410072__A0A174Q9M2__DXD67_05965
ERR1913201.2270085__1.2270085	46503__R6X5E7__PARMER_00245
ERR1913201.2270049__1.2270049	47678__R5U3L4__C5Z00_12600
ERR1913201.2270173__1.2270173	387090__S0F9K2__BACCOPRO_02271
ERR1913201.2270223__1.2270223	166486__A0A173RAP7__ROSINTL182_07969
ERR1913201.2270401__1.2270401	47678__R5U7X8__C5Z00_18270
ERR1913201.2270451__1.2270451	853__A0A2A7B1Y7__C7K05_11930
ERR1913201.2270499__1.2270499	357276__I9R2M6__BSEG_03499
ERR1913201.2270694__1.2270694	301302__A0A173UT39__M72_23901
ERR1913201.2270821__1.2270821	216816__D6ZSV1__CE169_00930
ERR1913201.2270950__1.2270950	821__A0A3E4HP25__SAMN04487923_102450
ERR1913201.2270968__1.2270968	28026__A0A396B9Q8__B5791_0179
ERR1913201.2271004__1.2271004	1628085__A0A3E2XXJ5__C7386_10966
ERR1913201.2271097__1.2271097	821__A0A0P0LFP6__C5Z04_13890
ERR1913201.2271108__1.2271108	33039__A0A174ZIS2__RTO_10090
ERR1913201.2271184__1.2271184	821__A0A396F598__CUU_3259
ERR1913201.2271364__1.2271364	216816__C2GSX7__DD678_03555
ERR1913201.2271429__1.2271429	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2271487__1.2271487	46503__K5ZW30__HMPREF1060_00319
ERR1913201.2271504__1.2271504	418240__A0A173WVP8__acm
ERR1913201.2271527__1.2271527	1628085__A0A2U1BC41__C7386_10839
ERR1913201.2271748__1.2271748	418240__A0A174SL99__ERS852478_00007
ERR1913201.2271966__1.2271966	823__A0A173W404__DHP27_04905
ERR1913201.2272105__1.2272105	28026__R6P2N7__DXD71_02940
ERR1913201.2272161__1.2272161	329854__A0A3E4KPG4__DXD27_21195
ERR1913201.2272320__1.2272320	1739341__A0A0Y3LIX8__HMPREF2837_03415
ERR1913201.2272339__1.2272339	1680__A0A374QDL4__LMG18897_0432
ERR1913201.2272359__1.2272359	821__E5UY21__C800_02204
ERR1913201.2272377__1.2272377	410072__A0A3E4GRE0__DXD67_07105
ERR1913201.2272455__1.2272455	818__A0A2J6AED2__C5Z03_02940
ERR1913201.2272493__1.2272493	384639__GCA_003096855.1_02000
ERR1913201.2272639__1.2272639	820__A0A139KG04__ERS852459_01249
ERR1913201.2272651__1.2272651	39488__A0A374NVK2__DXD91_03585
ERR1913201.2272679__1.2272679	820__A0A3E4PYB0__yejM
ERR1913201.2272696__1.2272696	166486__D4KYC3__ROSINTL182_05485
ERR1913201.2272750__1.2272750	33039__D4M244__ERS852424_01686
ERR1913201.2272794__1.2272794	301302__A0A173TYC8__M72_00761
ERR1913201.2272940__1.2272940	1735__B7CDP2__carA
ERR1913201.2272957__1.2272957	853__A0A173XRA8__CGS56_09290
ERR1913201.2273031__1.2273031	39492__D4JQS7__ERS852540_01645
ERR1913201.2273110__1.2273110	544645__A0A3E4T972__DXC42_08370
ERR1913201.2273207__1.2273207	39496__A5Z8N9__EUBVEN_02081
ERR1913201.2273221__1.2273221	216816__A0A374SVM3__BLSL_0492
ERR1913201.2273150__1.2273150	671267__R9ICM6__C802_00589
ERR1913201.2273329__1.2273329	371601__A0A1C7H1Z9__BN890_35950
ERR1913201.2273429__1.2273429	1628085__A0A1C5ZZM0__C7386_1133
ERR1913201.2273501__1.2273501	218538__C9LPD3__GCWU000321_01411
ERR1913201.2273529__1.2273529	28026__A0A087B7I7__DXA79_02175
ERR1913201.2273699__1.2273699	357276__A0A076IRX7__HMPREF1064_00526
ERR1913201.2273662__1.2273662	821__I9R3W6__DXC16_12455
ERR1913201.2273709__1.2273709	310298__B3JQJ5__BACCOP_04231
ERR1913201.2273746__1.2273746	818__A0A0N7IB36__BJP75_006465
ERR1913201.2273788__1.2273788	410072__A0A173XU61__ykvU
ERR1913201.2273847__1.2273847	821__I9R3W6__DXC16_12455
ERR1913201.2273907__1.2273907	39491__A0A395V0H6__ERS852580_02570
ERR1913201.2273983__1.2273983	820__A0A3E4RTP0__C801_01067
ERR1913201.2274086__1.2274086	301302__A0A0M6WJW1__ERS852420_02245
ERR1913201.2274253__1.2274253	28026__A0A267WLS3__DXD35_07705
ERR1913201.2274273__1.2274273	166486__D4KXJ6__ERS852572_00336
ERR1913201.2274311__1.2274311	28026__A0A396BGX2__DXC71_05210
ERR1913201.2274491__1.2274491	39486__R6TBS7__DXD18_06190
ERR1913201.2274533__1.2274533	357276__B6VVS0__HMPREF1064_03951
ERR1913201.2274678__1.2274678	387090__S0F668__BACCOPRO_01215
ERR1913201.2274824__1.2274824	39491__A0A396FMT0__EUBREC_3020
ERR1913201.2274842__1.2274842	47678__R5U9X5__BACCAC_01339
ERR1913201.2274986__1.2274986	47678__R5U978__ERS852558_01076
ERR1913201.2275096__1.2275096	1262746__R5SAD2__BN750_02117
ERR1913201.2275190__1.2275190	387090__S0F587__BACCOPRO_00096
ERR1913201.2275512__1.2275512	166486__D4L0J8__ROSINTL182_08089
ERR1913201.2275624__1.2275624	821__C6Z451__BHV80_04265
ERR1913201.2275764__1.2275764	1628085__A0A396QTT4__C7386_103139
ERR1913201.2275821__1.2275821	556259__I0PYJ6__BSGG_5210
ERR1913201.2275934__1.2275934	47678__A5ZBL9__C5Z00_18710
ERR1913201.2276138__1.2276138	821__E5UY21__C800_02204
ERR1913201.2276185__1.2276185	823__A0A3E4PAQ2__DDY96_18275
ERR1913201.2276215__1.2276215	39491__A0A396FBR6__DXC13_08575
ERR1913201.2276267__1.2276267	47678__R5U7L8__DXB67_16595
ERR1913201.2276273__1.2276273	216816__A0A133LQN7__BL15B_00780
ERR1913201.2276416__1.2276416	39496__A5Z872__EUBVEN_01912
ERR1913201.2276457__1.2276457	410072__R6LD64__ERS852525_02440
ERR1913201.2276694__1.2276694	357276__I8WBQ9__HMPREF1065_03212
ERR1913201.2276708__1.2276708	821__A0A0P0M3U7__DXB90_14325
ERR1913201.2276752__1.2276752	821__A0A0P0M3U7__DXB90_14325
ERR1913201.2276833__1.2276833	387090__S0FA01__BACCOPRO_02772
ERR1913201.2277015__1.2277015	338188__A0A174ETX3__ERS852397_01955
ERR1913201.2277039__1.2277039	821__A0A174K302__CUU_3129
ERR1913201.2277065__1.2277065	74426__group_4823
ERR1913201.2277267__1.2277267	39491__A0A396FNY7__LD38_16155
ERR1913201.2277321__1.2277321	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2277334__1.2277334	47678__A5ZHL2__DXB67_12495
ERR1913201.2277369__1.2277369	820__A0A174GYA8__DXB64_07370
ERR1913201.2277592__1.2277592	418240__A0A174NZX7__tagF_1
ERR1913201.2277673__1.2277673	33039__D4M4L7__ripA
ERR1913201.2277713__1.2277713	853__E2ZGD9__C7J97_11715
ERR1913201.2277772__1.2277772	820__A0A396EUV1__B5G17_06465
ERR1913201.2278004__1.2278004	821__A0A174T998__DXB82_10860
ERR1913201.2278062__1.2278062	387090__S0F6G1__BACCOPRO_00685
ERR1913201.2278065__1.2278065	418240__A0A174K0L7__cysA_1
ERR1913201.2278373__1.2278373	357276__A0A174L570__GV66_05720
ERR1913201.2278444__1.2278444	853__A0A2A7B9I6__DW855_13690
ERR1913201.2278455__1.2278455	820__A0A174B4N2__M093_2531
ERR1913201.2278587__1.2278587	820__R7E9Z4__DXC68_06065
ERR1913201.2278595__1.2278595	823__A0A173V751__DXD05_02690
ERR1913201.2278638__1.2278638	357276__B6W1J2__BACDOR_03380
ERR1913201.2278647__1.2278647	387090__S0F8F6__BACCOPRO_01915
ERR1913201.2278672__1.2278672	544645__A0A3E4TJQ9__DXC42_00310
ERR1913201.2278711__1.2278711	47678__A5ZF31__DXB67_11050
ERR1913201.2279229__1.2279229	1680__A0A076JNS9__BIFADO_02309
ERR1913201.2279244__1.2279244	165179__A0A3E5AGH1__DXB80_05820
ERR1913201.2279304__1.2279304	33039__D4LYZ5__ERS852390_01248
ERR1913201.2279366__1.2279366	357276__A0A076J4B1__DXD47_03445
ERR1913201.2279367__1.2279367	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913201.2279369__1.2279369	410072__C0BBS7__ERS852525_00851
ERR1913201.2279501__1.2279501	1628085__A0A374VPL1__C7386_10315
ERR1913201.2279560__1.2279560	166486__D4L1P5__ERS852572_00758
ERR1913201.2279695__1.2279695	74426__nifJ
ERR1913201.2279700__1.2279700	1680__A7A2Y2__NCTC11814_00537
ERR1913201.2279754__1.2279754	47678__A5ZHJ2__DXB67_12405
ERR1913201.2279784__1.2279784	357276__B6W5Q7__DXD47_13945
ERR1913201.2279793__1.2279793	823__A0A355XGQ3__prmC
ERR1913201.2279846__1.2279846	166486__D4L3V9__ROSINTL182_07680
ERR1913201.2279914__1.2279914	40520__R7D6G3__DXB81_16300
ERR1913201.2279932__1.2279932	74426__nifJ
ERR1913201.2280085__1.2280085	357276__B6VVS0__HMPREF1064_03951
ERR1913201.2280098__1.2280098	214856__R6XUN2__rcsC_1
ERR1913201.2280106__1.2280106	360807__C0FPP6__ERS852444_02985
ERR1913201.2280231__1.2280231	821__I9R3W6__DXC16_12455
ERR1913201.2280282__1.2280282	820__A0A173XIP7__B5G17_16050
ERR1913201.2280322__1.2280322	301302__A0A173T3P5__ERS852420_01836
ERR1913201.2280339__1.2280339	821__A0A174RA14__M099_1655
ERR1913201.2280632__1.2280632	47678__R5U819__DW706_12015
ERR1913201.2280658__1.2280658	166486__D4KUL4__pemA
ERR1913201.2280690__1.2280690	39491__A0A396FI89__DXD95_01300
ERR1913201.2280691__1.2280691	28052__R7NCE0__ERS852499_00449
ERR1913201.2280695__1.2280695	28026__A0A396BGX2__DXC71_05210
ERR1913201.2280904__1.2280904	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913201.2281168__1.2281168	820__A0A174M9V5__M093_0237
ERR1913201.2281282__1.2281282	820__R9HP61__DXC91_01090
ERR1913201.2281309__1.2281309	821__A0A0P0LH09__ERS852457_03390
ERR1913201.2281653__1.2281653	821__A0A0P0LFP6__C5Z04_13890
ERR1913201.2281679__1.2281679	310298__B3JQJ5__BACCOP_04231
ERR1913201.2281689__1.2281689	1680__A0A0C2YPV2__AL0462_1474
ERR1913201.2281951__1.2281951	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.2282155__1.2282155	357276__C3R5A0__B5F00_02960
ERR1913201.2282226__1.2282226	47678__R5U2H9__DXB67_10685
ERR1913201.2282329__1.2282329	357276__A0A076ISJ4__B5F95_19420
ERR1913201.2282402__1.2282402	454154__G5STF9__HMPREF9441_02662
ERR1913201.2282416__1.2282416	47678__A5ZI88__BACCAC_02617
ERR1913201.2282490__1.2282490	216816__A0A2U0BLP0__tsaB
ERR1913201.2282722__1.2282722	310298__B3JQJ5__BACCOP_04231
ERR1913201.2282680__1.2282680	1263107__GCA_000436995.1_00209
ERR1913201.2282907__1.2282907	821__A0A0P0LQT3__DXC03_05050
ERR1913201.2283022__1.2283022	820__A0A3E4RU03__M093_0563
ERR1913201.2283032__1.2283032	821__A0A3E4WAR6__DXD64_10735
ERR1913201.2283045__1.2283045	820__A0A174Q0F0__DXB48_08080
ERR1913201.2283069__1.2283069	821__E5UPR6__SAMN04487923_101768
ERR1913201.2283062__1.2283062	74426__argF
ERR1913201.2283178__1.2283178	387090__S0F541__BACCOPRO_00727
ERR1913201.2283232__1.2283232	820__I9J701__ERS852510_01809
ERR1913201.2283272__1.2283272	820__A0A139K5A6__DXB48_12175
ERR1913201.2283357__1.2283357	357276__I8VN30__HMPREF1065_03051
ERR1913201.2283421__1.2283421	301302__R5UI99__M72_25591
ERR1913201.2283478__1.2283478	357276__C3RA36__HMPREF1065_03270
ERR1913201.2283706__1.2283706	74426__gap
ERR1913201.2283888__1.2283888	329854__R5MD93__DXD27_17140
ERR1913201.2283911__1.2283911	487174__K0WZN5__HMPREF9448_01108
ERR1913201.2283970__1.2283970	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913201.2283977__1.2283977	39486__R6SRP8__DXD84_13920
ERR1913201.2284034__1.2284034	47678__R5UAF6__ERS852494_02966
ERR1913201.2284045__1.2284045	1680__A0A0B5BKZ3__DXD60_01450
ERR1913201.2284184__1.2284184	301302__A0A173RMN7__ERS852420_00721
ERR1913201.2284191__1.2284191	820__A0A174RFI5__SAMN05444418_12240
ERR1913201.2284253__1.2284253	301302__A0A173UN64__manA_2
ERR1913201.2284262__1.2284262	1680__A0A173XYA2__B0703_0121
ERR1913201.2284371__1.2284371	216816__D6ZXB6__BBL306_0063
ERR1913201.2284348__1.2284348	820__A0A3E4RU03__M093_0563
ERR1913201.2284477__1.2284477	853__E2ZJT1__C4N23_03535
ERR1913201.2284480__1.2284480	820__A0A3E4G493__ERS417307_00253
ERR1913201.2284566__1.2284566	1680__A1A2N8__LMG10734_1314
ERR1913201.2284627__1.2284627	310298__B3JQJ5__BACCOP_04231
ERR1913201.2284718__1.2284718	357276__B6W1Y1__BSEG_03960
ERR1913201.2284811__1.2284811	357276__A0A0K2HKT7__B5F95_21090
ERR1913201.2284989__1.2284989	821__A0A174JYD3__ERS852457_02610
ERR1913201.2284996__1.2284996	853__A0A173YYY4__DWZ04_09420
ERR1913201.2285127__1.2285127	823__A0A174U5E4__BDI_3390
ERR1913201.2285176__1.2285176	821__A0A0P0M3U7__DXB90_14325
ERR1913201.2285221__1.2285221	39491__A0A396FMF1__EUR_28700
ERR1913201.2285365__1.2285365	1735__B7CDA5__EUBIFOR_02186
ERR1913201.2285400__1.2285400	821__A6L0C7__ERS852556_03520
ERR1913201.2285428__1.2285428	820__A0A174GYA8__DXB64_07370
ERR1913201.2285461__1.2285461	166486__D4L3K7__ERS852572_00904
ERR1913201.2285474__1.2285474	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913201.2285514__1.2285514	1262743__R5C054__BN727_01980
ERR1913201.2285544__1.2285544	649756__B0NZX5__lytC_2
ERR1913201.2285530__1.2285530	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2285583__1.2285583	821__R7P1Q7__M099_2990
ERR1913201.2285738__1.2285738	28026__C0BR32__DXC48_06585
ERR1913201.2285913__1.2285913	821__A0A0P0L8F8__ERS852509_03705
ERR1913201.2285883__1.2285883	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913201.2285899__1.2285899	357276__C3RDQ5__HMPREF1065_03827
ERR1913201.2285975__1.2285975	818__E5C5U7__SAMN05216253_101163
ERR1913201.2286211__1.2286211	166486__D4L0B2__ERS852572_03035
ERR1913201.2286303__1.2286303	357276__A6L053__ABI39_04450
ERR1913201.2286317__1.2286317	820__A0A396EUV1__B5G17_06465
ERR1913201.2286404__1.2286404	1897011__A0A1Q6RH85__BHW41_01750
ERR1913201.2286462__1.2286462	820__A0A174FUG6__DXC91_11265
ERR1913201.2286463__1.2286463	821__A0A174NVL6__NCTC10583_01782
ERR1913201.2286538__1.2286538	823__A0A395YZG9__M092_4358
ERR1913201.2286725__1.2286725	1680__A0A1X2ZKM8__B5789_0981
ERR1913201.2286879__1.2286879	1735__B7CEC3__EUBIFOR_02567
ERR1913201.2287017__1.2287017	46503__K5ZV67__PARMER_03859
ERR1913201.2287084__1.2287084	357276__A0A0M1W1I8__ABI39_13620
ERR1913201.2287090__1.2287090	820__A0A174FUF0__HMPREF1073_03308
ERR1913201.2287137__1.2287137	329854__R5M4V9__BACINT_00775
ERR1913201.2287151__1.2287151	821__A0A395UNT8__DXD64_15275
ERR1913201.2287156__1.2287156	1628085__A0A2U1B8P2__C7386_11431
ERR1913201.2287206__1.2287206	820__A0A396EUU8__luxQ_3
ERR1913201.2287247__1.2287247	820__A0A3E4IGA7__DXD40_07110
ERR1913201.2287455__1.2287455	410072__C0BEV2__ERS852525_03010
ERR1913201.2287460__1.2287460	1735__B7CD84__EUBIFOR_02163
ERR1913201.2287471__1.2287471	357276__I9G0T7__BACDOR_04266
ERR1913201.2287539__1.2287539	47678__R5U8P0__DW706_15950
ERR1913201.2287630__1.2287630	357276__A0A076ITU4__EL88_22160
ERR1913201.2287695__1.2287695	39491__A0A396FNY7__LD38_16155
ERR1913201.2287764__1.2287764	216816__C2GUV2__APC1478_0430
ERR1913201.2287843__1.2287843	823__A6LBY1__ERS852380_00510
ERR1913201.2287821__1.2287821	410072__A0A173YQW3__dtpT_1
ERR1913201.2288022__1.2288022	818__Q8A3A6__Btheta7330_00071
ERR1913201.2288119__1.2288119	33039__D4M1A7__RTO_02350
ERR1913201.2288234__1.2288234	357276__G5SMD3__BSEG_02959
ERR1913201.2288270__1.2288270	820__A0A139KJ23__celCCA
ERR1913201.2288330__1.2288330	166486__D4KWL4__ROSINTL182_06052
ERR1913201.2288488__1.2288488	1262743__R5C054__BN727_01980
ERR1913201.2288659__1.2288659	169435__A0A1Y4MQE9__ANACOL_01986
ERR1913201.2288749__1.2288749	47678__A5ZEX0__DW706_08045
ERR1913201.2288932__1.2288932	47678__R5U6B9__BACCAC_01372
ERR1913201.2289019__1.2289019	88431__A0A174G8Q6__ERS852526_02711
ERR1913201.2289149__1.2289149	74426__purC
ERR1913201.2289151__1.2289151	387090__S0FDW2__BACCOPRO_02252
ERR1913201.2289270__1.2289270	39496__A5ZAI0__EUBVEN_02727
ERR1913201.2289376__1.2289376	487174__K0X694__DIT83_09060
ERR1913201.2289384__1.2289384	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913201.2289411__1.2289411	39496__A5Z612__EUBVEN_01144
ERR1913201.2289473__1.2289473	47678__R5UT79__ERS852558_03890
ERR1913201.2289525__1.2289525	357276__A0A076IN30__DXD47_09350
ERR1913201.2289541__1.2289541	47678__R5U558__ERS852558_02232
ERR1913201.2289622__1.2289622	147206__GCF_000156215.1_01773
ERR1913201.2289623__1.2289623	166486__D4L0Q4__ERS852572_03675
ERR1913201.2289714__1.2289714	357276__I9RHT4__EL88_09235
ERR1913201.2289671__1.2289671	33039__A0A174XW11__RTO_07780
ERR1913201.2289770__1.2289770	410072__C0B8H9__ERS852481_01810
ERR1913201.2289741__1.2289741	46503__A7AII9__ERS852463_00984
ERR1913201.2289947__1.2289947	47678__R5U7L8__DXB67_16595
ERR1913201.2290030__1.2290030	166486__A0A1Q6S852__ERS852572_03466
ERR1913201.2290079__1.2290079	487174__R5F3K6__DDY40_04230
ERR1913201.2290117__1.2290117	820__A0A3E4VZT7__DXB48_16145
ERR1913201.2290202__1.2290202	47678__R5U8P0__DW706_15950
ERR1913201.2290248__1.2290248	820__A0A174B4N2__M093_2531
ERR1913201.2290302__1.2290302	821__A0A0P0M3U7__DXB90_14325
ERR1913201.2290341__1.2290341	47678__A5ZI88__BACCAC_02617
ERR1913201.2290407__1.2290407	47678__A5ZHL2__DXB67_12495
ERR1913201.2290493__1.2290493	166486__C7G8R8__ROSINTL182_06294
ERR1913201.2290572__1.2290572	47678__R5UUD7__bga_1
ERR1913201.2290630__1.2290630	46503__R6X5W5__HMPREF1078_03156
ERR1913201.2290696__1.2290696	1628085__A0A2U1B935__C7386_11439
ERR1913201.2290810__1.2290810	357276__I8VN30__HMPREF1065_03051
ERR1913201.2290898__1.2290898	820__A0A173YYG4__evgS_3
ERR1913201.2291069__1.2291069	357276__D1K3K9__EL88_23995
ERR1913201.2291160__1.2291160	301302__R5V631__ERS852420_03369
ERR1913201.2291240__1.2291240	1735__B7CAL3__EUBIFOR_01234
ERR1913201.2291295__1.2291295	47678__A0A174VGP6__HMPREF1061_01625
ERR1913201.2291320__1.2291320	360807__A0A1Q6T3E4__ROSEINA2194_03999
ERR1913201.2291381__1.2291381	820__R9I3Q7__HMPREF1072_01668
ERR1913201.2291420__1.2291420	823__D7ILK2__ERS852380_00031
ERR1913201.2291691__1.2291691	28116__A0A1Y4PWN5__M088_3731
ERR1913201.2291730__1.2291730	28118__F9ZCB1__Odosp_1317
ERR1913201.2291770__1.2291770	39492__D4JVC7__yfgF
ERR1913201.2291784__1.2291784	820__A0A139K8X8__DXC80_17665
ERR1913201.2291831__1.2291831	823__A0A174W1A8__panE
ERR1913201.2291864__1.2291864	28116__A7LUQ0__CUY_2205
ERR1913201.2291909__1.2291909	47678__A5ZG68__ERS852494_02968
ERR1913201.2291959__1.2291959	357276__I8WFU9__BACDOR_02006
ERR1913201.2291972__1.2291972	216816__A0A083XVP2__HMPREF1315_0108
ERR1913201.2292021__1.2292021	39491__A0A395ZDC6__addB
ERR1913201.2292039__1.2292039	823__A0A173TMY6__M096_4753
ERR1913201.2292053__1.2292053	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913201.2292233__1.2292233	821__A6L0C7__ERS852556_03520
ERR1913201.2292311__1.2292311	84030__D6DGN1__B5F06_05085
ERR1913201.2292338__1.2292338	47678__R5UZR1__CGC64_00800
ERR1913201.2292520__1.2292520	853__A0A173YYY4__DWZ04_09420
ERR1913201.2292529__1.2292529	821__A0A3E4XY72__NCTC10583_01067
ERR1913201.2292534__1.2292534	387090__S0F8F6__BACCOPRO_01915
ERR1913201.2292594__1.2292594	820__A0A3E4G2R7__DXC07_00510
ERR1913201.2292829__1.2292829	33039__A0A173VTT4__frdB_1
ERR1913201.2292852__1.2292852	1680__R5GPK0__B0487_0620
ERR1913201.2292953__1.2292953	28118__F9Z587__Odosp_2804
ERR1913201.2293004__1.2293004	204516__U6RGN8__HMPREF1534_01465
ERR1913201.2293010__1.2293010	74426__purL
ERR1913201.2293432__1.2293432	39490__U2PBH7__HMPREF0373_03331
ERR1913201.2293518__1.2293518	487174__K0WRP3__HMPREF9448_02660
ERR1913201.2293567__1.2293567	47678__R5UST1__ERS852558_03505
ERR1913201.2293577__1.2293577	1680__A0A076JM61__DXD63_05245
ERR1913201.2293625__1.2293625	821__D4VD59__BHV80_04260
ERR1913201.2293699__1.2293699	40520__A0A174Q8Q4__DXB81_11370
ERR1913201.2293839__1.2293839	47678__R5UZM4__DW706_15680
ERR1913201.2293808__1.2293808	47678__A5ZG68__ERS852494_02968
ERR1913201.2293893__1.2293893	818__A0A3E5HWN5__BSIG_3066
ERR1913201.2293901__1.2293901	47678__R5U3L4__C5Z00_12600
ERR1913201.2293968__1.2293968	310298__B3JQJ5__BACCOP_04231
ERR1913201.2293934__1.2293934	47678__A0A174TQR6__CGC64_14735
ERR1913201.2293989__1.2293989	74426__group_1871
ERR1913201.2293947__1.2293947	487174__K0WX28__HMPREF9448_02178
ERR1913201.2294181__1.2294181	147206__GCF_000156215.1_01920
ERR1913201.2294259__1.2294259	39491__A0A0M6WNS5__DXC13_02015
ERR1913201.2294301__1.2294301	357276__U6R8F9__DXD47_04035
ERR1913201.2294391__1.2294391	1628085__A0A396MQV4__C7386_1213
ERR1913201.2294400__1.2294400	821__A0A3E4XY72__NCTC10583_01067
ERR1913201.2294403__1.2294403	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.2294432__1.2294432	820__A0A139K426__B5G17_09115
ERR1913201.2294519__1.2294519	853__A0A174BZY1__xerD_1
ERR1913201.2294661__1.2294661	820__A0A3E4VXP2__yesR
ERR1913201.2294675__1.2294675	47678__R5UAY9__DW706_07200
ERR1913201.2294696__1.2294696	821__A0A174NM17__lacZ_6
ERR1913201.2294708__1.2294708	47678__R5U2I4__ERS852558_03712
ERR1913201.2294863__1.2294863	166486__D4L0J8__ROSINTL182_08089
ERR1913201.2294965__1.2294965	357276__A0A0M1W657__HMPREF1064_04629
ERR1913201.2294970__1.2294970	47678__R5UAI1__BACCAC_01922
ERR1913201.2295257__1.2295257	820__A0A174CK74__DXB48_07060
ERR1913201.2295259__1.2295259	33039__D4M1J4__ERS852390_02215
ERR1913201.2295283__1.2295283	39491__A0A395ZF49__DXB69_05290
ERR1913201.2295378__1.2295378	301302__R5VE56__M72_25941
ERR1913201.2295419__1.2295419	821__A0A0P0M4G3__M099_3092
ERR1913201.2295476__1.2295476	166486__D4L2C3__ERS852572_01686
ERR1913201.2295489__1.2295489	47678__A5ZG68__ERS852494_02968
ERR1913201.2295526__1.2295526	39491__A0A395UWA3__DXB69_11805
ERR1913201.2295677__1.2295677	357276__B6W1Y1__BSEG_03960
ERR1913201.2295782__1.2295782	853__A0A174C5M1__CGS58_04460
ERR1913201.2295791__1.2295791	1735__B7C9Q5__EUBIFOR_00915
ERR1913201.2295824__1.2295824	387090__S0F6G1__BACCOPRO_00685
ERR1913201.2295921__1.2295921	820__A0A139JRH8__HMPREF2141_04326
ERR1913201.2296057__1.2296057	626930__F3PT98__HMPREF9446_01965
ERR1913201.2296034__1.2296034	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913201.2296170__1.2296170	556259__E5C690__BSGG_1431
ERR1913201.2296177__1.2296177	214856__A0A174EQR4__rsmA
ERR1913201.2296200__1.2296200	39491__A0A396FBR6__DXC13_08575
ERR1913201.2296310__1.2296310	47678__R5UES3__CGC64_00760
ERR1913201.2296311__1.2296311	821__A0A0P0LJ37__DXB82_14270
ERR1913201.2296497__1.2296497	166486__C7GFB3__ERS852572_03826
ERR1913201.2296518__1.2296518	357276__A0A076INR8__EL88_12300
ERR1913201.2296565__1.2296565	410072__A0A173WM89__DXD67_03705
ERR1913201.2296623__1.2296623	39491__A0A395ZHV7__ykvU
ERR1913201.2296603__1.2296603	301302__R5UUM8__ganB_1
ERR1913201.2296610__1.2296610	301302__A0A0M6WIX9__ERS852420_01972
ERR1913201.2296829__1.2296829	214856__R6YD52__ERS852447_02171
ERR1913201.2296830__1.2296830	823__A0A395YVY3__ERS852513_03204
ERR1913201.2296935__1.2296935	166486__D4L3K7__ERS852572_00904
ERR1913201.2296941__1.2296941	410072__C0BF75__ERS852389_02248
ERR1913201.2296946__1.2296946	387090__S0FCI9__BACCOPRO_03388
ERR1913201.2297024__1.2297024	1299998__GCA_001494635.1_00554
ERR1913201.2297030__1.2297030	166486__D4KWM6__ERS852572_00729
ERR1913201.2297014__1.2297014	823__C7XA51__BDI_0499
ERR1913201.2297128__1.2297128	821__A0A3E4HP25__SAMN04487923_102450
ERR1913201.2297224__1.2297224	821__A0A174WBC9__ERS852556_03145
ERR1913201.2297246__1.2297246	39488__A0A174HCB2__ERS852450_02287
ERR1913201.2297375__1.2297375	821__A0A395UNT8__DXD64_15275
ERR1913201.2297457__1.2297457	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913201.2297469__1.2297469	1680__A0A0B5BKZ3__DXD60_01450
ERR1913201.2297511__1.2297511	33039__R6P0F1__ERS852424_02256
ERR1913201.2297512__1.2297512	820__A0A374Q854__HMPREF1073_03281
ERR1913201.2297593__1.2297593	1680__A0A0C2VBJ4__birA
ERR1913201.2297650__1.2297650	820__R9I2U8__DXC68_09590
ERR1913201.2297835__1.2297835	853__A0A2A7A4A9__C4N21_14870
ERR1913201.2297884__1.2297884	357276__B6W1J2__BACDOR_03380
ERR1913201.2297931__1.2297931	823__A0A173W404__DHP27_04905
ERR1913201.2298120__1.2298120	418240__C6JFD7__ERS852523_02475
ERR1913201.2298197__1.2298197	820__A0A1T4IYF4__mprA_1
ERR1913201.2298290__1.2298290	301302__A0A173RMN7__ERS852420_00721
ERR1913201.2298501__1.2298501	821__A0A0P0M405__DXC02_15075
ERR1913201.2298690__1.2298690	28026__A0A396BA17__DXC83_09095
ERR1913201.2298890__1.2298890	410072__C0BBL2__DXD67_02635
