ERR1913218.204__1.204	357276__I9FTR0__HMPREF1065_02861
ERR1913218.831589__1.831589	239935__A0A2N8HT44__CXT84_11035
ERR1913218.831676__1.831676	1263006__R6LT09__BN515_01035
ERR1913218.831728__1.831728	1358__A0A0B8QLF0__P620_08105
ERR1913218.831809__1.831809	1681__I3WJK6__DXD72_06985
ERR1913218.831871__1.831871	322505__yddM_1
ERR1913218.832104__1.832104	1263000__R5EH44__BN466_01492
ERR1913218.832350__1.832350	1680__A0A1V8QAM8__BIFADO_02272
ERR1913218.832417__1.832417	1550024__G9RVD5__ASJ35_04350
ERR1913218.832589__1.832589	39492__B0MM84__lgt
ERR1913218.832847__1.832847	40518__R5E2F3__artQ
ERR1913218.832896__1.832896	39496__A5Z5I2__EUBVEN_00963
ERR1913218.833123__1.833123	301302__R5VGE0__ERS852420_00121
ERR1913218.833134__1.833134	2107999__A0A366KJ86__rpiR
ERR1913218.833255__1.833255	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913218.833271__1.833271	1681__I3WJE2__DXC50_07465
ERR1913218.833283__1.833283	820__A0A139KJR5__M093_4469
ERR1913218.833333__1.833333	1358__A0A0B8QXH0__QI18_00620
ERR1913218.833342__1.833342	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.833354__1.833354	227942__A0A0R1V796__FC60_GL000850
ERR1913218.833564__1.833564	820__A0A396CMY7__HMPREF1072_03009
ERR1913218.833573__1.833573	39492__D4JRV7__EUBSIR_01513
ERR1913218.833608__1.833608	1393034__GCA_001552785.1_00503
ERR1913218.833623__1.833623	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913218.833628__1.833628	76489__A0A1E8EUC5__CLOACE_23150
ERR1913218.833639__1.833639	40518__R5DY73__DXD86_02865
ERR1913218.833811__1.833811	1263006__R6LZM6__BN515_01762
ERR1913218.833825__1.833825	671232__A0A2T0GEQ5__DXC94_06555
ERR1913218.833926__1.833926	39488__A0A174KVU1__EUBHAL_00302
ERR1913218.833871__1.833871	1262911__R6GZW9__BN557_00833
ERR1913218.833872__1.833872	1099853__G9S521__NSB1T_00320
ERR1913218.833966__1.833966	357276__A0A076IKP7__BACDOR_04239
ERR1913218.833953__1.833953	820__A0A173YYG4__evgS_3
ERR1913218.833958__1.833958	820__A0A139K1Y6__DXB48_02610
ERR1913218.834199__1.834199	1262882__R5N532__BN519_01420
ERR1913218.834269__1.834269	1263006__R6LXD5__BN515_00461
ERR1913218.834382__1.834382	1263000__R5EHB0__BN466_01647
ERR1913218.834338__1.834338	357276__A0A076J8M3__ABI39_13695
ERR1913218.834345__1.834345	301301__A0A395V714__evgS
ERR1913218.834473__1.834473	1263107__GCA_000436995.1_00040
ERR1913218.834618__1.834618	1263006__R6LRR0__BN515_00627
ERR1913218.834777__1.834777	301302__A0A0M6WIX9__ERS852420_01972
ERR1913218.834800__1.834800	1262911__R6HN81__BN557_00921
ERR1913218.834831__1.834831	1099853__U5CMJ0__NSB1T_01275
ERR1913218.834944__1.834944	301301__A0A395VDQ5__RHOM_08975
ERR1913218.835143__1.835143	1263006__R6LSL5__BN515_00102
ERR1913218.835279__1.835279	39485__A0A174YMC1__recN
ERR1913218.835470__1.835470	40518__R5DUJ5__DXD83_01635
ERR1913218.835592__1.835592	1263107__GCA_000436995.1_00097
ERR1913218.835643__1.835643	2047__D8UTW2__CYK04_10325
ERR1913218.836060__1.836060	1160721__W0U3I6__RBI_I00579
ERR1913218.836485__1.836485	1263006__R6LKA3__BN515_00205
ERR1913218.836537__1.836537	28118__R6FC74__DHW44_13330
ERR1913218.836622__1.836622	239935__A0A2N8HT44__CXT84_11035
ERR1913218.836626__1.836626	853__E2ZGD9__C7J97_11715
ERR1913218.836866__1.836866	47770__A0A0R1GPT6__AYP95_00500
ERR1913218.836927__1.836927	301302__A0A0M6WSS7__ERS852420_02367
ERR1913218.836952__1.836952	1262882__R5N5W2__BN519_00074
ERR1913218.837039__1.837039	1550024__G9RX51__TQ39_04720
ERR1913218.837078__1.837078	1262882__R5MQ63__BN519_01173
ERR1913218.837250__1.837250	1624__A0A089RVX1__A8C47_04565
ERR1913218.837266__1.837266	1263006__R6LSL5__BN515_00102
ERR1913218.837281__1.837281	357276__I8VQA2__HMPREF1065_04183
ERR1913218.837507__1.837507	823__A0A173VS36__M091_4727
ERR1913218.837772__1.837772	1550024__G9RNX5__ASJ35_11740
ERR1913218.837781__1.837781	821__A0A395VIK7__BVU_1225
ERR1913218.838014__1.838014	1628085__A0A2U1BHQ4__C7386_101458
ERR1913218.838206__1.838206	1262911__R6H054__BN557_00908
ERR1913218.838275__1.838275	239935__A0A2N8IHY1__CXU06_00035
ERR1913218.838417__1.838417	1263006__R6M176__BN515_00274
ERR1913218.838429__1.838429	1680__A0A0C2VBJ4__birA
ERR1913218.838557__1.838557	78258__E6K2F7__A200_04316
ERR1913218.838653__1.838653	1263000__R5EUN4__BN466_01495
ERR1913218.838808__1.838808	357276__B6VW91__BACDOR_01584
ERR1913218.838953__1.838953	1550024__G9RTN6__TQ39_08170
ERR1913218.839216__1.839216	357276__A0A174L570__GV66_05720
ERR1913218.839308__1.839308	1262911__R6GZX7__BN557_00838
ERR1913218.839353__1.839353	1262911__R6GT12__BN557_01070
ERR1913218.839382__1.839382	1262911__R6GSH0__BN557_00934
ERR1913218.839390__1.839390	820__A7VAR9__ERS852421_00197
ERR1913218.839538__1.839538	239935__A0A2N8I390__CXU16_10675
ERR1913218.839584__1.839584	1262882__R5MEW7__BN519_00010
ERR1913218.839589__1.839589	1796620__A0A1C7GKS2__ADH66_06940
ERR1913218.839682__1.839682	1681__A0A0H3ECG3__BBBF_1813
ERR1913218.839787__1.839787	1550024__A0A0W7TTG8__TQ39_11315
ERR1913218.839877__1.839877	1628085__A0A3E2XZ71__C7386_10866
ERR1913218.840071__1.840071	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913218.840243__1.840243	40518__R5DUU2__yvhJ_2
ERR1913218.840488__1.840488	301302__R5USZ5__dus_2
ERR1913218.840445__1.840445	100886__E2NW10__ERS852383_04483
ERR1913218.840464__1.840464	301302__A0A173QV75__M72_03601
ERR1913218.840559__1.840559	28118__F9Z751__DHW44_02965
ERR1913218.840874__1.840874	357276__B6W1J2__BACDOR_03380
ERR1913218.840928__1.840928	357276__D1K3K9__EL88_23995
ERR1913218.841143__1.841143	1318__I1ZMJ9__HMPREF9626_0795
ERR1913218.841327__1.841327	100886__E2NP94__ERS852383_04450
ERR1913218.841645__1.841645	39496__A5Z612__EUBVEN_01144
ERR1913218.841697__1.841697	158787__A0A087D7I9__BSCA_2186
ERR1913218.841749__1.841749	40520__A0A395ZYA8__DXC87_11720
ERR1913218.841805__1.841805	853__A0A2A7A4A9__C4N21_14870
ERR1913218.841829__1.841829	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913218.841883__1.841883	820__R7E9Z4__DXC68_06065
ERR1913218.841969__1.841969	1263006__R6MPG9__BN515_01866
ERR1913218.841956__1.841956	544580__F9PJU2__BKH19_03180
ERR1913218.842008__1.842008	626940__E8LCL8__DCQ00_09880
ERR1913218.842074__1.842074	544580__A0A1Q8VCE6__AXE84_07770
ERR1913218.842076__1.842076	1680__A0A0B5BKZ3__DXD60_01450
ERR1913218.842152__1.842152	227942__H4GKH3__PS3_6921
ERR1913218.842241__1.842241	1262882__R5N3T7__BN519_01188
ERR1913218.842368__1.842368	301301__A0A395V8T7__ERS852391_01243
ERR1913218.842491__1.842491	39492__A0A174ZL16__EUBSIR_01269
ERR1913218.842464__1.842464	357276__I9QDB8__B5F95_08105
ERR1913218.842574__1.842574	1262911__R6H1M1__BN557_00925
ERR1913218.842607__1.842607	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913218.843093__1.843093	1681__A0A0M4LKW0__DXC70_00860
ERR1913218.843167__1.843167	239935__A0A2N8IKW7__pstA
ERR1913218.843174__1.843174	1262911__R6GPA9__BN557_00286
ERR1913218.843422__1.843422	40518__R5DUG7__sbcC
ERR1913218.843447__1.843447	820__A0A174B4N2__M093_2531
ERR1913218.843451__1.843451	1624__A0A385XPP5__A8C55_08405
ERR1913218.843515__1.843515	39486__R6SE83__DXD82_03080
ERR1913218.843545__1.843545	1624__A0A089QAN9__A8C37_09565
ERR1913218.843663__1.843663	1262992__R5DBG3__BN795_01416
ERR1913218.843692__1.843692	357276__A0A0K2HKT7__B5F95_21090
ERR1913218.843926__1.843926	301301__A0A395V4X8__ERS852391_01546
ERR1913218.843947__1.843947	1263006__R6LY93__BN515_00695
ERR1913218.844256__1.844256	820__A0A174R952__DXB48_02570
ERR1913218.844308__1.844308	1550024__A0A0D8IZK5__TQ39_07980
ERR1913218.844323__1.844323	239935__A0A2N8IHY1__CXU06_00035
ERR1913218.844631__1.844631	820__A0A374Q854__HMPREF1073_03281
ERR1913218.844650__1.844650	100886__E2NW15__CATMIT_02805
ERR1913218.844872__1.844872	357276__I8VN30__HMPREF1065_03051
ERR1913218.845246__1.845246	1680__A0A0B5BIU5__BSTER_0145
ERR1913218.845594__1.845594	40518__R5DR72__RBL236_02110
ERR1913218.845673__1.845673	410072__C0BC38__ERS852574_02017
ERR1913218.846032__1.846032	1550024__G9RP65__ASJ35_11645
ERR1913218.845986__1.845986	35833__E5Y1J0__HMPREF0179_00049
ERR1913218.846177__1.846177	40518__R5DYP7__envC
ERR1913218.846342__1.846342	100886__A0A174HSW5__supH
ERR1913218.846364__1.846364	1550024__G9RWW8__TQ39_12140
ERR1913218.846415__1.846415	1262882__R5N048__BN519_00502
ERR1913218.846652__1.846652	712121__L1PK56__HMPREF9061_00434
ERR1913218.846701__1.846701	97478__A0A0D4CKX5__SAMN05216545_10361
ERR1913218.846727__1.846727	1262911__R6GT76__BN557_01150
ERR1913218.846756__1.846756	40518__A0A1C6H844__DXD93_02510
ERR1913218.846863__1.846863	626940__E8LF94__DCQ00_07860
ERR1913218.846936__1.846936	40518__R5DXI4__DXD86_07420
ERR1913218.847113__1.847113	1624__H7G0N5__B6U38_06505
ERR1913218.847158__1.847158	39492__D4JSU6__dacB_3
ERR1913218.847168__1.847168	1262911__R6H2J2__BN557_01228
ERR1913218.847235__1.847235	40518__R5DVV1__RBATCC27255_00999
ERR1913218.847252__1.847252	100886__A0A174GMU3__dnaI
ERR1913218.847391__1.847391	1147152__GeneID:14181982
ERR1913218.847406__1.847406	301301__A0A395VG51__RHOM_05870
ERR1913218.847536__1.847536	1262911__R6GTA5__BN557_01337
ERR1913218.847652__1.847652	820__A0A174QLF0__SAMN05444418_109151
ERR1913218.847716__1.847716	357276__I9FGI3__EL88_12385
ERR1913218.847720__1.847720	1624__F7QS05__CR531_04355
ERR1913218.847729__1.847729	552398__F4XCR9__HMPREF0866_01636
ERR1913218.847765__1.847765	820__A0A3E4VZT7__DXB48_16145
ERR1913218.847775__1.847775	239935__A0A2N8IIB9__CXU04_01970
ERR1913218.847800__1.847800	820__A0A3E5BMG9__DXD40_05130
ERR1913218.847881__1.847881	1262911__R6GT12__BN557_01070
ERR1913218.847928__1.847928	74426__nifJ
ERR1913218.848110__1.848110	357276__A0A076IRZ5__BACDOR_00630
ERR1913218.848163__1.848163	820__A0A374Q854__HMPREF1073_03281
ERR1913218.848169__1.848169	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913218.848314__1.848314	1263006__R6LKC6__BN515_02058
ERR1913218.848426__1.848426	823__A0A173VS36__M091_4727
ERR1913218.848391__1.848391	1628085__A0A2U1BCQ4__C7386_10768
ERR1913218.848440__1.848440	1262924__R7HN51__BN585_01718
ERR1913218.848506__1.848506	1680__R5GR82__AD0028_0014
ERR1913218.848663__1.848663	357276__A0A076J726__IY41_15030
ERR1913218.848701__1.848701	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913218.848720__1.848720	1262911__R6GN99__BN557_01784
ERR1913218.848766__1.848766	301302__A0A0M6W9I4__M72_19871
ERR1913218.848903__1.848903	40518__R5DT16__ysdC_2
ERR1913218.849009__1.849009	39496__A5Z361__EUBVEN_00107
ERR1913218.849215__1.849215	1735__B7CE12__EUBIFOR_02447
ERR1913218.849312__1.849312	151536__GeneID:920328
ERR1913218.849322__1.849322	1263006__R6LYS1__BN515_01485
ERR1913218.849564__1.849564	1262882__R5MYP8__BN519_00439
ERR1913218.849691__1.849691	1624__A0A2G4RJ07__HN6_00795
ERR1913218.849731__1.849731	552398__F4XCR9__HMPREF0866_01636
ERR1913218.849742__1.849742	291644__I9SWB4__HMPREF1071_03184
ERR1913218.849932__1.849932	1624__A0A089RWE3__B5G14_01420
ERR1913218.850009__1.850009	301301__A0A395VA18__RHOM_11700
ERR1913218.850033__1.850033	820__A0A1Y3V743__M093_0235
ERR1913218.850173__1.850173	820__A0A139KH21__DXC80_01780
ERR1913218.850309__1.850309	39492__D4JTF2__mutS2
ERR1913218.850486__1.850486	1624__A0A089QH46__B6U38_02975
ERR1913218.850681__1.850681	1263006__R6ML98__BN515_00848
ERR1913218.850908__1.850908	820__A0A3E4WA06__ERS852554_03404
ERR1913218.850922__1.850922	471189__GCA_003340385.1_00712
ERR1913218.850937__1.850937	820__A0A3E5BMG9__DXD40_05130
ERR1913218.851062__1.851062	246787__A0A0P0FSC0__cytR_2
ERR1913218.851323__1.851323	1263006__R6LPZ5__BN515_02090
ERR1913218.851385__1.851385	2173__A0A1D2WXL3__Msm_1788
ERR1913218.851492__1.851492	1624__A0A0F7PRZ8__BHF65_02010
ERR1913218.851856__1.851856	43685__GeneID:955464
ERR1913218.851792__1.851792	1263006__R6LWH5__BN515_00768
ERR1913218.851899__1.851899	239935__A0A2N8I1R3__CXU05_06075
ERR1913218.852073__1.852073	39492__D4JW10__pppA
ERR1913218.852084__1.852084	1624__A0A0F7PQX2__A8C38_02390
ERR1913218.852185__1.852185	1550024__G9RTW4__TQ39_08265
ERR1913218.852218__1.852218	357276__D1JYA3__BSEG_00395
ERR1913218.852321__1.852321	28118__R6FA80__DHW44_06470
ERR1913218.852408__1.852408	626933__H1DGX0__HMPREF9449_01506
ERR1913218.852551__1.852551	47770__E3R1L1__LCRIS_00044
ERR1913218.852654__1.852654	1262911__R6GTZ4__BN557_01440
ERR1913218.852781__1.852781	820__A0A1T4IYF4__mprA_1
ERR1913218.852785__1.852785	1262911__R6GW73__BN557_00128
ERR1913218.852796__1.852796	823__A0A073IAS1__M091_0201
ERR1913218.852832__1.852832	1262911__R6H0S8__BN557_01079
ERR1913218.852834__1.852834	1262882__R5MGK3__BN519_00655
ERR1913218.852874__1.852874	1262911__R6GS70__BN557_00854
ERR1913218.853114__1.853114	239935__R6JD78__CXU05_09250
ERR1913218.853180__1.853180	1262882__R5N1T9__BN519_00804
ERR1913218.853306__1.853306	1160721__W0U8M9__RBI_II00386
ERR1913218.853623__1.853623	40518__R5DRG6__ylbJ
ERR1913218.853764__1.853764	1681__A0A2U0BVK5__B0156_0307
ERR1913218.853822__1.853822	239935__A0A2N8IU45__DEF40_02365
ERR1913218.853832__1.853832	1681__E4V8F2__DXC37_01270
ERR1913218.853836__1.853836	28118__F9Z5N6__SAMEA44545918_01718
ERR1913218.853935__1.853935	820__A0A3E4W9D9__B5G17_12400
ERR1913218.854181__1.854181	357276__A0A0K2HDV9__DXD47_02600
ERR1913218.854225__1.854225	1262882__R5N048__BN519_00502
ERR1913218.854414__1.854414	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913218.854556__1.854556	853__A0A2A7B1Y7__C7K05_11930
ERR1913218.854813__1.854813	357276__I9F3U2__B5F00_20845
ERR1913218.854859__1.854859	1262882__R5MMZ6__BN519_00737
ERR1913218.854878__1.854878	1624__A0A1V9TQ30__B6U62_06230
ERR1913218.854896__1.854896	1263006__R6LWN3__BN515_00808
ERR1913218.855122__1.855122	1550024__G9RWE3__TQ39_04170
ERR1913218.855161__1.855161	1262911__R6H2J2__BN557_01228
ERR1913218.855303__1.855303	1550024__A0A0D8J230__TQ39_04480
ERR1913218.855392__1.855392	357276__I8WC65__EL88_00520
ERR1913218.855677__1.855677	1263006__R6MNK5__BN515_01555
ERR1913218.855699__1.855699	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913218.855709__1.855709	820__A0A374Q4X1__HMPREF2141_02370
ERR1913218.855768__1.855768	1263006__R6LYW4__BN515_01529
ERR1913218.855990__1.855990	471189__GCA_003340385.1_00170
ERR1913218.856143__1.856143	1263006__R6LLP6__BN515_01041
ERR1913218.856326__1.856326	40520__A0A396A2X4__RUMOBE_00875
ERR1913218.856440__1.856440	610251__A0A2A5RHU0__RT41_GL001196
ERR1913218.856565__1.856565	1358__S6F2C8__LLUC06_0219
ERR1913218.856621__1.856621	1099853__R7DGD2__NSB1T_01240
ERR1913218.856638__1.856638	1263006__R6LI44__BN515_01329
ERR1913218.856665__1.856665	253839__D9VQ27__SSNG_03091
ERR1913218.856718__1.856718	357276__I9QWD4__DXD47_15075
ERR1913218.856866__1.856866	40518__R5E2R8__nnr_2
ERR1913218.856870__1.856870	357276__I9RAC4__BSEG_00561
ERR1913218.856953__1.856953	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913218.856972__1.856972	1624__A0A1Y3BWE2__B6U44_03895
ERR1913218.857007__1.857007	40518__R5E1J2__DXD93_04070
ERR1913218.857079__1.857079	1262700__R5XC07__BN695_01332
ERR1913218.857049__1.857049	1624__A0A1V9Q9V3__BHF65_03235
ERR1913218.857105__1.857105	823__A0A355WYX8__CF162_07950
ERR1913218.857268__1.857268	357276__A0A076IRZ5__BACDOR_00630
ERR1913218.857511__1.857511	394340__gatA
ERR1913218.857520__1.857520	1318__A0A0F3H725__HMPREF9962_0624
ERR1913218.857679__1.857679	151537__GeneID:920390
ERR1913218.857799__1.857799	78258__E6K0W8__HMPREF9017_00474
ERR1913218.857949__1.857949	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913218.857961__1.857961	820__A0A3E4W4Y7__B5G17_02055
ERR1913218.857995__1.857995	1262882__R5MEK3__BN519_00296
ERR1913218.858079__1.858079	1262873__R6WMW7__BN605_00118
ERR1913218.858153__1.858153	1681__E4VAB6__DD699_00955
ERR1913218.858155__1.858155	1263006__R6LI44__BN515_01329
ERR1913218.858273__1.858273	1550024__A0A0D8IYY8__TQ39_09180
ERR1913218.858502__1.858502	1550024__G9RNX0__ASJ35_11770
ERR1913218.858521__1.858521	46228__V8CBX9__HMPREF1202_00568
ERR1913218.858566__1.858566	1262911__R6H1D2__BN557_00855
ERR1913218.858577__1.858577	1262882__R5N1V0__BN519_00816
ERR1913218.858623__1.858623	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913218.858644__1.858644	1624__A0A385XKU0__A8C52_05550
ERR1913218.858735__1.858735	418240__A0A173WPF0__spoIIIAE
ERR1913218.858749__1.858749	820__A0A139KHD8__ERS417307_00569
ERR1913218.858869__1.858869	1735__B7C934__EUBIFOR_00691
ERR1913218.858851__1.858851	1624__A0A1V9QQ42__B6U43_06850
ERR1913218.858946__1.858946	820__A7V9F9__B5G17_14640
ERR1913218.859183__1.859183	820__A0A174DZ97__SAMN05444418_101240
ERR1913218.859136__1.859136	28118__F9Z8K4__Odosp_0843
ERR1913218.859410__1.859410	40518__R5DLU0__fmt
ERR1913218.859454__1.859454	820__A0A139KHX1__HMPREF2141_00289
ERR1913218.859721__1.859721	78258__E6K2D0__HMPREF0620_1603
ERR1913218.860254__1.860254	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913218.860420__1.860420	357276__I9F3U2__B5F00_20845
ERR1913218.860449__1.860449	1680__R5GPK0__B0487_0620
ERR1913218.860465__1.860465	820__A0A3E4HWJ4__DXD40_05945
ERR1913218.860608__1.860608	1262911__R6H212__BN557_01031
ERR1913218.860615__1.860615	1680__R5GKP2__DXD60_06200
ERR1913218.860666__1.860666	1263000__R5EGY7__BN466_01478
ERR1913218.860628__1.860628	100886__E2NSF9__rpoB
ERR1913218.860633__1.860633	40518__R5DS23__DXD86_01715
ERR1913218.860778__1.860778	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913218.860864__1.860864	820__A0A174KKV6__DXC07_02635
ERR1913218.861038__1.861038	208479__A8S3W0__HMPREF9472_02003
ERR1913218.861022__1.861022	40518__R5DUU2__yvhJ_2
ERR1913218.861127__1.861127	820__R9HUV5__HMPREF2141_02582
ERR1913218.861102__1.861102	246787__I8V2S2__BACCELL_02524
ERR1913218.861216__1.861216	1262911__R6H1J5__BN557_00905
ERR1913218.861431__1.861431	2173__A0A1D2WR01__Msm_0221
ERR1913218.861568__1.861568	239935__A0A139TPU7__CXT91_06575
ERR1913218.861589__1.861589	1263006__R6M176__BN515_00274
ERR1913218.861807__1.861807	1550024__G9RTA6__TQ39_10970
ERR1913218.861932__1.861932	1681__A0A0H3EB88__DD698_09115
ERR1913218.861987__1.861987	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913218.862103__1.862103	821__A0A3E4WAR6__DXD64_10735
ERR1913218.862142__1.862142	1263006__R6LPA6__BN515_01864
ERR1913218.862286__1.862286	1680__A0A3E4SB79__BAD_1517
ERR1913218.862317__1.862317	301301__A0A395V700__RHOM_03405
ERR1913218.862375__1.862375	853__A0A3E2V168__FAEPRAM212_00929
ERR1913218.862406__1.862406	1263006__R6LWH5__BN515_00768
ERR1913218.862562__1.862562	1550024__A0A3B9WI73__ASJ35_03410
ERR1913218.862601__1.862601	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913218.862636__1.862636	821__A0A0P0LFP6__C5Z04_13890
ERR1913218.862800__1.862800	301301__G2SZL1__ERS852391_00584
ERR1913218.863403__1.863403	820__A0A078STJ8__DXC68_04690
ERR1913218.863516__1.863516	40518__R5DP21__RBATCC27255_00348
ERR1913218.863656__1.863656	40518__R5DR96__RBATCC27255_01185
ERR1913218.863697__1.863697	1262882__R5MJJ9__BN519_01035
ERR1913218.863800__1.863800	1263006__R6MRG8__BN515_00513
ERR1913218.864103__1.864103	1262911__R6GSH8__BN557_00939
ERR1913218.864149__1.864149	1680__A0A0C2VBJ4__birA
ERR1913218.864157__1.864157	357276__A0A0M1W657__HMPREF1064_04629
ERR1913218.864372__1.864372	357276__A0A0K2HI25__DXD47_04465
ERR1913218.864522__1.864522	1263006__R6MPG9__BN515_01866
ERR1913218.864641__1.864641	357276__A0A076J726__IY41_15030
ERR1913218.864809__1.864809	1680__A0A1X3A951__AL0462_1583
ERR1913218.864863__1.864863	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913218.864788__1.864788	1262911__R6H2J2__BN557_01228
ERR1913218.865597__1.865597	100886__A0A174HIL4__rhaS_1
ERR1913218.865776__1.865776	1262992__R5DEQ5__BN795_00722
ERR1913218.865827__1.865827	100886__E2NQS0__CATMIT_00923
ERR1913218.865844__1.865844	301301__A0A395V9V2__nplT_1
ERR1913218.865908__1.865908	820__A0A396EXA7__DXB37_15530
ERR1913218.865951__1.865951	246787__R6LGA6__tmoS_11
ERR1913218.866180__1.866180	74426__rpoC
ERR1913218.866233__1.866233	1203069__I7LF88__BN52_07485
ERR1913218.866290__1.866290	40518__R5DXW3__DXD86_07900
ERR1913218.866275__1.866275	357276__D1K3K9__EL88_23995
ERR1913218.866313__1.866313	1099853__R7DMW0__NSB1T_11540
ERR1913218.866369__1.866369	820__A0A396EUU8__luxQ_3
ERR1913218.866485__1.866485	1263006__R6MKS5__BN515_00067
ERR1913218.866527__1.866527	246787__E2N7F5__AA416_04404
ERR1913218.866613__1.866613	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913218.866675__1.866675	357276__I9G0T7__BACDOR_04266
ERR1913218.866780__1.866780	165179__A0A3E5A832__DXC61_13685
ERR1913218.866823__1.866823	40518__R5DX31__DXD86_09775
ERR1913218.866941__1.866941	1263006__R6LUX0__BN515_01610
ERR1913218.866949__1.866949	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913218.866967__1.866967	556499__U2QSA1__HMPREF0682_2831
ERR1913218.867059__1.867059	1263109__GCA_000438135.1_01673
ERR1913218.867273__1.867273	820__A0A3E4WCC2__lptB_1
ERR1913218.867414__1.867414	671232__I0SK89__ANG4_0955
ERR1913218.867442__1.867442	301301__A0A395V4X8__ERS852391_01546
ERR1913218.867449__1.867449	106588__A6NPX7__BACCAP_00246
ERR1913218.867641__1.867641	1262882__R5N1R4__BN519_00788
ERR1913218.867727__1.867727	116085__D4J6E9__DW747_15845
ERR1913218.867783__1.867783	1624__A0A385XQT6__B6U46_02745
ERR1913218.867785__1.867785	357276__B6W5Q7__DXD47_13945
ERR1913218.867841__1.867841	1584__A0A0U3DG40__IV47_GL001037
ERR1913218.867871__1.867871	820__A0A174CG08__DXB62_13215
ERR1913218.867930__1.867930	1263006__R6LR21__BN515_00462
ERR1913218.868081__1.868081	239935__A0A2N8IYM5__CXT84_05130
ERR1913218.868130__1.868130	1358__H5T1E6__LL229_2062
ERR1913218.868280__1.868280	301301__A0A395VG30__RHOM_05975
ERR1913218.868267__1.868267	1550024__G9RT56__TQ39_09200
ERR1913218.868324__1.868324	552398__F4XCR9__HMPREF0866_01636
ERR1913218.868329__1.868329	1681__A0A2U0BVK5__B0156_0307
ERR1913218.869016__1.869016	151534__GeneID:920220
ERR1913218.869057__1.869057	823__C7XBX3__HMPREF1059_03212
ERR1913218.869177__1.869177	1624__A0A385XMV1__A8C39_06675
ERR1913218.869309__1.869309	820__A0A3E4XDK3__ERS852554_03650
ERR1913218.869450__1.869450	820__A0A396CMY7__HMPREF1072_03009
ERR1913218.869454__1.869454	1099853__U5CNF1__NSB1T_01130
ERR1913218.870074__1.870074	357276__A0A076IP73__BACDOR_04237
ERR1913218.870135__1.870135	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.870160__1.870160	1318__A0A3E4U4G4__CYK20_06290
ERR1913218.870245__1.870245	88431__A0A174IEH2__DXB16_05910
ERR1913218.870324__1.870324	239935__R6JAS2__CXU02_10725
ERR1913218.870431__1.870431	357276__A0A0M1W657__HMPREF1064_04629
ERR1913218.870565__1.870565	1624__A0A1V9QK23__LSL_1134
ERR1913218.870670__1.870670	61171__B9Y8Q8__HOLDEFILI_02206
ERR1913218.870671__1.870671	1358__D2BMK7__KF146_0304
ERR1913218.870779__1.870779	1099853__G9S128__NSB1T_01840
ERR1913218.870923__1.870923	354260__GeneID:1260677
ERR1913218.871052__1.871052	239935__A0A2N8I6R6__CXU04_04335
ERR1913218.871320__1.871320	1965627__A0A1Y4BDX6__B5F86_00870
ERR1913218.871930__1.871930	46503__R6WQ01__PARMER_03826
ERR1913218.872176__1.872176	28118__F9ZB50__Odosp_2374
ERR1913218.872219__1.872219	69974__A0A090FEL8__MPL3365_630008
ERR1913218.872223__1.872223	1263006__R6LLP6__BN515_01041
ERR1913218.872459__1.872459	1263006__R6M2H0__BN515_00628
ERR1913218.872411__1.872411	357276__B6VXX7__HMPREF1063_02683
ERR1913218.872665__1.872665	39488__C0EX25__DXD91_11965
ERR1913218.872790__1.872790	1160721__R6THG6__RBI_I00012
ERR1913218.872910__1.872910	820__A0A174QT76__B5G17_18060
ERR1913218.872885__1.872885	818__A0A0P0FT56__BSIG_1453
ERR1913218.873016__1.873016	1160721__R6T4W2__RBI_I00237
ERR1913218.872983__1.872983	1624__A0A2A2X0Z9__B6U57_01585
ERR1913218.873166__1.873166	1550024__G9RTW4__TQ39_08265
ERR1913218.873332__1.873332	301302__R5UUM8__ganB_1
ERR1913218.873439__1.873439	1550024__G9RXA8__TQ39_17870
ERR1913218.873447__1.873447	357276__E5UTL1__HMPREF1065_03551
ERR1913218.873585__1.873585	1624__A0A1Y0F5M4__B6U50_07200
ERR1913218.873679__1.873679	1624__A0A385XP25__HMPREF9269_0593
ERR1913218.873685__1.873685	1262992__R5CXM7__BN795_01016
ERR1913218.873713__1.873713	78258__I8J8L8__HMPREF9017_00461
