ERR1913226.15__1.15	46228__V8BM45__DXD17_14355
ERR1913226.780796__1.780796	39492__D4JSS2__EUBSIR_00553
ERR1913226.780830__1.780830	853__E2ZGD9__C7J97_11715
ERR1913226.780836__1.780836	39485__A0A174ZI57__ERS852490_00285
ERR1913226.780907__1.780907	823__A0A355XKR1__DHP27_04035
ERR1913226.780969__1.780969	817__A0A0E2TD90__BWP07_06930
ERR1913226.780971__1.780971	387090__S0F7Y3__BACCOPRO_02028
ERR1913226.781305__1.781305	1262761__R6RY17__BN606_01538
ERR1913226.781352__1.781352	418240__D4LQH5__ERS852478_00800
ERR1913226.781523__1.781523	165179__A0A3E5EBQ2__DXC61_01930
ERR1913226.781808__1.781808	2293125__A0A374C955__DW917_08135
ERR1913226.782259__1.782259	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913226.782331__1.782331	1501391__GCA_000786575.1_00141
ERR1913226.782439__1.782439	1262761__R6QUS0__BN606_00152
ERR1913226.782480__1.782480	165179__A0A3E5AER8__DXB80_07075
ERR1913226.782504__1.782504	1262992__R5CXM7__BN795_01016
ERR1913226.783244__1.783244	218538__C9LQ92__GCWU000321_01724
ERR1913226.783363__1.783363	39496__A5Z5I2__EUBVEN_00963
ERR1913226.783365__1.783365	1262988__R7N3I4__BN816_01805
ERR1913226.783590__1.783590	1262944__R7INL5__BN596_01351
ERR1913226.783726__1.783726	165179__A0A3E5EB26__CFT61_02800
ERR1913226.783835__1.783835	1160721__R6T2A6__RBI_I00395
ERR1913226.783931__1.783931	820__A0A174VD39__DXD90_12235
ERR1913226.783967__1.783967	2293125__A0A374CFZ2__DW917_03445
ERR1913226.784059__1.784059	61171__B9Y5U6__HOLDEFILI_01178
ERR1913226.784295__1.784295	820__A0A3E4G3J9__ERS852459_02265
ERR1913226.784415__1.784415	1262988__R7N1E2__BN816_00832
ERR1913226.784457__1.784457	1150298__R7JPB1__corA
ERR1913226.784555__1.784555	820__A0A396EWL3__ERS417307_03868
ERR1913226.784676__1.784676	820__A7V8C2__ERS852554_01338
ERR1913226.784819__1.784819	1262761__R6RP35__BN606_00461
ERR1913226.785168__1.785168	2293125__A0A374BRB6__DW917_13815
ERR1913226.785236__1.785236	1160721__W0U3K4__RBI_I00339
ERR1913226.785406__1.785406	1501391__GCA_000786575.1_00158
ERR1913226.785714__1.785714	40518__R5DU92__DXD93_03170
ERR1913226.785779__1.785779	823__A0A355XIK0__CEQ22_011965
ERR1913226.785906__1.785906	39485__C4Z390__EUBELI_01689
ERR1913226.785928__1.785928	1262761__R6QXE4__BN606_02110
ERR1913226.785930__1.785930	2293125__A0A374BVX3__DW917_12740
ERR1913226.786066__1.786066	2293125__A0A374C0L7__DW917_11510
ERR1913226.786160__1.786160	820__A0A3E4W984__pssA
ERR1913226.786431__1.786431	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913226.786695__1.786695	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.786772__1.786772	40518__R5E6K5__speA
ERR1913226.786844__1.786844	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.786855__1.786855	165179__D1PHC0__PREVCOP_06640
ERR1913226.787099__1.787099	1263044__GCA_000433375.1_03427
ERR1913226.787076__1.787076	410072__A0A173S248__ERS852525_02992
ERR1913226.787194__1.787194	1501391__GCA_000786575.1_00128
ERR1913226.787516__1.787516	39485__A0A174Z2K9__ERS852490_02052
ERR1913226.787722__1.787722	820__A0A174QT76__B5G17_18060
ERR1913226.787924__1.787924	1262988__R7N5Z7__BN816_02182
ERR1913226.788028__1.788028	39492__R6SPM9__pheT
ERR1913226.788531__1.788531	2293125__A0A374BRB6__DW917_13815
ERR1913226.788704__1.788704	823__A0A355XJ56__DDY96_07685
ERR1913226.788668__1.788668	2293125__A0A374CFZ2__DW917_03445
ERR1913226.788728__1.788728	116085__D4JBS2__DW747_00985
ERR1913226.788737__1.788737	853__A0A3E2U7E6__ERS852582_01640
ERR1913226.788957__1.788957	820__A0A3E5BMG9__DXD40_05130
ERR1913226.789194__1.789194	1262761__R6R8B3__BN606_01478
ERR1913226.789602__1.789602	1262942__R7QUX7__BN520_00660
ERR1913226.789822__1.789822	820__A0A139K426__B5G17_09115
ERR1913226.789981__1.789981	1897011__A0A1Q6RH29__BHW41_01570
ERR1913226.790331__1.790331	2293125__A0A374BRB6__DW917_13815
ERR1913226.790541__1.790541	28116__F7L4N5__BACOVA_00137
ERR1913226.790620__1.790620	2293125__A0A374CFT0__DW917_03440
ERR1913226.790740__1.790740	1262761__R6QND7__BN606_00927
ERR1913226.790899__1.790899	1160721__W0U6F9__RBI_I01687
ERR1913226.790972__1.790972	1263006__R6LTR6__BN515_01217
ERR1913226.791058__1.791058	2293125__A0A374BZ93__DW917_11205
ERR1913226.791150__1.791150	820__A0A139KH21__DXC80_01780
ERR1913226.791212__1.791212	165179__A0A229I7F5__DXB80_02650
ERR1913226.791249__1.791249	2293125__A0A374BZ50__DW917_11090
ERR1913226.791268__1.791268	1796613__A0A1V0QDA8__A4V03_02465
ERR1913226.791473__1.791473	2293125__A0A374C4J1__DW917_09855
ERR1913226.791717__1.791717	556259__E5C9G2__BSGG_2011
ERR1913226.791669__1.791669	2293125__A0A374CC93__DW917_06625
ERR1913226.792019__1.792019	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.792465__1.792465	1262824__R6SR17__BN719_01913
ERR1913226.792564__1.792564	360807__C0FTG2__RIL183_32211
ERR1913226.792692__1.792692	1262736__R5Y0M0__BN496_00957
ERR1913226.792773__1.792773	820__A0A374MMF0__HMPREF1073_03811
ERR1913226.793046__1.793046	820__A0A3E4WCC2__lptB_1
ERR1913226.793174__1.793174	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.793362__1.793362	2293125__A0A374CIX5__DW917_01125
ERR1913226.793454__1.793454	39485__R5ZPP8__EUBELI_20334
ERR1913226.793819__1.793819	820__A0A173W419__DXC68_17760
ERR1913226.793891__1.793891	28116__A0A1Y4PID3__SAMN05192581_102825
ERR1913226.794084__1.794084	357276__I9QBT7__BSEG_03340
ERR1913226.794112__1.794112	1150298__R7JRK4__ERS852406_01648
ERR1913226.794565__1.794565	1262761__R6R2H8__BN606_00936
ERR1913226.794694__1.794694	1160721__W0U2P8__RBI_I00340
ERR1913226.794797__1.794797	820__A0A3E4G826__C801_01612
ERR1913226.795121__1.795121	2293125__A0A374BIB7__DW917_16550
ERR1913226.795300__1.795300	1262761__R6RP35__BN606_00461
ERR1913226.795667__1.795667	2293125__A0A374CII6__DW917_03460
ERR1913226.795634__1.795634	2293125__A0A374CFZ2__DW917_03445
ERR1913226.795648__1.795648	2293125__A0A374CJ13__DW917_03145
ERR1913226.795698__1.795698	1501391__GCA_000786575.1_00021
ERR1913226.795722__1.795722	1262761__R6RB22__BN606_01933
ERR1913226.795913__1.795913	2293125__A0A374CFZ2__DW917_03445
ERR1913226.796121__1.796121	39485__A0A174ZPH7__ERS852490_01992
ERR1913226.796229__1.796229	1150298__R7JT48__gsiA_6
ERR1913226.796236__1.796236	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.796253__1.796253	1160721__W0U4D5__RBI_I01230
ERR1913226.796268__1.796268	853__A0A173T6P2__DWZ46_14595
ERR1913226.796628__1.796628	33043__A0A174GPT0__plsC_2
ERR1913226.796746__1.796746	820__E5VA63__DXC80_01025
ERR1913226.796794__1.796794	2293125__A0A374BUM7__DW917_12980
ERR1913226.796843__1.796843	1150298__R7JTW4__yvhJ
ERR1913226.797168__1.797168	371601__A0A1H4GXQ8__CW1_1432
ERR1913226.797114__1.797114	2293125__A0A374CII6__DW917_03460
ERR1913226.797252__1.797252	218538__C9LPD3__GCWU000321_01411
ERR1913226.797285__1.797285	33043__D5HGR0__rpfC_2
ERR1913226.797528__1.797528	39485__C4Z6U7__EUBELI_20545
ERR1913226.797983__1.797983	165179__D1PGU8__PREVCOP_06463
ERR1913226.798041__1.798041	2293125__A0A374C9I8__DW917_06795
ERR1913226.798069__1.798069	387090__S0FDJ4__BACCOPRO_03775
ERR1913226.798072__1.798072	817__A0A396EEF1__HMPREF2533_00532
ERR1913226.798091__1.798091	1262761__R6QUM5__BN606_02048
ERR1913226.798316__1.798316	820__A0A3E4QZJ7__C801_01798
ERR1913226.798378__1.798378	1262761__R6RUC6__BN606_00092
ERR1913226.798484__1.798484	818__A0A174VV39__BT_3492
ERR1913226.798551__1.798551	562__P0AFH7__oppC
ERR1913226.798826__1.798826	1262761__R6RB66__BN606_01964
ERR1913226.799195__1.799195	820__A7V8C2__ERS852554_01338
ERR1913226.799196__1.799196	1262963__R6CBY4__BN718_00134
ERR1913226.799404__1.799404	1263044__GCA_000433375.1_03426
ERR1913226.799416__1.799416	2293125__A0A374C4I0__DW917_08630
ERR1913226.799628__1.799628	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913226.799821__1.799821	1262889__R7HCR1__BN634_01576
ERR1913226.800048__1.800048	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.800082__1.800082	820__A7V470__HMPREF1072_02076
ERR1913226.800090__1.800090	301301__A0A395V8V6__RHOM_04915
ERR1913226.800170__1.800170	821__A0A174WBC9__ERS852556_03145
ERR1913226.800186__1.800186	39485__A0A174ZAI7__outO
ERR1913226.800337__1.800337	239935__A0A2N8HQR1__Amuc_0287
ERR1913226.800419__1.800419	1263006__R6LRF6__BN515_00540
ERR1913226.800457__1.800457	1262777__R5WDX9__BN512_01473
ERR1913226.800523__1.800523	1262761__R6QXE4__BN606_02110
ERR1913226.800742__1.800742	820__A7UYG6__M094_0070
ERR1913226.800875__1.800875	1262911__R6H072__BN557_00615
ERR1913226.801027__1.801027	39485__C4Z6V1__ERS852492_02640
ERR1913226.801112__1.801112	2293125__A0A374C955__DW917_08135
ERR1913226.801236__1.801236	823__A0A355XF06__B5F32_11480
ERR1913226.801317__1.801317	218538__C9LL79__GCWU000321_00015
ERR1913226.801532__1.801532	189722__E0NQU7__HMPREF0658_0548
ERR1913226.801608__1.801608	39485__A0A175A403__EUBELI_20577
ERR1913226.801971__1.801971	1150298__R7JND0__ERS852498_02814
ERR1913226.802069__1.802069	820__R9I324__HMPREF2141_02414
ERR1913226.802262__1.802262	166486__D4KNM9__ERS852572_00072
ERR1913226.802411__1.802411	1501391__GCA_000786575.1_00007
ERR1913226.802684__1.802684	357276__B6VT86__IY41_22515
ERR1913226.802851__1.802851	820__A7VAS1__HMPREF2141_03259
ERR1913226.802967__1.802967	1262761__R6QR25__BN606_01386
ERR1913226.803076__1.803076	28118__F9ZAK9__DF785_10030
ERR1913226.803105__1.803105	1262911__R6GPL1__BN557_00927
ERR1913226.803282__1.803282	1262761__R6RUQ5__BN606_01129
ERR1913226.803283__1.803283	2293125__A0A374C0L7__DW917_11510
ERR1913226.803324__1.803324	1160721__W0U2P8__RBI_I00340
ERR1913226.803580__1.803580	28116__A0A1G6G396__DXD69_22115
ERR1913226.803707__1.803707	823__D0TAX5__HMPREF1075_01064
ERR1913226.803763__1.803763	820__A0A3E4IGA7__DXD40_07110
ERR1913226.804230__1.804230	1262761__R6R380__BN606_01693
ERR1913226.804318__1.804318	823__A0A355XN73__DXC05_07000
ERR1913226.804262__1.804262	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913226.804366__1.804366	218538__C9LQZ7__GCWU000321_01979
ERR1913226.804378__1.804378	2293125__A0A374CII6__DW917_03460
ERR1913226.804594__1.804594	1262911__R6GZX7__BN557_00838
ERR1913226.804788__1.804788	1262736__R5YMG1__BN496_00514
ERR1913226.804879__1.804879	39485__A0A174YMM2__ERS852490_01019
ERR1913226.804970__1.804970	1160721__W0U1Y5__BHW50_01965
ERR1913226.805054__1.805054	1262911__R6H174__BN557_01246
ERR1913226.805179__1.805179	853__A0A174BA00__DW905_01145
ERR1913226.805252__1.805252	1262761__R6QQ60__BN606_01316
ERR1913226.805332__1.805332	39491__A0A395ZDC6__addB
ERR1913226.805342__1.805342	1501391__GCA_000786575.1_00101
ERR1913226.805429__1.805429	165179__D1PGU8__PREVCOP_06463
ERR1913226.805469__1.805469	820__I9J701__ERS852510_01809
ERR1913226.805555__1.805555	1263107__GCA_000436995.1_00069
ERR1913226.805520__1.805520	39485__C4Z0T2__ykvU
ERR1913226.805674__1.805674	1501391__GCA_000786575.1_00097
ERR1913226.806287__1.806287	165179__R6PNJ9__PREVCOP_04730
ERR1913226.806445__1.806445	39491__A0A0M6WPN4__DXB69_06325
ERR1913226.806858__1.806858	2293125__A0A374BZ50__DW917_11090
ERR1913226.807004__1.807004	1262911__R6H212__BN557_01031
ERR1913226.807243__1.807243	218538__C9LNE0__GCWU000321_01061
ERR1913226.807617__1.807617	1262911__R6H074__BN557_00923
ERR1913226.807721__1.807721	28116__A7M344__BACOV975_04644
ERR1913226.807788__1.807788	820__A0A173W419__DXC68_17760
ERR1913226.807807__1.807807	39485__C4Z538__EUBELI_00734
ERR1913226.807817__1.807817	1262761__R6QS21__BN606_00301
ERR1913226.807894__1.807894	820__A7V049__DXB48_04755
ERR1913226.807978__1.807978	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913226.808230__1.808230	817__A0A2K9GW57__M072_1458
ERR1913226.808319__1.808319	28116__C3R0H4__DXD69_00155
ERR1913226.808388__1.808388	2293125__A0A374CII6__DW917_03460
ERR1913226.808489__1.808489	165179__A0A229I9X5__CFT61_01205
ERR1913226.808469__1.808469	2293125__A0A374CJ42__DW917_03305
ERR1913226.808546__1.808546	1262736__R5Y6X0__BN496_00548
ERR1913226.808619__1.808619	821__A0A396F9T7__M097_3427
ERR1913226.808731__1.808731	1501391__GCA_000786575.1_00017
ERR1913226.808977__1.808977	1262942__R7QYT9__BN520_01736
ERR1913226.809196__1.809196	2293125__A0A374C4C8__DW917_09805
ERR1913226.809338__1.809338	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913226.809524__1.809524	745368__A0A1T4X705__SAMN02745178_01472
ERR1913226.809595__1.809595	820__A0A174M9V5__M093_0237
ERR1913226.809594__1.809594	1262942__R7QYC1__BN520_01792
ERR1913226.809680__1.809680	487174__R5EUJ8__DDY40_00460
ERR1913226.809885__1.809885	2293125__A0A374BUM7__DW917_12980
ERR1913226.809937__1.809937	1262911__R6GMZ7__BN557_01741
ERR1913226.809961__1.809961	820__A0A173YYG4__evgS_3
ERR1913226.810093__1.810093	1501391__GCA_000786575.1_00135
ERR1913226.810118__1.810118	165179__A0A3E5EBY9__CFT61_01220
ERR1913226.810121__1.810121	820__A0A3E4VXP2__yesR
ERR1913226.810254__1.810254	1262889__R7HAY6__BN634_02225
ERR1913226.810687__1.810687	820__A0A1T4IY71__HMPREF2141_02402
ERR1913226.810772__1.810772	371601__A0A1Y4Q353__CW1_1747
ERR1913226.811055__1.811055	1262911__R6GPA9__BN557_00286
ERR1913226.811153__1.811153	2293125__A0A374CII6__DW917_03460
ERR1913226.811162__1.811162	1965650__A0A1Y3VDR3__B5G16_05925
ERR1913226.811333__1.811333	28116__A0A1Y4PID3__SAMN05192581_102825
ERR1913226.811615__1.811615	165179__D1PCL6__DXB80_13435
ERR1913226.811680__1.811680	40520__R7D2W9__DXB81_15890
ERR1913226.811721__1.811721	820__R9HUV5__HMPREF2141_02582
ERR1913226.811724__1.811724	820__A0A173WZS4__DXD90_10250
ERR1913226.811752__1.811752	820__A7V049__DXB48_04755
ERR1913226.811803__1.811803	1262761__R6R8B3__BN606_01478
ERR1913226.811876__1.811876	1262761__R6QJF1__BN606_00340
ERR1913226.812088__1.812088	39485__R5ZVC3__ERS852490_00250
ERR1913226.812164__1.812164	820__A0A174A6K0__M093_0079
ERR1913226.812265__1.812265	1105031__J1H3W2__HMPREF1141_2783
ERR1913226.812604__1.812604	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913226.812714__1.812714	2293125__A0A374BZ50__DW917_11090
ERR1913226.812808__1.812808	39492__D4JTJ1__EUBSIR_01453
ERR1913226.812831__1.812831	1501391__GCA_000786575.1_00081
ERR1913226.813128__1.813128	2293125__A0A374CJ13__DW917_03145
ERR1913226.813351__1.813351	1262889__R7HFE6__BN634_01394
ERR1913226.813611__1.813611	371601__A0A1H4GXQ8__CW1_1432
ERR1913226.813663__1.813663	1262889__R7HCL5__BN634_01590
ERR1913226.813680__1.813680	2293125__A0A374BNR6__DW917_15660
ERR1913226.813748__1.813748	2293125__A0A374C7Q7__DW917_07770
ERR1913226.813805__1.813805	39485__A0A174ZLN0__EUBELI_00120
ERR1913226.813866__1.813866	458033__GCA_001482755.1_02203
ERR1913226.813978__1.813978	1262743__R5C054__BN727_01980
ERR1913226.814150__1.814150	1501391__GCA_000786575.1_00158
ERR1913226.814463__1.814463	487174__K0WS78__HMPREF9448_02825
ERR1913226.814944__1.814944	556259__E5C8S0__BSGG_1769
ERR1913226.814979__1.814979	1263107__GCA_000436995.1_00090
ERR1913226.815040__1.815040	821__A0A0P0M6M0__M097_4734
ERR1913226.815172__1.815172	39496__A5Z5I2__EUBVEN_00963
ERR1913226.815252__1.815252	1262761__R6R8A4__BN606_01470
ERR1913226.815467__1.815467	1262761__R6QWI4__BN606_00934
ERR1913226.815471__1.815471	1262761__R6RPK4__BN606_00541
ERR1913226.815512__1.815512	1262761__R6QUS0__BN606_00152
ERR1913226.815540__1.815540	1501391__GCA_000786575.1_00114
ERR1913226.815654__1.815654	46228__B5CKX6__RUMLAC_00090
ERR1913226.815894__1.815894	2293125__A0A374CHT4__DW917_03485
ERR1913226.815995__1.815995	1262761__R6R1G2__BN606_01397
ERR1913226.816201__1.816201	820__A0A3E4VZT7__DXB48_16145
ERR1913226.816373__1.816373	2293125__A0A374CII6__DW917_03460
ERR1913226.816649__1.816649	33043__A0A174A481__ERS852400_01067
ERR1913226.816735__1.816735	2293125__A0A374C4C8__DW917_09805
ERR1913226.816973__1.816973	165179__D1PHC0__PREVCOP_06640
ERR1913226.817153__1.817153	39492__D4JQY4__EUBSIR_01325
ERR1913226.817226__1.817226	2293125__A0A374CFZ2__DW917_03445
ERR1913226.817373__1.817373	1262761__R6QWI4__BN606_00934
ERR1913226.817583__1.817583	2293125__A0A374BUM7__DW917_12980
ERR1913226.817995__1.817995	552398__F4XCQ4__HMPREF0866_01621
ERR1913226.818227__1.818227	2293125__A0A374CFW0__DW917_03450
ERR1913226.818354__1.818354	2293125__A0A374C9I8__DW917_06795
ERR1913226.818358__1.818358	39485__A0A1Q6PG30__ERS852492_00010
ERR1913226.818440__1.818440	360807__A0A396AIW2__ERS852444_01568
ERR1913226.818677__1.818677	2293125__A0A374CFZ2__DW917_03445
ERR1913226.818860__1.818860	360807__A0A0M6WIL3__ERS852444_01365
ERR1913226.818890__1.818890	853__A0A2J4JL53__CRH10_10795
ERR1913226.819200__1.819200	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913226.819265__1.819265	46228__V8CB66__RUMLAC_02810
ERR1913226.819704__1.819704	39491__C4Z9Y3__ERS852417_01808
ERR1913226.819763__1.819763	2293125__A0A374BSW4__DW917_13420
ERR1913226.819794__1.819794	165179__D1PCL6__DXB80_13435
ERR1913226.820190__1.820190	823__A6LEF3__ERS852560_01356
ERR1913226.820148__1.820148	39492__D4JW28__spoVFA
ERR1913226.820295__1.820295	1262761__R6QYZ5__BN606_00402
ERR1913226.820344__1.820344	28116__A0A078Q626__HMPREF1070_02735
ERR1913226.820265__1.820265	820__A0A3E4VXP2__yesR
ERR1913226.820485__1.820485	1262761__R6R3W1__BN606_01849
ERR1913226.820465__1.820465	39485__A0A174YW66__ERS852490_03040
ERR1913226.820601__1.820601	820__R7E9Z4__DXC68_06065
ERR1913226.820757__1.820757	214856__R6XUN2__rcsC_1
ERR1913226.820817__1.820817	626929__F3PKF4__SAMN05444376_0707
ERR1913226.820863__1.820863	1235790__S0J8L6__C805_00148
ERR1913226.820905__1.820905	853__D4K7X0__DW905_09540
ERR1913226.820961__1.820961	2293125__A0A374CII0__DW917_03470
ERR1913226.821103__1.821103	1897011__A0A1Q6RI93__BHW41_01175
ERR1913226.821171__1.821171	1150298__R7JTW4__yvhJ
ERR1913226.821351__1.821351	2293125__A0A374C955__DW917_08135
ERR1913226.821630__1.821630	165179__D1PHC0__PREVCOP_06640
ERR1913226.821783__1.821783	239935__A0A2N8I9N0__CXT97_09915
ERR1913226.822109__1.822109	820__A0A3E4QZJ7__C801_01798
ERR1913226.822114__1.822114	1262911__R6H174__BN557_01246
ERR1913226.822191__1.822191	820__A0A3E5E0T0__ERS852554_00312
ERR1913226.822433__1.822433	820__A0A139K5A6__DXB48_12175
ERR1913226.822540__1.822540	322505__group_105
ERR1913226.822609__1.822609	28116__A0A1Y4PIA6__BACOV975_04529
ERR1913226.823400__1.823400	39492__D4JR20__trmD
ERR1913226.823551__1.823551	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.823637__1.823637	2293125__A0A374BUM7__DW917_12980
ERR1913226.823848__1.823848	853__A0A3E2U7E6__ERS852582_01640
ERR1913226.823879__1.823879	2293125__A0A374CI55__DW917_03455
ERR1913226.824016__1.824016	39492__D4JTG7__EUBSIR_00572
ERR1913226.824058__1.824058	301301__G2T152__RHOM_05005
ERR1913226.824100__1.824100	820__A0A374Q4X1__HMPREF2141_02370
ERR1913226.824198__1.824198	2293125__A0A374CFZ2__DW917_03445
ERR1913226.824604__1.824604	2293125__A0A374CMK5__DW917_00330
ERR1913226.824606__1.824606	418240__A0A174SJB0__toxA_3
ERR1913226.824709__1.824709	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913226.824841__1.824841	10868__GeneID:1261859
ERR1913226.825143__1.825143	454154__G5SVM9__HMPREF9441_03446
ERR1913226.825348__1.825348	487174__K0WZP2__DDY40_04000
ERR1913226.825356__1.825356	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913226.825591__1.825591	357276__I8VN48__ABI39_07855
ERR1913226.825565__1.825565	2293125__A0A374CFU2__DW917_03475
ERR1913226.825799__1.825799	39491__A0A3E4E7C5__DXB69_03255
ERR1913226.826027__1.826027	2293125__A0A374C9I8__DW917_06795
ERR1913226.826144__1.826144	2293125__A0A374CFT0__DW917_03440
ERR1913226.826195__1.826195	1262761__R6R744__BN606_01303
ERR1913226.826239__1.826239	360807__C0FVT5__RIL183_27241
ERR1913226.826350__1.826350	820__A0A3E4QZJ7__C801_01798
ERR1913226.826447__1.826447	239935__A0A2N8I9N0__CXT97_09915
ERR1913226.826566__1.826566	1262761__R6QMC1__BN606_00771
ERR1913226.826588__1.826588	1160721__A0A1C6DCM8__RBI_I01997
ERR1913226.826812__1.826812	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913226.826830__1.826830	1262761__R6QS33__BN606_00308
ERR1913226.826945__1.826945	820__A0A139K2N9__DXB62_12420
ERR1913226.827032__1.827032	2293125__A0A374C4C8__DW917_09805
ERR1913226.827513__1.827513	2293125__A0A374BMK9__DW917_16190
ERR1913226.827962__1.827962	487174__K0WR72__HMPREF9448_02610
ERR1913226.827981__1.827981	2293125__A0A374C7Q4__DW917_07745
ERR1913226.828016__1.828016	39485__A0A174ZPH7__ERS852490_01992
ERR1913226.828174__1.828174	544644__GCA_001915615.1_01797
ERR1913226.828199__1.828199	2293125__A0A374CI55__DW917_03455
ERR1913226.828929__1.828929	2293125__A0A374BVX3__DW917_12740
ERR1913226.829238__1.829238	1262988__R7N5M1__BN816_02582
ERR1913226.829256__1.829256	165179__A0A3E5AHY4__CFT61_07675
ERR1913226.829372__1.829372	1262988__R7N285__BN816_00970
ERR1913226.829775__1.829775	820__A0A174CG08__DXB62_13215
ERR1913226.829906__1.829906	1262988__R7N5A5__BN816_00653
ERR1913226.830347__1.830347	820__R9I324__HMPREF2141_02414
ERR1913226.830425__1.830425	626933__H1DGX0__HMPREF9449_01506
ERR1913226.830464__1.830464	2293125__A0A374CFW0__DW917_03450
ERR1913226.830587__1.830587	106588__A6P303__BACCAP_04887
ERR1913226.830533__1.830533	2293125__A0A374BRB6__DW917_13815
ERR1913226.830680__1.830680	1262761__R6RU22__BN606_01110
ERR1913226.830930__1.830930	2293125__A0A374BSW4__DW917_13420
ERR1913226.830931__1.830931	1262761__R6RNL8__BN606_00387
ERR1913226.831048__1.831048	2293125__A0A374C9M9__DW917_08170
ERR1913226.831352__1.831352	820__A0A174F696__macB_13
ERR1913226.831241__1.831241	552398__T5S086__HMPREF0866_01580
ERR1913226.831386__1.831386	1262911__R6HG37__BN557_01341
ERR1913226.831423__1.831423	544645__A0A3E4T7H5__DXC42_09155
ERR1913226.831580__1.831580	1262942__R7QZ48__BN520_01869
ERR1913226.831735__1.831735	820__A0A3E4WCX3__C801_02709
ERR1913226.831748__1.831748	28116__A7M344__BACOV975_04644
ERR1913226.831799__1.831799	165179__A0A3E5A5E5__DXC61_13965
ERR1913226.831919__1.831919	1262911__R6H212__BN557_01031
ERR1913226.832131__1.832131	47678__R5UER2__CGC64_00710
ERR1913226.832173__1.832173	1262761__R6QWI4__BN606_00934
ERR1913226.832280__1.832280	2293125__A0A374C4C8__DW917_09805
ERR1913226.832312__1.832312	821__A0A395VIK7__BVU_1225
ERR1913226.832392__1.832392	2293125__A0A374CFZ2__DW917_03445
ERR1913226.832422__1.832422	40520__R7D9K2__DXC87_04105
ERR1913226.832607__1.832607	2293125__A0A374CI55__DW917_03455
ERR1913226.832799__1.832799	823__A0A395YY84__DXC05_19515
ERR1913226.833314__1.833314	165179__A0A3E5EB26__CFT61_02800
ERR1913226.833373__1.833373	106588__A6NUL8__BACCAP_01900
ERR1913226.834065__1.834065	820__A7V092__hldE
ERR1913226.834078__1.834078	820__A0A3E4VZT7__DXB48_16145
ERR1913226.834247__1.834247	820__A0A3E4WCC2__lptB_1
ERR1913226.834602__1.834602	820__A0A3E4IGA7__DXD40_07110
ERR1913226.834541__1.834541	458033__GCA_001482755.1_02203
ERR1913226.834724__1.834724	2293125__A0A374BMK9__DW917_16190
ERR1913226.834892__1.834892	2293125__A0A374CII0__DW917_03470
ERR1913226.835086__1.835086	39485__C4Z2I5__ERS852492_02214
ERR1913226.835201__1.835201	40518__R5DZE2__DXD86_07400
ERR1913226.835268__1.835268	165179__A0A3E5AER8__DXB80_07075
ERR1913226.835495__1.835495	821__A0A3E4WAR6__DXD64_10735
ERR1913226.835563__1.835563	853__A0A173YYY4__DWZ04_09420
ERR1913226.835589__1.835589	1160721__W0U969__BHW50_09895
ERR1913226.835605__1.835605	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913226.835757__1.835757	2293125__A0A374BSW4__DW917_13420
ERR1913226.835828__1.835828	1262761__R6QHJ4__BN606_00427
ERR1913226.835854__1.835854	820__A0A174VD39__DXD90_12235
ERR1913226.835906__1.835906	418240__A0A174MZV1__ERS852523_01489
ERR1913226.835960__1.835960	1262736__R5Y591__BN496_01853
ERR1913226.836055__1.836055	1262988__R7N8H1__BN816_00011
ERR1913226.836025__1.836025	39485__R5ZRN3__ERS852490_00208
ERR1913226.836116__1.836116	2293125__A0A374BSW4__DW917_13420
ERR1913226.836199__1.836199	1160721__W0U2T9__BHW50_11050
ERR1913226.836357__1.836357	2293125__A0A374C7Q7__DW917_07770
ERR1913226.836411__1.836411	39488__C0EY66__prkC_1
ERR1913226.836553__1.836553	39485__A0A174Z4K7__dosC_2
ERR1913226.836522__1.836522	2293125__A0A374CFZ2__DW917_03445
ERR1913226.836860__1.836860	1501391__GCA_000786575.1_00005
ERR1913226.837072__1.837072	1150298__A0A174B7I7__ERS852535_01258
ERR1913226.837427__1.837427	820__A0A1T4IY71__HMPREF2141_02402
ERR1913226.837565__1.837565	1262761__R6R744__BN606_01303
ERR1913226.837621__1.837621	39492__D4JTJ1__EUBSIR_01453
ERR1913226.837679__1.837679	39485__R5ZT06__EUBELI_20526
ERR1913226.837827__1.837827	39485__C4Z390__EUBELI_01689
