ERR1913286.212__1.212	33043__A0A173WWJ5__ERS852386_00339
ERR1913286.682636__1.682636	360807__C0FR69__ERS852392_01939
ERR1913286.682797__1.682797	28117__B0MUT8__ALIPUT_00879
ERR1913286.682816__1.682816	39491__A0A395ZHV7__ykvU
ERR1913286.682821__1.682821	1262911__R6H130__BN557_00756
ERR1913286.682893__1.682893	33043__A0A173ZXG0__ERS852400_00169
ERR1913286.682936__1.682936	165179__A0A3E5A5E5__DXC61_13965
ERR1913286.683023__1.683023	28117__B0MU76__ALIPUT_00202
ERR1913286.683055__1.683055	165179__A0A3E5EBM5__DXC61_02170
ERR1913286.683225__1.683225	165179__D1PGU8__PREVCOP_06463
ERR1913286.683171__1.683171	1262924__R7HQX0__BN585_00307
ERR1913286.683279__1.683279	28117__B0MSR5__BHV66_02095
ERR1913286.683591__1.683591	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913286.683624__1.683624	33043__D5HHY4__luxQ_1
ERR1913286.683839__1.683839	33043__A0A173YQY3__ERS852445_01438
ERR1913286.683904__1.683904	39492__D4JQL8__ywpJ
ERR1913286.684118__1.684118	1262803__R6NJH8__BN649_00471
ERR1913286.684188__1.684188	239935__A0A2N8IRL2__CXU06_01170
ERR1913286.684390__1.684390	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.684640__1.684640	39491__A0A396FJJ9__DXB76_11995
ERR1913286.684646__1.684646	33043__A0A173WXS1__ERS852445_00262
ERR1913286.684966__1.684966	187979__A0A173ZVI7__ptsG_2
ERR1913286.685177__1.685177	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913286.685270__1.685270	165179__D1PHM6__DXC61_06700
ERR1913286.685279__1.685279	165179__A0A174UTZ7__DXC61_06705
ERR1913286.685398__1.685398	1263011__R6DZ06__BN553_00907
ERR1913286.685509__1.685509	626940__E8LEB0__BHW43_01865
ERR1913286.685682__1.685682	1262743__R5C9M2__BN727_01394
ERR1913286.685693__1.685693	33043__D5HIS6__ERS852575_02019
ERR1913286.685770__1.685770	1262924__R7HPS8__BN585_00646
ERR1913286.685819__1.685819	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913286.685883__1.685883	165179__D1PCT4__DXB80_09470
ERR1913286.685963__1.685963	165179__D1PE06__DXC61_05975
ERR1913286.686016__1.686016	1796613__A0A1C7GYD6__A4V03_03700
ERR1913286.686304__1.686304	47678__R5UTU5__CGC64_07175
ERR1913286.686525__1.686525	40518__A0A1C6H844__DXD93_02510
ERR1913286.686566__1.686566	33043__A0A174DSP1__essC_2
ERR1913286.686626__1.686626	165179__D1PAJ7__PREVCOP_04222
ERR1913286.686822__1.686822	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.686826__1.686826	39492__A0A174ZG93__EUBSIR_00254
ERR1913286.686932__1.686932	165179__A0A174SR12__DXB80_04410
ERR1913286.686968__1.686968	74426__group_4851
ERR1913286.687077__1.687077	165179__D1P9T6__PREVCOP_04016
ERR1913286.687145__1.687145	487175__R5E4H9__HMPREF9439_01888
ERR1913286.687187__1.687187	40519__U2LZV0__RUMCAL_01736
ERR1913286.687256__1.687256	39491__D6E118__DXB69_05765
ERR1913286.687244__1.687244	39492__D4JUY6__ERS852540_01913
ERR1913286.687294__1.687294	33043__A0A374K1H3__ykoD_2
ERR1913286.687349__1.687349	28117__B0MTY2__BHV66_06485
ERR1913286.687385__1.687385	487175__D9Y403__HMPREF9439_02204
ERR1913286.687443__1.687443	33043__A0A173X520__ERS852575_01617
ERR1913286.687677__1.687677	165179__A0A174IHQ2__PREVCOP_05478
ERR1913286.687636__1.687636	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913286.687683__1.687683	357276__A0A0M1VZP2__IY41_00605
ERR1913286.687823__1.687823	357276__I9FRW5__B5F95_21685
ERR1913286.687926__1.687926	544644__GCA_001915615.1_02250
ERR1913286.687937__1.687937	1262924__R7HLU6__BN585_01291
ERR1913286.687995__1.687995	40518__R5DXI4__DXD86_07420
ERR1913286.688015__1.688015	39492__D4JQM9__EUBSIR_00669
ERR1913286.688054__1.688054	165179__A0A3E5E8N5__DXC61_13460
ERR1913286.688197__1.688197	33043__D5HHD5__ERS852575_00049
ERR1913286.688445__1.688445	33043__A8SQU6__ERS852386_01237
ERR1913286.688446__1.688446	33043__A8SQU6__ERS852386_01237
ERR1913286.688486__1.688486	165179__D1PC26__PREVCOP_04756
ERR1913286.688494__1.688494	1262924__R7HQI4__BN585_00500
ERR1913286.688497__1.688497	165179__D1PEW8__DXB80_13775
ERR1913286.688598__1.688598	165179__D1P9T6__PREVCOP_04016
ERR1913286.688631__1.688631	28117__B0MYW5__ALIPUT_02334
ERR1913286.688826__1.688826	165179__A0A3E5DRF6__DXC61_00200
ERR1913286.688892__1.688892	39488__A0A173RGK1__ERS852450_00574
ERR1913286.688913__1.688913	33043__A0A173X520__ERS852575_01617
ERR1913286.689058__1.689058	33043__D5HEL7__ERS852400_00347
ERR1913286.689079__1.689079	33043__A0A174D8D4__ERS852386_02537
ERR1913286.689117__1.689117	239935__A0A2N8I5A2__DEF40_08455
ERR1913286.689151__1.689151	165179__R6BQP4__DXC61_02015
ERR1913286.689220__1.689220	165179__A0A3E5E8N5__DXC61_13460
ERR1913286.689354__1.689354	39491__A0A396FQV7__T1815_10751
ERR1913286.689395__1.689395	1297617__A0A0S2W384__IB211_01413
ERR1913286.689485__1.689485	33043__A0A173WU55__ganB_2
ERR1913286.689617__1.689617	1262803__R6NKZ1__BN649_00281
ERR1913286.689742__1.689742	165179__A0A3E5EB26__CFT61_02800
ERR1913286.689798__1.689798	360807__A0A1Q6T5F1__fliF
ERR1913286.689957__1.689957	165179__A0A3E5E6S6__DXB80_07575
ERR1913286.689967__1.689967	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913286.690104__1.690104	33043__A0A173SS22__yceG
ERR1913286.690741__1.690741	28052__A0A174IKM0__ERS852499_00833
ERR1913286.690828__1.690828	165179__A0A174SR12__DXB80_04410
ERR1913286.690859__1.690859	165179__D1PHV2__PREVCOP_06822
ERR1913286.690885__1.690885	39491__A0A395ZG74__licR
ERR1913286.690991__1.690991	33043__A0A174EI47__inlJ
ERR1913286.691010__1.691010	820__A0A1Y3V743__M093_0235
ERR1913286.691176__1.691176	572010__pnp
ERR1913286.691277__1.691277	853__A0A173YYY4__DWZ04_09420
ERR1913286.691380__1.691380	1262924__R7HPX8__BN585_00310
ERR1913286.691412__1.691412	165179__A0A3E5DRF6__DXC61_00200
ERR1913286.691400__1.691400	39491__A0A395ZHW3__ERS852417_01359
ERR1913286.691465__1.691465	33043__D5HHY4__luxQ_1
ERR1913286.691620__1.691620	239935__A0A2N8IYM5__CXT84_05130
ERR1913286.691701__1.691701	357276__A0A076IN30__DXD47_09350
ERR1913286.691761__1.691761	2293125__A0A374CA90__DW917_07695
ERR1913286.691849__1.691849	1262924__R7HPU8__BN585_00010
ERR1913286.691883__1.691883	39491__A0A395V0E5__ERE_31370
ERR1913286.691887__1.691887	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.692048__1.692048	28118__F9ZBV2__NCTC10826_00352
ERR1913286.691982__1.691982	165179__D1PCL6__DXB80_13435
ERR1913286.691990__1.691990	853__A0A173T0Y8__CGS54_07215
ERR1913286.692267__1.692267	39491__A0A2U2EK03__ERE_28780
ERR1913286.692303__1.692303	187979__A0A173ZJ35__ERS852385_01288
ERR1913286.692438__1.692438	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913286.692454__1.692454	33043__D5HF53__ERS852386_02418
ERR1913286.692712__1.692712	39485__A0A174ZJ84__EUBELI_00107
ERR1913286.693103__1.693103	418240__C6J8B6__ERS852523_03677
ERR1913286.693110__1.693110	165179__A0A174W369__PREVCOP_04548
ERR1913286.693181__1.693181	165179__A0A174IPI3__CFT61_10940
ERR1913286.693243__1.693243	820__A0A1Y3V743__M093_0235
ERR1913286.693396__1.693396	39491__A0A395V5R3__EUBREC_1883
ERR1913286.693486__1.693486	626940__E8LEB7__DCQ00_02550
ERR1913286.693530__1.693530	39492__D4JR58__EUBSIR_02090
ERR1913286.693583__1.693583	165179__D1PDT3__PREVCOP_05375
ERR1913286.693756__1.693756	46503__R6X0P0__DXB61_03855
ERR1913286.693799__1.693799	39491__A0A396FIZ8__ERE_20410
ERR1913286.693811__1.693811	39492__D4JSS2__EUBSIR_00553
ERR1913286.693932__1.693932	165179__A0A3E4S980__PREVCOP_04626
ERR1913286.694122__1.694122	239935__A0A2N8IRW0__A4V05_11620
ERR1913286.694391__1.694391	74426__pflB_2
ERR1913286.694636__1.694636	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913286.694640__1.694640	165179__D1P8Q2__trpF
ERR1913286.694762__1.694762	165179__A0A3E4SB80__DXC61_12880
ERR1913286.694765__1.694765	33043__A0A173WTR4__ERS852386_00324
ERR1913286.695199__1.695199	821__A0A3E4WAR6__DXD64_10735
ERR1913286.695373__1.695373	487174__K0WV96__HMPREF9448_01901
ERR1913286.695503__1.695503	40518__R5E2U9__RBL263_01292
ERR1913286.695575__1.695575	29361__B6FKH5__CLONEX_00621
ERR1913286.695660__1.695660	28117__B0MZ50__ALIPUT_02424
ERR1913286.695708__1.695708	1262736__R5Y755__BN496_00651
ERR1913286.695709__1.695709	1262736__R5Y755__BN496_00651
ERR1913286.695794__1.695794	40518__R5DNI6__RBATCC27255_00844
ERR1913286.695899__1.695899	165179__A0A3E5ED28__PREVCOP_06655
ERR1913286.696152__1.696152	165179__A0A174IHQ2__PREVCOP_05478
ERR1913286.696316__1.696316	239935__A0A2N8HL50__CXT98_09135
ERR1913286.696614__1.696614	165179__A0A229I7F5__DXB80_02650
ERR1913286.696720__1.696720	853__A0A173XRA8__CGS56_09290
ERR1913286.696749__1.696749	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.696795__1.696795	239935__A0A2N8I368__CXT95_04550
ERR1913286.696848__1.696848	39492__D4JTF2__mutS2
ERR1913286.696961__1.696961	1262803__R6PRF7__BN649_00517
ERR1913286.696941__1.696941	165179__A0A3E5DX15__DXC61_00345
ERR1913286.696900__1.696900	823__C7X996__DD466_12595
ERR1913286.697227__1.697227	46503__R6WRM8__HMPREF1060_03046
ERR1913286.697391__1.697391	33043__A0A173X520__ERS852575_01617
ERR1913286.697477__1.697477	165179__R6CNX7__DXB80_02200
ERR1913286.697506__1.697506	33043__D5HFD3__ybbD
ERR1913286.697723__1.697723	165179__D1PCY7__DXB80_02765
ERR1913286.697663__1.697663	39492__A0A174ZL16__EUBSIR_01269
ERR1913286.697678__1.697678	292800__A0A174VWG9__ERS852504_02033
ERR1913286.697844__1.697844	853__A0A173T751__C4N24_10280
ERR1913286.697913__1.697913	28116__A0A395VT11__SAMN05444282_11739
ERR1913286.697876__1.697876	853__A0A173RZ39__C4N22_01650
ERR1913286.698028__1.698028	418240__R7CMK4__ERS852478_03653
ERR1913286.698058__1.698058	28117__B0MWX3__BHV66_03010
ERR1913286.698062__1.698062	706562__GCA_900112995.1_02230
ERR1913286.698105__1.698105	39491__A0A395ZDC6__addB
ERR1913286.698181__1.698181	360807__C0FUN2__ERS852444_01353
ERR1913286.698283__1.698283	1262924__R7HM98__BN585_01697
ERR1913286.698446__1.698446	165179__A0A3E4SID1__DXB80_01945
ERR1913286.698502__1.698502	1628085__A0A374VUI1__C7386_11920
ERR1913286.698622__1.698622	165179__D1PDG7__DXB80_11180
ERR1913286.698662__1.698662	40518__R5E4X1__DXD93_05270
ERR1913286.698721__1.698721	39485__A0A175A403__EUBELI_20577
ERR1913286.698685__1.698685	823__E1YV41__BDI_1376
ERR1913286.698745__1.698745	39491__A0A395UUN5__EUBREC_0291
ERR1913286.698870__1.698870	239935__B2UQP8__CXU15_01110
ERR1913286.698881__1.698881	28052__A0A3D5LTL5__ERS852451_01439
ERR1913286.698977__1.698977	28052__A0A174GK20__ERS852451_00454
ERR1913286.699095__1.699095	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913286.699155__1.699155	165179__A0A174W369__PREVCOP_04548
ERR1913286.699496__1.699496	165179__A0A3E5DX15__DXC61_00345
ERR1913286.699538__1.699538	47678__R5UU99__C5Z00_11925
ERR1913286.699540__1.699540	40518__R5E6X1__DXD83_01720
ERR1913286.699551__1.699551	165179__A0A3E5EB26__CFT61_02800
ERR1913286.699638__1.699638	487174__K0X6Z7__DDY40_11525
ERR1913286.699810__1.699810	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913286.699722__1.699722	239935__A0A2N8I368__CXT95_04550
ERR1913286.699875__1.699875	1262911__R6GR13__BN557_00618
ERR1913286.699869__1.699869	1150298__R7JUW7__ERS852406_02089
ERR1913286.699955__1.699955	1628085__A0A2U1BC42__C7386_10834
ERR1913286.700021__1.700021	165179__A0A3E5DZA5__DXB80_12550
ERR1913286.700102__1.700102	357276__I8WPR6__EL88_06675
ERR1913286.700220__1.700220	165179__A0A3E5AG99__DXB80_04390
ERR1913286.700263__1.700263	165179__A0A3E5E5L1__DXB80_05980
ERR1913286.700281__1.700281	165179__R6C3A5__DXC61_11820
ERR1913286.700310__1.700310	853__A0A173YYY4__DWZ04_09420
ERR1913286.700388__1.700388	39491__C4ZF05__vpr
ERR1913286.700717__1.700717	39485__R5ZNG4__yerB
ERR1913286.700730__1.700730	39492__D4JQL8__ywpJ
ERR1913286.700812__1.700812	357276__G5SMD3__BSEG_02959
ERR1913286.700831__1.700831	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913286.701052__1.701052	39491__A0A396FFW0__ERE_10580
ERR1913286.701071__1.701071	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913286.701254__1.701254	46503__R6X5W5__HMPREF1078_03156
ERR1913286.701372__1.701372	357276__A0A0M1W9N4__GV66_05135
ERR1913286.701406__1.701406	165179__A0A3E5EB26__CFT61_02800
ERR1913286.701443__1.701443	1780376__A0A143XQT4__BN3659_01658
ERR1913286.701447__1.701447	1262924__R7HPZ6__BN585_00681
ERR1913286.701427__1.701427	39491__D4JMW8__ERS852497_01971
ERR1913286.701547__1.701547	187979__A0A173XI65__cwlC
ERR1913286.701575__1.701575	626940__R6WRD5__BN587_01498
ERR1913286.701972__1.701972	1262924__R7HPS8__BN585_00646
ERR1913286.701978__1.701978	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.702026__1.702026	165179__A0A3E5E3D6__DXC61_05750
ERR1913286.702063__1.702063	39492__D4JUS6__accD5
ERR1913286.702105__1.702105	360807__A0A0M6X184__ERS852392_03203
ERR1913286.702142__1.702142	39485__A0A174ZBK4__ERS852490_01585
ERR1913286.702316__1.702316	239935__A0A2N8IUK0__CXU01_07370
ERR1913286.702340__1.702340	165179__A0A3E4SID1__DXB80_01945
ERR1913286.702366__1.702366	239935__A0A2N8HL50__CXT98_09135
ERR1913286.702398__1.702398	165179__D1PEW8__DXB80_13775
ERR1913286.702445__1.702445	1160721__R6U304__BHW50_05725
ERR1913286.702478__1.702478	165179__A0A229I4J4__proA
ERR1913286.702589__1.702589	853__D4JY61__C4N21_10560
ERR1913286.702631__1.702631	39486__B0G4W4__DXD82_09880
ERR1913286.702872__1.702872	338188__A0A1Q6HLG8__ERS852397_03417
ERR1913286.702936__1.702936	853__A0A3E2V168__FAEPRAM212_00929
ERR1913286.702968__1.702968	40518__R5DTJ1__DXD86_03635
ERR1913286.703061__1.703061	572010__rpsB
ERR1913286.703072__1.703072	165179__A0A3E5AGH1__DXB80_05820
ERR1913286.703108__1.703108	39485__A0A174ZNW9__luxQ_1
ERR1913286.703243__1.703243	239935__R6IZT7__CXU18_11710
ERR1913286.703314__1.703314	33043__D5HED4__ERS852575_01589
ERR1913286.703393__1.703393	39491__A0A173U130__ERE_16110
ERR1913286.703641__1.703641	360807__C0FVL1__ERS852392_00394
ERR1913286.703680__1.703680	1262743__R5C564__BN727_01104
ERR1913286.703738__1.703738	239935__A0A2N8HTZ8__CXU09_01270
ERR1913286.703809__1.703809	165179__A0A229I6N7__DXC61_06720
ERR1913286.703876__1.703876	33043__A0A173QUA9__ERS852400_01795
ERR1913286.704018__1.704018	28117__B0MWP2__ALIPUT_01468
ERR1913286.704071__1.704071	39491__A0A396FJJ9__DXB76_11995
ERR1913286.704311__1.704311	1680__R5GR82__AD0028_0014
ERR1913286.704617__1.704617	853__A0A173T0Y8__CGS54_07215
ERR1913286.704527__1.704527	165179__D1PB89__DXC61_08425
ERR1913286.704739__1.704739	1263011__R6DWT0__BN553_00469
ERR1913286.704952__1.704952	165179__A0A3E5A832__DXC61_13685
ERR1913286.705027__1.705027	853__A0A2A7A628__CGS57_13755
ERR1913286.704989__1.704989	239935__A0A2N8HM32__CXT85_08075
ERR1913286.705053__1.705053	1897011__A0A1Q6REX7__BHW41_04490
ERR1913286.705115__1.705115	39492__D4JQS6__ykoD
ERR1913286.705175__1.705175	1262948__R7EFL9__BN671_00524
ERR1913286.705218__1.705218	39491__A0A395UVM9__DXB76_04540
ERR1913286.705224__1.705224	39491__A0A395ZG96__DXB69_15120
ERR1913286.705230__1.705230	487174__K0WZ94__HMPREF9448_00984
ERR1913286.705328__1.705328	40518__R5DXI4__DXD86_07420
ERR1913286.705264__1.705264	165179__A0A3E5E4P9__DXB80_07930
ERR1913286.705335__1.705335	165179__R6CNX7__DXB80_02200
ERR1913286.705387__1.705387	410072__A0A174M202__COPCOM_00641
ERR1913286.705849__1.705849	46503__R6Y4W3__DXB85_01650
ERR1913286.705851__1.705851	239935__A0A139TQT9__Amuc_1197
ERR1913286.705852__1.705852	821__A0A0P0M6M0__M097_4734
ERR1913286.705867__1.705867	28117__B0MWC6__BHV66_00965
ERR1913286.705876__1.705876	387090__S0F7Y3__BACCOPRO_02028
ERR1913286.705973__1.705973	39491__A0A395V0E5__ERE_31370
ERR1913286.706393__1.706393	165179__A0A3E5EB26__CFT61_02800
ERR1913286.706586__1.706586	301302__A0A0M6WPH4__ERS852420_01173
ERR1913286.706692__1.706692	820__A0A174F0C1__nreB
ERR1913286.706693__1.706693	39492__D4JQU6__ERS852540_02194
ERR1913286.706802__1.706802	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.706993__1.706993	165179__D1PGD2__DXC61_10875
ERR1913286.706994__1.706994	165179__A0A3E5E4P9__DXB80_07930
ERR1913286.707149__1.707149	28052__A0A174YX76__mcp4_5
ERR1913286.707326__1.707326	39491__D4JMW8__ERS852497_01971
ERR1913286.707462__1.707462	39492__D4JRZ7__smc
ERR1913286.707366__1.707366	28118__F9Z4Q2__Odosp_2759
ERR1913286.707429__1.707429	1262743__R5C4I5__BN727_02237
ERR1913286.707483__1.707483	239935__A0A139TMG9__CXU07_10650
ERR1913286.707528__1.707528	165179__D1PE06__DXC61_05975
ERR1913286.707721__1.707721	239935__A0A2N8INK7__Amuc_0521
ERR1913286.707735__1.707735	649756__L1Q8U4__ERS852571_01677
ERR1913286.707874__1.707874	28052__A0A174HXN2__ERS852499_00609
ERR1913286.707898__1.707898	39492__D4JUP6__ERS852540_01404
ERR1913286.707988__1.707988	649756__D4MW63__DCR88_07570
ERR1913286.708276__1.708276	33043__A0A174A481__ERS852400_01067
ERR1913286.708475__1.708475	338188__A0A1Q6HCN7__ptrA
ERR1913286.708484__1.708484	39492__D4JSG7__EUBSIR_01006
ERR1913286.708556__1.708556	821__A0A395UNT8__DXD64_15275
ERR1913286.708679__1.708679	360807__C0FYL6__ROSEINA2194_03855
ERR1913286.708619__1.708619	853__D4KAK8__C4N21_13380
ERR1913286.708622__1.708622	46503__R6XCJ0__PARMER_01847
ERR1913286.708794__1.708794	357276__I8WBQ9__HMPREF1065_03212
ERR1913286.708702__1.708702	821__A0A0P0LNX8__ERS852509_03015
ERR1913286.709188__1.709188	1262924__R7HRF6__BN585_01735
ERR1913286.709660__1.709660	165179__A0A3E5EDV6__DXC61_03365
ERR1913286.709744__1.709744	239935__A0A2N8HW65__CXU09_08515
ERR1913286.709785__1.709785	357276__I8VN30__HMPREF1065_03051
ERR1913286.709764__1.709764	39491__A0A395V2Y7__DXB72_13970
ERR1913286.709772__1.709772	818__Q8A335__HMPREF2534_01154
ERR1913286.709900__1.709900	39491__R6TQ09__DXC13_03010
ERR1913286.709873__1.709873	853__A0A173XRA8__CGS56_09290
ERR1913286.710201__1.710201	165179__A0A229I1J2__DXB80_03950
ERR1913286.710214__1.710214	39491__A0A395ZG96__DXB69_15120
ERR1913286.710232__1.710232	39485__A0A174ZA72__glgB_1
ERR1913286.710280__1.710280	165179__R6XIF8__DXC61_07265
ERR1913286.710384__1.710384	214856__A0A174A0P3__ERS852447_00994
ERR1913286.710487__1.710487	39491__D6DXZ8__DXB72_15035
ERR1913286.710599__1.710599	165179__D1PGU8__PREVCOP_06463
ERR1913286.710559__1.710559	39492__D4JV38__EUBSIR_01205
ERR1913286.710580__1.710580	39485__A0A174ZA72__glgB_1
ERR1913286.710927__1.710927	165179__R6XIF8__DXC61_07265
ERR1913286.711022__1.711022	165179__A0A174IPI3__CFT61_10940
ERR1913286.711189__1.711189	1262803__R6NN27__BN649_00619
ERR1913286.711270__1.711270	39491__D6E118__DXB69_05765
ERR1913286.711429__1.711429	39492__B0MM84__lgt
ERR1913286.711711__1.711711	1262924__R7HUI3__BN585_00815
ERR1913286.711746__1.711746	39491__C4ZHS4__EUR_24420
ERR1913286.711788__1.711788	28117__B0N028__BHV66_05935
ERR1913286.712068__1.712068	33043__A0A173ZEP9__araC_1
ERR1913286.712129__1.712129	165179__A0A3E5DZD8__DXB80_09150
ERR1913286.712153__1.712153	239935__R6JFR5__CXT84_04850
ERR1913286.712176__1.712176	239935__A0A2N8HT44__CXT84_11035
ERR1913286.712383__1.712383	39491__A0A395ZEN3__DXD95_12655
ERR1913286.712416__1.712416	820__A0A396EUU8__luxQ_3
ERR1913286.712538__1.712538	239935__A0A2N8IU45__DEF40_02365
ERR1913286.712606__1.712606	820__A0A139K5E7__DXC68_09550
ERR1913286.712666__1.712666	40520__A0A174HSN4__ltaS1_2
ERR1913286.712809__1.712809	165179__A0A174K816__DXB80_12000
ERR1913286.712837__1.712837	239935__A0A2N8J2P6__ADH72_06730
ERR1913286.713004__1.713004	853__A0A173YYY4__DWZ04_09420
ERR1913286.713071__1.713071	39491__A0A396FNY7__LD38_16155
ERR1913286.713100__1.713100	28117__B0MXG8__ALIPUT_01814
ERR1913286.713267__1.713267	165179__A0A174IYW3__DXC61_01235
ERR1913286.713380__1.713380	853__A0A2A7B9I6__DW855_13690
ERR1913286.713327__1.713327	165179__A0A3E5E8N5__DXC61_13460
ERR1913286.713479__1.713479	446660__GCA_003428235.1_02052
ERR1913286.713612__1.713612	360807__A0A173RZE9__polC_2
ERR1913286.713686__1.713686	165179__A0A3E5EBQ2__DXC61_01930
ERR1913286.713712__1.713712	165179__A0A174W369__PREVCOP_04548
ERR1913286.713742__1.713742	28118__F9Z7B3__SAMEA44545918_00670
ERR1913286.713826__1.713826	33043__D5HEL7__ERS852400_00347
ERR1913286.713843__1.713843	165179__A0A3E5DRF6__DXC61_00200
ERR1913286.713858__1.713858	239935__A0A139TQT9__Amuc_1197
ERR1913286.714048__1.714048	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913286.714009__1.714009	371601__D0TQ02__CW3_2465
ERR1913286.714120__1.714120	39491__D6E408__EUBREC_1466
ERR1913286.714230__1.714230	28052__A0A174M8X5__ERS852499_01897
ERR1913286.714340__1.714340	487175__R5EJE4__HMPREF9439_01295
ERR1913286.714345__1.714345	387090__S0F7Y3__BACCOPRO_02028
ERR1913286.714384__1.714384	410072__C0B9A6__yvhJ
ERR1913286.714417__1.714417	360807__C0FVL5__ERS852392_00391
ERR1913286.714426__1.714426	360807__A0A396AK01__RIL183_20461
ERR1913286.714462__1.714462	39491__A0A395UZ82__EUR_31520
ERR1913286.714500__1.714500	371601__I9UVJ1__BN890_47510
ERR1913286.714557__1.714557	33043__D5HGR0__rpfC_2
ERR1913286.714558__1.714558	33043__D5HGR0__rpfC_2
ERR1913286.714679__1.714679	28117__B0MSS1__ALIPUT_00273
ERR1913286.714690__1.714690	1263000__R5EUG9__BN466_01476
ERR1913286.714817__1.714817	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.714988__1.714988	649756__A0A174SER1__HMPREF0369_00070
ERR1913286.715242__1.715242	1262743__R5C8J0__BN727_01904
ERR1913286.715346__1.715346	165179__D1PDG7__DXB80_11180
ERR1913286.715487__1.715487	165179__A0A3E5DZ45__DXC61_02820
ERR1913286.715675__1.715675	33043__A0A173ZEP9__araC_1
ERR1913286.715909__1.715909	165179__A0A229I1J2__DXB80_03950
ERR1913286.715946__1.715946	28052__A0A174JNB2__ERS852499_01122
ERR1913286.716105__1.716105	165179__A0A3E5E920__DXB80_11625
ERR1913286.716182__1.716182	853__A0A174CVG7__CGS58_09335
ERR1913286.716220__1.716220	39485__C4Z0B2__EUBELI_01024
ERR1913286.716321__1.716321	39491__A0A396FRK0__ERS852417_00541
ERR1913286.716391__1.716391	33043__A0A173XX37__ERS852445_02100
ERR1913286.716682__1.716682	33043__D5HFE3__lacR
ERR1913286.716696__1.716696	165179__A0A174W369__PREVCOP_04548
ERR1913286.716637__1.716637	39491__C4Z9K0__DXD95_07445
ERR1913286.716789__1.716789	33043__A0A173X520__ERS852575_01617
ERR1913286.716865__1.716865	39491__A0A395V2Y7__DXB72_13970
ERR1913286.717136__1.717136	39491__A0A396FBR6__DXC13_08575
ERR1913286.717244__1.717244	39491__A0A395V0E5__ERE_31370
ERR1913286.717302__1.717302	165179__D1PCT4__DXB80_09470
ERR1913286.717606__1.717606	39491__D4JMW8__ERS852497_01971
ERR1913286.717901__1.717901	39491__A0A396FQV7__T1815_10751
ERR1913286.718127__1.718127	33043__A0A173X520__ERS852575_01617
ERR1913286.718223__1.718223	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913286.718315__1.718315	47678__R5UAG4__DW706_17045
ERR1913286.718342__1.718342	239935__A0A139TQT9__Amuc_1197
ERR1913286.718391__1.718391	360807__A0A1Q6T6N0__RIL183_24191
ERR1913286.718444__1.718444	39491__A0A395V297__EUR_01010
ERR1913286.718837__1.718837	1150298__A0A174DSD1__dacB_3
ERR1913286.718791__1.718791	853__A0A2A7B1Y7__C7K05_11930
ERR1913286.718921__1.718921	165179__A0A3E5DZ45__DXC61_02820
ERR1913286.718933__1.718933	39491__A0A395UUN5__EUBREC_0291
ERR1913286.719001__1.719001	33043__D5HI05__ERS852400_02760
ERR1913286.719056__1.719056	165179__A0A174XZU8__DXB80_12180
ERR1913286.719121__1.719121	165179__D1PGU8__PREVCOP_06463
ERR1913286.719183__1.719183	46503__R6Y837__PARMER_03866
ERR1913286.719274__1.719274	39488__A0A285PTA0__EUBHAL_00097
ERR1913286.719278__1.719278	165179__D1PGD2__DXC61_10875
ERR1913286.719413__1.719413	33043__A0A173YEP6__ERS852575_00888
ERR1913286.719499__1.719499	33043__D5HH62__ERS852575_00121
ERR1913286.719506__1.719506	165179__D1PEW8__DXB80_13775
ERR1913286.719434__1.719434	384639__GCA_003096855.1_01178
ERR1913286.719436__1.719436	165179__D1PES9__DXB80_11585
ERR1913286.719464__1.719464	33043__A0A174AEP1__apr
ERR1913286.719565__1.719565	384639__GCA_003096855.1_01177
ERR1913286.719650__1.719650	165179__A0A3E5E920__DXB80_11625
ERR1913286.719655__1.719655	165179__R6CNX7__DXB80_02200
ERR1913286.719793__1.719793	39492__D4JWG6__EUBSIR_00253
ERR1913286.719862__1.719862	46228__B5CP87__HMPREF1202_02330
ERR1913286.719925__1.719925	165179__R6CJG8__DXC61_09290
ERR1913286.719937__1.719937	165179__R6BQP4__DXC61_02015
ERR1913286.720139__1.720139	165179__D1PAN5__PREVCOP_04260
ERR1913286.720329__1.720329	1897011__A0A1Q6RH97__BHW41_01945
