ERR1912966.46__1.46	1161942__argD
ERR1912966.4019991__1.4019991	1262889__R7HC51__BN634_01378
ERR1912966.4019993__1.4019993	360807__A0A1Q6T7G0__ERS852392_03048
ERR1912966.4020021__1.4020021	1897011__A0A1Q6RJI3__BHW41_00255
ERR1912966.4020034__1.4020034	33043__A0A173YSY7__tilS
ERR1912966.4020072__1.4020072	1262945__R6YWN0__BN600_01989
ERR1912966.4020113__1.4020113	216816__A0A374SVM3__BLSL_0492
ERR1912966.4020144__1.4020144	1161942__ctpA
ERR1912966.4020396__1.4020396	853__D4K7X0__DW905_09540
ERR1912966.4020617__1.4020617	1161942__aroA_1
ERR1912966.4021224__1.4021224	33043__D5HIA8__ERS852575_01867
ERR1912966.4021328__1.4021328	944036__A0A196S727__AV274_6149
ERR1912966.4022153__1.4022153	165179__A0A3E5E4P9__DXB80_07930
ERR1912966.4022198__1.4022198	165179__A0A3E5DRF6__DXC61_00200
ERR1912966.4022323__1.4022323	239935__A0A2N8HT44__CXT84_11035
ERR1912966.4022366__1.4022366	301301__A0A395V714__evgS
ERR1912966.4022416__1.4022416	33043__D5HHT2__ERS852445_02796
ERR1912966.4022927__1.4022927	1263027__R6ZSF6__BN699_01843
ERR1912966.4023059__1.4023059	165179__R6C3A5__DXC61_11820
ERR1912966.4023284__1.4023284	328814__GCA_004558275.1_00075
ERR1912966.4023499__1.4023499	944036__A0A196SI53__AV274_2307
ERR1912966.4023548__1.4023548	1680__A1A1R1__BIFADO_00076
ERR1912966.4023582__1.4023582	821__E5UY21__C800_02204
ERR1912966.4023605__1.4023605	33043__D5HHY4__luxQ_1
ERR1912966.4023748__1.4023748	239935__A0A2N8I1R3__CXU05_06075
ERR1912966.4023771__1.4023771	33043__A0A174EI47__inlJ
ERR1912966.4023775__1.4023775	239935__A0A2N8HMQ8__pgsA
ERR1912966.4023906__1.4023906	1262911__R6GPC5__BN557_00852
ERR1912966.4023950__1.4023950	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4024027__1.4024027	1161942__celS
ERR1912966.4024213__1.4024213	239935__R7E524__CXT91_06180
ERR1912966.4024364__1.4024364	239935__A0A2N8HT18__CXT93_06135
ERR1912966.4024611__1.4024611	292800__A0A174NZG5__appA_1
ERR1912966.4024621__1.4024621	1235835__R9LCU2__C814_02677
ERR1912966.4024649__1.4024649	165179__D1PGJ6__DXC61_07300
ERR1912966.4024806__1.4024806	33043__A0A174CPX4__ERS852386_02360
ERR1912966.4024817__1.4024817	165179__A0A3E5E5H1__DXC61_07220
ERR1912966.4025060__1.4025060	165179__D1P9T6__PREVCOP_04016
ERR1912966.4025286__1.4025286	1680__A0A173YLK6__BAD_0868
ERR1912966.4025693__1.4025693	1262961__R6EK01__BN710_00862
ERR1912966.4025756__1.4025756	1262761__R6RTQ9__BN606_01087
ERR1912966.4026053__1.4026053	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1912966.4026190__1.4026190	1680__A7A7Z9__AAX71_05385
ERR1912966.4026209__1.4026209	1262700__R5XC07__BN695_01332
ERR1912966.4026277__1.4026277	239935__A0A2N8HPS5__Amuc_0950
ERR1912966.4026314__1.4026314	39485__A0A174Z851__cdaR_1
ERR1912966.4026552__1.4026552	853__A0A173XRA8__CGS56_09290
ERR1912966.4026701__1.4026701	33043__A0A174BZH8__ERS852575_02145
ERR1912966.4026867__1.4026867	1263000__R5EHB0__BN466_01647
ERR1912966.4026847__1.4026847	33043__A0A374K1H3__ykoD_2
ERR1912966.4027113__1.4027113	1262911__R6H1B2__BN557_00840
ERR1912966.4027204__1.4027204	1262992__R5D9A6__BN795_00819
ERR1912966.4027245__1.4027245	853__C7H7F8__yccM_1
ERR1912966.4027263__1.4027263	239935__A0A139TPD4__CXT86_06450
ERR1912966.4027339__1.4027339	1161942__argS
ERR1912966.4027429__1.4027429	901__B6WVJ8__DHV46_03535
ERR1912966.4027465__1.4027465	1261__A0A135YTZ5__HMPREF3183_00253
ERR1912966.4027480__1.4027480	33043__A0A173WU55__ganB_2
ERR1912966.4027492__1.4027492	239935__A0A2N8HHB6__B5G29_11500
ERR1912966.4027506__1.4027506	33043__A0A173WU55__ganB_2
ERR1912966.4027906__1.4027906	1680__A0A2R4G1K8__BBMN23_0315
ERR1912966.4028055__1.4028055	33043__D5HHY4__luxQ_1
ERR1912966.4028094__1.4028094	1262761__R6RML5__BN606_00248
ERR1912966.4028159__1.4028159	1262992__R5DDW9__BN795_00572
ERR1912966.4028197__1.4028197	28118__F9Z3U6__B5F99_03365
ERR1912966.4028286__1.4028286	239935__A0A139TPG3__CXT86_08810
ERR1912966.4028311__1.4028311	1262989__R6YC95__BN815_00996
ERR1912966.4028400__1.4028400	1735__B7C7C6__EUBIFOR_00073
ERR1912966.4028415__1.4028415	1680__A0A0C2YNK5__BADO_0780
ERR1912966.4028490__1.4028490	165179__A0A229I1J2__DXB80_03950
ERR1912966.4028517__1.4028517	1161942__acsA_3
ERR1912966.4028549__1.4028549	1263027__R6ZEN0__BN699_02354
ERR1912966.4029124__1.4029124	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4029217__1.4029217	569__A0A1B7KHS2__yliE
ERR1912966.4029394__1.4029394	239935__A0A2N8ITG2__Amuc_0335
ERR1912966.4029490__1.4029490	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.4029665__1.4029665	944036__A0A196SA43__AV274_5341
ERR1912966.4029822__1.4029822	821__D4VD59__BHV80_04260
ERR1912966.4029843__1.4029843	172901__A0A2U1B9Y6__C8D82_10265
ERR1912966.4030100__1.4030100	33043__A0A173W4M0__dnaD
ERR1912966.4030172__1.4030172	1262986__R6AQW4__BN492_00061
ERR1912966.4030204__1.4030204	239935__A0A2N8I9P4__CXT85_05050
ERR1912966.4030484__1.4030484	28118__R6F4F9__Odosp_1027
ERR1912966.4030854__1.4030854	552398__F4XHK6__HMPREF0866_03110
ERR1912966.4030892__1.4030892	1262889__R7HA79__BN634_01068
ERR1912966.4030983__1.4030983	239935__A0A2N8IRH4__CXT92_05605
ERR1912966.4031247__1.4031247	33043__A0A173WPI1__ERS852400_02100
ERR1912966.4031370__1.4031370	1150298__A0A174DX06__ERS852498_00491
ERR1912966.4031445__1.4031445	853__E2ZGD9__C7J97_11715
ERR1912966.4031501__1.4031501	1262761__R6RML5__BN606_00248
ERR1912966.4031719__1.4031719	1897011__A0A1Q6RIC6__BHW41_01345
ERR1912966.4031740__1.4031740	239935__A0A2N8IL82__CXU02_11740
ERR1912966.4031764__1.4031764	33043__A0A173YYE7__ERS852445_00670
ERR1912966.4031808__1.4031808	165179__D1PGD2__DXC61_10875
ERR1912966.4031888__1.4031888	39486__G1WNZ7__DXB36_05440
ERR1912966.4032113__1.4032113	1897011__A0A1Q6RF88__BHW41_03295
ERR1912966.4032181__1.4032181	239935__A0A2N8I8X8__B5G29_00185
ERR1912966.4032229__1.4032229	1897011__A0A1Q6RE56__BHW41_04765
ERR1912966.4032233__1.4032233	1262961__R6DSZ1__BN710_01276
ERR1912966.4032235__1.4032235	1263000__R5EV67__BN466_01611
ERR1912966.4032245__1.4032245	165179__A0A3E5E4P9__DXB80_07930
ERR1912966.4032461__1.4032461	1262761__R6R3I7__BN606_01771
ERR1912966.4032481__1.4032481	165179__R6C3K4__PREVCOP_05795
ERR1912966.4032632__1.4032632	1897011__A0A1Q6RE56__BHW41_04765
ERR1912966.4032644__1.4032644	1262761__R6QR72__BN606_01181
ERR1912966.4032696__1.4032696	853__C7H7F8__yccM_1
ERR1912966.4032725__1.4032725	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1912966.4032815__1.4032815	1262911__R6GPM2__BN557_00937
ERR1912966.4032923__1.4032923	1262961__R6EKE2__BN710_00905
ERR1912966.4033037__1.4033037	239935__A0A2N8ITW6__CXT91_06265
ERR1912966.4033247__1.4033247	239935__A0A2N8HAQ1__DEF40_05290
ERR1912966.4033356__1.4033356	1262915__R6ICM3__BN574_00148
ERR1912966.4033702__1.4033702	239935__A0A2N8IQU3__CXU22_05890
ERR1912966.4033750__1.4033750	33043__A8SWM2__ERS852575_01910
ERR1912966.4034407__1.4034407	39496__A5Z5I2__EUBVEN_00963
ERR1912966.4034507__1.4034507	239935__A0A2N8IUW6__Amuc_1525
ERR1912966.4034639__1.4034639	384638__B7AVU0__BACPEC_02840
ERR1912966.4034782__1.4034782	944036__A0A196SFU8__AV274_2407
ERR1912966.4034959__1.4034959	33043__A0A174H1Y6__ERS852575_02698
ERR1912966.4035171__1.4035171	33043__A0A173YUV6__ERS852386_00507
ERR1912966.4035938__1.4035938	33043__D5HIU3__ERS852386_01914
ERR1912966.4036003__1.4036003	310297__B5D3X3__DXB87_14935
ERR1912966.4036013__1.4036013	1680__A0A174BEE7__BSTER_1311
ERR1912966.4036260__1.4036260	39496__A5Z5I2__EUBVEN_00963
ERR1912966.4036430__1.4036430	239935__R7DVL7__CXT93_01180
ERR1912966.4036434__1.4036434	310297__B5D3X3__DXB87_14935
ERR1912966.4036493__1.4036493	1262869__R7CTK3__BN625_00198
ERR1912966.4036703__1.4036703	239935__A0A2N8IXN0__CXT95_01765
ERR1912966.4036809__1.4036809	1263000__R5EAV7__BN466_00502
ERR1912966.4036845__1.4036845	33043__D5HI39__baeS_1
ERR1912966.4036997__1.4036997	1262915__R6HMZ4__BN574_00700
ERR1912966.4037189__1.4037189	853__A0A173T6P2__DWZ46_14595
ERR1912966.4037237__1.4037237	216816__A0A395XZB7__DXD37_04075
ERR1912966.4037282__1.4037282	33043__A8SQU6__ERS852386_01237
ERR1912966.4037284__1.4037284	165179__A0A3E5DZD8__DXB80_09150
ERR1912966.4037312__1.4037312	1262761__R6QU88__BN606_01983
ERR1912966.4037343__1.4037343	1263000__R5EPJ2__BN466_00954
ERR1912966.4037502__1.4037502	216816__A0A0S2MI06__pepV
ERR1912966.4037526__1.4037526	1897011__A0A1Q6RI77__BHW41_01180
ERR1912966.4037530__1.4037530	239935__A0A2N8ITX2__CXT86_11265
ERR1912966.4037564__1.4037564	33043__A0A173WCG7__ERS852575_01602
ERR1912966.4037645__1.4037645	1235835__R9LCU2__C814_02677
ERR1912966.4037746__1.4037746	39485__C4Z6R3__mcp2_1
ERR1912966.4037784__1.4037784	1897011__A0A1Q6RDW7__BHW41_05280
ERR1912966.4037732__1.4037732	165179__A0A3E5E0D5__PREVCOP_04205
ERR1912966.4037970__1.4037970	901__B6WVG4__DHV46_05870
ERR1912966.4038433__1.4038433	239935__A0A2N8I3Z7__CXU05_10555
ERR1912966.4038672__1.4038672	45851__D4S288__BHV86_04325
ERR1912966.4038700__1.4038700	1262761__R6RU22__BN606_01110
ERR1912966.4038780__1.4038780	39485__C4Z028__ERS852492_00100
ERR1912966.4039159__1.4039159	1161942__comM
ERR1912966.4039494__1.4039494	33043__D5HFX2__ERS852445_02161
ERR1912966.4039753__1.4039753	1262911__R6GTZ0__BN557_01437
ERR1912966.4039773__1.4039773	239935__A0A2N8IU45__DEF40_02365
ERR1912966.4040149__1.4040149	239935__A0A2N8ILG3__CXT93_10135
ERR1912966.4040649__1.4040649	1161942__cshA
ERR1912966.4040678__1.4040678	1680__A0A076JNH5__DXC60_03835
ERR1912966.4040794__1.4040794	28118__F9ZBW3__Odosp_3541
ERR1912966.4040832__1.4040832	1680__R5GR82__AD0028_0014
ERR1912966.4041166__1.4041166	239935__R6J9Y2__CXT85_07000
ERR1912966.4041479__1.4041479	1161942__addA_3
ERR1912966.4041519__1.4041519	1161942__clpB
ERR1912966.4041569__1.4041569	33043__A0A174CPX4__ERS852386_02360
ERR1912966.4041554__1.4041554	944036__A0A196SGB3__AV274_2949
ERR1912966.4041644__1.4041644	1262961__R6E698__BN710_01517
ERR1912966.4041733__1.4041733	1680__A7A7Z9__AAX71_05385
ERR1912966.4041897__1.4041897	1897011__A0A1Q6RBY6__BHW41_06440
ERR1912966.4041957__1.4041957	1262915__R6ICM3__BN574_00148
ERR1912966.4042119__1.4042119	328814__GCA_004558275.1_00295
ERR1912966.4042559__1.4042559	165179__D1PGJ6__DXC61_07300
ERR1912966.4042663__1.4042663	29361__B6FKH5__CLONEX_00621
ERR1912966.4042669__1.4042669	1161942__catM
ERR1912966.4042750__1.4042750	1262761__R6QWS5__BN606_02019
ERR1912966.4042762__1.4042762	1262945__R7A098__BN600_00317
ERR1912966.4042855__1.4042855	901__B6WUL1__DESPIG_01755
ERR1912966.4042976__1.4042976	246787__A0A0P0G254__axeA1_2
ERR1912966.4043033__1.4043033	40518__R5DS17__RBATCC27255_00416
ERR1912966.4043513__1.4043513	1262915__R6HRT0__BN574_00012
ERR1912966.4043769__1.4043769	33043__A0A174ADZ1__dcuS_1
ERR1912966.4043752__1.4043752	33043__A0A173WU55__ganB_2
ERR1912966.4043850__1.4043850	33043__D5HEQ5__gluP_2
ERR1912966.4044122__1.4044122	239935__A0A2N8HT18__CXT93_06135
ERR1912966.4044513__1.4044513	33043__A0A174EI47__inlJ
ERR1912966.4044532__1.4044532	853__C7H7F8__yccM_1
ERR1912966.4044490__1.4044490	1897011__A0A1Q6RJW7__BHW41_00060
ERR1912966.4044551__1.4044551	33043__A0A174H1B6__ERS852575_02702
ERR1912966.4044600__1.4044600	387661__B7B704__B5F96_16210
ERR1912966.4044644__1.4044644	1263006__R6LL73__BN515_00292
ERR1912966.4044652__1.4044652	39496__A5Z5I2__EUBVEN_00963
ERR1912966.4044700__1.4044700	239935__A0A2N8HM32__CXT85_08075
ERR1912966.4044673__1.4044673	239935__A0A2N8IMD6__CXU03_05585
ERR1912966.4044730__1.4044730	33043__A0A173QUA9__ERS852400_01795
ERR1912966.4044737__1.4044737	165179__D1PCL6__DXB80_13435
ERR1912966.4044835__1.4044835	1262761__R6QMI9__BN606_00798
ERR1912966.4044923__1.4044923	853__A0A174BZY1__xerD_1
ERR1912966.4044990__1.4044990	39491__A0A395UXH0__EUBREC_0021
ERR1912966.4044966__1.4044966	1965639__A0A1Y3XLE1__B5G03_08040
ERR1912966.4045146__1.4045146	33043__D5HFA1__ERS852400_02183
ERR1912966.4045177__1.4045177	1262915__R6HEI3__BN574_01430
ERR1912966.4045263__1.4045263	1161942__accC
ERR1912966.4045404__1.4045404	1262989__R6YIL4__BN815_02393
ERR1912966.4045430__1.4045430	39496__A5Z5I2__EUBVEN_00963
ERR1912966.4045495__1.4045495	239935__A0A2N8HW65__CXU09_08515
ERR1912966.4045521__1.4045521	39496__A5Z5I2__EUBVEN_00963
ERR1912966.4045909__1.4045909	1262915__R6HQV2__BN574_01665
ERR1912966.4046150__1.4046150	1680__A0A374QDL4__LMG18897_0432
ERR1912966.4046192__1.4046192	33043__A0A173WU55__ganB_2
ERR1912966.4046234__1.4046234	1235835__R9LCU2__C814_02677
ERR1912966.4046539__1.4046539	214856__R6XKW1__ERS852559_01141
ERR1912966.4047151__1.4047151	28026__A0A396BA17__DXC83_09095
ERR1912966.4047164__1.4047164	1897011__A0A1Q6RF71__BHW41_03215
ERR1912966.4047139__1.4047139	239935__A0A139TQT9__Amuc_1197
ERR1912966.4047245__1.4047245	821__A0A3E4HP25__SAMN04487923_102450
ERR1912966.4047217__1.4047217	33043__A0A174BZH6__ERS852400_01477
ERR1912966.4047237__1.4047237	28026__A0A396BA17__DXC83_09095
ERR1912966.4047419__1.4047419	357276__I9QBT7__BSEG_03340
ERR1912966.4047440__1.4047440	1262700__R5XKX7__BN695_01333
ERR1912966.4047626__1.4047626	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912966.4047790__1.4047790	33043__A8SPT5__yfiN_2
ERR1912966.4047882__1.4047882	33043__D5HGZ8__nnr
ERR1912966.4047923__1.4047923	384638__B7AN18__BACPEC_00070
ERR1912966.4048113__1.4048113	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1912966.4048180__1.4048180	33043__A0A173W4M0__dnaD
ERR1912966.4048317__1.4048317	40520__A0A3E5E983__DXC87_15505
ERR1912966.4048344__1.4048344	1680__A0A076JM61__DXD63_05245
ERR1912966.4048352__1.4048352	39485__A0A174ZPH7__ERS852490_01992
ERR1912966.4048442__1.4048442	410072__A0A173Y8R3__rng
ERR1912966.4048575__1.4048575	33043__D5HIK4__ERS852400_01112
ERR1912966.4048677__1.4048677	853__D4JY61__C4N21_10560
ERR1912966.4048741__1.4048741	33043__D5HJ22__ERS852575_02302
ERR1912966.4048805__1.4048805	301302__A0A173S3L8__vpr
ERR1912966.4049325__1.4049325	1262911__R6H1B2__BN557_00840
ERR1912966.4049688__1.4049688	487175__R5E7Q1__HMPREF9439_01340
ERR1912966.4049697__1.4049697	33043__D5HJC5__ERS852386_02144
ERR1912966.4049723__1.4049723	853__A0A329UEG4__CHR60_00585
ERR1912966.4049820__1.4049820	901__B6WYD7__DESPIG_03118
ERR1912966.4049881__1.4049881	1262961__R6E698__BN710_01517
ERR1912966.4049892__1.4049892	33043__D5HEF6__ERS852445_00180
ERR1912966.4049966__1.4049966	33043__D5HEF6__ERS852445_00180
ERR1912966.4050124__1.4050124	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.4050295__1.4050295	33043__A0A173SS22__yceG
ERR1912966.4050472__1.4050472	1262915__R6I9M7__BN574_00854
ERR1912966.4050473__1.4050473	165179__A0A3E5E7A6__PREVCOP_04277
ERR1912966.4050497__1.4050497	28052__R7NAW0__ERS852499_00868
ERR1912966.4050509__1.4050509	33043__A0A374K1H3__ykoD_2
ERR1912966.4050654__1.4050654	33043__A0A174CPX4__ERS852386_02360
ERR1912966.4050721__1.4050721	1262915__R6HMH7__BN574_01494
ERR1912966.4050764__1.4050764	33043__A8SWM2__ERS852575_01910
ERR1912966.4050828__1.4050828	1161942__carA
ERR1912966.4050893__1.4050893	1262869__R7CPH9__BN625_01415
ERR1912966.4050964__1.4050964	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.4051066__1.4051066	239935__A0A2N8HT44__CXT84_11035
ERR1912966.4051859__1.4051859	1262761__R6RPK4__BN606_00541
ERR1912966.4051965__1.4051965	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.4052038__1.4052038	239935__A0A139TQT9__Amuc_1197
ERR1912966.4052148__1.4052148	1681__A0A0E2ZRM9__DXC70_08430
ERR1912966.4052291__1.4052291	239935__R6JAS2__CXU02_10725
ERR1912966.4052842__1.4052842	1262761__R6R5Y6__BN606_00217
ERR1912966.4052890__1.4052890	384638__B7AVU0__BACPEC_02840
ERR1912966.4053028__1.4053028	1262988__R7N221__BN816_01561
ERR1912966.4053079__1.4053079	165179__A0A3E4SJT2__PREVCOP_04897
ERR1912966.4053115__1.4053115	1262911__R6H1M1__BN557_00925
ERR1912966.4053694__1.4053694	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1912966.4053728__1.4053728	1262761__R6QT25__BN606_01812
ERR1912966.4053909__1.4053909	28117__B0MTV3__BHV66_06405
ERR1912966.4054077__1.4054077	853__A0A173T0Y8__CGS54_07215
ERR1912966.4054650__1.4054650	39492__D4JQL8__ywpJ
ERR1912966.4054727__1.4054727	239935__A0A2N8IRW0__A4V05_11620
ERR1912966.4054979__1.4054979	1161942__csxA
ERR1912966.4055289__1.4055289	33043__A0A174BZH8__ERS852575_02145
ERR1912966.4055424__1.4055424	239935__A0A2N8HTZ8__CXU09_01270
ERR1912966.4055748__1.4055748	1105031__J1H3W2__HMPREF1141_2783
ERR1912966.4055763__1.4055763	165179__A0A3E5A554__DXB80_13805
ERR1912966.4056051__1.4056051	1680__A0A076JM61__DXD63_05245
ERR1912966.4056111__1.4056111	1161942__alsT_1
ERR1912966.4056186__1.4056186	165179__D1P8K1__DXB80_06045
ERR1912966.4056389__1.4056389	33043__A8SWM2__ERS852575_01910
ERR1912966.4056452__1.4056452	1680__A0A2R4G1K8__BBMN23_0315
ERR1912966.4056472__1.4056472	1680__A0A2R4G1K8__BBMN23_0315
ERR1912966.4056654__1.4056654	901__B6WTT7__DESPIG_01494
ERR1912966.4056815__1.4056815	165179__A0A3E5E4P9__DXB80_07930
ERR1912966.4056840__1.4056840	1161942__bglA
ERR1912966.4056921__1.4056921	239935__A0A2N8HB50__CXU17_02615
ERR1912966.4057066__1.4057066	552398__F4XCQ4__HMPREF0866_01621
ERR1912966.4057209__1.4057209	2058152__A0A285B964__KOSB73_390004
ERR1912966.4057243__1.4057243	165179__A0A3E5EB26__CFT61_02800
ERR1912966.4057247__1.4057247	239935__A0A2N8HH03__CXU09_08875
ERR1912966.4057435__1.4057435	1262869__R7CT15__BN625_01708
ERR1912966.4057630__1.4057630	853__A0A2A7B9I6__DW855_13690
ERR1912966.4057692__1.4057692	1161942__aroA_1
ERR1912966.4057646__1.4057646	165179__A0A3E5A554__DXB80_13805
ERR1912966.4057747__1.4057747	214856__E4MF20__Alfi_0697
ERR1912966.4057801__1.4057801	1680__A0A374QDL4__LMG18897_0432
ERR1912966.4057875__1.4057875	1680__A0A0C2VBJ4__birA
ERR1912966.4058148__1.4058148	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912966.4058196__1.4058196	853__A0A3E2V168__FAEPRAM212_00929
ERR1912966.4058199__1.4058199	853__A0A2A7B9I6__DW855_13690
ERR1912966.4058247__1.4058247	33043__A0A173WPI1__ERS852400_02100
ERR1912966.4058423__1.4058423	1262993__R5CJC7__BN785_00469
ERR1912966.4058451__1.4058451	1235793__R9KSF0__C809_01679
ERR1912966.4058500__1.4058500	239935__A0A2N8I8X8__B5G29_00185
ERR1912966.4059067__1.4059067	216816__E5Y0K4__B8809_0128
ERR1912966.4059131__1.4059131	1263000__R5EGY6__BN466_00973
ERR1912966.4059101__1.4059101	1263030__R5CZV8__BN705_01159
ERR1912966.4059109__1.4059109	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1912966.4059197__1.4059197	239935__A0A2N8I368__CXT95_04550
ERR1912966.4059498__1.4059498	1897011__A0A1Q6RJU7__BHW41_00015
ERR1912966.4059616__1.4059616	1262869__R7CR03__BN625_01769
ERR1912966.4059700__1.4059700	1378168__V2YA11__N510_02528
ERR1912966.4059842__1.4059842	1263027__R6ZFP7__BN699_00330
ERR1912966.4059892__1.4059892	572010__rpsH
ERR1912966.4059947__1.4059947	1262911__R6H2J2__BN557_01228
ERR1912966.4060051__1.4060051	1680__R5GR82__AD0028_0014
ERR1912966.4060426__1.4060426	1703337__A0A2U0U7Q7__C7379_11089
ERR1912966.4060439__1.4060439	1262761__R6R8R4__BN606_01561
ERR1912966.4060507__1.4060507	572010__rpsH
ERR1912966.4060890__1.4060890	239935__A0A2N8I1R3__CXU05_06075
ERR1912966.4061038__1.4061038	901__B6WTW8__DESPIGER_1202
ERR1912966.4061054__1.4061054	33043__A0A173WT47__ERS852400_02101
ERR1912966.4061193__1.4061193	1161942__araQ_2
ERR1912966.4061257__1.4061257	28117__B0MXG8__ALIPUT_01814
ERR1912966.4061274__1.4061274	1262911__R6H0U7__BN557_01104
ERR1912966.4061286__1.4061286	1680__R5GKP2__DXD60_06200
ERR1912966.4061604__1.4061604	239935__A0A2N8IF99__lpdA
ERR1912966.4062095__1.4062095	239935__A0A2N8HBM4__CXT85_06270
ERR1912966.4062119__1.4062119	1680__A0A0C2VBJ4__birA
ERR1912966.4062537__1.4062537	239935__B2UPZ6__CXU03_03800
ERR1912966.4062652__1.4062652	360807__A0A0M6WHB7__ERS852444_00092
ERR1912966.4062665__1.4062665	1263027__R6ZNP9__BN699_00649
ERR1912966.4062838__1.4062838	239935__A0A2N8HUU6__CXT90_06150
ERR1912966.4062857__1.4062857	487175__R5E5C4__HMPREF9439_00381
ERR1912966.4063165__1.4063165	1897011__A0A1Q6RI93__BHW41_01175
ERR1912966.4063151__1.4063151	39492__R6SPM9__pheT
ERR1912966.4063296__1.4063296	28026__A0A267WJP6__AW18_01035
ERR1912966.4063512__1.4063512	33043__A0A173YUV6__ERS852386_00507
ERR1912966.4063693__1.4063693	1680__A0A0C2YPV2__AL0462_1474
ERR1912966.4063810__1.4063810	1263000__R5ER22__BN466_01180
ERR1912966.4063933__1.4063933	165179__A0A3E4SJT2__PREVCOP_04897
ERR1912966.4063957__1.4063957	901__B6WR60__DESPIGER_0223
ERR1912966.4064252__1.4064252	1628085__A0A1C6AZZ4__C7386_101481
ERR1912966.4064400__1.4064400	1897011__A0A1Q6RG59__BHW41_02475
ERR1912966.4064606__1.4064606	1262988__R7N4U5__BN816_00495
ERR1912966.4064611__1.4064611	239935__A0A2N8HBM4__CXT85_06270
ERR1912966.4064690__1.4064690	33043__D5HH34__ERS852386_00170
ERR1912966.4064764__1.4064764	1262869__R7CQI7__BN625_01450
ERR1912966.4064793__1.4064793	33043__D5HDY1__cdd
ERR1912966.4064776__1.4064776	1262986__R6A5C9__BN492_01682
ERR1912966.4064867__1.4064867	39485__A0A174Z1A6__EUBELI_00220
ERR1912966.4065105__1.4065105	39488__A0A174BSK2__ERS852450_01031
ERR1912966.4065110__1.4065110	239935__A0A2N8I6R6__CXU04_04335
ERR1912966.4065223__1.4065223	39485__A0A174Z851__cdaR_1
ERR1912966.4065369__1.4065369	1262761__R6QNA2__BN606_00906
ERR1912966.4065376__1.4065376	239935__A0A2N8ITG2__Amuc_0335
ERR1912966.4065442__1.4065442	1263000__R5EBJ6__BN466_00543
ERR1912966.4065503__1.4065503	1262761__R6RU22__BN606_01110
ERR1912966.4065603__1.4065603	1680__A0A076JNH5__DXC60_03835
ERR1912966.4065857__1.4065857	106588__A6NUL8__BACCAP_01900
ERR1912966.4065869__1.4065869	1262988__R7N756__BN816_00589
ERR1912966.4065954__1.4065954	106588__A6NUL8__BACCAP_01900
ERR1912966.4065962__1.4065962	239935__A0A2N8HMQ8__pgsA
ERR1912966.4065992__1.4065992	1262915__R6HGG0__BN574_00378
ERR1912966.4066042__1.4066042	165179__A0A3E5A5E5__DXC61_13965
ERR1912966.4066112__1.4066112	106588__A6NUL8__BACCAP_01900
ERR1912966.4066150__1.4066150	33043__D5HIL5__ERS852445_01761
ERR1912966.4066298__1.4066298	1262700__R5XKX7__BN695_01333
ERR1912966.4066512__1.4066512	33043__A0A174B5C6__acm_3
ERR1912966.4066585__1.4066585	216816__A0A0M0VLZ8__BLIC_h02110
ERR1912966.4066764__1.4066764	33043__D5HIC8__vspIM
ERR1912966.4066839__1.4066839	944036__A0A196SJX0__AV274_0922
ERR1912966.4066824__1.4066824	1262761__R6QW09__BN606_00873
ERR1912966.4066886__1.4066886	39485__A0A174ZPH7__ERS852490_01992
ERR1912966.4067115__1.4067115	853__A0A173XRA8__CGS56_09290
ERR1912966.4067200__1.4067200	901__B6WXG9__DESPIG_02795
ERR1912966.4067283__1.4067283	1263006__R6LU28__BN515_01365
ERR1912966.4067304__1.4067304	1263044__GCA_000433375.1_00653
ERR1912966.4067331__1.4067331	74426__nifJ
ERR1912966.4067428__1.4067428	74426__infB
ERR1912966.4067499__1.4067499	821__A0A396F9T7__M097_3427
ERR1912966.4067520__1.4067520	1262761__R6QXL2__BN606_02127
ERR1912966.4067583__1.4067583	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.4067624__1.4067624	239935__A0A2N8IU14__ADH72_05655
ERR1912966.4067697__1.4067697	1161942__copA_2
ERR1912966.4067699__1.4067699	901__B6WUW8__DESPIGER_1921
ERR1912966.4067738__1.4067738	239935__A0A2N8HQR1__Amuc_0287
ERR1912966.4067721__1.4067721	239935__A0A2N8HBP0__CXT94_04450
ERR1912966.4067725__1.4067725	33043__A0A174A3W6__ERS852445_00349
ERR1912966.4067764__1.4067764	172901__A0A2U1AED4__C8D82_14814
ERR1912966.4068149__1.4068149	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912966.4068208__1.4068208	944036__A0A196SFU8__AV274_2407
ERR1912966.4068265__1.4068265	28117__B0MTH2__ALIPUT_00061
