ERR1913239.775__1.775	39485__A0A174Z2K9__ERS852490_02052
ERR1913239.2200877__1.2200877	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913239.2200984__1.2200984	487174__K0X109__DDY40_03235
ERR1913239.2202120__1.2202120	1262777__R5WGC7__BN512_00376
ERR1913239.2202191__1.2202191	1262927__R7EX56__BN677_00089
ERR1913239.2202471__1.2202471	1897011__A0A1Q6REA0__BHW41_04660
ERR1913239.2203006__1.2203006	39491__A0A395V297__EUR_01010
ERR1913239.2203042__1.2203042	1262927__R7EX56__BN677_00089
ERR1913239.2203810__1.2203810	2292283__A0A374W7N4__DXB63_12335
ERR1913239.2204019__1.2204019	74426__purL
ERR1913239.2204035__1.2204035	166486__D4L334__mcp3_1
ERR1913239.2204455__1.2204455	487174__K0X455__HMPREF9448_00399
ERR1913239.2204631__1.2204631	901__B6WUN6__DHV46_11020
ERR1913239.2204883__1.2204883	901__B6WVN3__DHV46_02690
ERR1913239.2204895__1.2204895	1262886__R6Q7L1__BN563_00804
ERR1913239.2205091__1.2205091	2108523__A0A2P2F504__LAWASA_1087
ERR1913239.2205273__1.2205273	28117__B0MT38__BHV66_05995
ERR1913239.2205649__1.2205649	853__A8SB03__C4Q21_07960
ERR1913239.2205734__1.2205734	821__A0A3E4WAR6__DXD64_10735
ERR1913239.2206033__1.2206033	572010__hgdC_1
ERR1913239.2206532__1.2206532	1262927__R7EX56__BN677_00089
ERR1913239.2206680__1.2206680	172901__A0A2U1AAK5__C8D82_1615
ERR1913239.2206773__1.2206773	884684__GCA_002892425.1_01408
ERR1913239.2207226__1.2207226	1501391__GCA_000786575.1_00033
ERR1913239.2207446__1.2207446	454155__F3QZ25__HMPREF9442_03471
ERR1913239.2207557__1.2207557	1262911__R6GT12__BN557_01070
ERR1913239.2207637__1.2207637	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913239.2207996__1.2207996	901__B6WVR4__DESPIGER_2125
ERR1913239.2208067__1.2208067	47678__A5ZG68__ERS852494_02968
ERR1913239.2208175__1.2208175	1150298__R7JNQ8__ERS852406_00857
ERR1913239.2208200__1.2208200	1262911__R6GXS5__BN557_00160
ERR1913239.2208353__1.2208353	853__E2ZGD9__C7J97_11715
ERR1913239.2208381__1.2208381	74426__purL
ERR1913239.2208480__1.2208480	901__B6WUW8__DESPIGER_1921
ERR1913239.2208624__1.2208624	820__A0A174DZ97__SAMN05444418_101240
ERR1913239.2208907__1.2208907	28117__B0MVL5__BHV66_01660
ERR1913239.2209566__1.2209566	28117__B0MUR5__BHV66_03900
ERR1913239.2210015__1.2210015	28117__B0MUR5__BHV66_03900
ERR1913239.2210375__1.2210375	106588__A6P303__BACCAP_04887
ERR1913239.2210755__1.2210755	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2210895__1.2210895	33039__R6NZL9__RTO_21970
ERR1913239.2210888__1.2210888	853__A0A174BZY1__xerD_1
ERR1913239.2210933__1.2210933	39491__A0A396FPV7__ERS852580_01177
ERR1913239.2210954__1.2210954	901__B6WRI9__DESPIGER_0385
ERR1913239.2211107__1.2211107	384638__B7AVU0__BACPEC_02840
ERR1913239.2211395__1.2211395	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913239.2211771__1.2211771	1501391__GCA_000786575.1_00099
ERR1913239.2211807__1.2211807	901__B6WPV2__DHV46_04070
ERR1913239.2211900__1.2211900	74426__group_4823
ERR1913239.2211911__1.2211911	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913239.2211970__1.2211970	901__B6WVN9__DESPIG_02157
ERR1913239.2212130__1.2212130	74426__rpoC
ERR1913239.2212210__1.2212210	39485__C4Z028__ERS852492_00100
ERR1913239.2212279__1.2212279	39485__C4Z1J7__ERS852490_01574
ERR1913239.2212887__1.2212887	214856__I3YMN6__Alfi_1938
ERR1913239.2212946__1.2212946	39485__A0A174YIY1__cheY_1
ERR1913239.2213172__1.2213172	28117__B0MSL1__BHV66_06710
ERR1913239.2213306__1.2213306	901__B6WXX4__DESPIGER_1515
ERR1913239.2213416__1.2213416	901__B6WUF4__DESPIG_01712
ERR1913239.2213461__1.2213461	853__A0A2A7B1Y7__C7K05_11930
ERR1913239.2213557__1.2213557	39485__A0A174YW66__ERS852490_03040
ERR1913239.2213923__1.2213923	1235835__R9LCU2__C814_02677
ERR1913239.2214038__1.2214038	901__B6WQT6__DESPIG_00415
ERR1913239.2214443__1.2214443	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2214447__1.2214447	552398__F4XCR9__HMPREF0866_01636
ERR1913239.2214593__1.2214593	28117__B0MY40__BHV66_05170
ERR1913239.2215096__1.2215096	901__B6WY35__DESPIGER_1461
ERR1913239.2215207__1.2215207	1262911__R6GXS5__BN557_00160
ERR1913239.2215175__1.2215175	1262911__R6GN99__BN557_01784
ERR1913239.2215322__1.2215322	28117__B0MVL5__BHV66_01660
ERR1913239.2215790__1.2215790	1628085__A0A1C5ZCR8__C7386_10447
ERR1913239.2215798__1.2215798	821__A0A3E4KIM1__M097_3660
ERR1913239.2216433__1.2216433	28117__B0N028__BHV66_05935
ERR1913239.2216611__1.2216611	1263006__R6M2F7__BN515_00608
ERR1913239.2216700__1.2216700	33043__A8SWZ6__ERS852386_02582
ERR1913239.2216711__1.2216711	674529__A0A174J9J9__SAMN05444400_1069
ERR1913239.2217380__1.2217380	446660__GCA_003428235.1_00098
ERR1913239.2217497__1.2217497	357276__B6W1Y5__IY41_11405
ERR1913239.2217609__1.2217609	328814__GCA_004558275.1_02278
ERR1913239.2218390__1.2218390	572010__hgdC_1
ERR1913239.2218503__1.2218503	901__B6WXF1__DESPIGER_1660
ERR1913239.2218486__1.2218486	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913239.2218492__1.2218492	853__A0A2J4JL53__CRH10_10795
ERR1913239.2218535__1.2218535	1263000__R5EKR4__BN466_01609
ERR1913239.2218879__1.2218879	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913239.2218938__1.2218938	1262927__R7EX56__BN677_00089
ERR1913239.2218989__1.2218989	853__A0A174UDE9__C4N25_12775
ERR1913239.2219012__1.2219012	1501391__GCA_000786575.1_00113
ERR1913239.2219276__1.2219276	820__A0A174CG08__DXB62_13215
ERR1913239.2219676__1.2219676	901__B6WQM5__cobM
ERR1913239.2219862__1.2219862	214856__I3YMC8__ERS852447_02666
ERR1913239.2220528__1.2220528	1235835__R9LCU2__C814_02677
ERR1913239.2220977__1.2220977	901__B6WY11__DESPIGER_1484
ERR1913239.2221022__1.2221022	47678__A5ZHJ2__DXB67_12405
ERR1913239.2221026__1.2221026	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.2221422__1.2221422	901__A0A1K1LGQ2__DESPIG_02072
ERR1913239.2221450__1.2221450	853__A0A173YYY4__DWZ04_09420
ERR1913239.2221855__1.2221855	901__B6WXH1__DESPIGER_1644
ERR1913239.2222131__1.2222131	1263000__R5EKR4__BN466_01609
ERR1913239.2222262__1.2222262	214856__A0A173YDP1__ERS852559_00120
ERR1913239.2222559__1.2222559	357276__B6W5Q9__HMPREF1063_03125
ERR1913239.2222529__1.2222529	357276__B6VXX7__HMPREF1063_02683
ERR1913239.2222791__1.2222791	328814__GCA_004558275.1_01001
ERR1913239.2222798__1.2222798	853__A0A2A7B9I6__DW855_13690
ERR1913239.2223073__1.2223073	28117__B0MUX4__ALIPUT_00911
ERR1913239.2223369__1.2223369	901__B6WR00__DESPIGER_0128
ERR1913239.2223484__1.2223484	292800__A0A1C7FRP6__HMPREF9460_00386
ERR1913239.2223736__1.2223736	1262927__R7EX56__BN677_00089
ERR1913239.2224551__1.2224551	28117__B0MU58__BHV66_05630
ERR1913239.2224800__1.2224800	46228__B5CP87__HMPREF1202_02330
ERR1913239.2225283__1.2225283	821__A6L0C7__ERS852556_03520
ERR1913239.2225487__1.2225487	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913239.2225754__1.2225754	1263000__R5EMZ8__BN466_00707
ERR1913239.2226074__1.2226074	1262824__R6RRF1__BN719_00389
ERR1913239.2226087__1.2226087	901__B6WPS9__DHV46_04165
ERR1913239.2226348__1.2226348	1235835__R9LCU2__C814_02677
ERR1913239.2226412__1.2226412	1262927__R7EX56__BN677_00089
ERR1913239.2226489__1.2226489	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913239.2226503__1.2226503	216816__C5E9A6__mutT4
ERR1913239.2226555__1.2226555	1472761__GCA_002159295.1_00744
ERR1913239.2226751__1.2226751	46503__A7A9R2__ERS852463_01218
ERR1913239.2227348__1.2227348	853__A8SB03__C4Q21_07960
ERR1913239.2227666__1.2227666	1897011__A0A1Q6RI77__BHW41_01180
ERR1913239.2227709__1.2227709	1897011__A0A1Q6RCY0__BHW41_05945
ERR1913239.2227795__1.2227795	1262927__R7EX56__BN677_00089
ERR1913239.2227994__1.2227994	1501391__GCA_000786575.1_00125
ERR1913239.2227929__1.2227929	1897011__A0A1Q6RF88__BHW41_03295
ERR1913239.2228116__1.2228116	820__A0A3E4XDK3__ERS852554_03650
ERR1913239.2228289__1.2228289	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913239.2228390__1.2228390	351052__ilvD
ERR1913239.2228436__1.2228436	901__B6WTQ4__DESPIGER_1255
ERR1913239.2229066__1.2229066	1262927__R7EX56__BN677_00089
ERR1913239.2229094__1.2229094	1262911__R6HHR1__BN557_01622
ERR1913239.2229276__1.2229276	46228__V8C989__HMPREF1202_01036
ERR1913239.2229558__1.2229558	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913239.2229606__1.2229606	1262989__R6Y7N9__BN815_01311
ERR1913239.2229919__1.2229919	410072__A0A174K1D5__hscC
ERR1913239.2230122__1.2230122	572010__group_1977
ERR1913239.2230135__1.2230135	1393034__GCA_001552785.1_00728
ERR1913239.2230468__1.2230468	820__A0A174CG08__DXB62_13215
ERR1913239.2230924__1.2230924	28117__B0MXU6__ALIPUT_01958
ERR1913239.2231227__1.2231227	214856__A0A173YXX1__ERS852559_01651
ERR1913239.2231437__1.2231437	1897011__A0A1Q6REY1__BHW41_04470
ERR1913239.2231450__1.2231450	28117__B0MXW9__ALIPUT_01981
ERR1913239.2231452__1.2231452	446660__GCA_003428235.1_02052
ERR1913239.2232059__1.2232059	853__C7H7F8__yccM_1
ERR1913239.2232070__1.2232070	1262992__R5DG08__BN795_00475
ERR1913239.2232233__1.2232233	216816__A0A395XYV2__APC1468_1887
ERR1913239.2232259__1.2232259	1501391__GCA_000786575.1_00067
ERR1913239.2232366__1.2232366	46228__B5CQI6__RUMLAC_01732
ERR1913239.2232837__1.2232837	166486__D4KPQ7__ROSINTL182_09065
ERR1913239.2232846__1.2232846	1897011__A0A1Q6RE67__BHW41_04635
ERR1913239.2233041__1.2233041	1263000__R5EGY7__BN466_01478
ERR1913239.2233383__1.2233383	46228__V8BL71__DXD17_11775
ERR1913239.2233619__1.2233619	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913239.2233664__1.2233664	1262911__R6H2J2__BN557_01228
ERR1913239.2233714__1.2233714	1262927__R7EX56__BN677_00089
ERR1913239.2233723__1.2233723	74426__purL
ERR1913239.2234034__1.2234034	1262927__R7EX56__BN677_00089
ERR1913239.2234231__1.2234231	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913239.2234201__1.2234201	1263000__R5EGY6__BN466_00973
ERR1913239.2234342__1.2234342	74426__nifJ
ERR1913239.2234936__1.2234936	147206__GCF_000156215.1_01775
ERR1913239.2235048__1.2235048	1262911__R6HHR1__BN557_01622
ERR1913239.2235206__1.2235206	166486__D4KRN9__ERS852572_01822
ERR1913239.2235337__1.2235337	1897011__A0A1Q6RC92__BHW41_06320
ERR1913239.2235355__1.2235355	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913239.2235437__1.2235437	901__B6WR00__DESPIGER_0128
ERR1913239.2235452__1.2235452	572010__tgt
ERR1913239.2235494__1.2235494	901__B6WUH5__DESPIGER_1779
ERR1913239.2235648__1.2235648	1628085__A0A2U1B4W6__C7386_11942
ERR1913239.2235615__1.2235615	1262927__R7EX56__BN677_00089
ERR1913239.2235760__1.2235760	1263000__R5EGY6__BN466_00973
ERR1913239.2235780__1.2235780	1263000__R5EEL2__BN466_01100
ERR1913239.2236619__1.2236619	1263000__R5ETL6__BN466_01607
ERR1913239.2236802__1.2236802	1897011__A0A1Q6RE47__BHW41_04715
ERR1913239.2237277__1.2237277	626930__F3PVE2__HMPREF9446_02720
ERR1913239.2237509__1.2237509	40518__R5DTW7__phoU
ERR1913239.2237695__1.2237695	1897011__A0A1Q6RH97__BHW41_01945
ERR1913239.2237935__1.2237935	1262743__R5C9G8__BN727_01341
ERR1913239.2238078__1.2238078	572010__aspS
ERR1913239.2238366__1.2238366	1897011__A0A1Q6RI11__BHW41_00845
ERR1913239.2238638__1.2238638	39488__C0EY66__prkC_1
ERR1913239.2238660__1.2238660	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913239.2239790__1.2239790	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.2240094__1.2240094	2108523__A0A2P2F2M4__LAWASA_205
ERR1913239.2240224__1.2240224	1150298__R7JPI7__cotI
ERR1913239.2240299__1.2240299	28117__B0MY40__BHV66_05170
ERR1913239.2240451__1.2240451	821__A0A174K302__CUU_3129
ERR1913239.2240539__1.2240539	106588__A6NUL8__BACCAP_01900
ERR1913239.2240823__1.2240823	28117__B0MY40__BHV66_05170
ERR1913239.2240930__1.2240930	552398__F4XCR9__HMPREF0866_01636
ERR1913239.2241073__1.2241073	106588__A6NUL8__BACCAP_01900
ERR1913239.2241309__1.2241309	1263000__R5EFJ5__BN466_01372
ERR1913239.2241402__1.2241402	39491__A0A173QT73__alaS_2
ERR1913239.2241467__1.2241467	74426__rpoB
ERR1913239.2241772__1.2241772	1263000__R5EXT3__BN466_02213
ERR1913239.2241727__1.2241727	820__A0A139K1Y6__DXB48_02610
ERR1913239.2241974__1.2241974	1550024__G9RQ59__TQ39_14360
ERR1913239.2242352__1.2242352	1150298__A0A174TDE7__ERS852535_00299
ERR1913239.2242502__1.2242502	46228__B5CSE2__HMPREF1202_00716
ERR1913239.2242903__1.2242903	901__B6WXF1__DESPIGER_1660
ERR1913239.2242954__1.2242954	853__A0A173RZ39__C4N22_01650
ERR1913239.2243153__1.2243153	28117__B0MVL5__BHV66_01660
ERR1913239.2243203__1.2243203	487174__R5EPJ7__HMPREF9448_00444
ERR1913239.2243403__1.2243403	214856__A0A175A6T5__ERS852447_02658
ERR1913239.2243521__1.2243521	74426__asnS
ERR1913239.2243651__1.2243651	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913239.2243701__1.2243701	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.2243804__1.2243804	1263107__GCA_000436995.1_00084
ERR1913239.2243868__1.2243868	39488__A0A374MV67__DXD91_15895
ERR1913239.2244298__1.2244298	1263000__R5F0P4__BN466_00308
ERR1913239.2244360__1.2244360	1535__A7VTN9__CLOLEP_01932
ERR1913239.2244769__1.2244769	166486__D4L457__ROSINTL182_07087
ERR1913239.2244770__1.2244770	39491__C4ZHS4__EUR_24420
ERR1913239.2244983__1.2244983	28117__B0MYI9__BHV66_05415
ERR1913239.2244994__1.2244994	901__B6WR15__DESPIGER_0142
ERR1913239.2245353__1.2245353	74426__group_4823
ERR1913239.2245380__1.2245380	1263000__R5EEL2__BN466_01100
ERR1913239.2245448__1.2245448	853__A0A174C5M1__CGS58_04460
ERR1913239.2245490__1.2245490	1628085__A0A2U1BGZ9__C7386_101169
ERR1913239.2245541__1.2245541	1263000__R5EWT9__BN466_02076
ERR1913239.2245678__1.2245678	1262911__R6H2J2__BN557_01228
ERR1913239.2245780__1.2245780	328814__GCA_004558275.1_01006
ERR1913239.2245864__1.2245864	1262753__R5B0C5__BN813_01872
ERR1913239.2247234__1.2247234	853__A0A173YYY4__DWZ04_09420
ERR1913239.2247384__1.2247384	1628085__A0A2U1BGQ7__C7386_101108
ERR1913239.2247934__1.2247934	821__A0A396F9T7__M097_3427
ERR1913239.2248630__1.2248630	46228__B5CS18__RUMLAC_02269
ERR1913239.2248660__1.2248660	292800__A0A174XBF3__ERS852504_03492
ERR1913239.2248723__1.2248723	360807__C0FQL8__tipA
ERR1913239.2248900__1.2248900	166486__D4KY48__gmr_5
ERR1913239.2248903__1.2248903	1897011__A0A1Q6RH58__BHW41_01950
ERR1913239.2248961__1.2248961	821__I9R3W6__DXC16_12455
ERR1913239.2248998__1.2248998	1263000__R5EGY6__BN466_00973
ERR1913239.2249070__1.2249070	166486__D4KUK5__thiM
ERR1913239.2249462__1.2249462	487174__R5F3K6__DDY40_04230
ERR1913239.2249695__1.2249695	1263000__R5EVY6__BN466_01709
ERR1913239.2249858__1.2249858	1262911__R6H2J2__BN557_01228
ERR1913239.2250050__1.2250050	821__A0A0P0M2J4__DXD46_10295
ERR1913239.2250131__1.2250131	901__B6WQ96__DESPIGER_1063
ERR1913239.2250284__1.2250284	853__A0A173YYY4__DWZ04_09420
ERR1913239.2250311__1.2250311	1262911__R6GYW1__BN557_00629
ERR1913239.2250559__1.2250559	853__A0A2A7ATM9__DWZ89_13645
ERR1913239.2250699__1.2250699	39496__A5Z9X3__EUBVEN_02520
ERR1913239.2250760__1.2250760	820__A0A3E5BMG9__DXD40_05130
ERR1913239.2251279__1.2251279	28117__B0MY40__BHV66_05170
ERR1913239.2251503__1.2251503	1263000__R5EXT3__BN466_02213
ERR1913239.2251689__1.2251689	901__B6WQM5__cobM
ERR1913239.2251713__1.2251713	1897011__A0A1Q6RC34__BHW41_06455
ERR1913239.2251757__1.2251757	1262911__R6GPC5__BN557_00852
ERR1913239.2252022__1.2252022	1897011__A0A1Q6RGD4__BHW41_02905
ERR1913239.2252039__1.2252039	166486__D4KWV3__ROSINTL182_07514
ERR1913239.2252042__1.2252042	901__B6WR61__DESPIGER_0224
ERR1913239.2252091__1.2252091	853__A0A174C5M1__CGS58_04460
ERR1913239.2252191__1.2252191	901__B6WUY7__DHV46_11425
ERR1913239.2252144__1.2252144	1262911__R6GT99__BN557_01335
ERR1913239.2252581__1.2252581	901__B6WTW8__DESPIGER_1202
ERR1913239.2252834__1.2252834	360807__A0A0M6WAX8__ROSEINA2194_01360
ERR1913239.2252950__1.2252950	626930__F3PVE2__HMPREF9446_02720
ERR1913239.2253194__1.2253194	28117__B0N028__BHV66_05935
ERR1913239.2254124__1.2254124	821__A0A3E4HP25__SAMN04487923_102450
ERR1913239.2254127__1.2254127	74426__group_4823
ERR1913239.2254420__1.2254420	901__B6WUN6__DHV46_11020
ERR1913239.2254552__1.2254552	1897011__A0A1Q6RF88__BHW41_03295
ERR1913239.2254704__1.2254704	166486__D4KZA5__ERS852572_03317
ERR1913239.2254726__1.2254726	1262886__R6Q964__BN563_01262
ERR1913239.2254748__1.2254748	1897011__A0A1Q6RE77__BHW41_04655
ERR1913239.2254985__1.2254985	817__A0A0E2TIP6__M086_3982
ERR1913239.2255031__1.2255031	28117__B0MYP3__BHV66_04995
ERR1913239.2255180__1.2255180	1263000__R5EUG9__BN466_01476
ERR1913239.2255185__1.2255185	901__B6WVE2__DHV46_05785
ERR1913239.2255217__1.2255217	292800__A0A174WGI6__uxuA
ERR1913239.2255473__1.2255473	1263000__R5EGY6__BN466_00973
ERR1913239.2255506__1.2255506	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913239.2255512__1.2255512	33039__D4M379__selB
ERR1913239.2255692__1.2255692	901__B6WUY7__DHV46_11425
ERR1913239.2255841__1.2255841	1262911__R6GN99__BN557_01784
ERR1913239.2256196__1.2256196	820__R9I2U8__DXC68_09590
ERR1913239.2256473__1.2256473	471189__GCA_003340385.1_00366
ERR1913239.2256915__1.2256915	1263000__R5EF36__BN466_01303
ERR1913239.2257020__1.2257020	901__B6WPV2__DHV46_04070
ERR1913239.2257060__1.2257060	446660__GCA_003428235.1_00331
ERR1913239.2257200__1.2257200	28117__B0MVL5__BHV66_01660
ERR1913239.2257529__1.2257529	1897011__A0A1Q6RH61__BHW41_01970
ERR1913239.2257617__1.2257617	901__B6WX14__mviN
ERR1913239.2257631__1.2257631	901__B6WYA8__DESPIGER_1386
ERR1913239.2257704__1.2257704	1263000__R5EDV4__BN466_01097
ERR1913239.2257833__1.2257833	166486__D4KZ14__inlA_1
ERR1913239.2258608__1.2258608	216816__E8MVM4__APC1480_1562
ERR1913239.2258662__1.2258662	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913239.2258654__1.2258654	39491__A0A2U2EK03__ERE_28780
ERR1913239.2258754__1.2258754	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913239.2258967__1.2258967	820__A0A396EUU8__luxQ_3
ERR1913239.2259677__1.2259677	1897011__A0A1Q6RE77__BHW41_04655
ERR1913239.2259737__1.2259737	1965632__A0A1Y4A830__B5F91_09785
ERR1913239.2259793__1.2259793	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913239.2259900__1.2259900	572010__feoB_2
ERR1913239.2259941__1.2259941	572010__dnaK2
ERR1913239.2260007__1.2260007	1263000__R5ES99__BN466_01121
ERR1913239.2260321__1.2260321	46228__V8CGG7__RUMLAC_01115
ERR1913239.2260387__1.2260387	46228__V8CE19__DXD17_01950
ERR1913239.2260557__1.2260557	74426__argF
ERR1913239.2260604__1.2260604	1262911__R6HH15__BN557_01507
ERR1913239.2260947__1.2260947	28117__R7JJM9__ALIPUT_00662
ERR1913239.2261123__1.2261123	33039__D4M379__selB
ERR1913239.2261224__1.2261224	1720294__U2CJE2__DWY69_11785
ERR1913239.2261679__1.2261679	901__B6WUH5__DESPIGER_1779
ERR1913239.2262415__1.2262415	936548__J1LM67__HMPREF1136_0168
ERR1913239.2262439__1.2262439	165179__A0A3E5A5E5__DXC61_13965
ERR1913239.2262464__1.2262464	471189__GCA_003340385.1_00678
ERR1913239.2263378__1.2263378	1262927__R7EX56__BN677_00089
ERR1913239.2263690__1.2263690	1042156__F7V3A8__HipB
ERR1913239.2263914__1.2263914	47678__R5U7L8__DXB67_16595
ERR1913239.2264351__1.2264351	47678__R5U8Y1__BACCAC_02615
ERR1913239.2264377__1.2264377	301301__A0A395VG51__RHOM_05870
ERR1913239.2264514__1.2264514	1262753__R5B0C5__BN813_01872
ERR1913239.2264524__1.2264524	1262927__R7EX56__BN677_00089
ERR1913239.2264590__1.2264590	33025__A0A395J973__C8D73_11010
ERR1913239.2264793__1.2264793	214856__A0A174CRY5__ERS852559_01060
ERR1913239.2264845__1.2264845	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2264912__1.2264912	820__A7VAS1__HMPREF2141_03259
ERR1913239.2264961__1.2264961	2108523__A0A2P2F586__LAWASA_1166
ERR1913239.2265232__1.2265232	39486__B0G723__DXC93_09665
ERR1913239.2266145__1.2266145	901__A0A1K1LF78__DESPIGER_1556
ERR1913239.2266149__1.2266149	1263000__R5EEL2__BN466_01100
ERR1913239.2266246__1.2266246	328814__GCA_004558275.1_00035
ERR1913239.2266848__1.2266848	39491__A0A395ZHW3__ERS852417_01359
ERR1913239.2267328__1.2267328	901__B6WXA0__aroE
ERR1913239.2267389__1.2267389	147206__GCF_000156215.1_01108
ERR1913239.2267407__1.2267407	901__B6WUN9__DESPIGER_1850
ERR1913239.2267439__1.2267439	376805__F0R8B1__Bacsa_3573
ERR1913239.2267546__1.2267546	166486__R6AY46__ROSINTL182_06128
ERR1913239.2267640__1.2267640	246787__R6K7I2__BcellWH2_03256
ERR1913239.2267828__1.2267828	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913239.2267838__1.2267838	28117__B0MTH2__ALIPUT_00061
ERR1913239.2268172__1.2268172	901__B6WPV2__DHV46_04070
ERR1913239.2268444__1.2268444	1262927__R7EX56__BN677_00089
ERR1913239.2268609__1.2268609	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913239.2268781__1.2268781	1262911__R6H2B5__BN557_01151
ERR1913239.2269187__1.2269187	1262927__R7EX56__BN677_00089
ERR1913239.2269376__1.2269376	28117__B0MY41__BHV66_05165
ERR1913239.2269426__1.2269426	901__B6WUN9__DESPIGER_1850
ERR1913239.2269681__1.2269681	853__E2ZGD9__C7J97_11715
ERR1913239.2269956__1.2269956	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.2270140__1.2270140	901__B6WS90__DHV46_08165
ERR1913239.2270148__1.2270148	214856__A0A174EJT5__mnmA
ERR1913239.2270175__1.2270175	821__I9R3W6__DXC16_12455
ERR1913239.2270272__1.2270272	1262911__R6GZX7__BN557_00838
ERR1913239.2270369__1.2270369	1263000__R5EET9__BN466_01245
ERR1913239.2270384__1.2270384	1262743__R5C054__BN727_01980
ERR1913239.2270392__1.2270392	853__A0A174C5M1__CGS58_04460
ERR1913239.2270460__1.2270460	147206__GCF_000156215.1_01777
ERR1913239.2270514__1.2270514	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913239.2270561__1.2270561	901__B6WY50__DESPIGER_1446
ERR1913239.2270596__1.2270596	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913239.2270732__1.2270732	901__B6WWE5__DHV46_10030
ERR1913239.2270859__1.2270859	39491__D6E408__EUBREC_1466
ERR1913239.2270861__1.2270861	1262911__R6H2J2__BN557_01228
ERR1913239.2270881__1.2270881	901__B6WUN9__DESPIGER_1850
ERR1913239.2270914__1.2270914	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913239.2271092__1.2271092	214856__I3YMN6__Alfi_1938
ERR1913239.2271176__1.2271176	74426__nifJ
ERR1913239.2271215__1.2271215	169435__A0A174N3Q8__DXC40_17870
ERR1913239.2271314__1.2271314	360807__C0FPN7__ERS852444_02993
ERR1913239.2271472__1.2271472	901__B6WXD6__DHV46_02215
ERR1913239.2271938__1.2271938	166486__D4L3B1__ERS852572_03645
ERR1913239.2272002__1.2272002	1263000__R5EIH8__BN466_01210
ERR1913239.2272083__1.2272083	214856__A0A173YXX1__ERS852559_01651
ERR1913239.2272205__1.2272205	28117__B0MY36__BHV66_05185
ERR1913239.2272686__1.2272686	487174__K0X9T7__HMPREF9448_00996
ERR1913239.2272816__1.2272816	821__A0A395UNT8__DXD64_15275
ERR1913239.2272764__1.2272764	1263000__R5EQI3__BN466_00125
ERR1913239.2272773__1.2272773	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913239.2273447__1.2273447	394340__group_3365
ERR1913239.2273598__1.2273598	626930__F3PVE2__HMPREF9446_02720
ERR1913239.2273599__1.2273599	387090__S0F8B2__BACCOPRO_02129
ERR1913239.2273714__1.2273714	328814__GCA_004558275.1_00991
ERR1913239.2273787__1.2273787	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913239.2274000__1.2274000	1263000__R5EMZ8__BN466_00707
ERR1913239.2274139__1.2274139	166486__D4KXB5__ROSINTL182_05909
ERR1913239.2274363__1.2274363	901__B6WPV2__DHV46_04070
ERR1913239.2274475__1.2274475	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.2274510__1.2274510	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913239.2275178__1.2275178	572010__nifJ
ERR1913239.2275644__1.2275644	301301__A0A395V9V2__nplT_1
ERR1913239.2275733__1.2275733	166486__D4KX00__ROSINTL182_07577
ERR1913239.2276129__1.2276129	28117__B0MY40__BHV66_05170
ERR1913239.2276498__1.2276498	1262927__R7EX56__BN677_00089
ERR1913239.2276631__1.2276631	1628085__A0A2U1B8P6__C7386_11432
ERR1913239.2276782__1.2276782	901__B6WV45__DESPIGER_1962
ERR1913239.2276982__1.2276982	1263000__R5EFY3__BN466_01416
ERR1913239.2277174__1.2277174	166486__D4KUE4__ROSINTL182_08606
ERR1913239.2277510__1.2277510	28117__R7JH62__BHV66_05735
