ERR1913210.89__1.89	28117__B0MTV0__BHV66_06395
ERR1913210.737417__1.737417	820__A0A174B4N2__M093_2531
ERR1913210.737330__1.737330	39492__D4JUR4__ERS852540_01427
ERR1913210.738152__1.738152	820__A0A3E4G3J9__ERS852459_02265
ERR1913210.738313__1.738313	28117__B0MVL5__BHV66_01660
ERR1913210.738504__1.738504	818__A0A3E5GY47__SAMN02910322_02002
ERR1913210.738653__1.738653	39492__D4JUL3__nreC_2
ERR1913210.738831__1.738831	823__A6LB63__M095_1847
ERR1913210.738835__1.738835	820__A0A173YYG4__evgS_3
ERR1913210.738853__1.738853	1262882__R5MH82__BN519_00752
ERR1913210.738919__1.738919	823__A6LGI3__DXB14_09215
ERR1913210.738977__1.738977	1262744__R6FQP3__BN744_02948
ERR1913210.739118__1.739118	410072__A0A173XU61__ykvU
ERR1913210.739176__1.739176	301302__A0A0M6WVU2__M72_13551
ERR1913210.739201__1.739201	820__A0A374QGD2__ERS852421_02382
ERR1913210.739222__1.739222	562__A0A377AAV3__CDL32_10800
ERR1913210.739513__1.739513	218538__C9LPE5__GCWU000321_01424
ERR1913210.739600__1.739600	823__A0A174U5E4__BDI_3390
ERR1913210.739737__1.739737	46228__V8BMA2__DXD17_11785
ERR1913210.739779__1.739779	674529__A0A174EXC1__DXB21_01255
ERR1913210.739860__1.739860	310298__B3JEF2__BACCOP_00243
ERR1913210.739861__1.739861	357276__B6VXX7__HMPREF1063_02683
ERR1913210.739930__1.739930	1262882__R5N3T7__BN519_01188
ERR1913210.740046__1.740046	1262882__R5MIW5__BN519_00945
ERR1913210.740087__1.740087	820__A0A174DZ97__SAMN05444418_101240
ERR1913210.740175__1.740175	1262739__R6MQN9__BN659_01286
ERR1913210.740199__1.740199	823__D7IRG1__NCTC11152_02276
ERR1913210.740627__1.740627	1263000__R5EXT3__BN466_02213
ERR1913210.740679__1.740679	39492__D4JUT9__ERS852540_01449
ERR1913210.740659__1.740659	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913210.740749__1.740749	357276__A0A076IXE0__HMPREF1064_04364
ERR1913210.740954__1.740954	562__P32704__COD56_15900
ERR1913210.741214__1.741214	28026__A0A395ZJF9__DXC45_08695
ERR1913210.741325__1.741325	310298__B3JK49__BACCOP_02273
ERR1913210.741543__1.741543	39492__D4MIK7__EUBSIR_00676
ERR1913210.741601__1.741601	39492__D4JSU6__dacB_3
ERR1913210.741878__1.741878	39496__A5Z5I2__EUBVEN_00963
ERR1913210.741975__1.741975	46503__R6Y837__PARMER_03866
ERR1913210.742061__1.742061	820__A7V8C2__ERS852554_01338
ERR1913210.742284__1.742284	820__R9I2U8__DXC68_09590
ERR1913210.742325__1.742325	820__A7V049__DXB48_04755
ERR1913210.742381__1.742381	853__C7H7F5__DWZ46_01780
ERR1913210.742422__1.742422	1796613__I8YN26__ADH74_13170
ERR1913210.742475__1.742475	1897011__A0A1Q6RI37__BHW41_00895
ERR1913210.742567__1.742567	239935__A0A2N8IXN0__CXT95_01765
ERR1913210.742523__1.742523	399742__A0A2A3WWQ3__Ent638_1356
ERR1913210.742557__1.742557	562__Q8XBR9__G770_00628
ERR1913210.742641__1.742641	28026__A0A087B7J6__DXC48_05445
ERR1913210.742649__1.742649	39492__D4JQM9__EUBSIR_00669
ERR1913210.742715__1.742715	1262882__R5MRT2__BN519_01494
ERR1913210.742803__1.742803	1263000__R5EKR4__BN466_01609
ERR1913210.742779__1.742779	562__P0ADK7__yibA
ERR1913210.742890__1.742890	1262958__R7H1C2__BN645_01795
ERR1913210.742924__1.742924	10678__GeneID:2777432
ERR1913210.743012__1.743012	10678__GeneID:2777468
ERR1913210.743234__1.743234	1262911__R6H1K1__BN557_00910
ERR1913210.743252__1.743252	1262882__R5MRS7__BN519_01490
ERR1913210.743521__1.743521	1150298__A0A174HD82__yusO_2
ERR1913210.743692__1.743692	1262882__R5MRT2__BN519_01494
ERR1913210.743932__1.743932	28026__C0BQB7__DXD71_05105
ERR1913210.743991__1.743991	40518__R5DMC7__blaR1
ERR1913210.744197__1.744197	28118__R6F7H1__DF785_12785
ERR1913210.744206__1.744206	10678__GeneID:2777456
ERR1913210.744214__1.744214	1262882__R5MQ68__BN519_01178
ERR1913210.744363__1.744363	562__A0A376L0A6__CQA14_19985
ERR1913210.744437__1.744437	204516__U6R838__HMPREF1534_03867
ERR1913210.744507__1.744507	545__A0A2X2W303__NCTC10771_03204
ERR1913210.744552__1.744552	39492__D4JUD9__EUBSIR_01875
ERR1913210.744805__1.744805	40518__R5E8B6__RB5AMG_00876
ERR1913210.744910__1.744910	46228__V8C6B2__DXD17_09805
ERR1913210.745320__1.745320	39492__D4JQP0__ypeB
ERR1913210.745548__1.745548	562__C6EBU6__ESQG_00710
ERR1913210.745512__1.745512	10678__GeneID:2777481
ERR1913210.745637__1.745637	28026__A0A396B960__DXC71_09530
ERR1913210.745645__1.745645	1263000__R5EFY3__BN466_01416
ERR1913210.745827__1.745827	218538__C9LPD3__GCWU000321_01411
ERR1913210.745892__1.745892	626932__G5H7M7__HMPREF9450_00680
ERR1913210.745978__1.745978	28026__A0A3E5HLJ8__BPSE_0576
ERR1913210.746121__1.746121	10678__GeneID:2777379
ERR1913210.746415__1.746415	1262882__R5MXS6__BN519_00286
ERR1913210.746331__1.746331	239935__A0A139TMG9__CXU07_10650
ERR1913210.746586__1.746586	820__A0A3E4G8F8__ERS852421_01645
ERR1913210.746630__1.746630	10678__GeneID:2777477
ERR1913210.746724__1.746724	40518__R5DTH7__DXD83_02405
ERR1913210.746905__1.746905	1262958__R7H1Q6__BN645_01951
ERR1913210.746923__1.746923	35833__E5YB26__HMPREF0179_03399
ERR1913210.747230__1.747230	1262744__R6FCV7__BN744_01248
ERR1913210.747419__1.747419	1262911__R6GZW9__BN557_00833
ERR1913210.747517__1.747517	1099853__U5CNF1__NSB1T_01130
ERR1913210.747823__1.747823	562__P63202__gadW
ERR1913210.747926__1.747926	239935__R6JFR5__CXT84_04850
ERR1913210.748032__1.748032	214856__A0A173Z1B0__ERS852447_00765
ERR1913210.748106__1.748106	74426__group_4823
ERR1913210.748082__1.748082	823__D0TDY6__DHP27_09090
ERR1913210.748247__1.748247	387090__S0F7Y3__BACCOPRO_02028
ERR1913210.748236__1.748236	1262882__R5MEW7__BN519_00010
ERR1913210.748238__1.748238	239935__A0A2N8HUU6__CXT90_06150
ERR1913210.748325__1.748325	39492__D4JSA4__ERS852540_00596
ERR1913210.748450__1.748450	649756__B0P476__ERS852475_00941
ERR1913210.748467__1.748467	239935__A0A2N8I390__CXU16_10675
ERR1913210.748533__1.748533	214856__A0A174BBG7__ERS852447_01289
ERR1913210.748596__1.748596	357276__A0A1Y4PPG2__B5F95_02305
ERR1913210.748780__1.748780	28026__A0A173ZIY8__B5791_0318
ERR1913210.748842__1.748842	39492__B0MM84__lgt
ERR1913210.748899__1.748899	820__E5VEH7__ERS852459_01300
ERR1913210.748986__1.748986	418240__A0A174BCX7__ERS852478_02371
ERR1913210.749136__1.749136	820__A7VAR9__ERS852421_00197
ERR1913210.749061__1.749061	1262921__R5LTJ9__BN473_02529
ERR1913210.749448__1.749448	28117__B0MYI9__BHV66_05415
ERR1913210.749523__1.749523	28117__B0MTI4__ALIPUT_00084
ERR1913210.749526__1.749526	1099853__R7DGD2__NSB1T_01240
ERR1913210.749709__1.749709	823__A0A355XJT5__ERS852429_03504
ERR1913210.749868__1.749868	563769__GeneID:6973158
ERR1913210.749847__1.749847	39492__D4JR43__ERS852540_02379
ERR1913210.749849__1.749849	10678__GeneID:2777470
ERR1913210.749938__1.749938	1262882__R5MEK3__BN519_00296
ERR1913210.749940__1.749940	239935__A0A2N8IIB9__CXU04_01970
ERR1913210.749941__1.749941	820__A0A3E4G3J9__ERS852459_02265
ERR1913210.750071__1.750071	214856__A0A174EQR4__rsmA
ERR1913210.750174__1.750174	338188__R6D6U2__ERS852397_02840
ERR1913210.750406__1.750406	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913210.750507__1.750507	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913210.750546__1.750546	39486__R6T6H0__DORFOR_01471
ERR1913210.750555__1.750555	1263000__R5EPJ2__BN466_00954
ERR1913210.750751__1.750751	1262921__R5LTJ9__BN473_02529
ERR1913210.750764__1.750764	28026__A0A072MUU6__DXD87_08375
ERR1913210.750796__1.750796	820__R9HVB9__DXC68_17285
ERR1913210.750858__1.750858	1262882__R5N0F4__BN519_00593
ERR1913210.750913__1.750913	39492__D4JS88__ERS852540_00578
ERR1913210.751268__1.751268	1262882__R5MIY9__BN519_01097
ERR1913210.751307__1.751307	1124654__GeneID:14005781
ERR1913210.751495__1.751495	46503__R6X8Q3__fepA_2
ERR1913210.751824__1.751824	823__K6A718__CEQ22_003390
ERR1913210.752153__1.752153	1262743__R5C054__BN727_01980
ERR1913210.752322__1.752322	204516__U6R7W5__HMPREF1534_03766
ERR1913210.752329__1.752329	820__A0A173YYG4__evgS_3
ERR1913210.752539__1.752539	28026__A0A267WL58__DXD87_05710
ERR1913210.752555__1.752555	1150298__R7JV71__ERS852498_00755
ERR1913210.752729__1.752729	39492__D4JTG7__EUBSIR_00572
ERR1913210.752947__1.752947	1099853__G9S6U1__NSB1T_01770
ERR1913210.753114__1.753114	46228__V8BMA2__DXD17_11785
ERR1913210.753129__1.753129	1262744__R6FA20__BN744_01291
ERR1913210.753187__1.753187	820__A0A173WUD7__DXB48_08055
ERR1913210.753269__1.753269	1262882__R5N2A9__BN519_00921
ERR1913210.753322__1.753322	1862668__GCA_001945525.1_00026
ERR1913210.753328__1.753328	39492__D4JVT0__EUBSIR_00059
ERR1913210.753336__1.753336	1124654__GeneID:14005781
ERR1913210.753438__1.753438	454154__G5SVT0__HMPREF9441_03497
ERR1913210.753454__1.753454	84112__F0HRI8__Elen_1815
ERR1913210.753506__1.753506	1262921__R5M5S6__BN473_01072
ERR1913210.753741__1.753741	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913210.753803__1.753803	1262882__R5MEN9__BN519_00201
ERR1913210.753911__1.753911	39492__D4JR20__trmD
ERR1913210.753753__1.753753	1262882__R5N2A9__BN519_00921
ERR1913210.753761__1.753761	1263006__R6MQA3__BN515_02104
ERR1913210.754147__1.754147	384639__GCA_003096855.1_00971
ERR1913210.754307__1.754307	371601__D0TQ02__CW3_2465
ERR1913210.754315__1.754315	1262882__R5MPY4__BN519_01128
ERR1913210.754319__1.754319	820__A0A3E4W9D9__B5G17_12400
ERR1913210.754363__1.754363	166486__D4L0B2__ERS852572_03035
ERR1913210.754382__1.754382	10678__GeneID:2777399
ERR1913210.754386__1.754386	357276__B6W5Q7__DXD47_13945
ERR1913210.754405__1.754405	10678__GeneID:2777415
ERR1913210.754509__1.754509	46228__V8BRH7__RUMLAC_01261
ERR1913210.754720__1.754720	239935__A0A139TPD4__CXT86_06450
ERR1913210.754721__1.754721	33039__D4M5D2__ERS852424_00738
ERR1913210.754882__1.754882	853__A0A173YYY4__DWZ04_09420
ERR1913210.754794__1.754794	1262911__R6GUQ4__BN557_01581
ERR1913210.754893__1.754893	853__D4JY61__C4N21_10560
ERR1913210.755118__1.755118	10678__GeneID:2777432
ERR1913210.755312__1.755312	1262744__R6FD41__BN744_02273
ERR1913210.755382__1.755382	10678__GeneID:2777439
ERR1913210.755417__1.755417	820__A0A174LJB2__HMPREF1072_04112
ERR1913210.756179__1.756179	1262882__R5MFA5__BN519_00331
ERR1913210.756208__1.756208	239935__A0A2N8IUW6__Amuc_1525
ERR1913210.756235__1.756235	1262921__R5LTU7__BN473_01717
ERR1913210.756255__1.756255	820__A0A139KIL9__DXC68_05945
ERR1913210.756492__1.756492	820__A0A1T4IY71__HMPREF2141_02402
ERR1913210.756746__1.756746	214856__A0A174BBG7__ERS852447_01289
ERR1913210.756857__1.756857	823__A0A395YQ63__B5F32_15335
ERR1913210.756822__1.756822	1099853__U5CL59__NSB1T_06140
ERR1913210.757260__1.757260	823__A0A173V751__DXD05_02690
ERR1913210.757466__1.757466	10678__GeneID:2777449
ERR1913210.757632__1.757632	820__A0A374Q1D8__SAMN05444418_112114
ERR1913210.757681__1.757681	1262882__R5MRT2__BN519_01494
ERR1913210.757693__1.757693	817__E1WPG4__M133_4264
ERR1913210.757849__1.757849	28117__B0MSS1__ALIPUT_00273
ERR1913210.757925__1.757925	1262911__R6GKW2__BN557_01379
ERR1913210.757985__1.757985	387661__K5XZJ0__B5F96_07555
ERR1913210.758230__1.758230	1262992__R5D9T1__BN795_00079
ERR1913210.758561__1.758561	74426__gap
ERR1913210.758577__1.758577	39485__A0A174ZBK4__ERS852490_01585
ERR1913210.758599__1.758599	1099853__G9S2B8__NSB1T_09105
ERR1913210.758620__1.758620	1262882__R5N0J9__BN519_00773
ERR1913210.758751__1.758751	357276__C3R5A0__B5F00_02960
ERR1913210.758910__1.758910	1262921__R5M5K3__BN473_01395
ERR1913210.758950__1.758950	10678__GeneID:2777474
ERR1913210.759037__1.759037	357276__I8VLL2__HMPREF1065_03395
ERR1913210.759623__1.759623	821__A0A395VIK7__BVU_1225
ERR1913210.759992__1.759992	817__A0A0K6BUW3__M067_2220
ERR1913210.760210__1.760210	301302__R5UK77__M72_08681
ERR1913210.760211__1.760211	28117__B0MXU6__ALIPUT_01958
ERR1913210.760471__1.760471	28026__A0A173ZSU0__DXC83_01895
ERR1913210.760575__1.760575	1262882__R5MM90__BN519_01721
ERR1913210.760511__1.760511	1262882__R5N3H1__BN519_01121
ERR1913210.760671__1.760671	1262882__R5MZ58__BN519_00525
ERR1913210.760678__1.760678	10678__GeneID:2777415
ERR1913210.760719__1.760719	1147151__GeneID:14182060
ERR1913210.761131__1.761131	1262882__R5MYI1__BN519_00416
ERR1913210.761314__1.761314	1262882__R5MFA5__BN519_00331
ERR1913210.761441__1.761441	1262882__R5MHZ2__BN519_00742
ERR1913210.761522__1.761522	46228__V8CB66__RUMLAC_02810
ERR1913210.761533__1.761533	823__A6LBY1__ERS852380_00510
ERR1913210.761603__1.761603	1099853__R7DFM0__NSB1T_03310
ERR1913210.761625__1.761625	1262882__R5ML49__BN519_01361
ERR1913210.761651__1.761651	10678__GeneID:2777455
ERR1913210.761743__1.761743	1262911__R6HJS5__BN557_00288
ERR1913210.762028__1.762028	39485__A0A174ZNZ2__ERS852492_02345
ERR1913210.761977__1.761977	10678__GeneID:2777477
ERR1913210.762099__1.762099	820__A0A174DZ97__SAMN05444418_101240
ERR1913210.762171__1.762171	10678__GeneID:2777477
ERR1913210.762287__1.762287	39492__D4JW10__pppA
ERR1913210.762424__1.762424	40520__A0A396G5U6__DXC87_00520
ERR1913210.762591__1.762591	823__A0A174VHT1__DHP27_04775
ERR1913210.762603__1.762603	10678__GeneID:2777432
ERR1913210.762755__1.762755	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913210.762833__1.762833	39492__R6RT40__prkC_3
ERR1913210.762788__1.762788	1262921__R5MFA8__BN473_00594
ERR1913210.762805__1.762805	1150298__A0A174EA00__ERS852406_01720
ERR1913210.762978__1.762978	1262882__R5MLA4__BN519_01536
ERR1913210.762987__1.762987	1147144__GeneID:14182120
ERR1913210.763155__1.763155	1263000__R5EQI3__BN466_00125
ERR1913210.763471__1.763471	310298__B3JJ24__BACCOP_01886
ERR1913210.763706__1.763706	77917__A0A2P8EHG9__NCTC13121_01886
ERR1913210.763784__1.763784	39491__A0A395ZF49__DXB69_05290
ERR1913210.763995__1.763995	1262958__R7GXD2__BN645_01566
ERR1913210.764088__1.764088	1262882__R5N5S3__BN519_00085
ERR1913210.764495__1.764495	1262882__R5MHQ8__BN519_00707
ERR1913210.764884__1.764884	823__A0A073I5R7__cloSI
ERR1913210.764964__1.764964	820__A7V092__hldE
ERR1913210.765039__1.765039	40520__R7D5D8__DXD81_09550
ERR1913210.765151__1.765151	1686__B6XSI9__BBCT_0009
ERR1913210.765191__1.765191	28026__A0A173ZSU0__DXC83_01895
ERR1913210.765325__1.765325	823__A0A174U5E4__BDI_3390
ERR1913210.765383__1.765383	28117__R7JJM9__ALIPUT_00662
ERR1913210.765760__1.765760	28026__B6XV33__DXC83_03110
ERR1913210.765766__1.765766	10678__GeneID:2777434
ERR1913210.765868__1.765868	357276__D1K3K9__EL88_23995
ERR1913210.765873__1.765873	28117__B0MUL5__ALIPUT_00722
ERR1913210.765879__1.765879	214856__R6XYY8__ERS852447_01722
ERR1913210.766082__1.766082	28118__R6F390__ypdA_1
ERR1913210.766153__1.766153	39492__D4JTG7__EUBSIR_00572
ERR1913210.766219__1.766219	1262921__R5LTU7__BN473_01717
ERR1913210.766234__1.766234	88431__A0A3D0F1H3__ERS852573_02429
ERR1913210.766243__1.766243	239935__A0A2N8HZW2__A4V05_11120
ERR1913210.766495__1.766495	1263107__GCA_000436995.1_00199
ERR1913210.766594__1.766594	1262911__R6H1D2__BN557_00855
ERR1913210.766678__1.766678	214856__A0A175A1E6__ERS852447_01907
ERR1913210.766720__1.766720	28117__R7JIJ8__BHV66_01635
ERR1913210.767194__1.767194	33039__D4M6I2__ERS852424_02124
ERR1913210.767200__1.767200	1262882__R5N5S3__BN519_00085
ERR1913210.767225__1.767225	820__A0A173WUD7__DXB48_08055
ERR1913210.767242__1.767242	28026__A0A267WLS3__DXD35_07705
ERR1913210.767525__1.767525	1262882__R5MGX3__BN519_00046
ERR1913210.767605__1.767605	853__A0A2A7B9I6__DW855_13690
ERR1913210.767627__1.767627	1262921__R5M5G9__BN473_01282
ERR1913210.767897__1.767897	39492__D4MIK7__EUBSIR_00676
ERR1913210.767930__1.767930	35833__E5YAP3__HMPREF0179_03264
ERR1913210.767915__1.767915	1262911__R6H2J2__BN557_01228
ERR1913210.767988__1.767988	1147151__GeneID:14182070
ERR1913210.767999__1.767999	10678__GeneID:2777471
ERR1913210.768018__1.768018	39492__R6SPM9__pheT
ERR1913210.768343__1.768343	1262882__R5MEN2__BN519_00200
ERR1913210.768417__1.768417	39491__A0A396FP46__cobD_2
ERR1913210.768485__1.768485	357276__I8WC65__EL88_00520
ERR1913210.768539__1.768539	820__A0A139K8N1__ERS852554_00951
ERR1913210.768559__1.768559	674529__A0A174PUY5__SAMN05444400_103201
ERR1913210.768591__1.768591	1262882__R5N1L4__BN519_00757
ERR1913210.768825__1.768825	384639__GCA_003096855.1_01179
ERR1913210.768855__1.768855	40518__R5DT16__ysdC_2
ERR1913210.769033__1.769033	820__A0A3E4VXP2__yesR
ERR1913210.769243__1.769243	214856__I3YMC8__ERS852447_02666
ERR1913210.769262__1.769262	28026__A0A396B960__DXC71_09530
ERR1913210.769295__1.769295	1099853__U5CMJ0__NSB1T_01275
ERR1913210.769337__1.769337	40518__R5DYM0__DXD86_08165
ERR1913210.769616__1.769616	28052__R7NE99__ERS852451_00573
ERR1913210.769646__1.769646	552398__F4XCR9__HMPREF0866_01636
ERR1913210.769717__1.769717	1262911__R6GUQ4__BN557_01581
ERR1913210.769883__1.769883	418240__A0A173YA50__ERS852478_00137
ERR1913210.770111__1.770111	820__A0A173WUD7__DXB48_08055
ERR1913210.770074__1.770074	1262882__R5N2A9__BN519_00921
ERR1913210.770258__1.770258	310298__B3JEE8__BACCOP_00239
ERR1913210.770338__1.770338	310298__B3JNH4__BACCOP_03487
ERR1913210.770330__1.770330	310298__B3JQJ5__BACCOP_04231
ERR1913210.770394__1.770394	28117__B0MXW9__ALIPUT_01981
ERR1913210.770448__1.770448	562__P76296__yecT
ERR1913210.770594__1.770594	823__A6L9D3__ERS852560_03374
ERR1913210.770572__1.770572	239935__A0A2N8HPS5__Amuc_0950
ERR1913210.770678__1.770678	357276__A0A076IXE0__HMPREF1064_04364
ERR1913210.770655__1.770655	823__A0A174VBJ5__M091_5021
ERR1913210.770717__1.770717	1262882__R5MSS9__BN519_01662
ERR1913210.770743__1.770743	1099853__U5CNF1__NSB1T_01130
ERR1913210.770863__1.770863	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913210.770961__1.770961	1263107__GCA_000436995.1_00031
ERR1913210.771129__1.771129	204516__U6R7W5__HMPREF1534_03766
ERR1913210.771461__1.771461	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913210.771499__1.771499	239935__A0A139TMD2__CXU18_02250
ERR1913210.771598__1.771598	1262911__R6H174__BN557_01246
ERR1913210.771718__1.771718	552398__F4XCQ4__HMPREF0866_01621
ERR1913210.771789__1.771789	1262921__R5LMK9__BN473_01331
ERR1913210.771802__1.771802	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913210.772395__1.772395	674529__R6W0I5__SAMN05444400_108102
ERR1913210.772424__1.772424	820__A0A3E4VZY4__ERS852554_01211
ERR1913210.772502__1.772502	823__A6LGI3__DXB14_09215
ERR1913210.772526__1.772526	1262746__R5SS80__BN750_02125
ERR1913210.772578__1.772578	1262882__R5MSI5__BN519_01596
ERR1913210.772626__1.772626	246787__A0A0P0GG22__BACCELL_01899
ERR1913210.772853__1.772853	1262911__R6GY78__BN557_00532
ERR1913210.772819__1.772819	88431__A6BGH9__ERS852408_02691
ERR1913210.772906__1.772906	39492__D4JWB3__EUBSIR_00040
ERR1913210.773037__1.773037	1262882__R5N3T7__BN519_01188
ERR1913210.773040__1.773040	1099853__G9S3X6__NSB1T_04020
ERR1913210.773073__1.773073	39485__R5ZSH7__EUBELI_00953
ERR1913210.773181__1.773181	853__A0A174AML0__FPR_08640
ERR1913210.773326__1.773326	1262944__R7IX34__BN596_00624
ERR1913210.773363__1.773363	39492__D4JV86__spoIIE
ERR1913210.773488__1.773488	28117__B0MXG8__ALIPUT_01814
ERR1913210.773705__1.773705	357276__D1JZM4__HMPREF1065_01278
ERR1913210.773812__1.773812	1262921__R5MBU7__BN473_02531
ERR1913210.773852__1.773852	40520__A5ZTX9__DXD81_17900
ERR1913210.773864__1.773864	239935__R7DVW2__CXU02_03915
ERR1913210.773942__1.773942	1262918__R5CBG7__BN458_01203
ERR1913210.774043__1.774043	39491__A0A396FJJ9__DXB76_11995
ERR1913210.774052__1.774052	1262911__R6GZ01__BN557_00641
ERR1913210.774145__1.774145	33039__D4M1B1__ERS852577_03971
ERR1913210.774603__1.774603	35833__E5Y4N9__HMPREF0179_01151
ERR1913210.774688__1.774688	28026__B6XSX6__DXC71_07255
ERR1913210.774638__1.774638	28117__B0MXG8__ALIPUT_01814
ERR1913210.774886__1.774886	1263000__R5EI25__BN466_01781
ERR1913210.775105__1.775105	39491__C4ZC33__DXC13_11585
ERR1913210.775254__1.775254	1263000__R5EZ76__BN466_00319
ERR1913210.775281__1.775281	310298__B3JMZ2__BACCOP_03297
ERR1913210.775320__1.775320	301302__A0A173TEJ2__M72_09031
ERR1913210.775529__1.775529	823__E1YV41__BDI_1376
ERR1913210.775531__1.775531	1262882__R5MGX3__BN519_00046
ERR1913210.775509__1.775509	310298__B3JII2__BACCOP_01694
ERR1913210.775626__1.775626	239935__R6JAS2__CXU02_10725
ERR1913210.775686__1.775686	28118__F9Z4Q7__DER54_08070
ERR1913210.775703__1.775703	1897011__A0A1Q6RG62__BHW41_02455
ERR1913210.775731__1.775731	1262911__R6GPM2__BN557_00937
ERR1913210.775710__1.775710	239935__R6IZU4__CXT87_08085
ERR1913210.775943__1.775943	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913210.775952__1.775952	1262882__R5MEN2__BN519_00200
ERR1913210.776010__1.776010	39492__D4JSS2__EUBSIR_00553
ERR1913210.776174__1.776174	357276__D1JYA0__EL88_06560
ERR1913210.776224__1.776224	357276__B6W1Y1__BSEG_03960
ERR1913210.776383__1.776383	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913210.776478__1.776478	1262958__R7H1C4__BN645_01922
ERR1913210.776627__1.776627	562__P77294__fimG
ERR1913210.776662__1.776662	562__P0ADK7__yibA
ERR1913210.776790__1.776790	39492__D4JSU6__dacB_3
ERR1913210.776834__1.776834	39492__D4JV86__spoIIE
ERR1913210.776886__1.776886	820__A0A139K4T0__ERS852510_03146
ERR1913210.777060__1.777060	1150298__A0A174MFD0__degA_1
ERR1913210.777202__1.777202	28052__A0A174IJM6__cph2_4
ERR1913210.777247__1.777247	384638__B7APR0__BACPEC_00666
ERR1913210.777317__1.777317	1262921__R5LSI3__BN473_01312
ERR1913210.777477__1.777477	39492__D4JTF2__mutS2
ERR1913210.777582__1.777582	823__A0A395YZ10__NCTC11152_02955
ERR1913210.777667__1.777667	39492__D4JQL8__ywpJ
ERR1913210.777744__1.777744	820__A0A173W419__DXC68_17760
ERR1913210.777902__1.777902	301302__A0A0M6W9H8__M72_19621
ERR1913210.777973__1.777973	46228__V8CAV6__addA
ERR1913210.778012__1.778012	1262744__R6FJL4__BN744_00626
ERR1913210.778230__1.778230	821__A0A173XDD3__DXB82_17180
ERR1913210.778343__1.778343	1099853__G9S0P5__NSB1T_11890
ERR1913210.778459__1.778459	46228__V8CAV6__addA
ERR1913210.778485__1.778485	454155__F3QPW2__HMPREF9442_00199
ERR1913210.778587__1.778587	88431__A0A3D0F1H3__ERS852573_02429
ERR1913210.778661__1.778661	10678__GeneID:2777434
ERR1913210.778761__1.778761	1262911__R6GPM2__BN557_00937
ERR1913210.778781__1.778781	357276__A0A076INK2__BSEG_04225
ERR1913210.778840__1.778840	820__A0A374Q854__HMPREF1073_03281
ERR1913210.778983__1.778983	1150298__R7JL35__ERS852498_02809
ERR1913210.779022__1.779022	239935__R7E524__CXT91_06180
ERR1913210.779282__1.779282	357276__A0A076J9V8__BACDOR_01395
ERR1913210.779443__1.779443	301302__A0A173S436__M72_16191
ERR1913210.779503__1.779503	1263000__R5ESM1__BN466_01440
ERR1913210.779521__1.779521	1160721__W0U4D5__RBI_I01230
ERR1913210.779578__1.779578	204516__U6R9H3__HMPREF1534_03348
ERR1913210.779671__1.779671	1261634__A0A1Q9JCJ1__BIV20_16160
ERR1913210.779647__1.779647	674529__A0A174PUY5__SAMN05444400_103201
ERR1913210.779653__1.779653	33039__R6P9Z4__ERS852502_00114
ERR1913210.780206__1.780206	1262743__R5C054__BN727_01980
ERR1913210.780477__1.780477	10678__GeneID:2777379
ERR1913210.780713__1.780713	1262882__R5MJ49__BN519_01124
ERR1913210.780720__1.780720	820__A0A174F696__macB_13
ERR1913210.780910__1.780910	1262882__R5MEN2__BN519_00200
ERR1913210.780934__1.780934	418240__A0A174C465__ydaM
ERR1913210.780949__1.780949	218538__C9LQG5__GCWU000321_01796
ERR1913210.780992__1.780992	1099853__U5CMJ0__NSB1T_01275
ERR1913210.781130__1.781130	39492__D4JRZ7__smc
ERR1913210.781554__1.781554	544644__GCA_001915615.1_01797
ERR1913210.782047__1.782047	10678__GeneID:2777432
ERR1913210.782159__1.782159	823__A6LHK0__M090_1297
ERR1913210.782400__1.782400	1150298__A0A174RJU1__gsiA_4
ERR1913210.782490__1.782490	1263000__R5EMZ8__BN466_00707
ERR1913210.782604__1.782604	598467__G7LSJ8__BrE312_3931
ERR1913210.782668__1.782668	820__A0A3E4WCC2__lptB_1
ERR1913210.782919__1.782919	1160721__W0U3P2__RBI_I00640
ERR1913210.782900__1.782900	1262744__R6FDK4__BN744_01512
ERR1913210.783111__1.783111	562__P77183__CDL50_13955
ERR1913210.783262__1.783262	1262824__R6RKD3__BN719_00225
ERR1913210.783239__1.783239	817__A0A396EMA4__M108_0298
ERR1913210.783250__1.783250	39491__A0A395UZL1__DXB76_05950
ERR1913210.783358__1.783358	246787__A0A3D6AWM8__BACCELL_01963
ERR1913210.783442__1.783442	1535__G9RWN9__CH238_11575
ERR1913210.783446__1.783446	823__A0A355XLS2__ERS852380_02644
ERR1913210.783791__1.783791	820__R9I3N4__M093_0061
ERR1913210.783798__1.783798	820__A0A173W419__DXC68_17760
ERR1913210.783824__1.783824	1262882__R5MYG7__BN519_00405
