ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.5501632__1.5501632	853__A8S882__C4N23_07600
ERR1913049.5501766__1.5501766	1262927__R7EX56__BN677_00089
ERR1913049.5501916__1.5501916	1262927__R7EX56__BN677_00089
ERR1913049.5502079__1.5502079	166486__C7GFB3__ERS852572_03826
ERR1913049.5502138__1.5502138	901__B6WXI1__DESPIGER_1636
ERR1913049.5502212__1.5502212	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.5502433__1.5502433	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.5502484__1.5502484	901__B6WXD6__DHV46_02215
ERR1913049.5502709__1.5502709	1263006__R6LYW4__BN515_01529
ERR1913049.5502812__1.5502812	446660__GCA_003428235.1_02154
ERR1913049.5502915__1.5502915	901__B6WWW5__DESPIGER_2454
ERR1913049.5502933__1.5502933	853__C7H7F8__yccM_1
ERR1913049.5502985__1.5502985	853__D4K7X0__DW905_09540
ERR1913049.5503041__1.5503041	301301__A0A395V3Q5__sufB
ERR1913049.5503053__1.5503053	901__B6WRB3__DESPIGER_0300
ERR1913049.5503313__1.5503313	74426__rpsS
ERR1913049.5503583__1.5503583	1262911__R6GQM3__BN557_01245
ERR1913049.5503848__1.5503848	1262927__R7EX56__BN677_00089
ERR1913049.5503876__1.5503876	853__D4K7X0__DW905_09540
ERR1913049.5503952__1.5503952	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913049.5504203__1.5504203	901__B6WPV2__DHV46_04070
ERR1913049.5504284__1.5504284	301301__A0A395V9A0__RHOM_08800
ERR1913049.5504745__1.5504745	1262911__R6GT12__BN557_01070
ERR1913049.5505009__1.5505009	1262927__R7EX56__BN677_00089
ERR1913049.5505198__1.5505198	471189__GCA_003340385.1_00196
ERR1913049.5505210__1.5505210	1897011__A0A1Q6RE92__BHW41_04980
ERR1913049.5505223__1.5505223	39491__A0A396FQV7__T1815_10751
ERR1913049.5505494__1.5505494	357276__I9QBT7__BSEG_03340
ERR1913049.5505523__1.5505523	1501391__GCA_000786575.1_00071
ERR1913049.5505784__1.5505784	1262927__R7EX56__BN677_00089
ERR1913049.5505985__1.5505985	28117__B0N007__BHV66_10275
ERR1913049.5506141__1.5506141	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913049.5506657__1.5506657	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913049.5506678__1.5506678	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913049.5506966__1.5506966	1297617__A0A2U1CDK7__IB211_00835c
ERR1913049.5507158__1.5507158	216816__D6D9J4__DPC6320_0487
ERR1913049.5507161__1.5507161	1263000__R5EIH8__BN466_01210
ERR1913049.5507533__1.5507533	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5507925__1.5507925	1897011__A0A1Q6RI94__BHW41_01260
ERR1913049.5508076__1.5508076	446660__GCA_003428235.1_02344
ERR1913049.5508142__1.5508142	1501391__GCA_000786575.1_00037
ERR1913049.5508219__1.5508219	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5508255__1.5508255	214856__A0A173YXX1__ERS852559_01651
ERR1913049.5508193__1.5508193	446660__GCA_003428235.1_00019
ERR1913049.5508576__1.5508576	214856__A0A173YXX1__ERS852559_01651
ERR1913049.5508788__1.5508788	28117__R7JJM9__ALIPUT_00662
ERR1913049.5508867__1.5508867	649756__L1Q8U4__ERS852571_01677
ERR1913049.5508902__1.5508902	1262911__R6GQM3__BN557_01245
ERR1913049.5509047__1.5509047	2108523__A0A2P2F504__LAWASA_1087
ERR1913049.5509048__1.5509048	2108523__A0A2P2F504__LAWASA_1087
ERR1913049.5509338__1.5509338	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5509340__1.5509340	214856__R6YC22__ERS852447_01215
ERR1913049.5509681__1.5509681	901__B6WUI5__DESPIGER_1817
ERR1913049.5510318__1.5510318	1263000__R5EQI3__BN466_00125
ERR1913049.5510479__1.5510479	28117__R7JJM9__ALIPUT_00662
ERR1913049.5510822__1.5510822	214856__R6YD52__ERS852447_02171
ERR1913049.5511458__1.5511458	1262927__R7EX56__BN677_00089
ERR1913049.5511514__1.5511514	1262927__R7EX56__BN677_00089
ERR1913049.5511590__1.5511590	1263000__R5EMZ8__BN466_00707
ERR1913049.5511640__1.5511640	172901__A0A2U1APW6__C8D82_12659
ERR1913049.5511725__1.5511725	853__A0A173RZ39__C4N22_01650
ERR1913049.5511936__1.5511936	1628085__A0A374VS54__C7386_101156
ERR1913049.5512003__1.5512003	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.5512205__1.5512205	166486__D4L2C5__ERS852572_01688
ERR1913049.5512212__1.5512212	901__B6WR31__DESPIG_00511
ERR1913049.5512270__1.5512270	901__B6WVX9__DESPIG_02247
ERR1913049.5512430__1.5512430	1262927__R7EX56__BN677_00089
ERR1913049.5512485__1.5512485	820__A7V470__HMPREF1072_02076
ERR1913049.5512626__1.5512626	1262824__R6RQ49__BN719_02290
ERR1913049.5512944__1.5512944	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913049.5513060__1.5513060	1262927__R7EX56__BN677_00089
ERR1913049.5513084__1.5513084	1262927__R7EX56__BN677_00089
ERR1913049.5513093__1.5513093	626930__F3PVE3__HMPREF9446_02721
ERR1913049.5513483__1.5513483	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.5513708__1.5513708	821__A0A3E4WAR6__DXD64_10735
ERR1913049.5514149__1.5514149	572010__tgt
ERR1913049.5514246__1.5514246	1262743__R5C9G8__BN727_01341
ERR1913049.5514562__1.5514562	28117__B0MVL5__BHV66_01660
ERR1913049.5514717__1.5514717	166486__D4L1P3__ERS852572_00760
ERR1913049.5515094__1.5515094	1262927__R7EX56__BN677_00089
ERR1913049.5515098__1.5515098	1235835__R9LCU2__C814_02677
ERR1913049.5515116__1.5515116	1262927__R7EX56__BN677_00089
ERR1913049.5515260__1.5515260	28117__B0MTV3__BHV66_06405
ERR1913049.5515478__1.5515478	901__B6WXZ7__BHW59_00765
ERR1913049.5515493__1.5515493	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913049.5515578__1.5515578	1262927__R7EX56__BN677_00089
ERR1913049.5515579__1.5515579	166486__R6AZI2__ydaF
ERR1913049.5515738__1.5515738	901__B6WQQ5__DHV46_03695
ERR1913049.5515742__1.5515742	821__A0A173WG51__BVU_2549
ERR1913049.5515825__1.5515825	820__A0A396EWL3__ERS417307_03868
ERR1913049.5515849__1.5515849	901__B6WXK8__DESPIG_02835
ERR1913049.5515964__1.5515964	1628085__A0A2U1BE16__C7386_104119
ERR1913049.5515985__1.5515985	28117__B0MY40__BHV66_05170
ERR1913049.5516257__1.5516257	39491__A0A396FNY7__LD38_16155
ERR1913049.5516351__1.5516351	39492__D4JVC7__yfgF
ERR1913049.5516871__1.5516871	1262886__R6QCG3__BN563_00145
ERR1913049.5516887__1.5516887	1262927__R7EX56__BN677_00089
ERR1913049.5517476__1.5517476	39491__A0A396FGM9__fliU_1
ERR1913049.5517676__1.5517676	1262889__R7HF25__BN634_01246
ERR1913049.5517825__1.5517825	1263030__R5CXA0__BN705_00395
ERR1913049.5517852__1.5517852	1262992__R5D6J2__BN795_00288
ERR1913049.5518157__1.5518157	901__B6WPV2__DHV46_04070
ERR1913049.5518323__1.5518323	1501391__GCA_000786575.1_00027
ERR1913049.5518537__1.5518537	901__B6WXF1__DESPIGER_1660
ERR1913049.5518627__1.5518627	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.5519078__1.5519078	901__B6WRI9__DESPIGER_0385
ERR1913049.5519149__1.5519149	1262927__R7EX56__BN677_00089
ERR1913049.5519215__1.5519215	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.5519363__1.5519363	172901__A0A2U1AV38__C8D82_1177
ERR1913049.5519625__1.5519625	1897011__A0A1Q6RF44__BHW41_03065
ERR1913049.5520282__1.5520282	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5520461__1.5520461	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913049.5520638__1.5520638	1262911__R6GR13__BN557_00618
ERR1913049.5520923__1.5520923	853__E2ZGD9__C7J97_11715
ERR1913049.5521120__1.5521120	1262911__R6GXS5__BN557_00160
ERR1913049.5522296__1.5522296	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913049.5522519__1.5522519	46228__V8C4T8__RUMLAC_02058
ERR1913049.5522964__1.5522964	471189__GCA_003340385.1_00245
ERR1913049.5523078__1.5523078	1628085__A0A2U1B3X8__C7386_12120
ERR1913049.5523113__1.5523113	28052__R7NB47__msbA_2
ERR1913049.5523340__1.5523340	626929__F3PDJ3__B5F97_09465
ERR1913049.5523436__1.5523436	901__B6WY50__DESPIGER_1446
ERR1913049.5523480__1.5523480	28117__B0MXR4__BHV66_08025
ERR1913049.5523706__1.5523706	1263000__R5EMC8__BN466_00317
ERR1913049.5523922__1.5523922	28117__B0MXG8__ALIPUT_01814
ERR1913049.5523924__1.5523924	46228__V8C7P7__HMPREF1202_01523
ERR1913049.5523960__1.5523960	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.5524068__1.5524068	626937__A0A136Q636__A5N82_06270
ERR1913049.5524290__1.5524290	301301__G2T1N2__ERS852391_00344
ERR1913049.5524396__1.5524396	1262911__R6GXS5__BN557_00160
ERR1913049.5524752__1.5524752	1262927__R7EX56__BN677_00089
ERR1913049.5525300__1.5525300	487174__K0X250__DDY40_03675
ERR1913049.5525538__1.5525538	1628085__A0A374VS54__C7386_101156
ERR1913049.5525890__1.5525890	28117__B0MT86__BHV66_02450
ERR1913049.5525897__1.5525897	821__A0A173WG51__BVU_2549
ERR1913049.5525913__1.5525913	28117__B0MT86__BHV66_02450
ERR1913049.5526022__1.5526022	1262927__R7EX56__BN677_00089
ERR1913049.5526183__1.5526183	901__B6WTQ4__DESPIGER_1255
ERR1913049.5526690__1.5526690	901__B6WRL8__epaO
ERR1913049.5526782__1.5526782	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.5526819__1.5526819	1897011__A0A1Q6RE83__BHW41_04925
ERR1913049.5527474__1.5527474	166486__D4KUE4__ROSINTL182_08606
ERR1913049.5527706__1.5527706	35833__E5Y2U0__HMPREF0179_00454
ERR1913049.5527809__1.5527809	454155__G5SQF3__HMPREF9442_01149
ERR1913049.5527974__1.5527974	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.5528306__1.5528306	901__B6WPV2__DHV46_04070
ERR1913049.5528550__1.5528550	46228__B5CPX5__RUMLAC_01520
ERR1913049.5528984__1.5528984	820__A0A3E4RUC4__DHU98_02635
ERR1913049.5529125__1.5529125	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.5529175__1.5529175	39491__A0A395ZG74__licR
ERR1913049.5529232__1.5529232	39491__D6E4H2__DXB99_00485
ERR1913049.5529300__1.5529300	1897011__A0A1Q6RF44__BHW41_03065
ERR1913049.5529408__1.5529408	853__A0A173YYY4__DWZ04_09420
ERR1913049.5529373__1.5529373	1262886__R6Q800__BN563_00921
ERR1913049.5529451__1.5529451	46228__V8C4T8__RUMLAC_02058
ERR1913049.5529476__1.5529476	544645__A0A3E4TE71__DXC42_06580
ERR1913049.5529975__1.5529975	1262927__R7EX56__BN677_00089
ERR1913049.5530376__1.5530376	28117__B0MXG7__BHV66_08620
ERR1913049.5530710__1.5530710	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913049.5530725__1.5530725	28117__B0MYP3__BHV66_04995
ERR1913049.5530875__1.5530875	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913049.5531057__1.5531057	901__B6WTQ4__DESPIGER_1255
ERR1913049.5531622__1.5531622	901__B6WR00__DESPIGER_0128
ERR1913049.5531658__1.5531658	1262886__R6QPP8__BN563_00924
ERR1913049.5531769__1.5531769	821__A0A174V2F3__NCTC10583_01474
ERR1913049.5531996__1.5531996	901__B6WUL1__DESPIG_01755
ERR1913049.5532014__1.5532014	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913049.5532383__1.5532383	1263000__R5EQI3__BN466_00125
ERR1913049.5532413__1.5532413	28117__B0MXU0__BHV66_07550
ERR1913049.5532578__1.5532578	1262911__R6GY78__BN557_00532
ERR1913049.5532955__1.5532955	853__D4JY61__C4N21_10560
ERR1913049.5533255__1.5533255	1262927__R7EX56__BN677_00089
ERR1913049.5533285__1.5533285	820__A0A139KJ23__celCCA
ERR1913049.5533415__1.5533415	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913049.5533534__1.5533534	28117__B0MXD0__ALIPUT_01669
ERR1913049.5533785__1.5533785	1262911__R6GS52__BN557_00834
ERR1913049.5533874__1.5533874	1262777__R5VQJ8__BN512_00852
ERR1913049.5533841__1.5533841	1897011__A0A1Q6RI45__BHW41_00970
ERR1913049.5534246__1.5534246	1262927__R7EX56__BN677_00089
ERR1913049.5534302__1.5534302	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5534761__1.5534761	214856__R6Y7P0__ERS852447_00307
ERR1913049.5534848__1.5534848	901__B6WTX7__DESPIGER_1193
ERR1913049.5534822__1.5534822	1235835__R9LCU2__C814_02677
ERR1913049.5534908__1.5534908	446660__GCA_003428235.1_01642
ERR1913049.5535061__1.5535061	39488__A0A174BS94__DXD91_16570
ERR1913049.5535172__1.5535172	28117__B0MVL5__BHV66_01660
ERR1913049.5535481__1.5535481	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913049.5535868__1.5535868	33025__A0A395JBB5__C8D73_107104
ERR1913049.5536210__1.5536210	216816__A0A374SVM3__BLSL_0492
ERR1913049.5536348__1.5536348	1262942__R7QWU5__BN520_00971
ERR1913049.5536778__1.5536778	1263000__R5EGY6__BN466_00973
ERR1913049.5536822__1.5536822	853__C7H7F8__yccM_1
ERR1913049.5537131__1.5537131	901__B6WXA0__aroE
ERR1913049.5537139__1.5537139	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5537452__1.5537452	28117__B0MTY2__BHV66_06485
ERR1913049.5537868__1.5537868	1897011__A0A1Q6RG85__BHW41_02670
ERR1913049.5538133__1.5538133	572010__rpoB
ERR1913049.5538178__1.5538178	901__B6WUY7__DHV46_11425
ERR1913049.5538607__1.5538607	1263000__R5EXT3__BN466_02213
ERR1913049.5538703__1.5538703	28117__B0MTV0__BHV66_06395
ERR1913049.5538884__1.5538884	1262743__R5C9G8__BN727_01341
ERR1913049.5539015__1.5539015	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.5539230__1.5539230	46228__V8C4T8__RUMLAC_02058
ERR1913049.5539329__1.5539329	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.5539462__1.5539462	35833__E5YAY4__HMPREF0179_03355
ERR1913049.5540337__1.5540337	1472761__GCA_002159295.1_01982
ERR1913049.5540577__1.5540577	33025__A0A395JBA6__C8D73_1039
ERR1913049.5541429__1.5541429	1262911__R6GQ41__BN557_00435
ERR1913049.5541578__1.5541578	1262927__R7EX56__BN677_00089
ERR1913049.5541714__1.5541714	33039__A0A174ZCB2__ERS852577_04014
ERR1913049.5541761__1.5541761	74426__rpoB
ERR1913049.5541858__1.5541858	147206__GCF_000156215.1_01777
ERR1913049.5541982__1.5541982	818__A0A0P0F7K1__ERS852461_02719
ERR1913049.5542089__1.5542089	28118__F9Z7U8__DF785_12305
ERR1913049.5542809__1.5542809	901__B6WQG2__DHV46_07300
ERR1913049.5542907__1.5542907	328813__A0A1Y3QVP6__B5G41_04655
ERR1913049.5542988__1.5542988	1263107__GCA_000436995.1_00130
ERR1913049.5543271__1.5543271	1897011__A0A1Q6RC30__BHW41_06700
ERR1913049.5543278__1.5543278	1262886__R6RDI4__BN563_00643
ERR1913049.5543384__1.5543384	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.5543636__1.5543636	301301__A0A395V714__evgS
ERR1913049.5543798__1.5543798	28117__B0MTY2__BHV66_06485
ERR1913049.5543894__1.5543894	901__B6WQM5__cobM
ERR1913049.5544121__1.5544121	28117__R7JJM9__ALIPUT_00662
ERR1913049.5544197__1.5544197	147206__GCF_000156215.1_01773
ERR1913049.5544382__1.5544382	106588__A6P303__BACCAP_04887
ERR1913049.5545006__1.5545006	823__A0A078SLK0__ERS852513_02755
ERR1913049.5545119__1.5545119	901__B6WTQ4__DESPIGER_1255
ERR1913049.5545547__1.5545547	572010__dnaK2
ERR1913049.5545856__1.5545856	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.5545921__1.5545921	1263000__R5EPJ2__BN466_00954
ERR1913049.5545936__1.5545936	901__B6WQG2__DHV46_07300
ERR1913049.5546336__1.5546336	166486__D4KYD7__ERS852572_03817
ERR1913049.5546697__1.5546697	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5546985__1.5546985	853__A0A173RZ39__C4N22_01650
ERR1913049.5547010__1.5547010	1262927__R7EX56__BN677_00089
ERR1913049.5547082__1.5547082	166486__D4KXA3__ROSINTL182_05894
ERR1913049.5547346__1.5547346	28117__B0MY40__BHV66_05170
ERR1913049.5547353__1.5547353	853__A0A173RZ39__C4N22_01650
ERR1913049.5547481__1.5547481	1262911__R6H0U7__BN557_01104
ERR1913049.5547575__1.5547575	1262992__R5CXM7__BN795_01016
ERR1913049.5547667__1.5547667	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913049.5548013__1.5548013	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913049.5548102__1.5548102	214856__A0A174EQR4__rsmA
ERR1913049.5548281__1.5548281	821__A0A174NM17__lacZ_6
ERR1913049.5548418__1.5548418	216816__B3DNW2__BL171B_07980
ERR1913049.5548587__1.5548587	28117__B0MYW7__ALIPUT_02336
ERR1913049.5548621__1.5548621	1501391__GCA_000786575.1_00122
ERR1913049.5548828__1.5548828	901__B6WRI8__DHV46_05150
ERR1913049.5548837__1.5548837	204516__U6R9H3__HMPREF1534_03348
ERR1913049.5548895__1.5548895	394340__thrZ
ERR1913049.5548912__1.5548912	1262886__R6RFP6__BN563_01341
ERR1913049.5548919__1.5548919	901__B6WTW8__DESPIGER_1202
ERR1913049.5549154__1.5549154	1263006__R6LZ17__BN515_01569
ERR1913049.5549262__1.5549262	394340__thrZ
ERR1913049.5549588__1.5549588	166486__D4KWM8__ROSINTL182_06037
ERR1913049.5549784__1.5549784	28117__B0MVL5__BHV66_01660
ERR1913049.5549807__1.5549807	1262927__R7EX56__BN677_00089
ERR1913049.5549958__1.5549958	544644__GCA_001915615.1_02257
ERR1913049.5550034__1.5550034	46503__K5ZX50__dnaG_1
ERR1913049.5550047__1.5550047	901__B6WXI1__DESPIGER_1636
ERR1913049.5550116__1.5550116	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913049.5550237__1.5550237	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5550380__1.5550380	1897011__A0A1Q6RI93__BHW41_01175
ERR1913049.5550519__1.5550519	1796613__A0A1C7GZG2__ADH74_03485
ERR1913049.5550749__1.5550749	821__A0A0P0M4G3__M099_3092
ERR1913049.5550759__1.5550759	1897011__A0A1Q6RC92__BHW41_06320
ERR1913049.5550785__1.5550785	1262927__R7EX56__BN677_00089
ERR1913049.5550798__1.5550798	487174__K0WVG2__DDY40_00285
ERR1913049.5551022__1.5551022	214856__R5UN64__ERS852447_02669
ERR1913049.5551320__1.5551320	1263000__R5ESM1__BN466_01440
ERR1913049.5551548__1.5551548	46228__V8BRM9__HMPREF1202_02379
ERR1913049.5551496__1.5551496	28117__B0MY40__BHV66_05170
ERR1913049.5552060__1.5552060	1796613__A0A1C7GZG2__ADH74_03485
ERR1913049.5552642__1.5552642	1262944__R7IVZ6__BN596_00421
ERR1913049.5552646__1.5552646	214856__A0A174EQR4__rsmA
ERR1913049.5552694__1.5552694	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5552754__1.5552754	357276__A0A0K2HDP3__IY41_00705
ERR1913049.5553189__1.5553189	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5553260__1.5553260	360807__A0A396ADM2__ERS852392_02872
ERR1913049.5553528__1.5553528	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.5554475__1.5554475	901__B6WWW5__DESPIGER_2454
ERR1913049.5554512__1.5554512	1262911__R6HJT1__BN557_00291
ERR1913049.5554554__1.5554554	901__B6WPS9__DHV46_04165
ERR1913049.5554614__1.5554614	214856__R6Y0B9__ERS852559_00164
ERR1913049.5554615__1.5554615	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913049.5554679__1.5554679	28117__B0MXD0__ALIPUT_01669
ERR1913049.5554681__1.5554681	1263000__R5ETL6__BN466_01607
ERR1913049.5554721__1.5554721	1262911__R6GKS1__BN557_00184
ERR1913049.5554839__1.5554839	901__B6WY11__DESPIGER_1484
ERR1913049.5555550__1.5555550	47678__R5UU99__C5Z00_11925
ERR1913049.5555859__1.5555859	28117__B0MXG8__ALIPUT_01814
ERR1913049.5556139__1.5556139	853__A8SCP3__C4N26_07960
ERR1913049.5556386__1.5556386	901__B6WUI5__DESPIGER_1817
ERR1913049.5556984__1.5556984	487174__R5ER56__HMPREF9448_02812
ERR1913049.5557221__1.5557221	544645__A0A3E4T3K9__DXC42_11565
ERR1913049.5557227__1.5557227	901__B6WUN9__DESPIGER_1850
ERR1913049.5557425__1.5557425	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.5558456__1.5558456	821__A0A174V2F3__NCTC10583_01474
ERR1913049.5558659__1.5558659	1263000__R5EGY6__BN466_00973
ERR1913049.5558700__1.5558700	214856__R5UN64__ERS852447_02669
ERR1913049.5558774__1.5558774	214856__R5UN64__ERS852447_02669
ERR1913049.5558801__1.5558801	901__B6WQM5__cobM
ERR1913049.5559739__1.5559739	544645__A0A1Y3VR08__DXC42_18245
ERR1913049.5559972__1.5559972	853__A0A174C5M1__CGS58_04460
ERR1913049.5560154__1.5560154	487174__K0WVG2__DDY40_00285
ERR1913049.5560187__1.5560187	901__B6WVX9__DESPIG_02247
ERR1913049.5560206__1.5560206	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5560409__1.5560409	853__A0A173SUU8__CGS54_06840
ERR1913049.5560659__1.5560659	901__B6WXH1__DESPIGER_1644
ERR1913049.5560712__1.5560712	853__C7H7F8__yccM_1
ERR1913049.5560957__1.5560957	821__A0A396F9T7__M097_3427
ERR1913049.5561036__1.5561036	487174__R5F2W8__HMPREF9448_01730
ERR1913049.5561172__1.5561172	214856__R6Y0B9__ERS852559_00164
ERR1913049.5561350__1.5561350	1262927__R7EX56__BN677_00089
ERR1913049.5561412__1.5561412	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5561572__1.5561572	1628085__A0A2U1BHS7__C7386_101494
ERR1913049.5561833__1.5561833	39491__A0A396FNY7__LD38_16155
ERR1913049.5561911__1.5561911	821__A0A0P0M2J4__DXD46_10295
ERR1913049.5561974__1.5561974	2108523__A0A2P2F507__LAWASA_1081
ERR1913049.5562125__1.5562125	214856__A0A174EJT5__mnmA
ERR1913049.5562314__1.5562314	1262927__R7EX56__BN677_00089
ERR1913049.5562478__1.5562478	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913049.5562609__1.5562609	820__R9I2U8__DXC68_09590
ERR1913049.5562679__1.5562679	1501391__GCA_000786575.1_00135
ERR1913049.5562811__1.5562811	1262927__R7EX56__BN677_00089
ERR1913049.5562977__1.5562977	1262927__R7EX56__BN677_00089
ERR1913049.5563188__1.5563188	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.5563360__1.5563360	47678__R5U8Y1__BACCAC_02615
ERR1913049.5563514__1.5563514	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5563666__1.5563666	1262927__R7EX56__BN677_00089
ERR1913049.5563685__1.5563685	853__A0A173YYY4__DWZ04_09420
ERR1913049.5563727__1.5563727	28117__B0MTI4__ALIPUT_00084
ERR1913049.5564030__1.5564030	28117__B0MYI9__BHV66_05415
ERR1913049.5564103__1.5564103	821__A0A3E4WAR6__DXD64_10735
ERR1913049.5564298__1.5564298	821__A0A3E4WAR6__DXD64_10735
ERR1913049.5564302__1.5564302	901__B6WWW5__DESPIGER_2454
ERR1913049.5564309__1.5564309	1897011__A0A1Q6RH29__BHW41_01570
ERR1913049.5564540__1.5564540	649756__D4MVS5__yxeP
ERR1913049.5564542__1.5564542	901__B6WWB4__DESPIGER_2273
ERR1913049.5564680__1.5564680	471189__GCA_003340385.1_00704
ERR1913049.5564723__1.5564723	487174__K0WZ94__HMPREF9448_00984
ERR1913049.5565256__1.5565256	572010__hgdC_1
ERR1913049.5565573__1.5565573	1232426__purL
ERR1913049.5565651__1.5565651	28117__B0MTV3__BHV66_06405
ERR1913049.5565867__1.5565867	357276__I9QBT7__BSEG_03340
ERR1913049.5566271__1.5566271	1796646__A0A1B1S8E7__ADH68_13145
ERR1913049.5566630__1.5566630	901__B6WX14__mviN
ERR1913049.5566769__1.5566769	394340__metG_1
ERR1913049.5566824__1.5566824	1297617__A0A0S2W0X1__IB211_00621
ERR1913049.5566879__1.5566879	446660__GCA_003428235.1_02156
ERR1913049.5566938__1.5566938	166486__D4KZY5__ROSINTL182_07635
ERR1913049.5567178__1.5567178	147206__GCF_000156215.1_01777
ERR1913049.5567323__1.5567323	166486__D4L458__ROSINTL182_07088
ERR1913049.5567586__1.5567586	821__A0A174K302__CUU_3129
ERR1913049.5567671__1.5567671	1263000__R5EUG9__BN466_01476
ERR1913049.5567775__1.5567775	147206__GCF_000156215.1_01774
ERR1913049.5568098__1.5568098	1897011__A0A1Q6RG95__BHW41_02720
ERR1913049.5568822__1.5568822	853__A0A329UEG4__CHR60_00585
ERR1913049.5568843__1.5568843	28117__B0MWZ9__ALIPUT_01735
ERR1913049.5568873__1.5568873	936548__J0SMY2__HMPREF1136_2024
ERR1913049.5568888__1.5568888	853__A8SB03__C4Q21_07960
ERR1913049.5569477__1.5569477	39491__C4ZCH3__EUR_17560
ERR1913049.5569750__1.5569750	74426__nrdD
ERR1913049.5570034__1.5570034	357276__A0A076ISJ4__B5F95_19420
ERR1913049.5570328__1.5570328	901__A0A1K1LF78__DESPIGER_1556
ERR1913049.5570332__1.5570332	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913049.5571088__1.5571088	901__B6WRH4__DESPIGER_0368
ERR1913049.5571141__1.5571141	328814__GCA_004558275.1_01002
ERR1913049.5571396__1.5571396	216816__C2GTH2__CE159_03580
ERR1913049.5571618__1.5571618	1263000__R5EIH8__BN466_01210
ERR1913049.5571693__1.5571693	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.5571701__1.5571701	39485__A0A174YKY3__EUBELI_00877
ERR1913049.5571846__1.5571846	820__A0A3E4IGA7__DXD40_07110
ERR1913049.5572157__1.5572157	1550024__G9RWC0__ASJ35_03560
ERR1913049.5572621__1.5572621	817__A0A396EEF1__HMPREF2533_00532
ERR1913049.5572570__1.5572570	39485__R5ZNG4__yerB
ERR1913049.5572724__1.5572724	384638__B7APN3__BACPEC_00639
ERR1913049.5572935__1.5572935	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913049.5572964__1.5572964	28117__B0MY40__BHV66_05170
ERR1913049.5573312__1.5573312	1235835__R9LCU2__C814_02677
ERR1913049.5573652__1.5573652	360807__A0A0M6WQ40__hisK_1
ERR1913049.5573654__1.5573654	214856__R6Y2Y4__ERS852447_01086
ERR1913049.5573745__1.5573745	39491__C4ZAT2__ERE_28440
ERR1913049.5573936__1.5573936	853__D4K7X0__DW905_09540
ERR1913049.5574038__1.5574038	1262927__R7EX56__BN677_00089
ERR1913049.5574097__1.5574097	1262893__R5H7Y7__BN782_00665
ERR1913049.5574234__1.5574234	1263000__R5F0H8__BN466_00254
