ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.5789357__1.5789357	166486__C7GCP5__ROSINTL182_07683
ERR1913049.5789441__1.5789441	821__A0A0P0M3U7__DXB90_14325
ERR1913049.5789600__1.5789600	1263000__R5EQI3__BN466_00125
ERR1913049.5789675__1.5789675	214856__R6YBX3__msbA_2
ERR1913049.5789821__1.5789821	901__B6WUY7__DHV46_11425
ERR1913049.5789945__1.5789945	214856__R6Y1K2__ERS852447_02306
ERR1913049.5790557__1.5790557	55565__G9PHJ4__HMPREF0045_01722
ERR1913049.5790591__1.5790591	1263000__R5EKR3__BN466_00099
ERR1913049.5790626__1.5790626	1263000__R5EET9__BN466_01245
ERR1913049.5790606__1.5790606	901__B6WXG2__DESPIG_02788
ERR1913049.5790722__1.5790722	821__A0A3E4XY72__NCTC10583_01067
ERR1913049.5790745__1.5790745	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.5790863__1.5790863	1263000__R5EKR3__BN466_00099
ERR1913049.5790965__1.5790965	357276__A0A0K2HDP3__IY41_00705
ERR1913049.5791194__1.5791194	28117__B0MUR5__BHV66_03900
ERR1913049.5791155__1.5791155	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5791209__1.5791209	39485__A0A174YZZ2__ERS852492_00215
ERR1913049.5791244__1.5791244	47678__R5U206__C5Z00_07065
ERR1913049.5791416__1.5791416	1262927__R7EX56__BN677_00089
ERR1913049.5791484__1.5791484	1262927__R7EX56__BN677_00089
ERR1913049.5791620__1.5791620	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5791787__1.5791787	214856__I3YPQ4__Alfi_2712
ERR1913049.5791883__1.5791883	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913049.5791933__1.5791933	1262927__R7EX56__BN677_00089
ERR1913049.5792117__1.5792117	1263000__R5EFA7__BN466_01197
ERR1913049.5792168__1.5792168	820__A0A139KIL9__DXC68_05945
ERR1913049.5792214__1.5792214	1796646__A0A1B1S8E7__ADH68_13145
ERR1913049.5792330__1.5792330	1263000__R5EKR4__BN466_01609
ERR1913049.5792388__1.5792388	820__A0A3E4PYB0__yejM
ERR1913049.5792556__1.5792556	820__A0A174M9V5__M093_0237
ERR1913049.5792640__1.5792640	1263000__R5EU91__BN466_01432
ERR1913049.5792650__1.5792650	901__B6WVE0__DESPIG_02056
ERR1913049.5792755__1.5792755	1150298__A0A174KDB8__psd
ERR1913049.5792758__1.5792758	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913049.5792796__1.5792796	1628085__A0A2U1BH64__C7386_101226
ERR1913049.5793123__1.5793123	853__A0A329UEG4__CHR60_00585
ERR1913049.5793288__1.5793288	487174__K0XA68__DDY40_04135
ERR1913049.5793293__1.5793293	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.5793465__1.5793465	1897011__A0A1Q6RG59__BHW41_02475
ERR1913049.5793512__1.5793512	1262746__R5S635__BN750_00467
ERR1913049.5793764__1.5793764	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5793853__1.5793853	147206__GCF_000156215.1_01777
ERR1913049.5793921__1.5793921	384638__B7AVU0__BACPEC_02840
ERR1913049.5794178__1.5794178	214856__R6XKW1__ERS852559_01141
ERR1913049.5794206__1.5794206	28117__B0MTV0__BHV66_06395
ERR1913049.5794480__1.5794480	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.5794725__1.5794725	901__A0A1K1LG50__DESPIG_01817
ERR1913049.5794991__1.5794991	1262911__R6GLA5__BN557_01456
ERR1913049.5795184__1.5795184	1262911__R6GPI7__BN557_00907
ERR1913049.5795196__1.5795196	166486__D4KVZ0__ERS852572_03130
ERR1913049.5795476__1.5795476	1897011__A0A1Q6RI77__BHW41_01180
ERR1913049.5795677__1.5795677	214856__R5UN64__ERS852447_02669
ERR1913049.5795722__1.5795722	1897011__A0A1Q6RF44__BHW41_03065
ERR1913049.5796015__1.5796015	39491__A0A395V6A3__DXB69_00505
ERR1913049.5796230__1.5796230	1262889__R7HAQ6__BN634_02130
ERR1913049.5796323__1.5796323	1263000__R5EQL2__BN466_00892
ERR1913049.5796641__1.5796641	853__A8SCP3__C4N26_07960
ERR1913049.5797027__1.5797027	1262927__R7EX56__BN677_00089
ERR1913049.5797085__1.5797085	1262927__R7EX56__BN677_00089
ERR1913049.5797152__1.5797152	214856__A0A173YXX1__ERS852559_01651
ERR1913049.5797378__1.5797378	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913049.5797392__1.5797392	487174__K0X3H8__HMPREF9448_02822
ERR1913049.5797430__1.5797430	901__B6WVN3__DHV46_02690
ERR1913049.5797515__1.5797515	901__B6WV45__DESPIGER_1962
ERR1913049.5797582__1.5797582	1263000__R5EEL2__BN466_01100
ERR1913049.5797857__1.5797857	820__A0A174CG08__DXB62_13215
ERR1913049.5798048__1.5798048	901__B6WUH5__DESPIGER_1779
ERR1913049.5798207__1.5798207	901__B6WUH5__DESPIGER_1779
ERR1913049.5798420__1.5798420	28117__B0MU76__ALIPUT_00202
ERR1913049.5798425__1.5798425	106588__A6P303__BACCAP_04887
ERR1913049.5798438__1.5798438	1150298__A0A174KDX3__ERS852498_01212
ERR1913049.5798500__1.5798500	1262927__R7EX56__BN677_00089
ERR1913049.5798597__1.5798597	1262911__R6GTZ0__BN557_01437
ERR1913049.5798791__1.5798791	901__B6WUI5__DESPIGER_1817
ERR1913049.5798958__1.5798958	853__D4JY61__C4N21_10560
ERR1913049.5798998__1.5798998	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.5799133__1.5799133	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913049.5799604__1.5799604	901__B6WUN9__DESPIGER_1850
ERR1913049.5799921__1.5799921	1897011__A0A1Q6RI93__BHW41_01175
ERR1913049.5799993__1.5799993	166486__D4KW59__ERS852572_02363
ERR1913049.5799984__1.5799984	214856__I3YMN6__Alfi_1938
ERR1913049.5800190__1.5800190	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5800374__1.5800374	901__B6WY92__DESPIG_03073
ERR1913049.5800460__1.5800460	1263000__R5EQI3__BN466_00125
ERR1913049.5800485__1.5800485	28117__B0MT86__BHV66_02450
ERR1913049.5800981__1.5800981	901__B6WR15__DESPIGER_0142
ERR1913049.5801412__1.5801412	216816__E8MVM4__APC1480_1562
ERR1913049.5801773__1.5801773	328814__GCA_004558275.1_00999
ERR1913049.5802046__1.5802046	572010__rpoB
ERR1913049.5802086__1.5802086	446660__GCA_003428235.1_00695
ERR1913049.5802185__1.5802185	28052__R6JVH3__ERS852499_00454
ERR1913049.5802229__1.5802229	74426__pflB_2
ERR1913049.5802280__1.5802280	1262927__R7EX56__BN677_00089
ERR1913049.5802420__1.5802420	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913049.5802528__1.5802528	853__A0A173YYY4__DWZ04_09420
ERR1913049.5802757__1.5802757	1262927__R7EX56__BN677_00089
ERR1913049.5802912__1.5802912	1263000__R5EGY6__BN466_00973
ERR1913049.5803340__1.5803340	901__B6WXH1__DESPIGER_1644
ERR1913049.5803359__1.5803359	901__B6WR34__DHV46_00895
ERR1913049.5803533__1.5803533	166486__A0A1Q6SCR5__ROSINTL182_05686
ERR1913049.5803696__1.5803696	901__B6WPS9__DHV46_04165
ERR1913049.5804390__1.5804390	28117__B0MY40__BHV66_05170
ERR1913049.5804447__1.5804447	1262927__R7EX56__BN677_00089
ERR1913049.5804458__1.5804458	1262911__R6GUQ4__BN557_01581
ERR1913049.5804493__1.5804493	820__A0A374Q854__HMPREF1073_03281
ERR1913049.5804643__1.5804643	1160721__R6SZN5__BHW50_07705
ERR1913049.5804750__1.5804750	1262927__R7EX56__BN677_00089
ERR1913049.5804956__1.5804956	1262992__R5CXL9__BN795_01014
ERR1913049.5805140__1.5805140	818__A0A0N7I9M6__Btheta7330_00939
ERR1913049.5805233__1.5805233	901__B6WTR4__DESPIGER_1248
ERR1913049.5805307__1.5805307	147206__GCF_000156215.1_01774
ERR1913049.5805456__1.5805456	1297617__A0A2U1CEZ3__BIV19_14435
ERR1913049.5806055__1.5806055	1262886__R6QND3__BN563_00539
ERR1913049.5806462__1.5806462	1160721__R6TC37__BHW50_00820
ERR1913049.5806438__1.5806438	901__B6WXH2__DESPIGER_1643
ERR1913049.5806542__1.5806542	1262927__R7EX56__BN677_00089
ERR1913049.5806706__1.5806706	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.5806728__1.5806728	901__B6WTQ4__DESPIGER_1255
ERR1913049.5807037__1.5807037	1262743__R5C054__BN727_01980
ERR1913049.5807148__1.5807148	360807__A0A174CZ42__RIL183_11251
ERR1913049.5807160__1.5807160	1897011__A0A1Q6RE47__BHW41_04715
ERR1913049.5807339__1.5807339	328814__GCA_004558275.1_00056
ERR1913049.5807519__1.5807519	853__A0A174C5M1__CGS58_04460
ERR1913049.5807862__1.5807862	214856__I3YPI7__pepD_1
ERR1913049.5807998__1.5807998	1262927__R7EX56__BN677_00089
ERR1913049.5808188__1.5808188	28117__R7JPX7__BHV66_00900
ERR1913049.5808248__1.5808248	1535__A7VNS4__CLOLEP_00200
ERR1913049.5808272__1.5808272	246787__R6LCL3__AA416_03522
ERR1913049.5808484__1.5808484	671267__R9IB12__C802_00696
ERR1913049.5808543__1.5808543	544645__A0A3E4T3I2__DXC42_11395
ERR1913049.5808602__1.5808602	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913049.5808642__1.5808642	328814__GCA_004558275.1_01002
ERR1913049.5808835__1.5808835	901__B6WY50__DESPIGER_1446
ERR1913049.5808913__1.5808913	901__B6WUI5__DESPIGER_1817
ERR1913049.5808960__1.5808960	74426__purL
ERR1913049.5808987__1.5808987	39491__A0A395V0H3__ERS852417_01192
ERR1913049.5809108__1.5809108	853__A0A173RZ39__C4N22_01650
ERR1913049.5809708__1.5809708	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913049.5810015__1.5810015	394340__tufA
ERR1913049.5810055__1.5810055	1263000__R5EEL2__BN466_01100
ERR1913049.5810861__1.5810861	901__B6WPS9__DHV46_04165
ERR1913049.5810938__1.5810938	853__A0A174C5M1__CGS58_04460
ERR1913049.5810982__1.5810982	1628085__A0A3E2XRG6__C7386_10212
ERR1913049.5811042__1.5811042	216816__D6D9A3__BLNIAS_01911
ERR1913049.5811195__1.5811195	1263000__R5EEL2__BN466_01100
ERR1913049.5811429__1.5811429	454155__F3QT07__HMPREF9442_01322
ERR1913049.5811499__1.5811499	853__A0A173RZ39__C4N22_01650
ERR1913049.5811808__1.5811808	301301__A0A395VA65__eutA
ERR1913049.5811832__1.5811832	1262911__R6H212__BN557_01031
ERR1913049.5811863__1.5811863	357276__B6W1J2__BACDOR_03380
ERR1913049.5812166__1.5812166	166486__D4KVZ0__ERS852572_03130
ERR1913049.5812170__1.5812170	74426__group_4808
ERR1913049.5812310__1.5812310	28117__B0MXL6__ALIPUT_01851
ERR1913049.5812783__1.5812783	1042156__F7V3A8__HipB
ERR1913049.5812826__1.5812826	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.5812998__1.5812998	853__A0A2A7A628__CGS57_13755
ERR1913049.5813062__1.5813062	446660__GCA_003428235.1_00291
ERR1913049.5813167__1.5813167	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.5813736__1.5813736	28117__B0MUX7__ALIPUT_00918
ERR1913049.5813851__1.5813851	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.5814038__1.5814038	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913049.5814387__1.5814387	28117__B0MTV3__BHV66_06405
ERR1913049.5814350__1.5814350	214856__R6Z590__ERS852447_01059
ERR1913049.5814436__1.5814436	901__B6WXH2__DESPIGER_1643
ERR1913049.5814536__1.5814536	28117__B0MTW8__ALIPUT_00502
ERR1913049.5814576__1.5814576	446660__GCA_003428235.1_01125
ERR1913049.5814647__1.5814647	39491__A0A395V397__EUR_09960
ERR1913049.5814725__1.5814725	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5814711__1.5814711	1263000__R5EXF8__BN466_01942
ERR1913049.5815144__1.5815144	33043__A8SWI7__bcrC
ERR1913049.5815254__1.5815254	371601__I9URB1__HMPREF1074_03344
ERR1913049.5815555__1.5815555	626930__F3PVE2__HMPREF9446_02720
ERR1913049.5815643__1.5815643	1263000__R5EQI3__BN466_00125
ERR1913049.5815626__1.5815626	706562__GCA_900112995.1_00651
ERR1913049.5815804__1.5815804	821__E5UY21__C800_02204
ERR1913049.5816056__1.5816056	166486__D4L458__ROSINTL182_07088
ERR1913049.5816433__1.5816433	357276__A0A076J8M3__ABI39_13695
ERR1913049.5816492__1.5816492	328814__GCA_004558275.1_00293
ERR1913049.5816493__1.5816493	901__B6WRH4__DESPIGER_0368
ERR1913049.5816714__1.5816714	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913049.5816751__1.5816751	1262913__R7JF20__BN646_01978
ERR1913049.5816946__1.5816946	1263000__R5EU91__BN466_01432
ERR1913049.5817072__1.5817072	901__B6WRB3__DESPIGER_0300
ERR1913049.5817074__1.5817074	901__B6WXA0__aroE
ERR1913049.5817200__1.5817200	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913049.5817262__1.5817262	901__B6WXF1__DESPIGER_1660
ERR1913049.5817273__1.5817273	853__A8SCP3__C4N26_07960
ERR1913049.5817277__1.5817277	301301__A0A173Z460__sunS_1
ERR1913049.5817347__1.5817347	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913049.5817356__1.5817356	214856__I3YMN6__Alfi_1938
ERR1913049.5817544__1.5817544	28117__B0MU76__ALIPUT_00202
ERR1913049.5817786__1.5817786	821__A0A174NM17__lacZ_6
ERR1913049.5818003__1.5818003	671267__R9IB12__C802_00696
ERR1913049.5818109__1.5818109	40520__A0A3E5EEQ6__ERS852394_00491
ERR1913049.5818188__1.5818188	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.5818476__1.5818476	901__B6WXF1__DESPIGER_1660
ERR1913049.5818688__1.5818688	649756__R7BXP1__ERS852425_00382
ERR1913049.5819398__1.5819398	301301__A0A395V6S0__dosP
ERR1913049.5819432__1.5819432	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5819668__1.5819668	901__B6WVE1__DESPIGER_2036
ERR1913049.5819620__1.5819620	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913049.5819772__1.5819772	28117__B0MY34__BHV66_05195
ERR1913049.5819845__1.5819845	216816__A0A061M1M5__HMPREF0177_01046
ERR1913049.5820067__1.5820067	821__E5UY21__C800_02204
ERR1913049.5820463__1.5820463	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.5820481__1.5820481	1262927__R7EX56__BN677_00089
ERR1913049.5820606__1.5820606	487174__K0WUZ1__DIT83_10815
ERR1913049.5820707__1.5820707	1262753__R5B0C5__BN813_01872
ERR1913049.5821000__1.5821000	818__A0A0N7I9H8__ERS852461_00040
ERR1913049.5821049__1.5821049	1897011__A0A1Q6RG85__BHW41_02670
ERR1913049.5821109__1.5821109	214856__R6Y1K2__ERS852447_02306
ERR1913049.5821348__1.5821348	901__B6WVX9__DESPIG_02247
ERR1913049.5821548__1.5821548	901__B6WXF1__DESPIGER_1660
ERR1913049.5821561__1.5821561	821__A0A3E4WAR6__DXD64_10735
ERR1913049.5821779__1.5821779	216816__A0A395XYV2__APC1468_1887
ERR1913049.5822229__1.5822229	1501391__GCA_000786575.1_00068
ERR1913049.5822399__1.5822399	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913049.5822373__1.5822373	1262911__R6H174__BN557_01246
ERR1913049.5822738__1.5822738	246787__R6K756__HMPREF1062_01819
ERR1913049.5822791__1.5822791	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.5822798__1.5822798	394340__rplO
ERR1913049.5823050__1.5823050	39492__D4JTF2__mutS2
ERR1913049.5823127__1.5823127	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.5823146__1.5823146	1262927__R7EX56__BN677_00089
ERR1913049.5823689__1.5823689	1262911__R6H2J2__BN557_01228
ERR1913049.5823919__1.5823919	1150298__A0A174I2L4__ERS852535_01377
ERR1913049.5824114__1.5824114	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.5824243__1.5824243	1550024__A0A0D8J112__TQ39_05560
ERR1913049.5824367__1.5824367	1628085__A0A374VS54__C7386_101156
ERR1913049.5824388__1.5824388	28117__B0MXG8__ALIPUT_01814
ERR1913049.5824408__1.5824408	74426__thrZ
ERR1913049.5824454__1.5824454	28117__B0MXG8__ALIPUT_01814
ERR1913049.5824834__1.5824834	1263000__R5EXT3__BN466_02213
ERR1913049.5825182__1.5825182	28117__B0MY41__BHV66_05165
ERR1913049.5825342__1.5825342	821__E5UY21__C800_02204
ERR1913049.5825411__1.5825411	853__A8SB03__C4Q21_07960
ERR1913049.5825382__1.5825382	1262927__R7EX56__BN677_00089
ERR1913049.5825459__1.5825459	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5825540__1.5825540	1660__A0A2I1I252__ACTODO_01094
ERR1913049.5825646__1.5825646	1660__A0A2I1I252__ACTODO_01094
ERR1913049.5825758__1.5825758	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5826330__1.5826330	820__A0A3E4W980__M093_3873
ERR1913049.5826478__1.5826478	1160721__R6T2L9__BHW50_11315
ERR1913049.5826653__1.5826653	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913049.5826686__1.5826686	147206__GCF_000156215.1_01775
ERR1913049.5826865__1.5826865	204516__U6R9E7__HMPREF1534_03313
ERR1913049.5827359__1.5827359	301301__A0A395V8E1__RHOM_11160
ERR1913049.5827529__1.5827529	901__B6WVE0__DESPIG_02056
ERR1913049.5827702__1.5827702	853__A0A173RZ39__C4N22_01650
ERR1913049.5827843__1.5827843	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.5827972__1.5827972	454154__G5ST56__HMPREF9441_02556
ERR1913049.5828148__1.5828148	1897011__A0A1Q6RE83__BHW41_04925
ERR1913049.5828133__1.5828133	1203556__S2ZHP4__HMPREF1478_00551
ERR1913049.5828382__1.5828382	28117__B0MST8__ALIPUT_00310
ERR1913049.5828415__1.5828415	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913049.5828490__1.5828490	28117__B0MXW9__ALIPUT_01981
ERR1913049.5828518__1.5828518	853__A0A174C5M1__CGS58_04460
ERR1913049.5828695__1.5828695	28117__B0MY41__BHV66_05165
ERR1913049.5828762__1.5828762	28117__B0MXG8__ALIPUT_01814
ERR1913049.5828948__1.5828948	901__B6WRH4__DESPIGER_0368
ERR1913049.5829002__1.5829002	74426__nifJ
ERR1913049.5829075__1.5829075	1263000__R5EFA7__BN466_01197
ERR1913049.5829127__1.5829127	901__B6WXF1__DESPIGER_1660
ERR1913049.5829230__1.5829230	328814__GCA_004558275.1_00076
ERR1913049.5829487__1.5829487	74426__sigA
ERR1913049.5829492__1.5829492	1263000__R5EQI3__BN466_00125
ERR1913049.5829642__1.5829642	28117__B0MT86__BHV66_02450
ERR1913049.5829676__1.5829676	28117__B0MXX2__ALIPUT_01984
ERR1913049.5829761__1.5829761	1263000__R5EFA7__BN466_01197
ERR1913049.5829807__1.5829807	901__B6WVE0__DESPIG_02056
ERR1913049.5829913__1.5829913	1739406__A0A1S1EI02__HMPREF2902_01980
ERR1913049.5829982__1.5829982	901__B6WR17__DHV46_00835
ERR1913049.5830171__1.5830171	1262911__R6GT99__BN557_01335
ERR1913049.5830230__1.5830230	172901__A0A2U1ASZ8__C8D82_1208
ERR1913049.5830293__1.5830293	1897011__A0A1Q6RI93__BHW41_01175
ERR1913049.5830557__1.5830557	1262886__R6QHS7__BN563_00615
ERR1913049.5830597__1.5830597	1796613__A0A1C7GYD6__A4V03_03700
ERR1913049.5830645__1.5830645	901__B6WQ96__DESPIGER_1063
ERR1913049.5830751__1.5830751	901__B6WTR4__DESPIGER_1248
ERR1913049.5831158__1.5831158	820__A7V8C2__ERS852554_01338
ERR1913049.5831518__1.5831518	360807__C0FUN2__ERS852444_01353
ERR1913049.5831530__1.5831530	1796613__A0A1C7GZG2__ADH74_03485
ERR1913049.5831569__1.5831569	1262992__R5DG08__BN795_00475
ERR1913049.5831678__1.5831678	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5832079__1.5832079	74426__asnS
ERR1913049.5832254__1.5832254	901__B6WXF1__DESPIGER_1660
ERR1913049.5832327__1.5832327	1262889__R7H773__BN634_02377
ERR1913049.5832424__1.5832424	1263000__R5EDV4__BN466_01097
ERR1913049.5832475__1.5832475	446660__GCA_003428235.1_00970
ERR1913049.5832476__1.5832476	147206__GCF_000156215.1_01776
ERR1913049.5832579__1.5832579	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913049.5832634__1.5832634	901__B6WXH2__DESPIGER_1643
ERR1913049.5832961__1.5832961	28117__B0MTS2__ALIPUT_00159
ERR1913049.5832906__1.5832906	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913049.5833480__1.5833480	901__B6WXH2__DESPIGER_1643
ERR1913049.5833630__1.5833630	1262927__R7EX56__BN677_00089
ERR1913049.5833832__1.5833832	74426__pflB_2
ERR1913049.5833927__1.5833927	901__B6WQG2__DHV46_07300
ERR1913049.5833957__1.5833957	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5834159__1.5834159	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5834366__1.5834366	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913049.5834633__1.5834633	204516__U6RAM4__HMPREF1534_03439
ERR1913049.5834740__1.5834740	166486__D4KWN4__ERS852572_01865
ERR1913049.5835269__1.5835269	74426__pta
ERR1913049.5835459__1.5835459	1263107__GCA_000436995.1_00071
ERR1913049.5835882__1.5835882	39486__B0G7Q6__DXD18_07840
ERR1913049.5836057__1.5836057	572010__tufA
ERR1913049.5836171__1.5836171	1263000__R5EFJ5__BN466_01372
ERR1913049.5836556__1.5836556	820__A0A139KHD8__ERS417307_00569
ERR1913049.5836737__1.5836737	901__B6WR15__DESPIGER_0142
ERR1913049.5836758__1.5836758	901__B6WTR4__DESPIGER_1248
ERR1913049.5836920__1.5836920	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913049.5837305__1.5837305	46228__V8BPH7__RUMLAC_01273
ERR1913049.5837547__1.5837547	360807__A0A173XR05__RIL183_10401
ERR1913049.5837595__1.5837595	901__B6WTR4__DESPIGER_1248
ERR1913049.5837646__1.5837646	1262753__R5B0C5__BN813_01872
ERR1913049.5837919__1.5837919	47678__R5U3L4__C5Z00_12600
ERR1913049.5837955__1.5837955	901__B6WUL1__DESPIG_01755
ERR1913049.5838020__1.5838020	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913049.5838161__1.5838161	166486__D4L0B2__ERS852572_03035
ERR1913049.5838174__1.5838174	901__B6WXA0__aroE
ERR1913049.5838363__1.5838363	166486__D4L0B2__ERS852572_03035
ERR1913049.5838494__1.5838494	28117__B0MWH8__BHV66_01330
ERR1913049.5838534__1.5838534	552398__F4XCQ4__HMPREF0866_01621
ERR1913049.5838569__1.5838569	901__B6WTQ4__DESPIGER_1255
ERR1913049.5838990__1.5838990	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.5839155__1.5839155	28117__B0MZ50__ALIPUT_02424
ERR1913049.5839278__1.5839278	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913049.5839330__1.5839330	28117__B0MTV5__BHV66_06415
ERR1913049.5839438__1.5839438	1897011__A0A1Q6RI94__BHW41_01260
ERR1913049.5839503__1.5839503	1897011__A0A1Q6RI70__BHW41_00995
ERR1913049.5839570__1.5839570	572010__hgdC_1
ERR1913049.5839776__1.5839776	1262927__R7EX56__BN677_00089
ERR1913049.5839795__1.5839795	394340__ilvC
ERR1913049.5839896__1.5839896	1897011__A0A1Q6RI93__BHW41_01175
ERR1913049.5840176__1.5840176	901__B6WYA8__DESPIGER_1386
ERR1913049.5840213__1.5840213	214856__R5UN64__ERS852447_02669
ERR1913049.5840247__1.5840247	166486__D4L1L1__ROSINTL182_05277
ERR1913049.5840457__1.5840457	901__B6WTR4__DESPIGER_1248
ERR1913049.5840655__1.5840655	106588__A6P303__BACCAP_04887
ERR1913049.5840689__1.5840689	901__B6WXI1__DESPIGER_1636
ERR1913049.5840722__1.5840722	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913049.5840737__1.5840737	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913049.5841002__1.5841002	360807__A0A0M6WBB8__ROSEINA2194_00909
ERR1913049.5841449__1.5841449	901__B6WTQ4__DESPIGER_1255
ERR1913049.5841615__1.5841615	166486__D4KUL4__pemA
ERR1913049.5841871__1.5841871	47678__R5U8Y1__BACCAC_02615
ERR1913049.5841946__1.5841946	1262927__R7EX56__BN677_00089
ERR1913049.5841994__1.5841994	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.5842132__1.5842132	1628085__A0A374VPL1__C7386_10315
ERR1913049.5842182__1.5842182	1263030__R5CZV8__BN705_01159
ERR1913049.5842232__1.5842232	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.5842466__1.5842466	74426__rpoB
ERR1913049.5842542__1.5842542	328814__GCA_004558275.1_01822
ERR1913049.5842932__1.5842932	28117__B0MTH2__ALIPUT_00061
ERR1913049.5843270__1.5843270	1262911__R6HJT1__BN557_00291
ERR1913049.5843384__1.5843384	901__B6WUW8__DESPIGER_1921
ERR1913049.5843396__1.5843396	1897011__A0A1Q6RH61__BHW41_01970
ERR1913049.5843435__1.5843435	214856__A0A175A6T5__ERS852447_02658
ERR1913049.5843647__1.5843647	28117__R7JIY2__BHV66_06465
ERR1913049.5843829__1.5843829	1263000__R5EHB0__BN466_01647
ERR1913049.5843982__1.5843982	216816__C5E9N8__DD678_02795
ERR1913049.5844264__1.5844264	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913049.5844377__1.5844377	1262927__R7EX56__BN677_00089
ERR1913049.5844610__1.5844610	418240__C6JDJ1__ERS852478_02876
ERR1913049.5844566__1.5844566	901__B6WUY7__DHV46_11425
ERR1913049.5844710__1.5844710	214856__A0A174CRY5__ERS852559_01060
ERR1913049.5844731__1.5844731	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913049.5845201__1.5845201	1263044__GCA_000433375.1_01151
ERR1913049.5845166__1.5845166	1262927__R7EX56__BN677_00089
ERR1913049.5845892__1.5845892	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.5845957__1.5845957	1628085__A0A3E2XZW0__C7386_101386
ERR1913049.5846273__1.5846273	901__B6WQD5__DESPIG_00255
ERR1913049.5846366__1.5846366	853__D4JY61__C4N21_10560
ERR1913049.5846463__1.5846463	454155__G5STK0__HMPREF9442_00258
ERR1913049.5846551__1.5846551	74426__purC
ERR1913049.5846624__1.5846624	1897011__A0A1Q6RDN7__BHW41_05650
ERR1913049.5846725__1.5846725	446660__GCA_003428235.1_02344
ERR1913049.5846861__1.5846861	1393034__GCA_001552785.1_00728
ERR1913049.5847096__1.5847096	387090__S0F7Y3__BACCOPRO_02028
ERR1913049.5847176__1.5847176	1501391__GCA_000786575.1_00123
ERR1913049.5847440__1.5847440	853__A0A174AML0__FPR_08640
ERR1913049.5847507__1.5847507	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5847508__1.5847508	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.5847584__1.5847584	46228__V8BQJ4__DXD17_00215
ERR1913049.5848113__1.5848113	166486__D4KW38__ERS852572_02341
ERR1913049.5848177__1.5848177	1263000__R5EGY6__BN466_00973
ERR1913049.5848743__1.5848743	471189__GCA_003340385.1_00504
