ERR1913141.6__1.6	1681__A0A0E2ZCN8__DXD31_01560
ERR1913141.792391__1.792391	820__A0A3E4G826__C801_01612
ERR1913141.792723__1.792723	239935__A0A2N8HM32__CXT85_08075
ERR1913141.792941__1.792941	820__A0A139K4W5__HMPREF2141_02394
ERR1913141.792973__1.792973	239935__R6JAS2__CXU02_10725
ERR1913141.793239__1.793239	39491__C4Z8S1__DXB76_06750
ERR1913141.793552__1.793552	74426__asnS
ERR1913141.793624__1.793624	239935__A0A2N8IF99__lpdA
ERR1913141.793697__1.793697	1501391__GCA_000786575.1_00124
ERR1913141.793986__1.793986	1501391__GCA_000786575.1_00129
ERR1913141.793959__1.793959	239935__A0A139TVJ4__CXT86_02020
ERR1913141.794034__1.794034	1262882__R5MQ68__BN519_01178
ERR1913141.794054__1.794054	1262882__R5MZ58__BN519_00525
ERR1913141.794100__1.794100	47678__R5USR9__HMPREF1061_01404
ERR1913141.794105__1.794105	239935__A0A2N8HT18__CXT93_06135
ERR1913141.794177__1.794177	1501391__GCA_000786575.1_00074
ERR1913141.794379__1.794379	820__A0A139KIL9__DXC68_05945
ERR1913141.794381__1.794381	1263000__R5ESM1__BN466_01440
ERR1913141.794582__1.794582	47678__R5UAY9__DW706_07200
ERR1913141.794638__1.794638	818__R7KWE7__HMPREF2534_03255
ERR1913141.794655__1.794655	1550024__G9RWR2__TQ39_04385
ERR1913141.794718__1.794718	47678__R5UZM4__DW706_15680
ERR1913141.794769__1.794769	853__D4JY61__C4N21_10560
ERR1913141.794776__1.794776	1262882__R5MYP8__BN519_00439
ERR1913141.794851__1.794851	1550024__G9RQ59__TQ39_14360
ERR1913141.794906__1.794906	1262882__R5MT08__BN519_01706
ERR1913141.794937__1.794937	47678__A5ZI88__BACCAC_02617
ERR1913141.795004__1.795004	820__A0A3E4W9D9__B5G17_12400
ERR1913141.795172__1.795172	239935__A0A2N8HT68__ADH72_00510
ERR1913141.795197__1.795197	823__A0A355XIK0__CEQ22_011965
ERR1913141.795256__1.795256	1501391__GCA_000786575.1_00123
ERR1913141.795661__1.795661	1297617__A0A2U1C1F3__BIV19_08285
ERR1913141.795704__1.795704	1263107__GCA_000436995.1_00058
ERR1913141.795778__1.795778	1263107__GCA_000436995.1_00113
ERR1913141.795873__1.795873	1262882__R5N349__BN519_01037
ERR1913141.795921__1.795921	1262882__R5MKW1__BN519_00390
ERR1913141.795934__1.795934	1262980__R5BIJ7__BN814_02293
ERR1913141.796073__1.796073	1501391__GCA_000786575.1_00060
ERR1913141.796075__1.796075	239935__R6JAS2__CXU02_10725
ERR1913141.796256__1.796256	40518__R5DXH2__DXD83_10135
ERR1913141.796262__1.796262	40518__R5E328__DXD86_08885
ERR1913141.796472__1.796472	818__D7I7V5__BJP75_001030
ERR1913141.796562__1.796562	1262882__R5MKU2__BN519_01271
ERR1913141.796579__1.796579	214856__A0A174ZYJ5__ERS852447_01938
ERR1913141.796659__1.796659	239935__R6JAS2__CXU02_10725
ERR1913141.796773__1.796773	239935__B2UNF6__CXU17_03450
ERR1913141.796898__1.796898	1262882__R5MJM8__BN519_01064
ERR1913141.796968__1.796968	1550024__A0A0D8J3J4__TQ39_01275
ERR1913141.797012__1.797012	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913141.797048__1.797048	1550024__G9RP65__ASJ35_11645
ERR1913141.797193__1.797193	820__A0A3E4WA06__ERS852554_03404
ERR1913141.797203__1.797203	1262882__R5MH62__BN519_00734
ERR1913141.797353__1.797353	39491__A0A396FEW6__T1815_18721
ERR1913141.797354__1.797354	410072__C0BBL7__ERS852389_00531
ERR1913141.797501__1.797501	1501391__GCA_000786575.1_00017
ERR1913141.797437__1.797437	820__R9HP61__DXC91_01090
ERR1913141.797713__1.797713	357276__A0A076IRX7__HMPREF1064_00526
ERR1913141.797837__1.797837	239935__A0A2N8I7W6__CXT90_04245
ERR1913141.797859__1.797859	1501391__GCA_000786575.1_00002
ERR1913141.797902__1.797902	357276__B6W1J2__BACDOR_03380
ERR1913141.798074__1.798074	820__I9J701__ERS852510_01809
ERR1913141.798185__1.798185	820__A0A3E5E0T0__ERS852554_00312
ERR1913141.798459__1.798459	1263000__R5EXT3__BN466_02213
ERR1913141.798582__1.798582	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913141.798618__1.798618	371601__A0A1C7H1B8__BN890_22320
ERR1913141.798800__1.798800	1501391__GCA_000786575.1_00026
ERR1913141.798854__1.798854	1262882__R5MKU7__BN519_01276
ERR1913141.799027__1.799027	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.799145__1.799145	1262882__R5MHQ8__BN519_00707
ERR1913141.799244__1.799244	446660__GCA_003428235.1_02337
ERR1913141.799423__1.799423	820__A0A174F0C1__nreB
ERR1913141.799512__1.799512	821__I9R3W6__DXC16_12455
ERR1913141.799610__1.799610	357276__A0A076IRV2__BACDOR_02822
ERR1913141.799634__1.799634	820__A7UYX8__DXD40_11635
ERR1913141.799635__1.799635	820__A0A3E4G8F8__ERS852421_01645
ERR1913141.799640__1.799640	371601__D6D5Q9__BN890_35020
ERR1913141.799809__1.799809	239935__R6IZU4__CXT87_08085
ERR1913141.800010__1.800010	821__E5UMZ6__BVU_1450
ERR1913141.800027__1.800027	818__A0A2J6AAA9__NCTC10582_00162
ERR1913141.800036__1.800036	239935__A0A3F3K985__CXT98_05805
ERR1913141.800112__1.800112	1262882__R5MRS7__BN519_01490
ERR1913141.800461__1.800461	74426__rpoC
ERR1913141.800524__1.800524	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.800501__1.800501	1681__A0A292G7V3__BBIF_1776
ERR1913141.800553__1.800553	239935__A0A139TPD4__CXT86_06450
ERR1913141.800602__1.800602	1262882__R5MIQ8__BN519_01036
ERR1913141.800724__1.800724	328813__A0A1Y3QRL5__B5G41_11625
ERR1913141.801049__1.801049	239935__A0A2N8IQU3__CXU22_05890
ERR1913141.801775__1.801775	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913141.801927__1.801927	1897011__A0A1Q6RH58__BHW41_01950
ERR1913141.801932__1.801932	360807__C0FVL1__ERS852392_00394
ERR1913141.801939__1.801939	1262882__R5MMD8__BN519_01576
ERR1913141.801992__1.801992	1501391__GCA_000786575.1_00075
ERR1913141.802102__1.802102	820__A7V8C2__ERS852554_01338
ERR1913141.802117__1.802117	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.802139__1.802139	1262882__R5MGS8__BN519_00565
ERR1913141.802248__1.802248	818__A0A3E5HGB5__ERS852511_02145
ERR1913141.802326__1.802326	1262882__R5MQ63__BN519_01173
ERR1913141.802370__1.802370	239935__A0A3F3K985__CXT98_05805
ERR1913141.802552__1.802552	1550024__G9RXY7__TQ39_00100
ERR1913141.802651__1.802651	239935__R7DVW2__CXU02_03915
ERR1913141.802739__1.802739	1432052__A0A1E3UHD0__BLA28_02475
ERR1913141.802744__1.802744	328814__GCA_004558275.1_01002
ERR1913141.802929__1.802929	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.803081__1.803081	1501391__GCA_000786575.1_00068
ERR1913141.803249__1.803249	1550024__A0A3B9WIA4__TQ39_14495
ERR1913141.803300__1.803300	1262911__R6GZX7__BN557_00838
ERR1913141.803403__1.803403	853__C7H1R8__DW905_06675
ERR1913141.803427__1.803427	823__A0A395YSW8__CF162_05645
ERR1913141.803537__1.803537	371601__E4VPR2__BXY_44130
ERR1913141.803662__1.803662	74426__rpoC
ERR1913141.803738__1.803738	47678__R5U4P2__CGC64_17185
ERR1913141.803888__1.803888	820__A0A174VD39__DXD90_12235
ERR1913141.804068__1.804068	33039__R6PZ42__mprA_2
ERR1913141.804180__1.804180	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913141.804192__1.804192	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.804425__1.804425	39492__D4JUJ6__ssuB_2
ERR1913141.804515__1.804515	74426__nifJ
ERR1913141.804852__1.804852	357276__C3RA36__HMPREF1065_03270
ERR1913141.804865__1.804865	116085__D4JBZ2__DW747_00595
ERR1913141.804883__1.804883	46506__A0A120A0V1__DXC41_00280
ERR1913141.804890__1.804890	556259__E5C7I5__BSGG_0461
ERR1913141.804945__1.804945	820__A7V092__hldE
ERR1913141.804946__1.804946	818__A0A174VV39__BT_3492
ERR1913141.804953__1.804953	820__R9I2U8__DXC68_09590
ERR1913141.805121__1.805121	1263000__R5EK86__BN466_02022
ERR1913141.805179__1.805179	40518__R5DZ16__DXD86_01455
ERR1913141.805413__1.805413	1501391__GCA_000786575.1_00128
ERR1913141.805472__1.805472	46506__A0A108TAK3__fepA_3
ERR1913141.805545__1.805545	820__R9HXK9__DXB62_08265
ERR1913141.805560__1.805560	820__A0A174LJB2__HMPREF1072_04112
ERR1913141.805691__1.805691	818__Q8A2L4__Btheta7330_05011
ERR1913141.805844__1.805844	1550024__A0A0D8IU01__TQ39_19670
ERR1913141.806044__1.806044	239935__A0A2N8HB50__CXU17_02615
ERR1913141.806210__1.806210	28118__R6FC01__fepE
ERR1913141.806434__1.806434	357276__I9QPN3__EL88_09245
ERR1913141.806462__1.806462	239935__A0A139TVJ4__CXT86_02020
ERR1913141.806465__1.806465	1550024__G9RZ38__ASJ35_12765
ERR1913141.806573__1.806573	1263000__R5EYJ0__BN466_02095
ERR1913141.806646__1.806646	357276__I9R4T1__IY41_06800
ERR1913141.806684__1.806684	239935__A0A139TSG7__CXU17_09600
ERR1913141.806769__1.806769	239935__A0A2N8HQR1__Amuc_0287
ERR1913141.806860__1.806860	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.806960__1.806960	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913141.807004__1.807004	820__A7VAS1__HMPREF2141_03259
ERR1913141.806967__1.806967	239935__A0A139TPD8__CXU12_11015
ERR1913141.806979__1.806979	818__A0A2J6AED2__C5Z03_02940
ERR1913141.806985__1.806985	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.807169__1.807169	823__A0A355XIK0__CEQ22_011965
ERR1913141.807443__1.807443	47678__A5ZG68__ERS852494_02968
ERR1913141.807525__1.807525	394340__group_3365
ERR1913141.807765__1.807765	820__R9I3Q7__HMPREF1072_01668
ERR1913141.807857__1.807857	239935__A0A2N8IKW7__pstA
ERR1913141.807814__1.807814	820__R9I2U8__DXC68_09590
ERR1913141.808177__1.808177	1262882__R5MIY9__BN519_01097
ERR1913141.808304__1.808304	40518__R5E6X5__sbcD
ERR1913141.808308__1.808308	239935__A0A2N8ITX2__CXT86_11265
ERR1913141.808529__1.808529	239935__A0A2N8I9P4__CXT85_05050
ERR1913141.808842__1.808842	1263000__R5EGY6__BN466_00973
ERR1913141.808896__1.808896	1501391__GCA_000786575.1_00072
ERR1913141.809093__1.809093	239935__A0A2N8HB50__CXU17_02615
ERR1913141.809135__1.809135	33039__A0A173VSH9__ERS852530_05439
ERR1913141.809322__1.809322	1501391__GCA_000786575.1_00071
ERR1913141.809329__1.809329	818__D7I7V5__BJP75_001030
ERR1913141.809428__1.809428	40518__R5DRG6__ylbJ
ERR1913141.809460__1.809460	820__A7VAR9__ERS852421_00197
ERR1913141.810034__1.810034	239935__A0A2N8HBM4__CXT85_06270
ERR1913141.810806__1.810806	239935__R6JAS2__CXU02_10725
ERR1913141.810762__1.810762	239935__A0A2N8ITG2__Amuc_0335
ERR1913141.810847__1.810847	239935__A0A2N8HEH9__CXU07_11710
ERR1913141.811331__1.811331	1501391__GCA_000786575.1_00129
ERR1913141.811384__1.811384	1262882__R5MLA4__BN519_01536
ERR1913141.811634__1.811634	40520__R7D6X9__DXB81_05355
ERR1913141.811756__1.811756	820__A0A3E4RU03__M093_0563
ERR1913141.811789__1.811789	1262882__R5N0J9__BN519_00773
ERR1913141.811813__1.811813	357276__I9QWD4__DXD47_15075
ERR1913141.811935__1.811935	357276__E5UTL1__HMPREF1065_03551
ERR1913141.812012__1.812012	1263107__GCA_000436995.1_00200
ERR1913141.812050__1.812050	214856__A0A174ZEW0__ERS852447_00985
ERR1913141.812108__1.812108	239935__R7DVL7__CXT93_01180
ERR1913141.812135__1.812135	239935__A0A2N8I791__CXT99_09415
ERR1913141.812251__1.812251	1262882__R5MEK3__BN519_00296
ERR1913141.812340__1.812340	239935__R7DVW2__CXU02_03915
ERR1913141.812515__1.812515	706562__GCA_900112995.1_02127
ERR1913141.812608__1.812608	40518__R5DVV1__RBATCC27255_00999
ERR1913141.812779__1.812779	820__A0A374MMF0__HMPREF1073_03811
ERR1913141.812817__1.812817	1263000__R5EUG9__BN466_01476
ERR1913141.812827__1.812827	357276__C3R9Y0__HMPREF1064_01889
ERR1913141.812843__1.812843	46506__R6B663__BACSTE_02258
ERR1913141.814176__1.814176	820__A0A173WUD7__DXB48_08055
ERR1913141.814288__1.814288	820__A0A3E4W9D9__B5G17_12400
ERR1913141.814450__1.814450	40518__R5E5W1__RBL263_01034
ERR1913141.814654__1.814654	239935__A0A2N8ITX2__CXT86_11265
ERR1913141.814715__1.814715	239935__A0A139TQT9__Amuc_1197
ERR1913141.814821__1.814821	1262882__R5MF58__BN519_00393
ERR1913141.814917__1.814917	1550024__G9RWW8__TQ39_12140
ERR1913141.815032__1.815032	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913141.815056__1.815056	1262882__R5N3H1__BN519_01121
ERR1913141.815075__1.815075	39492__D4JS88__ERS852540_00578
ERR1913141.815187__1.815187	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.815300__1.815300	1981510__A0A2K9P1W0__B9O19_01086
ERR1913141.815330__1.815330	239935__A0A139TSG7__CXU17_09600
ERR1913141.815415__1.815415	40520__R7D9B5__RUMOBE_02828
ERR1913141.815558__1.815558	1262882__R5N5H2__BN519_01493
ERR1913141.815662__1.815662	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.815693__1.815693	820__A0A174CG08__DXB62_13215
ERR1913141.816025__1.816025	47678__R5UUB5__ERS852558_00247
ERR1913141.816128__1.816128	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.816146__1.816146	1262882__R5N3H1__BN519_01121
ERR1913141.816245__1.816245	239935__R6J9Y2__CXT85_07000
ERR1913141.816290__1.816290	214856__R6Y2Y4__ERS852447_01086
ERR1913141.816414__1.816414	823__A0A395YRW4__DD466_15895
ERR1913141.816472__1.816472	239935__R7DVW2__CXU02_03915
ERR1913141.816479__1.816479	1501391__GCA_000786575.1_00052
ERR1913141.816507__1.816507	239935__A0A2N8HB50__CXU17_02615
ERR1913141.816544__1.816544	1262911__R6GQ41__BN557_00435
ERR1913141.816614__1.816614	818__Q8A3A6__Btheta7330_00071
ERR1913141.816770__1.816770	239935__A0A2N8IRW0__A4V05_11620
ERR1913141.817090__1.817090	1965538__A0A1Y4W191__B5E43_12440
ERR1913141.817252__1.817252	820__A0A374MXK3__HMPREF1072_00166
ERR1913141.817336__1.817336	218538__C9LR41__GCWU000321_00309
ERR1913141.817476__1.817476	1550024__G9RXI8__TQ39_11495
ERR1913141.817529__1.817529	820__A0A374QGD2__ERS852421_02382
ERR1913141.817623__1.817623	818__A0A139JW76__BJP75_002555
ERR1913141.817730__1.817730	239935__A0A2N8I6R6__CXU04_04335
ERR1913141.817789__1.817789	1262911__R6H2J2__BN557_01228
ERR1913141.817959__1.817959	357276__I9R4T1__IY41_06800
ERR1913141.818025__1.818025	1501391__GCA_000786575.1_00021
ERR1913141.818060__1.818060	40520__A5ZSF0__DXC87_15965
ERR1913141.818070__1.818070	820__A0A173WZS4__DXD90_10250
ERR1913141.818123__1.818123	1096246__A0A2V3Y8W5__DFR60_103432
ERR1913141.818227__1.818227	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913141.818200__1.818200	239935__A0A139TQT9__Amuc_1197
ERR1913141.818327__1.818327	394340__dnaE
ERR1913141.818298__1.818298	820__A0A174Q0F0__DXB48_08080
ERR1913141.818344__1.818344	820__R9HUV5__HMPREF2141_02582
ERR1913141.818522__1.818522	818__R6VB25__BSIG_5053
ERR1913141.818758__1.818758	239935__A0A2N8IKW7__pstA
ERR1913141.818873__1.818873	1262882__R5MJZ4__BN519_01269
ERR1913141.818977__1.818977	1263000__R5ETU4__BN466_01378
ERR1913141.819004__1.819004	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.819068__1.819068	1550024__A0A3B9WG56__TQ39_01145
ERR1913141.819081__1.819081	47678__R5UES7__sipS
ERR1913141.819514__1.819514	820__A0A374MMF0__HMPREF1073_03811
ERR1913141.819526__1.819526	1262882__R5N0M6__BN519_00794
ERR1913141.819574__1.819574	820__A0A174M9V5__M093_0237
ERR1913141.819709__1.819709	1262911__R6GKS1__BN557_00184
ERR1913141.819778__1.819778	1501391__GCA_000786575.1_00112
ERR1913141.819795__1.819795	239935__A0A2N8HZW2__A4V05_11120
ERR1913141.819820__1.819820	823__A0A1Y4I349__DXB14_09300
ERR1913141.819953__1.819953	357276__I8WBQ9__HMPREF1065_03212
ERR1913141.820260__1.820260	1262882__R5MJM8__BN519_01064
ERR1913141.820327__1.820327	357276__D1K3K9__EL88_23995
ERR1913141.820457__1.820457	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.820515__1.820515	820__A0A139K4W5__HMPREF2141_02394
ERR1913141.820610__1.820610	1262882__R5MYS9__BN519_00290
ERR1913141.820772__1.820772	39496__A5Z889__EUBVEN_01929
ERR1913141.820861__1.820861	40518__R5DS23__DXD86_01715
ERR1913141.821051__1.821051	239935__A0A2N8IVR0__CXT87_07115
ERR1913141.821266__1.821266	1550024__G9RPH0__TQ39_05505
ERR1913141.821344__1.821344	100884__E7GDJ2__HMPREF9488_02835
ERR1913141.821843__1.821843	820__A0A174Q0F0__DXB48_08080
ERR1913141.822035__1.822035	410072__C0BBR9__yqeC
ERR1913141.822044__1.822044	1897011__A0A1Q6REX0__BHW41_04225
ERR1913141.822062__1.822062	239935__A0A2N8IMC9__CXU09_02095
ERR1913141.822100__1.822100	1262882__R5N349__BN519_01037
ERR1913141.822181__1.822181	46506__A0A108TCU0__etk
ERR1913141.822249__1.822249	39491__D4JMW8__ERS852497_01971
ERR1913141.822271__1.822271	239935__R6J5N6__CXT99_10770
ERR1913141.822321__1.822321	46228__V8C4T8__RUMLAC_02058
ERR1913141.822393__1.822393	40518__R5DX93__DXD93_03055
ERR1913141.822501__1.822501	820__A0A139KIL9__DXC68_05945
ERR1913141.822665__1.822665	1262882__R5MJJ3__BN519_01027
ERR1913141.822666__1.822666	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.822745__1.822745	47678__R5UPZ8__ERS852494_01752
ERR1913141.822934__1.822934	1262882__R5MYI1__BN519_00416
ERR1913141.823123__1.823123	239935__A0A2N8IHY1__CXU06_00035
ERR1913141.823138__1.823138	1262911__R6GT76__BN557_01150
ERR1913141.823177__1.823177	820__A0A139K5A6__DXB48_12175
ERR1913141.823261__1.823261	820__R9HXK9__DXB62_08265
ERR1913141.823387__1.823387	820__A0A3E4W4Y7__B5G17_02055
ERR1913141.823500__1.823500	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.823577__1.823577	1501391__GCA_000786575.1_00055
ERR1913141.823579__1.823579	357276__A0A076IKP2__HMPREF1063_00218
ERR1913141.823883__1.823883	1501391__GCA_000786575.1_00157
ERR1913141.823897__1.823897	239935__A0A2N8IRW0__A4V05_11620
ERR1913141.824092__1.824092	818__A0A139K1T6__SAMN05216253_11033
ERR1913141.824171__1.824171	1550024__A0A0D8IY45__ASJ35_05575
ERR1913141.824329__1.824329	818__A0A3E5HN72__C799_03359
ERR1913141.824441__1.824441	239935__A0A2N8J1K0__CXT97_05765
ERR1913141.824481__1.824481	39491__A0A395V0H6__ERS852580_02570
ERR1913141.824670__1.824670	820__A0A396EUU8__luxQ_3
ERR1913141.824759__1.824759	1262882__R5MKV8__BN519_01281
ERR1913141.825025__1.825025	106588__A6P303__BACCAP_04887
ERR1913141.825163__1.825163	820__A0A3E4RUC4__DHU98_02635
ERR1913141.825196__1.825196	39492__B0MPL6__EUBSIR_01779
ERR1913141.825422__1.825422	39492__A0A175A133__cycB_1
ERR1913141.825630__1.825630	100884__E7GEK6__DXB30_07715
ERR1913141.825635__1.825635	1263000__R5EUM2__BN466_01747
ERR1913141.825646__1.825646	1501391__GCA_000786575.1_00132
ERR1913141.825724__1.825724	239935__A0A2N8HL50__CXT98_09135
ERR1913141.825782__1.825782	471189__GCA_003340385.1_00581
ERR1913141.825849__1.825849	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.825924__1.825924	357276__I9QBT7__BSEG_03340
ERR1913141.825905__1.825905	239935__A0A2N8HEH9__CXU07_11710
ERR1913141.825952__1.825952	239935__A0A2N8IJI1__B5G29_04615
ERR1913141.826043__1.826043	820__A0A174VD39__DXD90_12235
ERR1913141.826025__1.826025	820__A0A139K5A6__DXB48_12175
ERR1913141.826100__1.826100	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.826399__1.826399	239935__A0A2N8J2P6__ADH72_06730
ERR1913141.826504__1.826504	239935__A0A139TPD4__CXT86_06450
ERR1913141.826513__1.826513	1262992__R5CXM7__BN795_01016
ERR1913141.826555__1.826555	357276__A0A0K2HG61__BACDOR_02028
ERR1913141.826556__1.826556	1501391__GCA_000786575.1_00010
ERR1913141.826698__1.826698	1262882__R5N0C3__BN519_00731
ERR1913141.826875__1.826875	626930__F3PT98__HMPREF9446_01965
ERR1913141.826829__1.826829	40518__R5DUU8__DXD86_08440
ERR1913141.827113__1.827113	239935__A0A3F3K985__CXT98_05805
ERR1913141.827123__1.827123	1263000__R5EKR4__BN466_01609
ERR1913141.827235__1.827235	39488__A0A174DBY3__DXD91_08835
ERR1913141.827570__1.827570	357276__B6W5Q9__HMPREF1063_03125
ERR1913141.827695__1.827695	820__A0A396EUU8__luxQ_3
ERR1913141.827778__1.827778	47678__R5UPG7__C5Z00_18695
ERR1913141.827797__1.827797	239935__A0A2N8HDT1__CXT94_05270
ERR1913141.828036__1.828036	357276__A0A076IXE0__HMPREF1064_04364
ERR1913141.828048__1.828048	239935__B2UNC5__B5G29_07685
ERR1913141.828160__1.828160	239935__A0A2N8I1R3__CXU05_06075
ERR1913141.828183__1.828183	239935__A0A2N8HUU6__CXT90_06150
ERR1913141.828852__1.828852	1263000__R5EUM2__BN466_01747
ERR1913141.829086__1.829086	820__A0A139KG04__ERS852459_01249
ERR1913141.829096__1.829096	820__A0A174CG08__DXB62_13215
ERR1913141.829100__1.829100	239935__A0A2N8INK7__Amuc_0521
ERR1913141.829172__1.829172	820__R9HVB9__DXC68_17285
ERR1913141.829384__1.829384	239935__A0A2N8IU45__DEF40_02365
ERR1913141.829454__1.829454	338188__K5CC46__BACFIN_04779
ERR1913141.829607__1.829607	40518__A0A1C6H844__DXD93_02510
ERR1913141.829650__1.829650	214856__A0A173YE57__ERS852559_00126
ERR1913141.829700__1.829700	853__D4K7X0__DW905_09540
ERR1913141.829917__1.829917	47678__R5UU99__C5Z00_11925
ERR1913141.830364__1.830364	1262911__R6GTA5__BN557_01337
ERR1913141.830414__1.830414	39491__A0A395ZG74__licR
ERR1913141.830708__1.830708	820__A7VAS1__HMPREF2141_03259
ERR1913141.831150__1.831150	820__A0A174QT76__B5G17_18060
ERR1913141.831243__1.831243	1501391__GCA_000786575.1_00087
ERR1913141.831330__1.831330	1501391__GCA_000786575.1_00110
ERR1913141.831371__1.831371	239935__A0A2N8HPS5__Amuc_0950
ERR1913141.831586__1.831586	239935__A0A2N8IIB9__CXU04_01970
ERR1913141.831963__1.831963	1501391__GCA_000786575.1_00083
ERR1913141.831978__1.831978	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.832099__1.832099	39492__D4JSS2__EUBSIR_00553
ERR1913141.832084__1.832084	239935__A0A2N8IKW7__pstA
ERR1913141.832229__1.832229	39491__C4ZC33__DXC13_11585
ERR1913141.832272__1.832272	823__D0TAX5__HMPREF1075_01064
ERR1913141.832352__1.832352	1262882__R5N5H2__BN519_01493
ERR1913141.832436__1.832436	1262882__R5MSI7__BN519_01601
ERR1913141.832515__1.832515	1263000__R5EI35__BN466_01649
ERR1913141.832670__1.832670	820__A7V470__HMPREF1072_02076
ERR1913141.832965__1.832965	820__A0A3E4HWJ4__DXD40_05945
ERR1913141.833179__1.833179	1263000__R5EGY7__BN466_01478
ERR1913141.833240__1.833240	1262882__R5MIW5__BN519_00945
ERR1913141.833328__1.833328	1262882__R5MXW0__BN519_00317
ERR1913141.833411__1.833411	820__A0A174F696__macB_13
ERR1913141.833759__1.833759	239935__A0A139TPG3__CXT86_08810
ERR1913141.833776__1.833776	818__A0A3E5HN72__C799_03359
ERR1913141.833805__1.833805	1501391__GCA_000786575.1_00058
ERR1913141.834033__1.834033	1262911__R6H2J2__BN557_01228
ERR1913141.834161__1.834161	357276__I9QDB8__B5F95_08105
ERR1913141.834168__1.834168	818__A0A3E5HN77__HMPREF2534_00072
ERR1913141.834250__1.834250	239935__R6JAS2__CXU02_10725
ERR1913141.834516__1.834516	820__A0A173XIP7__B5G17_16050
ERR1913141.834534__1.834534	1262882__R5N4P6__BN519_01346
ERR1913141.834551__1.834551	1501391__GCA_000786575.1_00005
ERR1913141.834703__1.834703	47678__R5U9Z0__HMPREF1061_03210
ERR1913141.834914__1.834914	1681__A0A0H2PIV6__APS66_03240
ERR1913141.834846__1.834846	239935__A0A139TT05__CXU09_03335
ERR1913141.834849__1.834849	357276__A0A0K2HI25__DXD47_04465
ERR1913141.835025__1.835025	46506__A0A108TAK3__fepA_3
ERR1913141.835133__1.835133	1262882__R5MK82__BN519_00260
ERR1913141.835163__1.835163	47678__R5UPZ8__ERS852494_01752
ERR1913141.835416__1.835416	671266__GCA_004801615.1_02321
ERR1913141.835520__1.835520	239935__A0A2N8IG27__CXT85_07805
ERR1913141.835600__1.835600	820__A0A374QGD2__ERS852421_02382
ERR1913141.835827__1.835827	214856__I3YMN6__Alfi_1938
ERR1913141.835841__1.835841	74426__purL
ERR1913141.835844__1.835844	820__A7V8C2__ERS852554_01338
ERR1913141.835860__1.835860	1965661__A0A1Y3SV45__B5G37_06210
ERR1913141.836040__1.836040	371601__A0A139LNL6__ERS852396_04350
ERR1913141.836072__1.836072	239935__A0A2N8ILG3__CXT93_10135
ERR1913141.836253__1.836253	818__A0A174LFW3__C5Z03_04710
ERR1913141.836698__1.836698	239935__A0A2N8HAQ1__DEF40_05290
ERR1913141.836702__1.836702	820__A0A139KHX1__HMPREF2141_00289
ERR1913141.836751__1.836751	823__A0A174DZM1__DDY96_10310
ERR1913141.836837__1.836837	820__A0A174M9V5__M093_0237
ERR1913141.836850__1.836850	357276__I8WBQ9__HMPREF1065_03212
ERR1913141.836875__1.836875	357276__I8WEY2__ABI39_04185
ERR1913141.836923__1.836923	239935__A0A2N8HAQ1__DEF40_05290
ERR1913141.836973__1.836973	823__A0A395YVY3__ERS852513_03204
ERR1913141.837048__1.837048	1897011__A0A1Q6RH73__BHW41_01885
ERR1913141.837300__1.837300	239935__A0A2N8HT18__CXT93_06135
ERR1913141.837358__1.837358	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.837578__1.837578	823__D7IV95__DXC05_09565
ERR1913141.838240__1.838240	239935__R7E524__CXT91_06180
ERR1913141.838259__1.838259	820__A0A174F0C1__nreB
ERR1913141.838772__1.838772	556259__I0PXW0__BSGG_5187
ERR1913141.839026__1.839026	39491__D6E555__DXB99_06765
ERR1913141.839032__1.839032	47678__R5U3L4__C5Z00_12600
ERR1913141.839131__1.839131	357276__I8VLL2__HMPREF1065_03395
ERR1913141.839138__1.839138	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.839171__1.839171	239935__R7DVL7__CXT93_01180
ERR1913141.839222__1.839222	820__A0A374Q351__DXD40_05850
ERR1913141.839286__1.839286	239935__A0A2N8IIB9__CXU04_01970
