ERR1913223.13__1.13	28111__E5WZR2__HMPREF1016_02168
ERR1913223.3093833__1.3093833	45851__D4RWR5__BHV86_06295
ERR1913223.3093860__1.3093860	165179__D1P9T6__PREVCOP_04016
ERR1913223.3094014__1.3094014	28111__R5JVV2__BACEGG_02950
ERR1913223.3093996__1.3093996	1262760__R5LP97__BN758_00903
ERR1913223.3094088__1.3094088	1262825__R5E9F5__BN724_02352
ERR1913223.3094197__1.3094197	2022527__A0A264Y9E9__CHL74_03710
ERR1913223.3094253__1.3094253	45851__D4RWG7__BUTYVIB_00298
ERR1913223.3094341__1.3094341	45851__D4RWZ9__murF
ERR1913223.3094444__1.3094444	1262825__R5DZJ1__BN724_00084
ERR1913223.3094463__1.3094463	1262825__R5E978__BN724_00307
ERR1913223.3094590__1.3094590	1262929__R6F825__BN691_00333
ERR1913223.3094648__1.3094648	853__A0A3E2U7E6__ERS852582_01640
ERR1913223.3095041__1.3095041	45851__D4S1R7__BUTYVIB_02039
ERR1913223.3095341__1.3095341	39485__A0A174YZZ2__ERS852492_00215
ERR1913223.3095367__1.3095367	853__A0A173TAZ8__DWZ46_14590
ERR1913223.3095499__1.3095499	28116__C3R1N5__SAMN05444282_12443
ERR1913223.3095772__1.3095772	100886__E2NUS9__ghrA
ERR1913223.3095786__1.3095786	1262761__R6R840__BN606_01433
ERR1913223.3095812__1.3095812	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.3095942__1.3095942	33043__D5HI50__smf
ERR1913223.3096426__1.3096426	418240__A0A173X9L0__ERS852523_01318
ERR1913223.3096545__1.3096545	39491__C4Z9K7__EUBREC_0050
ERR1913223.3096789__1.3096789	33043__A0A174BPN9__kfoC_2
ERR1913223.3096867__1.3096867	1262761__R6RU22__BN606_01110
ERR1913223.3096916__1.3096916	45851__R5LL35__BUTYVIB_01928
ERR1913223.3097092__1.3097092	45851__D4RZ86__BHV86_03570
ERR1913223.3097245__1.3097245	2293125__A0A374CIC9__DW917_02045
ERR1913223.3097317__1.3097317	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913223.3097381__1.3097381	45851__D4RW33__ylbJ
ERR1913223.3097385__1.3097385	1262825__R5E4S3__BN724_00120
ERR1913223.3097487__1.3097487	1628085__A0A1C6ALV9__C7386_101366
ERR1913223.3097534__1.3097534	45851__D4RYA4__BHV86_02030
ERR1913223.3097594__1.3097594	45851__D4S1B2__BHV86_08920
ERR1913223.3097952__1.3097952	39485__C4Z6V7__walK
ERR1913223.3098044__1.3098044	116085__D4JBB0__DW747_02175
ERR1913223.3098278__1.3098278	33043__A0A173X520__ERS852575_01617
ERR1913223.3098412__1.3098412	39485__A0A174ZNZ2__ERS852492_02345
ERR1913223.3098415__1.3098415	1262816__R6CA66__BN687_01714
ERR1913223.3098477__1.3098477	1263006__R6LZM6__BN515_01762
ERR1913223.3098534__1.3098534	2173__A0A1D2WRA5__METSMIALI_00279
ERR1913223.3099093__1.3099093	853__A0A2A7A4A9__C4N21_14870
ERR1913223.3099188__1.3099188	1262945__R6YL13__BN600_00850
ERR1913223.3099304__1.3099304	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.3099346__1.3099346	45851__D4S0B1__BHV86_10120
ERR1913223.3099424__1.3099424	384638__B7APN3__BACPEC_00639
ERR1913223.3099665__1.3099665	821__A0A174T998__DXB82_10860
ERR1913223.3099803__1.3099803	39485__C4Z355__ERS852490_01971
ERR1913223.3099879__1.3099879	45851__D4RZC5__BUTYVIB_01191
ERR1913223.3099974__1.3099974	45851__D4RYZ4__BHV86_03155
ERR1913223.3100219__1.3100219	10678__GeneID:2777408
ERR1913223.3100226__1.3100226	1628085__A0A374VPS0__C7386_1243
ERR1913223.3100481__1.3100481	1262882__R5N1T9__BN519_00804
ERR1913223.3100551__1.3100551	572010__group_1977
ERR1913223.3100773__1.3100773	45851__D4RW69__BUTYVIB_00200
ERR1913223.3101239__1.3101239	1262911__R6GXS5__BN557_00160
ERR1913223.3101482__1.3101482	1262930__R6AST5__BN693_01722
ERR1913223.3101520__1.3101520	88431__A0A3D0EZN6__DORLON_02944
ERR1913223.3101647__1.3101647	39485__A0A174YNW2__cph2_3
ERR1913223.3101706__1.3101706	1262886__R6QQC0__BN563_01076
ERR1913223.3101848__1.3101848	39485__A0A174Z1A6__EUBELI_00220
ERR1913223.3102055__1.3102055	2173__A0A1D2WT18__METSMIALI_00395
ERR1913223.3102198__1.3102198	2173__A0A1D2WTR8__METSMIALI_00113
ERR1913223.3102624__1.3102624	100886__E2NSF9__rpoB
ERR1913223.3102741__1.3102741	45851__D4RXA4__BUTYVIB_00455
ERR1913223.3102937__1.3102937	39491__A0A395V1Y4__DXB99_08035
ERR1913223.3102966__1.3102966	45851__D4RYC5__BHV86_01930
ERR1913223.3102990__1.3102990	39496__A5Z5I2__EUBVEN_00963
ERR1913223.3103077__1.3103077	901__B6WX14__mviN
ERR1913223.3103531__1.3103531	39491__A0A396FE96__EUR_00280
ERR1913223.3103535__1.3103535	39492__D4JRM4__tap_5
ERR1913223.3103595__1.3103595	1262760__R5L6U4__BN758_00921
ERR1913223.3103808__1.3103808	1262760__R5LLW7__BN758_00505
ERR1913223.3103939__1.3103939	418240__A0A174NZX7__tagF_1
ERR1913223.3104010__1.3104010	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913223.3104243__1.3104243	45851__D4RWJ0__BHV86_05915
ERR1913223.3104417__1.3104417	1263006__R6LY37__BN515_01224
ERR1913223.3104808__1.3104808	1262760__R5LDI7__BN758_02041
ERR1913223.3104886__1.3104886	33043__D5HHF5__ERS852386_00025
ERR1913223.3105282__1.3105282	40520__A0A174DGW8__DXB81_10115
ERR1913223.3105341__1.3105341	357276__A0A0K2HDP3__IY41_00705
ERR1913223.3105362__1.3105362	39491__A0A395ZJZ1__LD38_01870
ERR1913223.3105659__1.3105659	45851__D4S1P9__BUTYVIB_02021
ERR1913223.3106076__1.3106076	45851__D4S0T7__BHV86_09275
ERR1913223.3106118__1.3106118	1262760__R5LVR1__BN758_01966
ERR1913223.3106292__1.3106292	45851__D4S2J5__BUTYVIB_02317
ERR1913223.3106394__1.3106394	261299__B0A989__ERS852493_02287
ERR1913223.3106590__1.3106590	1263107__GCA_000436995.1_00236
ERR1913223.3106954__1.3106954	131111__K0YNR3__HMPREF9241_01623
ERR1913223.3106989__1.3106989	39491__C4ZC33__DXC13_11585
ERR1913223.3106994__1.3106994	39485__C4Z6R3__mcp2_1
ERR1913223.3107006__1.3107006	1262919__R5PFI3__BN465_02148
ERR1913223.3107135__1.3107135	1284775__A0A096A9F7__HMPREF1640_07000
ERR1913223.3107174__1.3107174	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913223.3107217__1.3107217	39491__A0A395V1T9__DXD13_03310
ERR1913223.3107373__1.3107373	45851__D4RZA1__rimI
ERR1913223.3107401__1.3107401	1262911__R6H2J2__BN557_01228
ERR1913223.3107544__1.3107544	29361__B6FKH5__CLONEX_00621
ERR1913223.3107696__1.3107696	45851__R5LTE7__BHV86_04805
ERR1913223.3107941__1.3107941	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913223.3107997__1.3107997	384638__B7APN3__BACPEC_00639
ERR1913223.3108091__1.3108091	45851__R5LRY3__BUTYVIB_01906
ERR1913223.3108164__1.3108164	165179__A0A174IPI3__CFT61_10940
ERR1913223.3108172__1.3108172	45851__D4S069__spoIVA
ERR1913223.3108257__1.3108257	823__D0TGE9__ERS852429_03294
ERR1913223.3108485__1.3108485	165179__A0A3E5E189__PREVCOP_06699
ERR1913223.3108605__1.3108605	1262882__R5MQ63__BN519_01173
ERR1913223.3108731__1.3108731	39485__A0A1Q6PGI7__pehX_3
ERR1913223.3108737__1.3108737	39485__R5ZPP8__EUBELI_20334
ERR1913223.3108785__1.3108785	821__A0A174V2F3__NCTC10583_01474
ERR1913223.3108865__1.3108865	45851__D4RWS3__BUTYVIB_00110
ERR1913223.3109113__1.3109113	33039__A0A174ZQJ6__ERS852530_06709
ERR1913223.3109207__1.3109207	45851__D4RWI9__BHV86_05910
ERR1913223.3109238__1.3109238	39496__A5ZAC3__EUBVEN_02670
ERR1913223.3109240__1.3109240	39485__C4Z434__tilS
ERR1913223.3109383__1.3109383	821__R6F3Y1__SAMN04487923_104318
ERR1913223.3109612__1.3109612	39485__C4Z6F3__EUBELI_20400
ERR1913223.3109621__1.3109621	706562__GCA_900112995.1_02127
ERR1913223.3109847__1.3109847	1262825__R5ECH5__BN724_02253
ERR1913223.3109822__1.3109822	2022527__A0A264Y7D2__CHL74_07285
ERR1913223.3109823__1.3109823	1262911__R6GKS1__BN557_00184
ERR1913223.3109917__1.3109917	165179__D1PD99__PREVCOP_05186
ERR1913223.3109911__1.3109911	45851__D4RZ86__BHV86_03570
ERR1913223.3110083__1.3110083	45851__D4S1R7__BUTYVIB_02039
ERR1913223.3110089__1.3110089	45851__D4S1B2__BHV86_08920
ERR1913223.3110189__1.3110189	357276__A0A076IRZ5__BACDOR_00630
ERR1913223.3110272__1.3110272	1042156__F7V3A8__HipB
ERR1913223.3110409__1.3110409	1262825__R5E8D2__BN724_02151
ERR1913223.3110411__1.3110411	39485__C4Z6V1__ERS852492_02640
ERR1913223.3110565__1.3110565	45851__D4S1A8__BHV86_08940
ERR1913223.3110571__1.3110571	45851__D4S0J9__BUTYVIB_01618
ERR1913223.3110743__1.3110743	1262760__R5LDI7__BN758_02041
ERR1913223.3110796__1.3110796	39485__A0A174ZBK4__ERS852490_01585
ERR1913223.3110929__1.3110929	45851__D4RWN6__BUTYVIB_00072
ERR1913223.3110932__1.3110932	165179__D1PGD2__DXC61_10875
ERR1913223.3111261__1.3111261	45851__D4RWC3__BUTYVIB_00254
ERR1913223.3111513__1.3111513	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913223.3111566__1.3111566	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913223.3111571__1.3111571	1262882__R5N4P6__BN519_01346
ERR1913223.3111797__1.3111797	28116__I8YA52__M088_0798
ERR1913223.3111941__1.3111941	165179__D1PFV4__PREVCOP_06112
ERR1913223.3111884__1.3111884	360807__C0FVL5__ERS852392_00391
ERR1913223.3112002__1.3112002	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913223.3112439__1.3112439	1262882__R5MKV8__BN519_01281
ERR1913223.3112502__1.3112502	39485__C4Z5L2__ERS852490_00659
ERR1913223.3112521__1.3112521	45851__D4S1R9__BHV86_08150
ERR1913223.3112500__1.3112500	45851__D4RYS8__BUTYVIB_00989
ERR1913223.3112673__1.3112673	357276__B6VYT9__HMPREF1063_05030
ERR1913223.3112689__1.3112689	410072__C0BBL7__ERS852389_00531
ERR1913223.3113008__1.3113008	45851__D4RY81__BUTYVIB_00786
ERR1913223.3113205__1.3113205	165179__A0A229I740__DXC61_10430
ERR1913223.3113381__1.3113381	1262961__R6E511__BN710_01614
ERR1913223.3113884__1.3113884	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913223.3113975__1.3113975	88431__A0A174EJA6__DXB16_03345
ERR1913223.3114161__1.3114161	165179__R6CNX7__DXB80_02200
ERR1913223.3114232__1.3114232	100886__A0A174HWV3__CATMIT_01864
ERR1913223.3114319__1.3114319	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913223.3114347__1.3114347	45851__D4RXL5__BHV86_02950
ERR1913223.3114353__1.3114353	33043__D5HHE4__ERS852445_02332
ERR1913223.3114514__1.3114514	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913223.3114606__1.3114606	1263107__GCA_000436995.1_00002
ERR1913223.3114655__1.3114655	1262825__R5EK39__BN724_02341
ERR1913223.3114746__1.3114746	165179__A0A3E5E189__PREVCOP_06699
ERR1913223.3114971__1.3114971	45851__D4RWJ7__BHV86_05950
ERR1913223.3115129__1.3115129	1262886__R6QHZ9__BN563_00710
ERR1913223.3115137__1.3115137	45851__D4S283__BUTYVIB_02205
ERR1913223.3115192__1.3115192	39485__C4Z2I5__ERS852492_02214
ERR1913223.3115218__1.3115218	45851__D4RXL7__BUTYVIB_00568
ERR1913223.3115315__1.3115315	853__A0A3E2V168__FAEPRAM212_00929
ERR1913223.3115401__1.3115401	165179__A0A3E5EDS1__DXC61_03115
ERR1913223.3115510__1.3115510	1263000__R5EC87__BN466_00713
ERR1913223.3115515__1.3115515	1262882__R5N4P6__BN519_01346
ERR1913223.3115563__1.3115563	1262882__R5MYX5__BN519_00333
ERR1913223.3115681__1.3115681	165179__A0A3E5E2S3__DXB80_03455
ERR1913223.3115797__1.3115797	556259__E5C690__BSGG_1431
ERR1913223.3115807__1.3115807	45851__D4RYC7__BUTYVIB_00832
ERR1913223.3115951__1.3115951	1262825__R5DZG9__BN724_01005
ERR1913223.3116121__1.3116121	39485__A0A174ZLH6__EUBELI_01564
ERR1913223.3116190__1.3116190	1262886__R6Q989__BN563_01287
ERR1913223.3116198__1.3116198	45851__D4RWC5__BHV86_07005
ERR1913223.3116325__1.3116325	116085__D4J6L8__DW747_08035
ERR1913223.3116482__1.3116482	45851__R5LGC3__BHV86_03695
ERR1913223.3116714__1.3116714	626940__R6X4V5__DCQ00_10410
ERR1913223.3116733__1.3116733	45851__D4RW36__BUTYVIB_00166
ERR1913223.3116814__1.3116814	1262761__R6R2P8__BN606_01616
ERR1913223.3116910__1.3116910	165179__A0A229I1J2__DXB80_03950
ERR1913223.3117358__1.3117358	310298__B3JGH4__BACCOP_00976
ERR1913223.3117804__1.3117804	45851__D4RZ82__BHV86_03550
ERR1913223.3117903__1.3117903	165179__A0A229I4J4__proA
ERR1913223.3117908__1.3117908	154288__A0A120IDK5__ERS852561_00546
ERR1913223.3117913__1.3117913	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913223.3117966__1.3117966	1262760__R5LEX9__BN758_02165
ERR1913223.3118049__1.3118049	39485__A0A174Z9M2__yhbU_1
ERR1913223.3118058__1.3118058	39485__A0A174Z9M2__yhbU_1
ERR1913223.3118188__1.3118188	1262911__R6H174__BN557_01246
ERR1913223.3118202__1.3118202	39491__A0A396FRE7__EUR_27520
ERR1913223.3118383__1.3118383	384638__B7APN3__BACPEC_00639
ERR1913223.3118399__1.3118399	39485__C4Z1W5__ERS852492_01530
ERR1913223.3118632__1.3118632	1262911__R6H1B2__BN557_00840
ERR1913223.3118858__1.3118858	39485__C4Z6V7__walK
ERR1913223.3119075__1.3119075	1262886__R6Q800__BN563_00921
ERR1913223.3119082__1.3119082	45851__D4RW33__ylbJ
ERR1913223.3119289__1.3119289	1897011__A0A1Q6RG48__BHW41_02345
ERR1913223.3119389__1.3119389	1262825__R5EAZ3__BN724_00826
ERR1913223.3119534__1.3119534	45851__D4RYQ2__BUTYVIB_00960
ERR1913223.3119762__1.3119762	47678__R5UZM4__DW706_15680
ERR1913223.3119846__1.3119846	39485__R5ZVC3__ERS852490_00250
ERR1913223.3120106__1.3120106	88431__A0A173UIQ4__lip2
ERR1913223.3120160__1.3120160	39485__A0A174YNV0__cheW_1
ERR1913223.3120571__1.3120571	39485__R6A1W2__ERS852490_01584
ERR1913223.3120780__1.3120780	1262886__R6QJR0__BN563_01268
ERR1913223.3120949__1.3120949	45851__D4S2U9__BHV86_05685
ERR1913223.3120915__1.3120915	1262945__R6YJW5__BN600_00526
ERR1913223.3120888__1.3120888	45851__R5LL35__BUTYVIB_01928
ERR1913223.3120985__1.3120985	165179__R6B8D8__DXC61_09245
ERR1913223.3121114__1.3121114	552398__F4XCR9__HMPREF0866_01636
ERR1913223.3121364__1.3121364	1262825__R5E090__BN724_01145
ERR1913223.3121597__1.3121597	45851__D4S317__BUTYVIB_02469
ERR1913223.3122327__1.3122327	39485__A0A175A023__yhhT
ERR1913223.3122546__1.3122546	1262825__R5DZJ1__BN724_00084
ERR1913223.3122739__1.3122739	1262886__R6QS75__BN563_01599
ERR1913223.3122944__1.3122944	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913223.3123082__1.3123082	1262929__R6EZP7__BN691_00230
ERR1913223.3123152__1.3123152	45851__D4RXN5__BUTYVIB_00586
ERR1913223.3123123__1.3123123	165179__R6PU83__CFT61_14275
ERR1913223.3123198__1.3123198	1262961__R6E1C5__BN710_01058
ERR1913223.3123235__1.3123235	1262961__R6DVU6__BN710_01353
ERR1913223.3123244__1.3123244	39485__A0A174YNW2__cph2_3
ERR1913223.3123347__1.3123347	1262825__R5ELY8__BN724_02320
ERR1913223.3123395__1.3123395	39485__A0A174Z7G5__EUBELI_01168
ERR1913223.3123520__1.3123520	1262825__R5ELY8__BN724_02320
ERR1913223.3123685__1.3123685	45851__D4S069__spoIVA
ERR1913223.3123978__1.3123978	2173__A5UNB7__BK798_05290
ERR1913223.3124095__1.3124095	2022527__A0A264YCK3__CHL74_00095
ERR1913223.3124251__1.3124251	45851__D4S069__spoIVA
ERR1913223.3124299__1.3124299	1262886__R6QJF6__BN563_01169
ERR1913223.3124355__1.3124355	45851__D4RXL5__BHV86_02950
ERR1913223.3124387__1.3124387	2022527__A0A264Y7Y1__CHL74_09300
ERR1913223.3124481__1.3124481	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913223.3124506__1.3124506	45851__D4RYI3__BHV86_01630
ERR1913223.3124619__1.3124619	1262761__R6RZ48__BN606_01724
ERR1913223.3124660__1.3124660	45851__D4S141__BHV86_05760
ERR1913223.3124843__1.3124843	1262741__R6CQD6__BN697_01012
ERR1913223.3124796__1.3124796	1262825__R5EGZ8__BN724_01767
ERR1913223.3124932__1.3124932	1262777__R5WGS1__BN512_00528
ERR1913223.3124976__1.3124976	1262886__R6Q7C7__BN563_00709
ERR1913223.3124990__1.3124990	45851__D4RZF5__BUTYVIB_01221
ERR1913223.3125027__1.3125027	39491__C4ZC33__DXC13_11585
ERR1913223.3125170__1.3125170	1263107__GCA_000436995.1_00031
ERR1913223.3125422__1.3125422	100886__E2NVF2__CATMIT_02583
ERR1913223.3125465__1.3125465	1262760__R5LWF0__BN758_02075
ERR1913223.3125589__1.3125589	28116__A7LXT4__DXF98_03755
ERR1913223.3125641__1.3125641	1262825__R5EKK9__BN724_00408
ERR1913223.3125876__1.3125876	39485__R5ZSH7__EUBELI_00953
ERR1913223.3125996__1.3125996	45851__R5LRK0__BUTYVIB_00520
ERR1913223.3126105__1.3126105	39491__A0A395ZEN3__DXD95_12655
ERR1913223.3126226__1.3126226	45851__D4S0C7__BHV86_10030
ERR1913223.3126329__1.3126329	45851__D4RYR7__BHV86_05495
ERR1913223.3126377__1.3126377	39491__A0A395ZHH5__ERS852497_02076
ERR1913223.3126531__1.3126531	39496__A5Z5I2__EUBVEN_00963
ERR1913223.3126656__1.3126656	45851__D4RZA1__rimI
ERR1913223.3126697__1.3126697	100886__E2NRU7__ERS852383_04606
ERR1913223.3126843__1.3126843	39485__R5ZNS8__rsmG
ERR1913223.3127218__1.3127218	1262700__R5XBD0__BN695_00459
ERR1913223.3127219__1.3127219	45851__D4S2U9__BHV86_05685
ERR1913223.3127262__1.3127262	166486__D4KZF9__ROSINTL182_08499
ERR1913223.3127471__1.3127471	100886__A0A174JLG1__ybbH_2
ERR1913223.3127534__1.3127534	39485__C4Z637__ERS852490_00218
ERR1913223.3127624__1.3127624	45851__D4RWR5__BHV86_06295
ERR1913223.3127902__1.3127902	45851__D4S283__BUTYVIB_02205
ERR1913223.3127955__1.3127955	1262760__R5LAY9__BN758_01679
ERR1913223.3127979__1.3127979	165179__A0A3E5A832__DXC61_13685
ERR1913223.3128013__1.3128013	39491__A0A3E4YFT8__DXB69_10940
ERR1913223.3128049__1.3128049	1263107__GCA_000436995.1_00130
ERR1913223.3128309__1.3128309	39491__A0A395ZEN3__DXD95_12655
ERR1913223.3128320__1.3128320	1262961__R6E0C8__BN710_00049
ERR1913223.3128510__1.3128510	45851__D4S0J9__BUTYVIB_01618
ERR1913223.3128465__1.3128465	1284775__A0A095Y663__HMPREF1640_07240
ERR1913223.3128534__1.3128534	45851__D4RZ17__BUTYVIB_01081
ERR1913223.3128613__1.3128613	45851__R5LVD9__BHV86_05140
ERR1913223.3128586__1.3128586	853__A0A2J4JL53__CRH10_10795
ERR1913223.3128687__1.3128687	45851__D4S1R9__BHV86_08150
ERR1913223.3128720__1.3128720	1262886__R6QNM3__BN563_00033
ERR1913223.3129118__1.3129118	1262886__R6REZ5__BN563_01087
ERR1913223.3129188__1.3129188	1262961__R6EK01__BN710_00862
ERR1913223.3129254__1.3129254	33043__A0A174EI47__inlJ
ERR1913223.3129333__1.3129333	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913223.3129508__1.3129508	552398__F4XCQ4__HMPREF0866_01621
ERR1913223.3129615__1.3129615	2173__A0A1D2WW38__METSMIF1_03111
ERR1913223.3129666__1.3129666	39485__A0A174ZG70__ERS852492_00929
ERR1913223.3129761__1.3129761	33043__A0A173WWJ5__ERS852386_00339
ERR1913223.3129822__1.3129822	165179__D1PCT4__DXB80_09470
ERR1913223.3130225__1.3130225	45851__D4RWC1__BHV86_06985
ERR1913223.3130310__1.3130310	45851__D4RWC1__BHV86_06985
ERR1913223.3130443__1.3130443	165179__D1P9T6__PREVCOP_04016
ERR1913223.3130650__1.3130650	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913223.3130705__1.3130705	706562__GCA_900112995.1_00663
ERR1913223.3130716__1.3130716	45851__D4S366__BUTYVIB_02552
ERR1913223.3130777__1.3130777	45851__D4RZF4__BUTYVIB_01220
ERR1913223.3130837__1.3130837	2173__A0A1D2WW40__BK798_07930
ERR1913223.3130789__1.3130789	39491__A0A395ZHV7__ykvU
ERR1913223.3130792__1.3130792	1735__B7CDA5__EUBIFOR_02186
ERR1913223.3131023__1.3131023	45851__D4RWN7__BHV86_06150
ERR1913223.3131059__1.3131059	1262886__R6Q6Q1__BN563_00546
ERR1913223.3131145__1.3131145	33043__D5HJ22__ERS852575_02302
ERR1913223.3131414__1.3131414	1262882__R5MLP0__BN519_01597
ERR1913223.3131491__1.3131491	39485__C4Z028__ERS852492_00100
ERR1913223.3131569__1.3131569	1263000__R5EXT3__BN466_02213
ERR1913223.3131618__1.3131618	45851__D4RWZ9__murF
ERR1913223.3131645__1.3131645	552398__T5RKT4__HMPREF0866_04531
ERR1913223.3131677__1.3131677	165179__A0A3E5EAT2__DXC61_07585
ERR1913223.3131685__1.3131685	45851__D4RYC5__BHV86_01930
ERR1913223.3131752__1.3131752	1262761__R6RY17__BN606_01538
ERR1913223.3131925__1.3131925	46503__R6WYJ8__DXB85_13825
ERR1913223.3132024__1.3132024	1262924__R7HRE7__BN585_00055
ERR1913223.3132030__1.3132030	1262825__R5ECU5__BN724_01125
ERR1913223.3132149__1.3132149	1735__B7C8C8__EUBIFOR_00425
ERR1913223.3132349__1.3132349	45851__D4RY81__BUTYVIB_00786
ERR1913223.3132376__1.3132376	45851__D4S2U9__BHV86_05685
ERR1913223.3132496__1.3132496	33043__D5HIE6__ERS852445_01796
ERR1913223.3132569__1.3132569	39485__C4Z028__ERS852492_00100
ERR1913223.3132654__1.3132654	165179__R6BPK1__DXB80_04445
ERR1913223.3132662__1.3132662	1262760__R5LSJ2__BN758_01510
ERR1913223.3132697__1.3132697	45851__D4RZ17__BUTYVIB_01081
ERR1913223.3132707__1.3132707	39485__C4Z6V1__ERS852492_02640
ERR1913223.3133262__1.3133262	2022527__A0A264YC84__CHL74_01220
ERR1913223.3133402__1.3133402	45851__D4RXA5__BHV86_02525
ERR1913223.3133359__1.3133359	2173__A0A1D2WU72__BK798_05485
ERR1913223.3133379__1.3133379	45851__D4RY62__BHV86_05035
ERR1913223.3133474__1.3133474	1262825__R5E3H9__BN724_01592
ERR1913223.3133447__1.3133447	1262911__R6H1B2__BN557_00840
ERR1913223.3133698__1.3133698	853__A0A2A7A4A9__C4N21_14870
ERR1913223.3133806__1.3133806	1262825__R5E7H3__BN724_01638
ERR1913223.3133885__1.3133885	165179__R6BQP4__DXC61_02015
ERR1913223.3133931__1.3133931	1262882__R5MF51__BN519_00287
ERR1913223.3133911__1.3133911	45851__D4S330__BHV86_03650
ERR1913223.3134067__1.3134067	301302__A0A173QV75__M72_03601
ERR1913223.3134356__1.3134356	45851__D4RZD5__BUTYVIB_01201
ERR1913223.3134607__1.3134607	39485__A0A174ZKZ4__spoIIQ_1
ERR1913223.3134729__1.3134729	1262760__R5L825__BN758_01252
ERR1913223.3134864__1.3134864	165179__A0A3E5EBV0__DXB80_01745
ERR1913223.3135006__1.3135006	45851__D4S283__BUTYVIB_02205
ERR1913223.3135044__1.3135044	165179__A0A3E5AGH1__DXB80_05820
ERR1913223.3135105__1.3135105	1262924__R7HQ14__BN585_00419
ERR1913223.3135374__1.3135374	39485__R6A1W2__ERS852490_01584
ERR1913223.3135500__1.3135500	165179__R6PU83__CFT61_14275
ERR1913223.3135566__1.3135566	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.3135567__1.3135567	165179__R6CNX7__DXB80_02200
ERR1913223.3135814__1.3135814	45851__D4RYK6__BHV86_00465
ERR1913223.3136124__1.3136124	1262882__R5MNC1__BN519_00818
ERR1913223.3136279__1.3136279	45851__D4RWC3__BUTYVIB_00254
ERR1913223.3136287__1.3136287	2173__A0A1D2WUJ0__Msm_1370
ERR1913223.3136340__1.3136340	45851__D4RWZ9__murF
ERR1913223.3136385__1.3136385	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913223.3136422__1.3136422	45851__D4S0F7__BUTYVIB_01576
ERR1913223.3136444__1.3136444	100886__E2NQY0__CATMIT_00983
ERR1913223.3136611__1.3136611	1263000__R5ES99__BN466_01121
ERR1913223.3136687__1.3136687	1262930__R5ZZX8__BN693_02128
ERR1913223.3136885__1.3136885	39491__A0A174EQV2__DXB69_10230
ERR1913223.3137046__1.3137046	39485__A0A174ZUV1__tig_3
ERR1913223.3137063__1.3137063	216816__C2GSX7__DD678_03555
ERR1913223.3137103__1.3137103	821__A0A0P0LFP6__C5Z04_13890
ERR1913223.3137111__1.3137111	45851__D4RYD2__BUTYVIB_00837
ERR1913223.3137142__1.3137142	371601__D7J175__DXD03_05675
ERR1913223.3137192__1.3137192	45851__D4S2U9__BHV86_05685
ERR1913223.3137257__1.3137257	1150298__A0A174QSN4__rpoD
ERR1913223.3137490__1.3137490	88431__A0A3D0F0I7__DORLON_00967
ERR1913223.3137568__1.3137568	39491__A0A0M6WNS5__DXC13_02015
ERR1913223.3137762__1.3137762	1263006__R6LR21__BN515_00462
ERR1913223.3137907__1.3137907	39485__R5ZII6__EUBELI_00986
ERR1913223.3137970__1.3137970	1262760__R5LZD3__BN758_00335
ERR1913223.3138027__1.3138027	1263107__GCA_000436995.1_00071
ERR1913223.3138224__1.3138224	45851__D4RYQ2__BUTYVIB_00960
ERR1913223.3138328__1.3138328	45851__D4RWC1__BHV86_06985
ERR1913223.3138433__1.3138433	45851__D4RW73__BHV86_06745
ERR1913223.3138948__1.3138948	1262825__R5E0J0__BN724_01159
ERR1913223.3139055__1.3139055	1262825__R5E9U6__BN724_00394
ERR1913223.3139066__1.3139066	1262882__R5MYS9__BN519_00290
ERR1913223.3139191__1.3139191	45851__D4S330__BHV86_03650
ERR1913223.3139511__1.3139511	39485__C4Z069__EUBELI_00981
ERR1913223.3139700__1.3139700	45851__D4RY62__BHV86_05035
ERR1913223.3139909__1.3139909	100886__E2NR49__ERS852383_03877
ERR1913223.3139983__1.3139983	39485__C4Z6K2__ERS852490_00407
ERR1913223.3140083__1.3140083	1262816__R6CWF5__BN687_01554
ERR1913223.3140107__1.3140107	418240__A0A174NZX7__tagF_1
ERR1913223.3140133__1.3140133	45851__D4S317__BUTYVIB_02469
ERR1913223.3140437__1.3140437	1042156__F7V3A8__HipB
ERR1913223.3140659__1.3140659	165179__A0A3E4SDC8__PREVCOP_05706
