ERR1913299.35__1.35	28052__A0A174HF53__ERS852499_00436
ERR1913299.787041__1.787041	853__A0A3E2U7E6__ERS852582_01640
ERR1913299.787132__1.787132	39491__A0A395V297__EUR_01010
ERR1913299.787177__1.787177	39492__D4JUD7__EUBSIR_01877
ERR1913299.787213__1.787213	39485__C4Z1W5__ERS852492_01530
ERR1913299.787286__1.787286	706562__GCA_900112995.1_00651
ERR1913299.787322__1.787322	820__A0A3E4VZY4__ERS852554_01211
ERR1913299.787373__1.787373	1262915__R6IBE7__BN574_01447
ERR1913299.787338__1.787338	357276__C3REQ8__GV66_09740
ERR1913299.787415__1.787415	28052__A0A174H9I6__ERS852451_00172
ERR1913299.787422__1.787422	820__A0A173XIP7__B5G17_16050
ERR1913299.787729__1.787729	1262886__R6QNZ2__BN563_00672
ERR1913299.787769__1.787769	301302__R5V5K3__M72_10541
ERR1913299.787778__1.787778	39492__D4JQS6__ykoD
ERR1913299.787914__1.787914	39492__D4JUT9__ERS852540_01449
ERR1913299.788001__1.788001	39492__D4JVX0__udk
ERR1913299.788056__1.788056	239935__A0A2N8HH03__CXU09_08875
ERR1913299.788090__1.788090	301302__A0A0M6WCT0__M72_03221
ERR1913299.788177__1.788177	820__A0A3E5BMG9__DXD40_05130
ERR1913299.788198__1.788198	39492__D4JT87__clpC
ERR1913299.788238__1.788238	45851__D4S1E0__BUTYVIB_01910
ERR1913299.788253__1.788253	39491__D4JMW8__ERS852497_01971
ERR1913299.788304__1.788304	820__R9I3Q7__HMPREF1072_01668
ERR1913299.788411__1.788411	39492__D4JTW7__EUBSIR_00859
ERR1913299.788466__1.788466	28111__R5K5R2__NCTC11155_00605
ERR1913299.788624__1.788624	39492__D4JVZ6__truB
ERR1913299.788703__1.788703	166486__D4L2Y9__ROSINTL182_06221
ERR1913299.788780__1.788780	39491__A0A395ZE48__DXB76_02395
ERR1913299.788781__1.788781	1099853__U5CKR3__NSB1T_08705
ERR1913299.788789__1.788789	39491__A0A396FRE7__EUR_27520
ERR1913299.788816__1.788816	820__A0A3E4PYB0__yejM
ERR1913299.788952__1.788952	1550024__G9RT86__ASJ35_16935
ERR1913299.788914__1.788914	1262886__R6QGP2__BN563_00323
ERR1913299.788916__1.788916	39492__D4JUD7__EUBSIR_01877
ERR1913299.789112__1.789112	1262911__R6H0S8__BN557_01079
ERR1913299.789124__1.789124	39492__D4JTJ1__EUBSIR_01453
ERR1913299.789139__1.789139	39492__B0MNL5__phoR_1
ERR1913299.789184__1.789184	357276__B6W1Y1__BSEG_03960
ERR1913299.789189__1.789189	820__A0A139JRS5__HMPREF1073_04025
ERR1913299.789196__1.789196	39491__A0A395V5R3__EUBREC_1883
ERR1913299.789252__1.789252	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913299.789318__1.789318	39492__A0A174ZG93__EUBSIR_00254
ERR1913299.789471__1.789471	39492__D4JSS2__EUBSIR_00553
ERR1913299.789564__1.789564	28116__I9ST00__M088_5588
ERR1913299.789661__1.789661	357276__A0A076INR8__EL88_12300
ERR1913299.789754__1.789754	28117__B0MY36__BHV66_05185
ERR1913299.789774__1.789774	357276__C3R5A0__B5F00_02960
ERR1913299.789866__1.789866	301302__A0A0M6WV71__ERS852420_01279
ERR1913299.789808__1.789808	39492__D4JT91__EUBSIR_01750
ERR1913299.789992__1.789992	357276__A0A076IP73__BACDOR_04237
ERR1913299.790137__1.790137	47678__R5UPZ8__ERS852494_01752
ERR1913299.790147__1.790147	820__A0A174RFI5__SAMN05444418_12240
ERR1913299.790158__1.790158	301302__A0A173UN64__manA_2
ERR1913299.790263__1.790263	28052__R7NAP6__ERS852499_01969
ERR1913299.790271__1.790271	39491__A0A396FNY7__LD38_16155
ERR1913299.790277__1.790277	820__A0A374Q854__HMPREF1073_03281
ERR1913299.790315__1.790315	28052__A0A174YZ18__ERS852499_01382
ERR1913299.790352__1.790352	39491__R6TQ09__DXC13_03010
ERR1913299.790359__1.790359	291644__I8Y792__ERS852428_01843
ERR1913299.790364__1.790364	39492__D4MJF3__EUBSIR_02248
ERR1913299.790483__1.790483	28052__R7NCE0__ERS852499_00449
ERR1913299.790516__1.790516	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.790531__1.790531	1261635__A0A1Q9J773__BIV16_00855
ERR1913299.790574__1.790574	820__A0A174KKV6__DXC07_02635
ERR1913299.790668__1.790668	28052__R7NB47__msbA_2
ERR1913299.790726__1.790726	39492__D4JUD9__EUBSIR_01875
ERR1913299.790729__1.790729	39485__C4Z6K2__ERS852490_00407
ERR1913299.790741__1.790741	39492__D4JQL8__ywpJ
ERR1913299.790795__1.790795	371601__A0A1H4AKU1__BXY_45200
ERR1913299.790806__1.790806	39492__D4JT91__EUBSIR_01750
ERR1913299.790856__1.790856	39492__B0MPL6__EUBSIR_01779
ERR1913299.790820__1.790820	39491__C4Z8Y4__ERS852417_00909
ERR1913299.790834__1.790834	39492__D4JQU6__ERS852540_02194
ERR1913299.791131__1.791131	39492__R6SPM9__pheT
ERR1913299.791141__1.791141	626929__F3PJN9__B5F24_15155
ERR1913299.791266__1.791266	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.791348__1.791348	360807__A0A1Q6T5F1__fliF
ERR1913299.791382__1.791382	39492__D4JTL0__EUBSIR_01428
ERR1913299.791451__1.791451	103807__GeneID:929680
ERR1913299.791654__1.791654	39492__D4JR20__trmD
ERR1913299.791656__1.791656	384639__GCA_003096855.1_01192
ERR1913299.791731__1.791731	853__A8SGX8__C4N21_08625
ERR1913299.791707__1.791707	39492__D4MMN2__EUBSIR_00964
ERR1913299.791806__1.791806	39491__A0A173SH34__EUR_24920
ERR1913299.791829__1.791829	39492__D4JWT3__ERS852540_00301
ERR1913299.791892__1.791892	39492__D4JU31__ERS852540_00198
ERR1913299.791938__1.791938	189722__E0NQU7__HMPREF0658_0548
ERR1913299.791950__1.791950	823__A6LB62__B5F32_04550
ERR1913299.792075__1.792075	166486__D4KZ14__inlA_1
ERR1913299.792126__1.792126	166486__D4L449__ROSINTL182_08802
ERR1913299.792186__1.792186	204516__U6R9H3__HMPREF1534_03348
ERR1913299.792193__1.792193	39492__D4JRV7__EUBSIR_01513
ERR1913299.792198__1.792198	820__A7V470__HMPREF1072_02076
ERR1913299.792262__1.792262	39492__D4JRR5__ERS852540_02089
ERR1913299.792622__1.792622	39492__D4JTK2__EUBSIR_01439
ERR1913299.792615__1.792615	357276__I9F327__DXD47_22495
ERR1913299.792690__1.792690	820__A0A3E4FWC8__DXC91_14635
ERR1913299.792675__1.792675	820__A0A174TRB5__DXD40_11305
ERR1913299.792720__1.792720	39492__D4JTL0__EUBSIR_01428
ERR1913299.792771__1.792771	1262915__R6HQV2__BN574_01665
ERR1913299.792809__1.792809	39485__A0A174YSU1__ERS852492_00576
ERR1913299.792767__1.792767	39491__C4ZC33__DXC13_11585
ERR1913299.792858__1.792858	39491__A0A396FTE5__ERS852417_01346
ERR1913299.792811__1.792811	28111__R5JQQ7__NCTC11155_02278
ERR1913299.792990__1.792990	39491__A0A395ZM93__DXD13_03490
ERR1913299.793020__1.793020	39492__A0A174Z2N0__EUBSIR_01615
ERR1913299.793024__1.793024	39492__D4JRV7__EUBSIR_01513
ERR1913299.793166__1.793166	39492__D4JWG3__EUBSIR_00308
ERR1913299.793204__1.793204	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913299.793129__1.793129	821__A0A0P0LH09__ERS852457_03390
ERR1913299.793200__1.793200	853__C7H7F5__DWZ46_01780
ERR1913299.793247__1.793247	556259__I0PXW0__BSGG_5187
ERR1913299.793447__1.793447	2173__A5UND4__Msm_1507
ERR1913299.793380__1.793380	357276__A0A076INK2__BSEG_04225
ERR1913299.793464__1.793464	39492__D4JQS6__ykoD
ERR1913299.793572__1.793572	818__A0A174VDI6__BSIG_1023
ERR1913299.793552__1.793552	39492__D4JU94__ispE
ERR1913299.793508__1.793508	166486__D4KWM9__ROSINTL182_06036
ERR1913299.793586__1.793586	301302__R5UKE6__M72_05651
ERR1913299.793816__1.793816	28116__I9TDA4__BACOV975_03134
ERR1913299.793921__1.793921	29361__B6FKH5__CLONEX_00621
ERR1913299.793965__1.793965	1550024__A0A3B9WI73__ASJ35_03410
ERR1913299.793979__1.793979	820__A0A174M9V5__M093_0237
ERR1913299.793998__1.793998	357276__A0A0M1W1I8__ABI39_13620
ERR1913299.794105__1.794105	39492__B0MNU1__ERS852540_02349
ERR1913299.794078__1.794078	28052__A0A174KUL2__phoR_1
ERR1913299.794130__1.794130	821__A0A3E4WAR6__DXD64_10735
ERR1913299.794168__1.794168	820__A0A1Y3V743__M093_0235
ERR1913299.794188__1.794188	39492__B0MNL5__phoR_1
ERR1913299.794236__1.794236	338188__R6RPM1__BACFIN_05401
ERR1913299.794370__1.794370	357276__C3RA36__HMPREF1065_03270
ERR1913299.794513__1.794513	1150298__A0A174BP05__murAA
ERR1913299.794580__1.794580	28111__E5WZI1__BACEGG_01444
ERR1913299.794609__1.794609	823__A0A395YZ10__NCTC11152_02955
ERR1913299.794718__1.794718	39491__A0A395UWA3__DXB69_11805
ERR1913299.794871__1.794871	418240__A0A173WSQ7__ERS852478_01153
ERR1913299.794933__1.794933	823__A0A355XH29__lolE_1
ERR1913299.794984__1.794984	39492__B0MPL6__EUBSIR_01779
ERR1913299.795006__1.795006	39491__A0A395UZ89__DXB72_12805
ERR1913299.795051__1.795051	39492__D4JRM4__tap_5
ERR1913299.795092__1.795092	28117__B0MXR1__BHV66_08035
ERR1913299.795127__1.795127	239935__A0A2N8J2P6__ADH72_06730
ERR1913299.795158__1.795158	301302__R5VFV9__ERS852420_01969
ERR1913299.795114__1.795114	820__A0A174LIN6__HMPREF1072_03144
ERR1913299.795168__1.795168	39492__D4JT90__coaE
ERR1913299.795212__1.795212	820__A0A3E4QZJ7__C801_01798
ERR1913299.795197__1.795197	39491__D6E408__EUBREC_1466
ERR1913299.795299__1.795299	39492__D4MIY5__EUBSIR_00233
ERR1913299.795279__1.795279	166486__A0A173T114__ROSINTL182_05085
ERR1913299.795534__1.795534	204516__U6RFU0__HMPREF1534_02545
ERR1913299.795600__1.795600	39491__A0A3E4YFT8__DXB69_10940
ERR1913299.795759__1.795759	301302__R5UKF2__M72_19701
ERR1913299.795876__1.795876	39492__D4JTF2__mutS2
ERR1913299.795898__1.795898	820__A0A374Q854__HMPREF1073_03281
ERR1913299.795901__1.795901	39492__D4JRM9__bglB_2
ERR1913299.796107__1.796107	165179__D1P9T6__PREVCOP_04016
ERR1913299.796153__1.796153	823__A6LH14__B5F32_11640
ERR1913299.796303__1.796303	291644__I9TEJ3__luxQ_1
ERR1913299.796378__1.796378	214856__A0A174H3U9__ERS852559_00612
ERR1913299.796477__1.796477	1262743__R5C7B5__BN727_00586
ERR1913299.796567__1.796567	39492__D4JWY0__EUBSIR_01648
ERR1913299.796582__1.796582	166486__D4KZ69__ERS852572_01502
ERR1913299.796613__1.796613	40518__R5DRY6__RB5AMG_00549
ERR1913299.796726__1.796726	28052__A0A174GK20__ERS852451_00454
ERR1913299.796813__1.796813	39491__A0A396FMF1__EUR_28700
ERR1913299.796888__1.796888	823__A6LH14__B5F32_11640
ERR1913299.796908__1.796908	39492__D4JT87__clpC
ERR1913299.796997__1.796997	39485__A0A174ZLN0__EUBELI_00120
ERR1913299.797116__1.797116	357276__C3R9Y0__HMPREF1064_01889
ERR1913299.797083__1.797083	39492__D4JWP8__EUBSIR_00699
ERR1913299.797143__1.797143	39492__D4JR08__ERS852540_02467
ERR1913299.797190__1.797190	239935__A0A139TVJ4__CXT86_02020
ERR1913299.797205__1.797205	823__A0A395Z0N9__DHW69_05890
ERR1913299.797374__1.797374	39485__C4Z389__ERS852490_01920
ERR1913299.797544__1.797544	820__A0A1T4IY80__ERS852554_01621
ERR1913299.797580__1.797580	35833__S2KTV4__HMPREF0179_05216
ERR1913299.797687__1.797687	823__A0A174U5E4__BDI_3390
ERR1913299.797729__1.797729	1262911__R6GNY6__BN557_00004
ERR1913299.797732__1.797732	1150298__A0A174MDR2__ERS852498_01766
ERR1913299.797945__1.797945	820__I9J701__ERS852510_01809
ERR1913299.797997__1.797997	39491__A0A395V464__EUBREC_1509
ERR1913299.798000__1.798000	820__A0A3E4PYB0__yejM
ERR1913299.798045__1.798045	820__A0A3E4VXP2__yesR
ERR1913299.798105__1.798105	39492__D4JXA0__ERS852540_02538
ERR1913299.798137__1.798137	39492__D4JVX0__udk
ERR1913299.798181__1.798181	820__A0A374Q8T2__DXB64_16190
ERR1913299.798258__1.798258	39492__D4MJF3__EUBSIR_02248
ERR1913299.798249__1.798249	820__A7VAR9__ERS852421_00197
ERR1913299.798290__1.798290	820__A0A3E4WCX3__C801_02709
ERR1913299.798337__1.798337	818__A0A1H7TGM1__BJP75_010615
ERR1913299.798362__1.798362	39492__D4JWI6__EUBSIR_01073
ERR1913299.798432__1.798432	39492__D4JTW6__ERS852540_00220
ERR1913299.798469__1.798469	820__A0A139JY23__B5G17_06330
ERR1913299.798517__1.798517	823__A0A069S0G2__DXB14_03195
ERR1913299.798571__1.798571	357276__I8W1E1__B5F00_10785
ERR1913299.798587__1.798587	28117__B0MUB3__ALIPUT_00727
ERR1913299.798598__1.798598	360807__A0A0M6X003__ERS852392_02817
ERR1913299.798642__1.798642	39492__D4JRX7__EUBSIR_01480
ERR1913299.798663__1.798663	39492__D4MMZ8__ERS852540_01407
ERR1913299.798694__1.798694	39492__D4JU30__EUBSIR_00838
ERR1913299.798708__1.798708	357276__B6VT86__IY41_22515
ERR1913299.798761__1.798761	239935__A0A2N8IRH4__CXT92_05605
ERR1913299.798788__1.798788	39491__A0A396FUZ3__phoR_1
ERR1913299.798930__1.798930	39492__D4JTW7__EUBSIR_00859
ERR1913299.799024__1.799024	28052__A0A174YGN0__mcp4_2
ERR1913299.799160__1.799160	39491__D4JM76__DXC13_02150
ERR1913299.799193__1.799193	39492__D4JSU6__dacB_3
ERR1913299.799219__1.799219	649756__E5VMQ9__prkC_2
ERR1913299.799289__1.799289	39492__D4JRX9__sepF
ERR1913299.799375__1.799375	33025__A0A395JB30__C8D73_1034
ERR1913299.799352__1.799352	39492__D4JR58__EUBSIR_02090
ERR1913299.799404__1.799404	1150298__A0A174FT27__ERS852535_01803
ERR1913299.799421__1.799421	1393034__GCA_001552785.1_00728
ERR1913299.799500__1.799500	28052__R7NB47__msbA_2
ERR1913299.799588__1.799588	39491__A0A396FRE7__EUR_27520
ERR1913299.799774__1.799774	39491__D4JMW8__ERS852497_01971
ERR1913299.799734__1.799734	39492__D4MIX3__ERS852540_01230
ERR1913299.799805__1.799805	39492__D4JRV7__EUBSIR_01513
ERR1913299.799903__1.799903	820__A0A174TRB5__DXD40_11305
ERR1913299.800013__1.800013	239935__A0A139TMG9__CXU07_10650
ERR1913299.800066__1.800066	820__A0A139KJ23__celCCA
ERR1913299.800089__1.800089	39491__A0A395ZDC6__addB
ERR1913299.800094__1.800094	39491__A0A174LTW7__DXD13_08720
ERR1913299.800097__1.800097	28052__A0A174JZ61__ERS852451_01201
ERR1913299.800128__1.800128	166486__D4L0E1__ypdA_4
ERR1913299.800241__1.800241	166486__D4L1P5__ERS852572_00758
ERR1913299.800286__1.800286	626929__R6L473__HMPREF9445_00229
ERR1913299.800299__1.800299	291644__I9HF91__ERS852428_01588
ERR1913299.800328__1.800328	39492__D4JSS9__btuF
ERR1913299.800479__1.800479	39492__D4JW28__spoVFA
ERR1913299.800673__1.800673	39491__A0A0M6WWT1__dus_2
ERR1913299.800729__1.800729	28052__A0A174JNK0__ERS852451_01116
ERR1913299.800796__1.800796	823__A0A395YXR9__M091_4086
ERR1913299.800762__1.800762	39485__C4Z0F4__ERS852490_00945
ERR1913299.800818__1.800818	301302__A0A173T1J1__M72_18951
ERR1913299.800882__1.800882	357276__A0A076ITU4__EL88_22160
ERR1913299.800985__1.800985	28052__A0A174IE05__ypdA_2
ERR1913299.801096__1.801096	39491__C4ZHS4__EUR_24420
ERR1913299.801157__1.801157	1150298__A0A174C0B7__ERS852406_01193
ERR1913299.801274__1.801274	39492__R6SA81__EUBSIR_00402
ERR1913299.801297__1.801297	357276__B6VW91__BACDOR_01584
ERR1913299.801306__1.801306	39485__R5ZII6__EUBELI_00986
ERR1913299.801347__1.801347	39492__D4JVG7__ERS852540_00946
ERR1913299.801425__1.801425	1150298__A0A174SLE6__mlc_1
ERR1913299.801461__1.801461	204516__U6RGN8__HMPREF1534_01465
ERR1913299.801590__1.801590	39491__A0A174K9A3__DXB69_07785
ERR1913299.801621__1.801621	626929__F3PKF4__SAMN05444376_0707
ERR1913299.801757__1.801757	88431__A0A174G8Q6__ERS852526_02711
ERR1913299.801788__1.801788	39492__D4JU79__EUBSIR_01975
ERR1913299.801828__1.801828	39491__A0A395ZG74__licR
ERR1913299.801869__1.801869	1150298__R7JUS5__soxS_1
ERR1913299.801884__1.801884	28052__R7NAV8__ERS852451_01869
ERR1913299.801892__1.801892	820__A0A173W419__DXC68_17760
ERR1913299.801995__1.801995	1150298__A0A174MSM0__toxA_2
ERR1913299.801972__1.801972	28052__A0A174KUL2__phoR_1
ERR1913299.802480__1.802480	39492__D4JUP6__ERS852540_01404
ERR1913299.802494__1.802494	29361__B6FRT6__CLONEX_02860
ERR1913299.802533__1.802533	39492__D4JTG7__EUBSIR_00572
ERR1913299.802599__1.802599	189722__E0NQU7__HMPREF0658_0548
ERR1913299.802623__1.802623	821__A0A396F1N0__M099_1553
ERR1913299.802585__1.802585	360807__C0FTG2__RIL183_32211
ERR1913299.802766__1.802766	39491__A0A396FE96__EUR_00280
ERR1913299.802881__1.802881	357276__A0A076J8M3__ABI39_13695
ERR1913299.802895__1.802895	166486__D4KV78__aroA
ERR1913299.802916__1.802916	40518__R5DYP7__envC
ERR1913299.802965__1.802965	39492__D4JVX0__udk
ERR1913299.802981__1.802981	39491__C4Z8S1__DXB76_06750
ERR1913299.803025__1.803025	820__A0A374QGD2__ERS852421_02382
ERR1913299.803116__1.803116	39491__A0A396FRK0__ERS852417_00541
ERR1913299.803120__1.803120	1262886__R6QND3__BN563_00539
ERR1913299.803230__1.803230	357276__A0A076IRZ5__BACDOR_00630
ERR1913299.803153__1.803153	39492__D4JSD3__EUBSIR_00131
ERR1913299.803253__1.803253	28052__A0A174IP79__gmr_4
ERR1913299.803289__1.803289	823__A0A174VBJ5__M091_5021
ERR1913299.803376__1.803376	357276__I8VQA2__HMPREF1065_04183
ERR1913299.803396__1.803396	1150298__R7JNU0__nagK
ERR1913299.803485__1.803485	40518__R5DQR9__DXD83_00030
ERR1913299.803493__1.803493	853__A0A3E2U7E6__ERS852582_01640
ERR1913299.803634__1.803634	357276__A0A0K2HG61__BACDOR_02028
ERR1913299.803581__1.803581	820__A0A139K4T0__ERS852510_03146
ERR1913299.803732__1.803732	39492__D4MIK7__EUBSIR_00676
ERR1913299.803881__1.803881	328814__GCA_004558275.1_00236
ERR1913299.803921__1.803921	820__A0A174NUS8__DXC80_12885
ERR1913299.804033__1.804033	28111__E5WYP5__BACEGG_00185
ERR1913299.804264__1.804264	39492__A0A174ZG93__EUBSIR_00254
ERR1913299.804307__1.804307	39491__A0A395ZKJ0__DXD13_11010
ERR1913299.804379__1.804379	820__A0A174B4N2__M093_2531
ERR1913299.804446__1.804446	28052__R7NBF2__ERS852451_02191
ERR1913299.804573__1.804573	418240__A0A174T5R0__yehU_2
ERR1913299.804576__1.804576	1262743__R5C7C5__BN727_00596
ERR1913299.804621__1.804621	39492__D4JT56__lepB
ERR1913299.804623__1.804623	39491__C4ZCV5__DXB99_11855
ERR1913299.804630__1.804630	28111__R5K5V1__NCTC11155_02461
ERR1913299.804752__1.804752	39492__D4JVZ6__truB
ERR1913299.804986__1.804986	204516__U6R898__HMPREF1534_03335
ERR1913299.805031__1.805031	357276__E5UTL1__HMPREF1065_03551
ERR1913299.805110__1.805110	1150298__A0A174HG99__ERS852498_00387
ERR1913299.805177__1.805177	40518__R5DU38__DXD83_06770
ERR1913299.805223__1.805223	28116__A0A1Y4P7B7__M088_2098
ERR1913299.805280__1.805280	357276__A0A0K2HKT7__B5F95_21090
ERR1913299.805297__1.805297	28111__R5K222__bglX_7
ERR1913299.805318__1.805318	39491__A0A395ZKJ0__DXD13_11010
ERR1913299.805326__1.805326	357276__A0A076IRZ5__BACDOR_00630
ERR1913299.805428__1.805428	1150298__R7JPI7__cotI
ERR1913299.805478__1.805478	166486__D4KUE6__ROSINTL182_08604
ERR1913299.805541__1.805541	39491__A0A395ZGU6__ERS852417_01456
ERR1913299.805542__1.805542	28052__A0A174NHE1__spoIIIE
ERR1913299.805603__1.805603	820__A0A174KKV6__DXC07_02635
ERR1913299.805697__1.805697	39491__A0A396FS17__envC
ERR1913299.805750__1.805750	1262911__R6HHR1__BN557_01622
ERR1913299.805809__1.805809	823__D7IW29__DXD05_13365
ERR1913299.805831__1.805831	39492__A0A174ZP27__EUBSIR_00033
ERR1913299.805856__1.805856	39492__D4JRZ7__smc
ERR1913299.805924__1.805924	301302__R5ULM4__M72_25081
ERR1913299.806045__1.806045	39491__A0A395ZG96__DXB69_15120
ERR1913299.806085__1.806085	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913299.806147__1.806147	39491__A0A395V5R3__EUBREC_1883
ERR1913299.806204__1.806204	357276__B6W5Q9__HMPREF1063_03125
ERR1913299.806181__1.806181	28052__A0A174JFU5__yhbU_1
ERR1913299.806344__1.806344	39492__A0A174ZHV5__msbA_2
ERR1913299.806460__1.806460	823__A0A174KUS4__araC_7
ERR1913299.806554__1.806554	39491__A0A174LTW7__DXD13_08720
ERR1913299.806735__1.806735	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913299.806763__1.806763	820__A0A174TRB5__DXD40_11305
ERR1913299.806892__1.806892	39491__A0A395UYL9__ERS852417_00624
ERR1913299.806946__1.806946	28117__B0MYW7__ALIPUT_02336
ERR1913299.807078__1.807078	39492__D4JU31__ERS852540_00198
ERR1913299.807085__1.807085	28052__R7NCD4__ERS852451_00170
ERR1913299.807273__1.807273	39491__A0A173TM76__DXB72_10535
ERR1913299.807310__1.807310	357276__A0A076IS46__BACDOR_03265
ERR1913299.807356__1.807356	39492__D4JX50__EUBSIR_00410
ERR1913299.807444__1.807444	40518__R5E1J2__DXD93_04070
ERR1913299.807522__1.807522	1235790__S0J8L6__C805_00148
ERR1913299.807662__1.807662	328814__GCA_004558275.1_00072
ERR1913299.808074__1.808074	823__A6LB63__M095_1847
ERR1913299.808132__1.808132	357276__C3R5C9__HMPREF1063_00213
ERR1913299.808326__1.808326	28116__A7M617__SAMN05192582_105025
ERR1913299.808384__1.808384	291644__R5JS80__HMPREF1532_00848
ERR1913299.808428__1.808428	39491__A0A396FMF1__EUR_28700
ERR1913299.808481__1.808481	39492__R6RYB8__ERS852540_00322
ERR1913299.808734__1.808734	39492__D4JX05__EUBSIR_01678
ERR1913299.808837__1.808837	39492__D4JT68__spoIIIE
ERR1913299.808881__1.808881	39491__D4JMW8__ERS852497_01971
ERR1913299.808916__1.808916	39492__D4JSB6__ERS852540_00627
ERR1913299.808932__1.808932	39492__D4JQU2__EUBSIR_01294
ERR1913299.809191__1.809191	204516__U6R9E6__HMPREF1534_03149
ERR1913299.809321__1.809321	1262911__R6H2B5__BN557_01151
ERR1913299.809379__1.809379	39491__C4Z9K7__EUBREC_0050
ERR1913299.809655__1.809655	39491__A0A0M6WLC7__ERS852497_00640
ERR1913299.809836__1.809836	820__A0A3E5BMG9__DXD40_05130
ERR1913299.810026__1.810026	33038__A0A2N5NXH5__CDL27_14300
ERR1913299.810190__1.810190	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913299.810339__1.810339	357276__D1K3K9__EL88_23995
ERR1913299.810347__1.810347	39491__A0A173SH34__EUR_24920
ERR1913299.810503__1.810503	39492__D4JVW2__EUBSIR_02285
ERR1913299.810580__1.810580	1381__group_451
ERR1913299.810709__1.810709	357276__A0A076IP73__BACDOR_04237
ERR1913299.810775__1.810775	1150298__A0A174KMK7__rluD_3
ERR1913299.810726__1.810726	39492__D4JSS9__btuF
ERR1913299.810778__1.810778	357276__A0A076INR8__EL88_12300
ERR1913299.811013__1.811013	357276__I9FTR0__HMPREF1065_02861
ERR1913299.811060__1.811060	39492__D4JR20__trmD
ERR1913299.811125__1.811125	820__A0A3E4W9W8__C801_01069
ERR1913299.811324__1.811324	1150298__A0A174M5S6__ERS852498_01656
ERR1913299.811382__1.811382	820__A0A139KEW8__DXB64_06405
ERR1913299.811393__1.811393	47678__R5UAI1__BACCAC_01922
ERR1913299.811469__1.811469	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913299.811739__1.811739	39492__D4JSU6__dacB_3
ERR1913299.811688__1.811688	39492__D4JWI6__EUBSIR_01073
ERR1913299.811768__1.811768	39492__D4JQS6__ykoD
ERR1913299.811918__1.811918	39492__D4JU57__EUBSIR_00802
ERR1913299.811973__1.811973	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913299.811993__1.811993	823__A0A355XN73__DXC05_07000
ERR1913299.812172__1.812172	39491__C4ZEW3__T1815_18241
ERR1913299.812201__1.812201	39492__B0MNU1__ERS852540_02349
ERR1913299.812379__1.812379	1262743__R5C3K0__BN727_00595
ERR1913299.812388__1.812388	818__A0A1H7TGM1__BJP75_010615
ERR1913299.812459__1.812459	39492__A0A174ZHV5__msbA_2
ERR1913299.812547__1.812547	28116__A7M2R2__HMPREF1069_03448
ERR1913299.812584__1.812584	818__A0A3E5GY47__SAMN02910322_02002
ERR1913299.812698__1.812698	39492__D4JUS6__accD5
ERR1913299.812711__1.812711	39491__A0A174K1W6__DXB99_15020
ERR1913299.812724__1.812724	371601__C3R2J2__ERS852396_04353
ERR1913299.812732__1.812732	371601__E5CE41__ERS852396_04351
ERR1913299.812804__1.812804	39491__C4ZHS4__EUR_24420
ERR1913299.812827__1.812827	820__A0A374Q854__HMPREF1073_03281
ERR1913299.812848__1.812848	39491__A0A395ZG74__licR
ERR1913299.812930__1.812930	1150298__A0A174HG99__ERS852498_00387
ERR1913299.812990__1.812990	39492__D4JW10__pppA
ERR1913299.813058__1.813058	39491__A0A174IJH1__DXB76_01865
ERR1913299.813033__1.813033	47678__R5UXY0__CGC64_03535
ERR1913299.813099__1.813099	853__A0A173XRA8__CGS56_09290
ERR1913299.813188__1.813188	820__A0A174CG08__DXB62_13215
ERR1913299.813189__1.813189	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913299.813209__1.813209	28111__E5WUE9__NCTC11155_01729
ERR1913299.813235__1.813235	418240__A0A174T5R0__yehU_2
ERR1913299.813304__1.813304	214851__D1PSM7__SUBVAR_07410
ERR1913299.813424__1.813424	820__A0A174GYA8__DXB64_07370
ERR1913299.813399__1.813399	28052__A0A174KNE1__ptsI_2
ERR1913299.813420__1.813420	357276__A6L053__ABI39_04450
ERR1913299.813489__1.813489	39492__A0A174ZYY6__EUBSIR_02510
ERR1913299.813572__1.813572	39492__D4JVG7__ERS852540_00946
ERR1913299.813695__1.813695	214856__A0A174A1J3__ERS852447_01000
ERR1913299.813663__1.813663	39492__D4JWY0__EUBSIR_01648
ERR1913299.813732__1.813732	39492__D4MN06__EUBSIR_02672
ERR1913299.813789__1.813789	820__A0A174GYA8__DXB64_07370
ERR1913299.813803__1.813803	820__A0A174LJB2__HMPREF1072_04112
ERR1913299.813810__1.813810	39492__D4JWL2__ERS852540_01201
ERR1913299.813899__1.813899	823__A0A174JYU9__DER51_02115
ERR1913299.813940__1.813940	39492__D4JWY1__rnfA_1
ERR1913299.813990__1.813990	39492__B0MNU1__ERS852540_02349
ERR1913299.814001__1.814001	39492__D4JSU6__dacB_3
ERR1913299.814240__1.814240	1262886__R6QKT6__BN563_01582
